# _root_ Now the Journal , flush with ads and hugely profitable , is even with La Presse in weekend circulation and outsells it 3 to 2 every weekday .
#goldHeads=20,3,20,20,8,5,6,20,10,8,20,20,12,13,16,14,12,19,17,0,20,21,21,23,24,27,21,20,
#predictedHeads=20,3,12,3,8,5,6,3,10,8,3,20,12,12,16,14,16,19,17,0,20,23,21,21,24,27,25,20,
(14,20),(20,4),(20,3),-0.125778 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,4),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,4),(20,1),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,4),(20,-1),-0.167235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,3),(20,2),-0.12787 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,3),(20,1),-0.124923 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,3),(20,-1),-0.138628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,2),(20,1),-0.124891 # DEPENDENCYPART_GRANDSIBL
(14,20),(20,2),(20,-1),-0.199758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,20),(20,1),(20,-1),-0.133591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,22),-0.0528946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,23),-0.00545083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,24),-0.0773661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,25),-0.00544948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,27),0.0388206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,28),-0.0448079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,29),-0.0130742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,22),(21,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,24),-0.0393841 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,27),-0.0364208 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,22),(21,29),-0.0404583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,23),(21,24),-0.042887 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,25),-0.043345 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,27),-0.0468405 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,23),(21,29),-0.000108443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,24),(21,25),-0.0420356 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,24),(21,27),-0.0334576 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,24),(21,28),-0.0450061 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,24),(21,29),-0.0253833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,25),(21,27),-0.0468405 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,25),(21,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,25),(21,29),-0.000107092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,27),(21,28),-0.0443735 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,27),(21,29),-0.0718683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,28),(21,29),-0.0449092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,21),(21,20),0.130255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,19),0.218142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,18),0.218142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,17),0.112457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,16),0.218142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,15),0.218142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,14),0.108576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,21),(21,13),-0.125612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,9),-0.125612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,3),-0.130772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,1),-0.125612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,21),(21,-1),-0.217127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,20),(21,19),-0.110419 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,18),-0.0247975 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,17),0.148224 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,16),0.0813721 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,15),0.203173 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,14),0.21639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,20),(21,13),0.0481079 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,9),0.0559655 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,4),0.0644711 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,3),0.0448267 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,1),0.0140621 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,20),(21,-1),-0.114438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,18),0.105126 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,17),0.113604 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,16),0.105126 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,15),0.105126 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,14),0.113789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,19),(21,13),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,9),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,1),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,19),(21,-1),-0.0229598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,18),(21,17),0.113604 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,16),0.105126 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,15),0.105126 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,14),0.113789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,18),(21,13),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,9),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,1),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,18),(21,-1),-0.0229603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,17),(21,16),0.117802 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,15),0.117802 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,14),0.118053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,17),(21,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,17),(21,-1),-0.13304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,16),(21,15),0.105126 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,16),(21,14),0.113789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,16),(21,13),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,16),(21,9),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,16),(21,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,16),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,16),(21,1),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,16),(21,-1),-0.0229598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,15),(21,14),0.113789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,15),(21,13),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,9),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,1),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,15),(21,-1),-0.0229598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,14),(21,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,21),(21,14),(21,-1),-0.144132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,21),(21,13),(21,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,13),(21,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,13),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,13),(21,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,13),(21,-1),-0.106339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,9),(21,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,9),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,9),(21,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,9),(21,-1),-0.106327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,4),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,4),(21,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,4),(21,-1),-0.144605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,3),(21,1),-0.124959 # DEPENDENCYPART_GRANDSIBL
(14,21),(21,3),(21,-1),-0.0229598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,21),(21,1),(21,-1),-0.107924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,24),(24,25),-0.0315651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,27),-0.0581171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,29),-0.0325731 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,24),(24,25),(24,27),-0.0421246 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,25),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,25),(24,29),-0.0304081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,27),(24,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,27),(24,29),-0.0418847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,28),(24,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,24),(24,23),0.10933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,24),(24,-1),-0.121223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,24),(24,23),(24,-1),-0.134745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,14),0.107572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,15),-0.128567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,16),-0.128567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,17),-0.107155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,19),-0.128567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,20),-0.126942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,21),-0.125254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,29),-0.176263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,14),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,21),-0.124889 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,29),-0.114546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,15),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,17),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,21),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,29),-0.134473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,16),(13,17),-0.124889 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,21),-0.124941 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,29),-0.134473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,21),-0.124889 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,29),-0.112289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,21),-0.124941 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,29),-0.134473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,20),(13,21),0.131381 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,20),(13,29),-0.0899895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,21),(13,29),-0.0895475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,12),-0.0555784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,11),-0.0472326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,10),-0.0234067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,7),0.00598422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,6),-0.0620959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,3),0.00612589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,-1),-0.00034859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,12),(13,11),-0.037284 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,10),-0.0421422 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,7),-0.0437249 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,6),-0.0405998 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,3),-0.0437249 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,-1),-0.032646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,11),(13,10),-0.0437696 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,7),-0.0383847 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,6),-0.0518736 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,3),-0.0383847 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,-1),-0.00936678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,10),(13,7),-0.0395313 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,6),-0.0471636 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,3),-0.0395313 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,-1),-0.0113608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,7),(13,6),-0.0338004 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,7),(13,3),-0.04301 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,7),(13,-1),-0.0940731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,6),(13,3),-0.0503053 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,6),(13,-1),-0.0411049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,3),(13,-1),-0.0939315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),-0.0434126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,18),-0.183221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,19),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,20),-0.0502667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,21),0.0469238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,23),-0.146204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,27),-0.182988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,28),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,29),0.0959612 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,18),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,19),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,20),-0.0325815 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,21),-0.0432516 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,23),-0.0423822 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,27),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,28),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,29),-0.129557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,18),(16,19),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,20),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,21),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,23),-0.0470731 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,27),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,28),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,29),0.00272118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,19),(16,20),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,21),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,23),-0.0470731 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,27),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,28),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,19),(16,29),0.00288866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,20),(16,21),0.213303 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,23),0.141896 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,27),0.0706512 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,28),0.222753 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,20),(16,29),-0.0336977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,21),(16,23),-0.0425768 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,27),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,28),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,29),-0.0125762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,23),(16,27),-0.0533444 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,23),(16,28),-0.0430845 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,23),(16,29),-0.144863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,27),(16,28),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,27),(16,29),0.00288948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,28),(16,29),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,15),0.156049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,14),-0.14394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,13),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,11),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,10),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),0.0210084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,15),(16,14),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,11),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,10),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,-1),-0.139196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,14),(16,13),-0.125162 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,11),-0.124891 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,14),(16,-1),-0.0801421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,13),(16,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,13),(16,-1),-0.123258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,11),(16,10),-0.12731 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,11),(16,-1),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,10),(16,-1),-0.157391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),0.0824646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),0.0866242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),0.0500925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.0248819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,23),-0.00981478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,24),-0.0771272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,27),0.0856504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,29),-0.362224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0629664 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0519586 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,23),-0.0389284 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,24),-0.0245302 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,27),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,29),0.0342115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0629664 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0519586 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,23),-0.0389284 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,24),-0.0245302 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,27),-0.0842748 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,29),0.0383712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),0.21212 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,23),0.140157 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,24),0.418223 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,27),0.0423801 # DEPENDENCYPART_GRANDSIBL
