# _root_ While some assets have been written down , others are undervalued in the accounts , Mr. Bond maintained .
#goldHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
#predictedHeads=4,3,4,10,4,5,6,10,10,18,10,11,14,12,18,17,18,0,18,
(11,14),(14,14),(14,17),0.0305188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),-0.0325482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,19),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,20),0.0719734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0512014 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.0511542 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.00834974 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,19),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,20),-0.0669911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),-0.0338893 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,18),-0.00481986 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,19),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,20),0.0349827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,18),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,19),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,17),(14,20),-0.0108438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,18),(14,19),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,18),(14,20),-0.0335581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,19),(14,20),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.097419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.179317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.186497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.122733 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.227901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,-1),-0.0508598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,20),0.0317814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,15),(15,-1),-0.110622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,18),-0.0320331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,19),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,20),0.0601459 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,18),(17,19),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,18),(17,20),-0.0330352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,19),(17,20),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,16),0.0156129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,15),0.05117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,14),0.0234363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,13),0.0973689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,-1),-0.183128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,16),(17,15),0.13994 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,14),0.104267 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,13),0.0194562 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,16),(17,-1),-0.129441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,15),(17,14),0.187764 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,13),0.0919007 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,-1),-0.135838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,14),(17,13),0.021 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,14),(17,-1),-0.11249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,13),(17,-1),-0.227211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,19),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,20),0.0871799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,19),(18,20),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,17),0.155355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,16),0.154452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,15),0.112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,14),0.155305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,13),0.0769339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,12),-0.0437166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,11),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,10),-0.135429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,9),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,8),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,6),-0.135038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,5),-0.135038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,4),-0.135397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,3),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,2),-0.138603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,1),-0.0273022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,-1),-0.239169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,17),(18,16),0.0983143 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,15),0.100931 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,14),0.0983626 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,13),0.136005 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,12),0.207766 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,11),0.104629 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,10),-0.143842 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,9),-0.147956 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,8),-0.147788 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,6),-0.143839 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,5),-0.144015 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,4),-0.143839 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,1),-0.196273 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,17),(18,-1),-0.162106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,16),(18,15),0.100929 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,14),0.0983616 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,13),0.135998 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,12),0.207699 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,11),0.104629 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,10),-0.143842 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,9),-0.147956 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,8),-0.147788 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,6),-0.143839 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,5),-0.144015 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,4),-0.143839 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,1),-0.196273 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,16),(18,-1),-0.163276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,15),(18,14),0.119706 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,13),0.107178 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,12),0.0671125 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,11),0.136475 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,10),-0.160325 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,9),-0.146784 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,6),-0.160163 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,5),-0.160164 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,4),-0.16041 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,1),-0.17177 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,15),(18,-1),-0.118072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,14),(18,13),0.136005 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,12),0.205952 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,11),0.104629 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,10),-0.143842 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,9),-0.147956 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,8),-0.147788 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,6),-0.143839 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,5),-0.144015 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,4),-0.143839 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,1),-0.196273 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,-1),-0.160825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,13),(18,12),0.120528 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,11),0.107363 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,9),-0.144737 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,3),-0.144737 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,2),-0.144852 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,1),-0.144775 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,13),(18,-1),-0.141024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,12),(18,11),0.10806 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,10),-0.146848 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,9),-0.145891 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,8),-0.146063 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,6),-0.146593 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,5),-0.146593 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,4),-0.146593 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,3),-0.145891 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,1),-0.147621 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,-1),-0.13198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,11),(18,10),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,9),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,8),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,6),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,5),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,4),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,3),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,2),-0.144716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,1),-0.152431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,-1),-0.142426 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,10),(18,9),-0.145197 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,8),-0.146216 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,6),-0.145075 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,5),-0.145075 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,4),-0.145075 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,2),-0.144716 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,1),-0.152724 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,10),(18,-1),-0.139173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,9),(18,8),-0.147788 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,6),-0.143839 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,5),-0.144015 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,4),-0.143839 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,3),-0.147956 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,1),-0.196273 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,-1),-0.158543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,8),(18,6),-0.160163 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,5),-0.160164 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,4),-0.16041 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,3),-0.146784 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,2),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,1),-0.17177 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,8),(18,-1),-0.118072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,6),(18,5),-0.145075 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,6),(18,4),-0.145075 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,6),(18,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,6),(18,2),-0.144716 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,6),(18,1),-0.152431 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,6),(18,-1),-0.142676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,5),(18,4),-0.145075 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,5),(18,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,5),(18,2),-0.144716 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,5),(18,1),-0.152443 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,5),(18,-1),-0.15609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,4),(18,3),-0.145197 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,4),(18,2),-0.144716 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,4),(18,1),-0.152431 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,4),(18,-1),-0.131298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,3),(18,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,3),(18,1),-0.196273 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,3),(18,-1),-0.162925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,2),(18,1),-0.144771 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,2),(18,-1),-0.115935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,1),(18,-1),-0.0638047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,19),(19,19),(19,20),-0.0072239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,19),(19,19),(19,-1),0.0191475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,9),(9,10),0.116173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,11),0.117003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,12),-0.153827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,14),-0.150404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,20),-0.13878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,11),0.110892 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,14),-0.144729 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,20),-0.111788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,14),-0.144729 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,20),-0.110245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,14),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,15),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,20),-0.134769 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,14),(9,15),-0.144852 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,20),-0.120706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,15),(9,20),-0.152882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0421341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,6),-0.0207614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,5),-0.0226523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,3),-0.157075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,2),0.00756569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),0.202429 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,6),0.035173 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,5),0.0351448 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,3),-0.0419751 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,2),-0.00856468 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,-1),-0.017011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,6),(9,5),-0.0214055 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,3),-0.021231 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,2),-0.0194563 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,-1),-0.0399192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,5),(9,3),-0.021231 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,2),-0.0194563 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,-1),-0.0347267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,3),(9,2),-0.0206546 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,3),(9,-1),-0.0963818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,2),(9,-1),0.0168135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.145942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,13),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,14),-0.153488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,17),-0.153481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,18),-0.124625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,20),-0.139171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,18),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,20),-0.157688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,14),-0.14471 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,17),-0.14471 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,20),-0.18249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,14),(11,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,17),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,18),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,20),-0.144212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,15),(11,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,18),-0.144949 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,20),-0.153755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,17),(11,18),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,20),-0.143964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,18),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,20),-0.134915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,19),(11,20),-0.144749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,10),-0.0149024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,9),0.0583734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,8),-0.0511176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,3),0.0599318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,1),-0.0387287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),-0.0169702 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,10),(11,9),-0.0206976 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,8),-0.0212588 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,3),-0.0206976 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,1),-0.0244286 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,-1),-0.0376336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,9),(11,8),-0.0468678 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,3),-0.0258211 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,1),0.0179745 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,-1),-0.0533012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,8),(11,3),-0.0260117 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,1),-0.0442906 # DEPENDENCYPART_GRANDSIBL
