# _root_ Burmah , which owns the Castrol brand of lubricant oils , reported a 17 % rise in net income to # 43.5 million ( $ 68.3 million ) in the first half .
#goldHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
#predictedHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
(3,7),(7,14),-0.514759 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.8022 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.765381 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.553155 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.817562 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.100373 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.639056 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-0.875584 # DEPENDENCYPART_GRANDPAR
(3,7),(7,33),-0.904031 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.310357 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.226268 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.86656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.250103 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.220291 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.0678711 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.684637 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.478066 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-1.07101 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.330981 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.809344 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.457572 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.495 # DEPENDENCYPART_GRANDPAR
(4,1),(1,33),-1.16794 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.459063 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.778987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.411194 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.610412 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.770684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,7),-0.0617652 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.541963 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.282191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.343096 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.542823 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.01772 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.615156 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.171812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.01845 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.555188 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.523931 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.187334 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.96497 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.21766 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.514835 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.110622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.850947 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.545562 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.549734 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0971403 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0510618 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.297802 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.110581 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.263877 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.0925466 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.164731 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.303524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.200799 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.121267 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),0.0107237 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),0.324594 # DEPENDENCYPART_GRANDPAR
(4,7),(7,33),-0.853224 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.45439 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.469779 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.123015 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0695108 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.400584 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0651903 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),0.20756 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.310502 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.918302 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.544952 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.736896 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.410593 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.434634 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.602943 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.00406288 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.219153 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),0.259164 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.17814 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0741671 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),0.172693 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),0.425043 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.213594 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.102287 # DEPENDENCYPART_GRANDPAR
(4,10),(10,33),-0.841555 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.712328 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.917528 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-0.32052 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.322893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,6),0.445632 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.369746 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.359095 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.148913 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.0476507 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.404446 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.166075 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.201548 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0337728 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),0.220011 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),0.462009 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.261872 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.174743 # DEPENDENCYPART_GRANDPAR
(4,12),(12,20),-0.113597 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),0.0358913 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),0.0276229 # DEPENDENCYPART_GRANDPAR
(4,12),(12,28),-0.292041 # DEPENDENCYPART_GRANDPAR
(4,12),(12,29),0.483079 # DEPENDENCYPART_GRANDPAR
(4,12),(12,32),0.0423186 # DEPENDENCYPART_GRANDPAR
(4,12),(12,33),-0.957946 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.54372 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.568564 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.0358335 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.0836849 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.128738 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.101838 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.154101 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.215883 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.455629 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.206102 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.148215 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.104144 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),0.0482243 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.199018 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.235456 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.164728 # DEPENDENCYPART_GRANDPAR
(4,16),(16,28),-0.284114 # DEPENDENCYPART_GRANDPAR
(4,16),(16,29),0.476698 # DEPENDENCYPART_GRANDPAR
(4,16),(16,32),0.036234 # DEPENDENCYPART_GRANDPAR
(4,16),(16,33),-0.816471 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),0.303362 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.277237 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.0200316 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.185787 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),0.0687161 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.0369953 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.0633899 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.251108 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.0436455 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.161747 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.190219 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),0.280193 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),0.444732 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.268313 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.145016 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),0.0365594 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.202016 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.238459 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.168519 # DEPENDENCYPART_GRANDPAR
(4,19),(19,28),-0.303367 # DEPENDENCYPART_GRANDPAR
(4,19),(19,29),0.414725 # DEPENDENCYPART_GRANDPAR
(4,19),(19,32),0.0433935 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.883935 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),0.480476 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.409556 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.21419 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),0.174676 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.0992879 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.133742 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),0.123205 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.0198308 # DEPENDENCYPART_GRANDPAR
(4,20),(20,29),0.403498 # DEPENDENCYPART_GRANDPAR
(4,20),(20,32),0.0524282 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.8663 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.32534 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.160501 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.00461316 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.0965885 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-0.088073 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),0.0410635 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.146364 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.192091 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.208262 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.281214 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),0.450887 # DEPENDENCYPART_GRANDPAR
(4,21),(21,32),0.00512221 # DEPENDENCYPART_GRANDPAR
(4,21),(21,33),-0.844297 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),-0.3329 # DEPENDENCYPART_GRANDPAR
(4,28),(28,29),0.39639 # DEPENDENCYPART_GRANDPAR
(4,28),(28,32),-0.00282061 # DEPENDENCYPART_GRANDPAR
(4,29),(29,24),0.097533 # DEPENDENCYPART_GRANDPAR
(4,29),(29,25),-0.182514 # DEPENDENCYPART_GRANDPAR
(4,29),(29,28),-0.309461 # DEPENDENCYPART_GRANDPAR
(4,29),(29,30),-0.455088 # DEPENDENCYPART_GRANDPAR
(4,29),(29,31),0.065795 # DEPENDENCYPART_GRANDPAR
(4,29),(29,32),0.0784462 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.526088 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.497384 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.306563 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.148369 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.464892 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.4657 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.273076 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.49613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0855849 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.0921328 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.634728 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.721843 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.681285 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.662925 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.886855 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.916526 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.926587 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-1.06405 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.29335 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-1.04145 # DEPENDENCYPART_GRANDPAR
(5,4),(4,28),-1.04991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,29),-1.31198 # DEPENDENCYPART_GRANDPAR
(5,4),(4,33),-2.07861 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.01353 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.653694 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.770706 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.904998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.281317 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.165461 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.148447 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.508338 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.317376 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.147643 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.137738 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.241656 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.496465 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.3588 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.355848 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.0943065 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.436956 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.59461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.641998 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-1.19211 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.793182 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.744998 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-1.03131 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.993783 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.963528 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.21081 # DEPENDENCYPART_GRANDPAR
(6,1),(1,21),-1.19209 # DEPENDENCYPART_GRANDPAR
(6,1),(1,33),-1.93348 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.365384 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.301873 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.479146 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.498569 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.240579 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.238488 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.32774 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.390799 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.43799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.441982 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.1521 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.686208 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.66583 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.78448 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.915555 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.0108 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.2641 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-1.19746 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.898247 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.11376 # DEPENDENCYPART_GRANDPAR
(6,4),(4,28),-0.803472 # DEPENDENCYPART_GRANDPAR
(6,4),(4,29),-1.47937 # DEPENDENCYPART_GRANDPAR
(6,4),(4,33),-1.88213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.266873 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.306213 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.44604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-1.10039 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.0119 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.907724 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.640061 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.961586 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.16072 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.869306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.330506 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.198436 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.142255 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.323859 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.342193 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.443049 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.650467 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.567962 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.742319 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.742038 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.412876 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.616731 # DEPENDENCYPART_GRANDPAR
(6,7),(7,29),-0.957587 # DEPENDENCYPART_GRANDPAR
(6,7),(7,33),-1.20906 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.484326 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.173535 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.194028 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.296294 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.339694 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.635653 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.629581 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.272775 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.449896 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.0666182 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.189809 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.13208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.61213 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.711199 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.622972 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),-0.940537 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),-0.865216 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-1.00882 # DEPENDENCYPART_GRANDPAR
(7,1),(1,16),-0.894741 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.429613 # DEPENDENCYPART_GRANDPAR
(7,1),(1,33),-1.93774 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.487241 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.0539939 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.333174 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.278291 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0324081 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.04407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.323796 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.301875 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.165946 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.167136 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.127135 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.01121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.661662 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.674458 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.617392 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),-0.768054 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),-0.85843 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.773872 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.0704 # DEPENDENCYPART_GRANDPAR
(7,4),(4,19),-0.870551 # DEPENDENCYPART_GRANDPAR
(7,4),(4,20),-0.888012 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-0.424107 # DEPENDENCYPART_GRANDPAR
(7,4),(4,28),-0.642 # DEPENDENCYPART_GRANDPAR
(7,4),(4,29),-1.40071 # DEPENDENCYPART_GRANDPAR
(7,4),(4,33),-1.95937 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.219227 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0497345 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0540384 # DEPENDENCYPART_GRANDPAR
(7,5),(5,8),-0.643749 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.26103 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.139286 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0919475 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.267642 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.13208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.61213 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.940537 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),0.0821944 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.587252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0263178 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.0938253 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.165034 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.370002 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.101097 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.138974 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.961845 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.0830924 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.822351 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.540176 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.487807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.136337 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0982344 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.082495 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.307339 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.321895 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.673003 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.272129 # DEPENDENCYPART_GRANDPAR
(7,10),(10,17),-0.218534 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.309621 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.332274 # DEPENDENCYPART_GRANDPAR
(7,10),(10,33),-1.51866 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.902346 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.844757 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.00302796 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.553677 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.480678 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.534226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.0975845 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.18004 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.113857 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.262047 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.420934 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.346594 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.587913 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.191392 # DEPENDENCYPART_GRANDPAR
