# _root_ In 1987 , despite a barrage of ads from most of the major investment firms , individuals ran from the market en masse .
#goldHeads=18,1,18,18,6,4,6,7,8,9,10,15,15,15,11,18,18,0,18,21,19,18,22,18,
#predictedHeads=18,1,18,18,6,4,6,7,6,9,10,15,15,15,11,18,18,0,18,21,19,23,19,18,
(11,17),(11,23),-0.342764 # DEPENDENCYPART_SIBL
(11,17),(11,24),-0.0100443 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.116169 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.083748 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.0837238 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.408381 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0693506 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.0875254 # DEPENDENCYPART_SIBL
(11,19),(11,24),0.10793 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.070056 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.107665 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.09724 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0850841 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.290352 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.00898801 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0654138 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.22251 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0368076 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0348684 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0453077 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0294225 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0729339 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.56853 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.446346 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.655399 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.101827 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0835469 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.00227157 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0882578 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.31184 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0556237 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0199508 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.109021 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.252584 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.121869 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.182186 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.172354 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0111524 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0934699 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0663646 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0790194 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0549313 # DEPENDENCYPART_SIBL
(15,1),(15,21),-0.0191529 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.025389 # DEPENDENCYPART_SIBL
(15,1),(15,23),-0.0150945 # DEPENDENCYPART_SIBL
(15,1),(15,24),0.0232863 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.172902 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.137682 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.143296 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0617496 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.11037 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.142631 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.347347 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.19253 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.200333 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.00703203 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0255573 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0054003 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.107754 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0378535 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.03657 # DEPENDENCYPART_SIBL
(15,2),(15,23),0.057371 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.00619067 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.165655 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.1679 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0926065 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.175159 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0587924 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.193765 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.00773863 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.194512 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0902828 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0649176 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.040623 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0795277 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0721803 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.122964 # DEPENDENCYPART_SIBL
(15,3),(15,23),0.132968 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.122067 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0060162 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0759713 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.153642 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0980526 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.457849 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0740395 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0305037 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0992124 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0610686 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0564349 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.106934 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0341494 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.000163663 # DEPENDENCYPART_SIBL
(15,6),(15,23),0.0101691 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.0433908 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.286205 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.101297 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.393442 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.14537 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0398898 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.191242 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0488131 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0334905 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0194239 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0893388 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0141682 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0695696 # DEPENDENCYPART_SIBL
(15,8),(15,23),0.0798629 # DEPENDENCYPART_SIBL
(15,8),(15,24),0.0308022 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.177116 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0574393 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.154162 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0471463 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0830673 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.137724 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0759667 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0596863 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0889779 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0470001 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0129926 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.00269814 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.00675459 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0714383 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.282039 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0169086 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.124038 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.163836 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.131429 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.107816 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.111539 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0493399 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0515712 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0412768 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.105798 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.213723 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.166882 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0484815 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.102466 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0409345 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.042432 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0298278 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0238248 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0118791 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0221735 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.0413055 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.071548 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.238212 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0965785 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0169091 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.269959 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00318093 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.088585 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0808769 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.101803 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0135104 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.281685 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0159168 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0728693 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0342268 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.200114 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0130701 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0384934 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.028199 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.181115 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00326985 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0298247 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0119963 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0395181 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0161706 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0306234 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0409562 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.00391326 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.689805 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.519343 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.244331 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.615904 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.302231 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.308626 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0531114 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.085356 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0455086 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0483321 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0573814 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0573628 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0140568 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0290692 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0124163 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.021904 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0218936 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0607392 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0437969 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0344791 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0162906 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.117418 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0727457 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.0727353 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0266318 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0110452 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0134655 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0212114 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.305632 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0547912 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.00365827 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0909728 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0693118 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0528297 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0356917 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0147422 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.00444779 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.209968 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0525468 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.215579 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.189081 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0769197 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0331687 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.00234676 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0185788 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0787118 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.35984 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0400264 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.186476 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0401939 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0461349 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0358405 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.253255 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00595404 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.125865 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0194294 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0522193 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.0625126 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00215496 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0126973 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0587082 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.158999 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.169003 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0292428 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0103739 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.0211795 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0211691 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.017034 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0377689 # DEPENDENCYPART_SIBL
(17,19),(17,23),0.0195804 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0794273 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0794169 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0110452 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.104586 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.28959 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.073294 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0229449 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.123247 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.0249542 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0761975 # DEPENDENCYPART_SIBL
(18,1),(18,10),-0.0795922 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.123247 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0477648 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0588752 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0171556 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0432991 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.28959 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0203875 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0253407 # DEPENDENCYPART_SIBL
(18,1),(18,20),-0.0635633 # DEPENDENCYPART_SIBL
(18,1),(18,21),-0.0594632 # DEPENDENCYPART_SIBL
(18,1),(18,22),-0.0549603 # DEPENDENCYPART_SIBL
(18,1),(18,23),-0.0603305 # DEPENDENCYPART_SIBL
(18,1),(18,24),0.0414808 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.0970145 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0621615 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.135516 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.0294963 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.203513 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0991279 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.131739 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0294963 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.280138 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.00618763 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.121972 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.202335 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0970145 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.202833 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.102002 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0613969 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0374017 # DEPENDENCYPART_SIBL
(18,2),(18,22),-0.0612171 # DEPENDENCYPART_SIBL
(18,2),(18,23),-0.0613339 # DEPENDENCYPART_SIBL
(18,2),(18,24),-0.0381626 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.106876 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0133293 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0674947 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0510899 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0252324 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.0616679 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0674947 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0755286 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0129233 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.00354006 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.107271 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0146196 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0517163 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0461973 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.00914184 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0696885 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0642059 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0585455 # DEPENDENCYPART_SIBL
(18,3),(18,24),0.107708 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0442252 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.102248 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0254293 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0556561 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.00119121 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.102248 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.00188786 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0184197 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0541667 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0384334 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.616415 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0223473 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0600575 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0128155 # DEPENDENCYPART_SIBL
(18,4),(18,21),-0.0108169 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.01899 # DEPENDENCYPART_SIBL
(18,4),(18,23),0.0136198 # DEPENDENCYPART_SIBL
(18,4),(18,24),0.0932308 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0580248 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.524353 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0667515 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.20634 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0580248 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.431585 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.261455 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.546704 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.514515 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0637974 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.52287 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0344146 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.112039 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0137008 # DEPENDENCYPART_SIBL
(18,6),(18,22),-0.0199799 # DEPENDENCYPART_SIBL
(18,6),(18,23),-0.0252981 # DEPENDENCYPART_SIBL
(18,6),(18,24),-0.0117127 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0874677 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.116492 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0964537 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.163137 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0737004 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0822279 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0952128 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0753787 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0671825 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0902094 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0898371 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.0844763 # DEPENDENCYPART_SIBL
(18,7),(18,21),-0.0581371 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.0486362 # DEPENDENCYPART_SIBL
(18,7),(18,23),-0.0540064 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.0143909 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0474117 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.287026 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0310017 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.261159 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.250739 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.515943 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.79962 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0657428 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.792244 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.105992 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.091889 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0611975 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0252815 # DEPENDENCYPART_SIBL
(18,8),(18,23),-0.0306528 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0130918 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0501879 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.122564 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.059246 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0127782 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.00226144 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0197699 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.274838 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0356505 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.105487 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0778319 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0856207 # DEPENDENCYPART_SIBL
(18,9),(18,22),-0.0476941 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0530643 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.027943 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.13258 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.193692 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.139344 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.293207 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.301802 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.137263 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.303144 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0178881 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.0641579 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0392099 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.024287 # DEPENDENCYPART_SIBL
(18,10),(18,23),-0.0296571 # DEPENDENCYPART_SIBL
(18,10),(18,24),-0.0145548 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0737004 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0822279 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0952128 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0753787 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0671825 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0902094 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0898371 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0844763 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0581371 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0486362 # DEPENDENCYPART_SIBL
(18,11),(18,23),-0.0540064 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.0143909 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.00794267 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0892114 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.248279 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.118944 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.241591 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.219195 # DEPENDENCYPART_SIBL
