# _root_ `` The question is how long it 's going to take Barry Wright to make a contribution , '' says F. John Mirek , an analyst at Blunt Ellis Loewi in Milwaukee .
#goldHeads=20,3,4,20,6,11,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
#predictedHeads=20,3,4,20,8,5,8,4,8,9,10,13,11,11,14,17,15,20,20,0,23,23,20,23,26,23,26,30,30,27,30,31,20,
(3,8),(8,33),-0.823384 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-1.04015 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.541385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.0532155 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.40363 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.250175 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0622862 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0306976 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.241457 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0239387 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.348957 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.297803 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.305444 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.244615 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.497053 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.539802 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.307384 # DEPENDENCYPART_GRANDPAR
(3,9),(9,23),-0.67128 # DEPENDENCYPART_GRANDPAR
(3,9),(9,24),-0.790465 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-0.764424 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.108475 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.727029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.434245 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.069709 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.271058 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.828666 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.61391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.144561 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),0.0706245 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.259607 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.461649 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.252347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.282793 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.245182 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.361587 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.129208 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.00432879 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.261805 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.562701 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.03775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.454308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.188355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.114853 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.28592 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.360517 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.115214 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.0542308 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.211903 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.245509 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.350377 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.242494 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0176333 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.381238 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.0394229 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.387696 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.393098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.318888 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.336168 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.390542 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.328698 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.305327 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.178289 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0537611 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.149155 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.0391926 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.208523 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.00433709 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-0.133668 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),0.000678399 # DEPENDENCYPART_GRANDPAR
(4,8),(8,33),-1.20111 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.506439 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.443858 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.274874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.124659 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.25527 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.17284 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.412208 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.329566 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.202645 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),0.117221 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.211512 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.0634319 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.349485 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.129386 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.105487 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.0697645 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.00546615 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.120202 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.235495 # DEPENDENCYPART_GRANDPAR
(4,10),(10,5),0.291971 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.363338 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.703319 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.109765 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.288329 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0453319 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.0547811 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.211456 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),0.505703 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.168019 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.167972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.165203 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.267016 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.396533 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0799939 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0179625 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.130284 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.274328 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.0456347 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.013081 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.193882 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.0340481 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.302066 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.307025 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-0.202681 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.212608 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),0.00124713 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),-0.604815 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-0.525861 # DEPENDENCYPART_GRANDPAR
(4,11),(11,30),-0.423122 # DEPENDENCYPART_GRANDPAR
(4,11),(11,31),-0.156472 # DEPENDENCYPART_GRANDPAR
(4,11),(11,32),-0.583852 # DEPENDENCYPART_GRANDPAR
(4,11),(11,33),-1.03426 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),0.291971 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.174859 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0611827 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.505703 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.104138 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.0345215 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.210311 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.272529 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.168019 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),0.0426422 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),0.186961 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.095765 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.0722252 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.128943 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),0.0198061 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.287178 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.299865 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.187912 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.297915 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),0.0705967 # DEPENDENCYPART_GRANDPAR
(4,17),(17,27),-0.511203 # DEPENDENCYPART_GRANDPAR
(4,17),(17,30),-0.408353 # DEPENDENCYPART_GRANDPAR
(4,17),(17,31),-0.0960104 # DEPENDENCYPART_GRANDPAR
(4,20),(20,1),-0.558357 # DEPENDENCYPART_GRANDPAR
(4,20),(20,3),-0.46494 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.300524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,5),0.387546 # DEPENDENCYPART_GRANDPAR
(4,20),(20,6),0.315116 # DEPENDENCYPART_GRANDPAR
(4,20),(20,7),0.374315 # DEPENDENCYPART_GRANDPAR
(4,20),(20,8),0.444832 # DEPENDENCYPART_GRANDPAR
(4,20),(20,9),0.11392 # DEPENDENCYPART_GRANDPAR
(4,20),(20,10),0.249934 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),0.188553 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),0.0284184 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),0.14235 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.0161999 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),0.308833 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.511848 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-6.16513e-05 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.136184 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.261564 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.334883 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.338309 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-0.231705 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.20817 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),0.0105971 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),-0.571294 # DEPENDENCYPART_GRANDPAR
(4,20),(20,29),-0.554925 # DEPENDENCYPART_GRANDPAR
(4,20),(20,30),-0.452146 # DEPENDENCYPART_GRANDPAR
(4,20),(20,31),-0.080435 # DEPENDENCYPART_GRANDPAR
(4,20),(20,32),-0.612876 # DEPENDENCYPART_GRANDPAR
(4,20),(20,33),-1.20196 # DEPENDENCYPART_GRANDPAR
(4,23),(23,1),-0.715876 # DEPENDENCYPART_GRANDPAR
(4,23),(23,2),-0.173438 # DEPENDENCYPART_GRANDPAR
(4,23),(23,3),-0.624453 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-0.209916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,6),0.467178 # DEPENDENCYPART_GRANDPAR
(4,23),(23,9),0.154769 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),0.115162 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),0.229253 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),-0.438067 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),0.174769 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.087485 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.0659303 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.0591856 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.243712 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-1.17765 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),0.0765976 # DEPENDENCYPART_GRANDPAR
(4,23),(23,27),-0.624907 # DEPENDENCYPART_GRANDPAR
(4,23),(23,28),-0.640827 # DEPENDENCYPART_GRANDPAR
(4,23),(23,29),-0.530176 # DEPENDENCYPART_GRANDPAR
(4,23),(23,30),-0.427785 # DEPENDENCYPART_GRANDPAR
(4,23),(23,31),-0.18691 # DEPENDENCYPART_GRANDPAR
(4,23),(23,32),-0.585473 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.411342 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.44176 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0224434 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.583549 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.705595 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.806237 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.430141 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.45458 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.218836 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.51056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.500066 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.867333 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.694193 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.812468 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.884183 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-1.03992 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.923399 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.796749 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.823219 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.884172 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.848844 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-0.883736 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-0.94502 # DEPENDENCYPART_GRANDPAR
(5,4),(4,33),-1.27346 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.847733 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.904302 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.779559 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.635595 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.01657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.423548 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.298935 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.38582 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.364513 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.403729 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.931206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.099823 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.259978 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.370789 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.702778 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.879188 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.700991 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.627267 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.834036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.107457 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.318829 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.314137 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.398484 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.642315 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.363535 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.327734 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.437701 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.366237 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.470592 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.519138 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.53381 # DEPENDENCYPART_GRANDPAR
(5,8),(8,33),-0.912853 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.859361 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.813167 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.636589 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.972626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.122842 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.412993 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.235726 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.334762 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.632588 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.308806 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.274121 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.373978 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.750284 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.388626 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.415689 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.45834 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.403148 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.53749 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.604786 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.902706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.458551 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.171218 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.386592 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.614321 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.336522 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.296015 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.566323 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.724437 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.430864 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.902706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,12),-0.466438 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.428072 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.724437 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.439385 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.482285 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.496643 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.443118 # DEPENDENCYPART_GRANDPAR
(5,14),(14,23),-0.430864 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.20506 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.252155 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.242439 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.868148 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.133199 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.19057 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.160289 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.32269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.853953 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.536656 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.19753 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.251248 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0745892 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.282675 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.23148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.287656 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.822351 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.521333 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.764582 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.71599 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.845235 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.925352 # DEPENDENCYPART_GRANDPAR
(6,4),(4,18),-0.95985 # DEPENDENCYPART_GRANDPAR
(6,4),(4,19),-0.849578 # DEPENDENCYPART_GRANDPAR
(6,4),(4,20),-0.856454 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-0.829843 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.24259 # DEPENDENCYPART_GRANDPAR
(6,4),(4,33),-0.696224 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.201 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.335824 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.28701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.281805 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.847988 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.531407 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.773573 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.854226 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.23393 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.900196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.438113 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0633998 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.52766 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.704012 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.537764 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.687741 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.325567 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.894404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.333942 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0404802 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.276536 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.298441 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.218032 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.27658 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.357189 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.465219 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.50853 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.443603 # DEPENDENCYPART_GRANDPAR
(6,8),(8,20),-0.541672 # DEPENDENCYPART_GRANDPAR
(6,8),(8,33),-0.308581 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.694347 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.660065 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.707161 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.161754 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.927431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.2075 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.423691 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.199694 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.331775 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.1996 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.259264 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.280347 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.520144 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.531263 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.458191 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.418188 # DEPENDENCYPART_GRANDPAR
(6,9),(9,23),-0.370634 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.740927 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.601427 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.236772 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.0859367 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.43237 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.208193 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.196861 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.212732 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.266574 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.430006 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.324149 # DEPENDENCYPART_GRANDPAR
