# _root_ But yesterday , Manhattan Cable announced it will launch Showtime on Nov. 1 to over 230,000 subscribers .
#goldHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
#predictedHeads=6,6,6,5,6,0,8,6,8,9,9,11,12,9,17,15,14,6,
(9,6),(6,6),(6,14),-0.0986278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,15),0.0179894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,17),-0.178025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,19),-0.256172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,8),0.118431 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,9),-0.126076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,7),(6,10),-0.125821 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,11),-0.135204 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,12),-0.125821 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,14),-0.124915 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,15),-0.135204 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,17),-0.125821 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,19),-0.160538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,8),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,8),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,11),-0.124917 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,15),-0.124917 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,19),-0.138973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,10),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,11),-0.134855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,12),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,14),-0.124996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,15),-0.134855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,17),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,19),-0.125742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,10),(6,11),-0.184218 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,12),-0.128004 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,14),-0.127799 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,15),-0.184052 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,17),-0.128004 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,19),-0.129174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,11),(6,12),-0.125491 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,14),-0.124971 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,15),-0.128885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,17),-0.125491 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,19),-0.122379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,12),(6,14),-0.127799 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,15),-0.184052 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,17),-0.128004 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,19),-0.130131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,14),(6,15),-0.0680194 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,17),-0.106715 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,19),-0.219309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,15),(6,17),-0.125474 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,15),(6,19),-0.121828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,17),(6,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,17),(6,19),-0.129488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,18),(6,19),-0.14435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),0.0118501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),0.0118093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,3),-0.124398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,2),0.0131315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,1),-0.0467212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.0447034 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.00457116 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,3),-0.0729336 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,2),-0.00213865 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,1),-0.0129074 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0751768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,3),-0.0729336 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,2),-0.00213865 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,1),-0.0129074 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.075176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,3),(6,2),-0.0761823 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,1),-0.0489692 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,-1),0.0805501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,2),(6,1),-0.012974 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,2),(6,-1),-0.0803747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,1),(6,-1),-0.0116307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.100964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.077539 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,10),-0.105277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,19),-0.161806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,8),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,19),-0.130645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,19),-0.111186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,19),-0.0933611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,-1),0.128952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,9),-0.137282 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,10),-0.134319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,11),-0.0798404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,15),-0.0798562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,19),-0.345428 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,10),-0.12491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,11),-0.12817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,15),-0.128169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,19),-0.190056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,10),(8,11),-0.135728 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,15),-0.135728 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,19),-0.151861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,11),(8,15),-0.126764 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,19),-0.0776192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,15),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,15),(8,19),-0.0683188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,18),(8,19),-0.122287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,7),-0.0445134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,6),-0.0726334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,5),0.00697045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,4),0.00696543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,3),-0.0911444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,2),0.00697045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,1),-0.0263777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),-0.105053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,7),(8,6),-0.0427112 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,5),-0.0479674 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,4),-0.0479674 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,3),-0.0214593 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,2),-0.0479674 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,1),-0.049767 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,-1),-0.0928474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,6),(8,5),-0.0499216 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,4),-0.0499216 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,3),-0.0635404 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,2),-0.0499216 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,1),-0.0334927 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,-1),0.0323686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,5),(8,4),-0.042372 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,3),0.0315682 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,2),-0.042372 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,1),-0.0289251 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,-1),-0.106247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,4),(8,3),0.0315682 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,4),(8,2),-0.042372 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,4),(8,1),-0.0289251 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,4),(8,-1),-0.106252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,3),(8,2),-0.0399487 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,3),(8,1),-0.0457371 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,3),(8,-1),-0.0411434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,2),(8,1),-0.0289251 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,2),(8,-1),-0.10645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,1),(8,-1),0.0184904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),-0.100542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,12),0.00267056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,13),-0.0380025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,15),-0.103968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,16),-0.0475859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,17),0.00235969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,18),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,19),0.0619912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,12),-0.068876 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,13),-0.0494635 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,15),-0.0334284 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,16),-0.0494635 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,17),-0.0680826 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,18),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,19),-0.0145542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,12),(10,13),-0.0228958 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,15),-0.0653508 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,16),-0.0194026 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,17),-0.0435878 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,18),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,19),-0.0280506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,13),(10,15),-0.0602244 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,16),-0.0416147 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,17),-0.0495905 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,18),-0.0421704 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,19),0.0180342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,15),(10,16),-0.0488542 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,17),-0.0700106 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,18),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,19),-0.0526908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,16),(10,17),-0.044781 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,18),-0.0421704 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,16),(10,19),0.0040586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,17),(10,18),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,17),(10,19),-0.0261703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,18),(10,19),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,9),0.176967 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,10),(10,7),-0.133789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,6),-0.0934873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,5),-0.00686835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,4),-0.00686835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,2),-0.00784616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,-1),-0.15816 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,9),(10,7),-0.12505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,6),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,5),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,4),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,2),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,9),(10,-1),-0.0820321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,7),(10,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,5),-0.124936 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,4),-0.124936 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,2),-0.124936 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,-1),-0.206589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,6),(10,5),-0.12541 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,4),-0.12541 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,2),-0.12541 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,-1),-0.0786111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,5),(10,4),-0.10657 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,5),(10,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,5),(10,-1),-0.1151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,4),(10,2),-0.10657 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,4),(10,-1),-0.113234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,2),(10,-1),-0.0947183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,12),0.0487733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,13),0.047133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,14),-0.0682002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,15),-0.0644925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,16),0.0390887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,17),0.0362675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,19),-0.119728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,12),(11,13),-0.0451979 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,14),-0.041885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,15),-0.00227514 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,16),-0.0451955 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,17),-0.0875613 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,19),0.0811746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,13),(11,14),-0.0609692 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,15),-0.0296669 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,16),-0.0534092 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,17),-0.0352162 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,19),0.00884577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,14),(11,15),-0.0656246 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,16),-0.0366364 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,17),-0.0531371 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,19),-0.0122144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,15),(11,16),-0.0426312 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,17),0.00220682 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,19),-0.117792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,16),(11,17),-0.0409447 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,19),0.00561735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,17),(11,19),0.0697091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,-1),0.0289888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,13),-0.0289373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),-0.103968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.0385207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,17),0.00184457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),0.0622127 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,15),-0.0612003 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0416148 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,17),-0.0495905 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0421704 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),0.0310097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.0488542 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,17),-0.070012 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,18),-0.0440558 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.0536622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,17),-0.044781 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,18),-0.0421704 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),0.0170341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,17),(12,18),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,17),(12,19),-0.0274672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,19),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,10),0.0331405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.153121 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,10),(12,-1),-0.115427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.0255965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),-0.0166861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,16),-0.0548024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,17),-0.104584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,19),-0.163834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),-0.042522 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,16),-0.0394648 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,17),-0.0420068 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,19),-0.025087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,16),-0.0420157 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,17),-0.0464792 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,19),-0.0225169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,17),-0.0421456 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,19),-0.0557626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,19),-0.102414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.130512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,11),0.168719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,10),0.132273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),-0.400399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,11),0.116935 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,10),0.118914 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.0983221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,10),0.113791 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,-1),-0.059903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,-1),-0.0985457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.0665942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),0.0584507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),0.0579252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
