# _root_ James Alexander , a Burmah spokesman , said SHV had previously owned `` a little under 5 % '' of Burmah for about two years .
#goldHeads=2,8,2,6,6,2,2,0,10,8,10,10,15,15,18,15,15,12,18,18,20,12,25,23,22,8,
#predictedHeads=2,8,2,6,6,2,2,0,10,8,10,10,18,15,18,15,18,12,18,18,20,12,25,23,22,8,
(10,14),(10,21),-0.144703 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0452214 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0646649 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.196235 # DEPENDENCYPART_SIBL
(10,14),(10,26),-0.116417 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0589852 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.232031 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0882959 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.179414 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.153065 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.122426 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.190027 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.334392 # DEPENDENCYPART_SIBL
(10,15),(10,26),-0.0700959 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.339232 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0140874 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.231966 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.160281 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.0747355 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.00681616 # DEPENDENCYPART_SIBL
(10,16),(10,25),-0.228964 # DEPENDENCYPART_SIBL
(10,16),(10,26),-0.0600484 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0233303 # DEPENDENCYPART_SIBL
(10,18),(10,20),-5.08024e-05 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0342571 # DEPENDENCYPART_SIBL
(10,18),(10,22),0.0863862 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.033763 # DEPENDENCYPART_SIBL
(10,18),(10,25),-0.404884 # DEPENDENCYPART_SIBL
(10,18),(10,26),-0.0873292 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.324325 # DEPENDENCYPART_SIBL
(10,19),(10,21),0.0369038 # DEPENDENCYPART_SIBL
(10,19),(10,22),0.312749 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0797627 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.00114456 # DEPENDENCYPART_SIBL
(10,19),(10,26),-0.0514419 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.155761 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.142009 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.156884 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.197502 # DEPENDENCYPART_SIBL
(10,20),(10,26),-0.074003 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.00290771 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.00920166 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.205356 # DEPENDENCYPART_SIBL
(10,21),(10,26),-0.0148252 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0152582 # DEPENDENCYPART_SIBL
(10,22),(10,25),-0.172828 # DEPENDENCYPART_SIBL
(10,22),(10,26),-0.0295594 # DEPENDENCYPART_SIBL
(10,23),(10,25),-0.360477 # DEPENDENCYPART_SIBL
(10,23),(10,26),-0.166348 # DEPENDENCYPART_SIBL
(10,25),(10,26),0.102406 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0579938 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0119868 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0340646 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0118623 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0373999 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0503863 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00468961 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0560665 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0680014 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.031425 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0711421 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0346385 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.143726 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.094932 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.141494 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.112985 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0604791 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.176144 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00735025 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0388598 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0874334 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00207791 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.13188 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0285017 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0354224 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.310521 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.026607 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0136905 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.061788 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.00430088 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.061788 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0288469 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.107842 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0371163 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0261793 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.04395 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0121116 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0479044 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0129968 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0164209 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0366017 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0393325 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0709546 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0094828 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0203985 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0211914 # DEPENDENCYPART_SIBL
(12,2),(12,25),0.0415938 # DEPENDENCYPART_SIBL
(12,2),(12,26),0.171402 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.142577 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0913103 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0530595 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0846592 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0445895 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0786947 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0409253 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0241915 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0147213 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0536126 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0244766 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0823683 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.00118729 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0396647 # DEPENDENCYPART_SIBL
(12,3),(12,21),-4.13089e-05 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0525925 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0519053 # DEPENDENCYPART_SIBL
(12,3),(12,25),0.0765878 # DEPENDENCYPART_SIBL
(12,3),(12,26),0.168953 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.026869 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.00698266 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0784089 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.00786782 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0127332 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0243747 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.00940025 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.034412 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0118467 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00969587 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.0566779 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0335946 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.048796 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0103161 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0247048 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0250008 # DEPENDENCYPART_SIBL
(12,6),(12,25),0.0443798 # DEPENDENCYPART_SIBL
(12,6),(12,26),0.315524 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0530595 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0846592 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0445895 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0786947 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0409253 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0241915 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0147213 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0536126 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0244766 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0823683 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00118729 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0396647 # DEPENDENCYPART_SIBL
(12,7),(12,21),-4.13089e-05 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0525925 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0519053 # DEPENDENCYPART_SIBL
(12,7),(12,25),0.0765878 # DEPENDENCYPART_SIBL
(12,7),(12,26),0.168953 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0850874 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0850722 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0761044 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0382911 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0174563 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0296435 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0233723 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0482499 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0305004 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00304035 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0261459 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00142287 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.00985715 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0296317 # DEPENDENCYPART_SIBL
(12,8),(12,25),-0.031434 # DEPENDENCYPART_SIBL
(12,8),(12,26),0.0260337 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0371174 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0261804 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0439409 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0119973 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0478979 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00333542 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0100173 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0385264 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0383552 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0595281 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.032547 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0301551 # DEPENDENCYPART_SIBL
(12,9),(12,23),-0.0211842 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.0415222 # DEPENDENCYPART_SIBL
(12,9),(12,26),0.177404 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0436149 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0301811 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00541507 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.000673847 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.000487691 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0212762 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0645186 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0380113 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0052485 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0394185 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0157535 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.00221887 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.00850542 # DEPENDENCYPART_SIBL
(12,10),(12,26),0.0773945 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0487359 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00286965 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0414161 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0643024 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0345363 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.058642 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.00341639 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00191505 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0480982 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0705052 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0396995 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.00605164 # DEPENDENCYPART_SIBL
(12,11),(12,26),0.12379 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0119669 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0626751 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.112071 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0250943 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.1216 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.169576 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.109594 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0141664 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0169904 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.00560321 # DEPENDENCYPART_SIBL
(12,13),(12,25),0.127435 # DEPENDENCYPART_SIBL
(12,13),(12,26),0.0665369 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0837782 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.001377 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0034192 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.105785 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.121066 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.135857 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.130409 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.051304 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.105359 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.109055 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.0460718 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0575079 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.067966 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.167977 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.00384328 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.106631 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0952738 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0631382 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.179229 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.15357 # DEPENDENCYPART_SIBL
(12,15),(12,26),-0.0429211 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00853688 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.27801 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0436513 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.262949 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.194171 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0316465 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.148808 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.226578 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.103274 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.110886 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0328181 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0553898 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0934342 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.00959521 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.0953627 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.22666 # DEPENDENCYPART_SIBL
(12,17),(12,26),-0.00865881 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00321682 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0506348 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0685408 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0345414 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0362614 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.239993 # DEPENDENCYPART_SIBL
(12,18),(12,26),0.113367 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.317017 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.0777285 # DEPENDENCYPART_SIBL
(12,19),(12,22),0.23755 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0294305 # DEPENDENCYPART_SIBL
(12,19),(12,25),0.102599 # DEPENDENCYPART_SIBL
(12,19),(12,26),0.0155498 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.210659 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.340369 # DEPENDENCYPART_SIBL
(12,20),(12,23),-0.31294 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.212213 # DEPENDENCYPART_SIBL
(12,20),(12,26),-0.194441 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0379469 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0828031 # DEPENDENCYPART_SIBL
(12,21),(12,25),-0.145064 # DEPENDENCYPART_SIBL
(12,21),(12,26),0.0402608 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.171276 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.240055 # DEPENDENCYPART_SIBL
(12,22),(12,26),-0.0516376 # DEPENDENCYPART_SIBL
(12,23),(12,25),-0.151469 # DEPENDENCYPART_SIBL
(12,23),(12,26),-0.116581 # DEPENDENCYPART_SIBL
(12,25),(12,26),0.0869065 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0546282 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0511766 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0528481 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0272169 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00547204 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0265065 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.07238 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.120284 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.121472 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.144635 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0668835 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.247009 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0166094 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0870545 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0416615 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.282206 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.261435 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.107853 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.0265516 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.059581 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.120284 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.121472 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.144635 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0668835 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.237349 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0230145 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0851317 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0426403 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.270781 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.25168 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.107847 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0329567 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0596541 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00267418 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.187476 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.343552 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.000704008 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.124839 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00697084 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00138619 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0416458 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.069527 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0622798 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.115317 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.0251497 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0165824 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0335426 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0869911 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0763011 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00214324 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0372372 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0749906 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0649287 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.00391189 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.066399 # DEPENDENCYPART_SIBL
(15,12),(15,25),0.03967 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.194627 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0232843 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.168619 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0573678 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.670614 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0721158 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.00417468 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.116824 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.169013 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0670127 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0026595 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0823838 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0205154 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0611717 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.177667 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0281273 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.023567 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.180017 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.106817 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.246783 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0152023 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0994195 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0909979 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0874119 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0791982 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.266869 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.00768729 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0364383 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00799715 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0486706 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0259278 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0557648 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0387675 # DEPENDENCYPART_SIBL
(15,17),(15,25),-0.196009 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0201279 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.054574 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.0213109 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.033061 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.00845582 # DEPENDENCYPART_SIBL
(15,18),(15,25),-0.21215 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.461936 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.346149 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.201241 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.273018 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.224128 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.176067 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.0239522 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.149447 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0643661 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.114603 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.214717 # DEPENDENCYPART_SIBL
(15,22),(15,25),0.0299231 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.107573 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.012828 # DEPENDENCYPART_SIBL
(15,24),(15,25),-0.13636 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.119993 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0997678 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.000277104 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00295232 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0372 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0288906 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0940409 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0356701 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.103652 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.00838033 # DEPENDENCYPART_SIBL
(16,11),(16,25),-0.0329895 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.155094 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.163405 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0105301 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0890038 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.290628 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0155852 # DEPENDENCYPART_SIBL
