# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
(10,7),(10,21),-0.0324994 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.0530992 # DEPENDENCYPART_SIBL
(10,7),(10,24),0.0452553 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.060127 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0634158 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00161907 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0736715 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0321805 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0434461 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0966544 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0489012 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.124681 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0214691 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0634158 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0443064 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0543077 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0215905 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0169671 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0029995 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0181968 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00841065 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00898131 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0208978 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0387612 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0543077 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.137813 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0889413 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.036901 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0561721 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0235565 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0528973 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0285972 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.207707 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.108391 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.0190839 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.0320389 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.000537327 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0240389 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0896519 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0126514 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0229514 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0176754 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.123625 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0403261 # DEPENDENCYPART_SIBL
(10,12),(10,24),0.0392625 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.630942 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.511349 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.257304 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.344701 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.31457 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.561514 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.219484 # DEPENDENCYPART_SIBL
(10,13),(10,24),0.0260464 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0211542 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00135387 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0266299 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.105256 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.0286546 # DEPENDENCYPART_SIBL
(10,14),(10,22),0.0257156 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.219404 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0239377 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0846143 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0235351 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.074432 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0176148 # DEPENDENCYPART_SIBL
(10,15),(10,24),0.0241022 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0025678 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.0434425 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.103171 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.0311009 # DEPENDENCYPART_SIBL
(10,16),(10,24),-0.00103025 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0102303 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.0312409 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0651789 # DEPENDENCYPART_SIBL
(10,17),(10,24),0.0118558 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.0690569 # DEPENDENCYPART_SIBL
(10,18),(10,22),-0.0274973 # DEPENDENCYPART_SIBL
(10,18),(10,24),0.0274718 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0573774 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.0168637 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.0320389 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.117473 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.000798995 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0794535 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00539567 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0390135 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0489496 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0357448 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0173404 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00109073 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.143073 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.139803 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.173087 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.106105 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0846826 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0775968 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0431979 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.015118 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.010324 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0541188 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0788827 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0711885 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0798312 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00403596 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.622844 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0773139 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.346471 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.899606 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.17374 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.484038 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.179205 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.297874 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0132061 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.106008 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.104272 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.350145 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.187183 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0522962 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0822315 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.122145 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0449412 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0825818 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0715762 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.121502 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.026369 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.109919 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.00519198 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.028404 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0875394 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0273763 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0361491 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0288764 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0521865 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.00385255 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.044393 # DEPENDENCYPART_SIBL
(12,10),(12,24),0.100901 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.650412 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.536019 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.29906 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.410411 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.196382 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.704705 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.153709 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.00473053 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0280233 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0111468 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0150491 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00356023 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.055156 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0967953 # DEPENDENCYPART_SIBL
(12,14),(12,24),0.249828 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.040576 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0789694 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0479743 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0278548 # DEPENDENCYPART_SIBL
(12,15),(12,22),0.0632854 # DEPENDENCYPART_SIBL
(12,15),(12,24),0.0183489 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0110907 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0116255 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.092541 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.02352 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0420765 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0829401 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.016041 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.092125 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0455322 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0980718 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.00272564 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.008902 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00836813 # DEPENDENCYPART_SIBL
(12,21),(12,24),-0.022685 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.0218828 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0369277 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.190056 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0711086 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0107259 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00447905 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0627681 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0364921 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0680818 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0100096 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0722233 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0636369 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0169927 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.127969 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0410191 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.111685 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0684444 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0313775 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0384905 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.024266 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0910083 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0584822 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.132994 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.361984 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.158251 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.636432 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.116208 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.12055 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0179551 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.290095 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.00846785 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.130799 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.460071 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0191258 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.296403 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.208202 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.107456 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0607242 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.115427 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0585278 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00278799 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00293011 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.040975 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0746731 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0135 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0625238 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.00601522 # DEPENDENCYPART_SIBL
(15,10),(15,24),0.0676652 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0451564 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.143661 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0384396 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0187746 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0472334 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.136294 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0469739 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0240259 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.0735357 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.058371 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.03208 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0138625 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0131416 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00752669 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0159605 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0175031 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.040785 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0123794 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0175114 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0453999 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.00115551 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0198051 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0580566 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00781477 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.00221646 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.0192092 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0707496 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0598494 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0692833 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0985677 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.137881 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.034829 # DEPENDENCYPART_SIBL
(15,16),(15,23),-0.118397 # DEPENDENCYPART_SIBL
(15,16),(15,24),-0.0412573 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0713875 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.103819 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.120427 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.14802 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.107647 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0108108 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.290049 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.289933 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.205316 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.304216 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0883756 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.254466 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.0583934 # DEPENDENCYPART_SIBL
(15,20),(15,23),-0.235924 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.0623334 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.143404 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.220877 # DEPENDENCYPART_SIBL
(15,21),(15,24),-0.0794532 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0106651 # DEPENDENCYPART_SIBL
(15,22),(15,24),0.0244049 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.0596884 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0681376 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0322147 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00706346 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0529488 # DEPENDENCYPART_SIBL
(16,14),(16,22),-0.0188394 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0226765 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0187061 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.00730514 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0206263 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.122701 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0143793 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.250952 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.061127 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.0882653 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.018677 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.00390594 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.00386139 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.460205 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.00254812 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.00569244 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.043095 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.0229313 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0582943 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0267942 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0583596 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.00753244 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.0371278 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0795483 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0246764 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.34227 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0103964 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0137003 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.00587188 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0581074 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0613587 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.010613 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0447081 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0537697 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0238842 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.0517037 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.320021 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.179549 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.115908 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.151523 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0459038 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0470379 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0316845 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.00962835 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0159187 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00789019 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0576084 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.212908 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.113071 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.106251 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.00725878 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.105576 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0797104 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.135378 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0219421 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.106263 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0496065 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.010319 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0518877 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0112438 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0543229 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.000188394 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.0317562 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0141755 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0105221 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.0894053 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0177315 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0280881 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0692385 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0749986 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0721996 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0237587 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0714994 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.00995472 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.107166 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0424169 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0185771 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0768472 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0494889 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0344308 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.102787 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0251201 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0658181 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0649281 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.00406466 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0777714 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0181766 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0650619 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0799609 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.022451 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0648561 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.100853 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.177849 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.098061 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.153466 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0154912 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0736515 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.122257 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.00785621 # DEPENDENCYPART_SIBL
(17,22),(17,23),0.138165 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.0972232 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.00962251 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00449339 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0307907 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0351757 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0825174 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0367091 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00477333 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0372553 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0441007 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0641014 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.131477 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.0452242 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.527979 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.521752 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.146884 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.517106 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.865433 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0476637 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.847727 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0578234 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.824038 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.20309 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0227583 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0755203 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0491337 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.289313 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00938263 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00240796 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0129513 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0656395 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0117814 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.764955 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.141971 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0199391 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.0289597 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.00650817 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0929486 # DEPENDENCYPART_SIBL
