# _root_ The offer , which also includes common and preferred stock purchase rights , was to expire last night at midnight .
#goldHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
#predictedHeads=2,14,2,6,6,2,12,7,8,12,12,6,2,0,14,15,18,16,16,19,14,
(12,6),(12,20),-4.42839e-05 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0392301 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.100858 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.129344 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0401036 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0209803 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0913595 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0336249 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.1098 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0592412 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0573041 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.00806881 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0412826 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.115495 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.104357 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.015856 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0131976 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0715332 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0199924 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0610017 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00857179 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.00154051 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0535115 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00423447 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0835795 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.152165 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.1413 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0723572 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.119741 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0276106 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.10283 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0598983 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.075303 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.065755 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0256684 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0729474 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.135583 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.176349 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0797001 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.124488 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.104667 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0794188 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.113543 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.130667 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0455204 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0514197 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0933977 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0627911 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00281296 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0415473 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0116886 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0418643 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.404459 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.122884 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.28764 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.51973 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.114762 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.542023 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.040682 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0101513 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0460639 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0164136 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.00565449 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0154818 # DEPENDENCYPART_SIBL
(12,14),(12,21),0.0618917 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.050653 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.1772 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0102104 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.140532 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.182154 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0182132 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0434537 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0385855 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0367703 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0634511 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0950586 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0502914 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0166611 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.0525522 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0236742 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.117973 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.511294 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0636546 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.350328 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.370939 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.379914 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.191819 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.742997 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.733313 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.655682 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.117973 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.037801 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0519668 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.00745049 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0395262 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.00846558 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0208771 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0141047 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.11089 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0488516 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.175181 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0581971 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.00763309 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.135394 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0223769 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0172783 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.00666904 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.000959273 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.133138 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.106917 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0193658 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0791668 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0101146 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.0220822 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0636823 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.152985 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0761343 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.047667 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.0468316 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0307861 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.11179 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.114529 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.244964 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.16227 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.038885 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0108207 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.10441 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.160229 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0414773 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.105264 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.509031 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.0794466 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0262748 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0243622 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0271028 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0349131 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0395436 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0257318 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.233067 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.087187 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0588833 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.000860352 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.128066 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.140355 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0627531 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.419631 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0909107 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.136338 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0483894 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.102611 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.102379 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.118277 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.165026 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.195107 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.106937 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0699345 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.00405378 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.149522 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0560848 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0429094 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.176111 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00998203 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.100555 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.116596 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.187667 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.150257 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0853316 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.113593 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0148595 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0685421 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.137897 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.00459022 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0636577 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0551679 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0203833 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.00279551 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0216158 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.274195 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.180153 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0668311 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0160486 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.00781736 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.097304 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0387462 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0419273 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0439881 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0586228 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.101818 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.32581 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.155925 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.106327 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.041297 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.000413563 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.115848 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0516246 # DEPENDENCYPART_SIBL
(14,9),(14,21),0.0342631 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.729313 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.684394 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.120787 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.114011 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.019952 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0555215 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.034142 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0454531 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0262592 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.042796 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.642857 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0961566 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00157419 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.00376617 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0450453 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0622533 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0741927 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00185216 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.0281042 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0557146 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.336165 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.231242 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.201946 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.155814 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.234518 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.197394 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.245897 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.133138 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.106917 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0193658 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0791668 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0101146 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0220822 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0636823 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.367633 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.34575 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.118522 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.465638 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.232793 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.129807 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.294937 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.284682 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.249619 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.334282 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0348494 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0548234 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00970888 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.134025 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.050885 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0205378 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.206263 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0875342 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.151704 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0225282 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.011812 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.0573758 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0934565 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.1043 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0386071 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0981842 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0209864 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.376462 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.71622 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0663886 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.712538 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.130172 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.459836 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.00439665 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.477695 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.173846 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0135506 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.732805 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.227513 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.262934 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.102465 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.255781 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0836225 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0949848 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.230927 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0634995 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.00842639 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0288566 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.070281 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.113723 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0836225 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0208527 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0589689 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0301348 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0295585 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0203959 # DEPENDENCYPART_SIBL
(16,2),(16,21),-0.00573689 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.0983801 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0270384 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0068201 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.140289 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.104014 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0558014 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0389533 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0336209 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0389911 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.0183785 # DEPENDENCYPART_SIBL
(16,3),(16,18),-0.0288308 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0232592 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.0567472 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.20412 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0725995 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.00983025 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0563629 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0655848 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0526132 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.166281 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.00387448 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0704092 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0926647 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.14841 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0260428 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.155182 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.4672 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0167199 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0116086 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.047017 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.066831 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0127616 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0572234 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0308369 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0403339 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0163503 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0820441 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.00292917 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.416094 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0338862 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0257423 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.000829129 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0416959 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.148906 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0184676 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0194523 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0081068 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.000540245 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.00172807 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0851651 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.108375 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.00562059 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0354054 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0172749 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0447672 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0727424 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.00978144 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0893893 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.0229899 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.0285823 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0562046 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00668334 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0350551 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0359147 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0827707 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.127907 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0447199 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.131132 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.00418029 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0166886 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.127286 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.076051 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0797687 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0558957 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.05911 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0622828 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.0385102 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0950048 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0452558 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0474201 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0559022 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00297186 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0563203 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.1437 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0389911 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0183785 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0288308 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0232592 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0567472 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.20412 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0202776 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0424152 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0474211 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0360116 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0251539 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.162871 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0229634 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.218836 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0203101 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.175596 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.247391 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.012546 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0686325 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0718558 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0248173 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.141092 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.143846 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.118534 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.145308 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.362167 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0577498 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.00390848 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0469759 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.431024 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0508094 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0616013 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0701608 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.025853 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00834347 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00606084 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0185464 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.0677857 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0221201 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0757017 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0330338 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0402469 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0390022 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00860563 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.108328 # DEPENDENCYPART_SIBL
