# _root_ Great Northern Nekoosa reacted coolly to Georgia-Pacific 's takeover bid of $ 58 a share , or $ 3.19 billion , though the suitor said all terms are negotiable .
#goldHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,17,25,24,25,4,27,28,25,28,4,
#predictedHeads=3,3,4,0,4,4,10,7,10,6,10,13,17,15,13,17,11,17,18,18,4,25,24,25,4,27,28,25,28,4,
(13,15),(15,15),(15,7),-0.127491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,-1),-0.281653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,14),(15,13),0.119152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,14),(15,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,-1),-0.0229821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,13),(15,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,-1),-0.0790643 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,12),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,-1),-0.12499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,11),(15,7),-0.124896 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,-1),-0.133572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,7),(15,-1),-0.119669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,31),-0.0088537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,16),(16,-1),-0.0924991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,17),(17,18),-0.0506092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.0550431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),-0.0550441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),-0.0288373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,22),-0.0425381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,23),-0.0423874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),-0.0379671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,25),-0.0544056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,26),-0.0422732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,27),-0.0379671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,28),-0.0545142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,31),0.0192959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0423101 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,20),-0.0423101 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.0424759 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,22),-0.0420245 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.0420023 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,27),-0.0420023 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,31),-0.048544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,20),-0.0422726 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,21),-0.0420976 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,22),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,24),-0.0420042 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,27),-0.0420042 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,31),-0.0544909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,21),-0.0420976 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,22),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,24),-0.0420042 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,27),-0.0420042 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,31),-0.0545293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,22),-0.0421122 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,24),-0.0423189 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,25),-0.0336654 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,27),-0.0423189 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,28),-0.0336654 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,31),-0.0431883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,22),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,24),-0.0420169 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,25),-0.0422622 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,27),-0.0420169 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,28),-0.0422622 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,31),-0.0436183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,23),(17,24),-0.0422271 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,27),-0.0422271 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,31),-0.0421198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,24),(17,25),-0.0439967 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,26),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,27),-0.0425998 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,28),-0.0439967 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,31),-0.033104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,25),(17,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,25),(17,27),-0.042307 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,25),(17,28),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,25),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,25),(17,31),-0.0454255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,26),(17,27),-0.042113 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,26),(17,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,26),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,26),(17,31),-0.0420924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,27),(17,28),-0.0439967 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,27),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,27),(17,31),-0.033104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,28),(17,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,28),(17,31),-0.045942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,30),(17,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.119405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.117375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,14),0.119003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,13),0.114716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,17),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,11),-0.125056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,10),-0.125876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,9),-0.125876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,7),-0.125876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,4),-0.125059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,3),-0.125876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,2),-0.125876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,1),-0.125876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.0825773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.119365 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,14),0.118066 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,13),0.115933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,16),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,10),-0.124923 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,9),-0.124923 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,7),-0.124923 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,4),-0.12614 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,3),-0.124923 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,2),-0.124923 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,1),-0.124923 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.125751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,14),0.116926 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,13),0.12123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,-1),-0.133012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,14),(17,13),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,14),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,-1),-0.129275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,13),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,13),(17,-1),-0.130312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,12),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,10),-0.124896 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,9),-0.124896 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,7),-0.124896 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,3),-0.124896 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,2),-0.124896 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,1),-0.124896 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,12),(17,-1),-0.126662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,11),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,11),(17,-1),-0.125897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,10),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,10),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,10),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,10),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,10),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,10),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,10),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,10),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,10),(17,-1),-0.131533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,9),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,9),(17,-1),-0.131336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,7),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,7),(17,-1),-0.131336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,6),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,6),(17,-1),-0.125295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,5),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,5),(17,-1),-0.129394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,4),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,4),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,4),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,4),(17,-1),-0.111086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,3),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,3),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,3),(17,-1),-0.131336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,2),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,2),(17,-1),-0.131336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,1),(17,-1),-0.131336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,20),-0.0503854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,21),-0.0279379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,22),-0.0470994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,24),-0.0473366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,25),-0.0275419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,27),-0.0473366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,31),-0.00454113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,20),(19,21),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,31),-0.0544513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,21),(19,22),-0.0431295 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,24),-0.0435312 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,25),-0.0421849 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,27),-0.0435312 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,31),-0.0445645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,22),(19,24),-0.0420275 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,25),-0.0420002 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,27),-0.0420275 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,31),-0.0481776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,24),(19,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,31),-0.0490556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,25),(19,27),-0.0420017 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,31),-0.0275961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,27),(19,31),-0.0490556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,18),0.183497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,17),0.118733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,14),0.11864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,-1),-0.177035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,18),(19,17),0.119162 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,14),0.118962 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,-1),-0.076662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,14),0.392405 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,-1),-0.125654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,14),(19,-1),-0.125646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,23),-0.0498338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),0.0202285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,25),-0.071477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,27),0.0202285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,28),-0.0761301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,29),-0.0396122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,31),-0.12997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),-0.0426921 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,27),-0.0426921 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,29),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,31),-0.047726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,24),(22,25),-0.0423038 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,27),-0.0428819 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,28),-0.0423038 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,29),-0.0419989 # DEPENDENCYPART_GRANDSIBL
