# _root_ `` For all intents and purposes , an agreement appears to have been achieved , '' he said .
#goldHeads=18,10,4,2,4,5,10,9,10,18,10,11,12,13,18,18,18,0,18,
#predictedHeads=18,10,4,2,4,5,10,9,10,18,10,11,12,13,18,18,18,0,18,
(14,6),(14,13),0.00626301 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0220019 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.001786 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.00193181 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.000100387 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0485235 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.120967 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0278673 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0920458 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.000183454 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0535833 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0497885 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.180614 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.00740502 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.149815 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.238464 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0602117 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.092215 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0801539 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.00531588 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0153331 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00875928 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0244197 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.00396861 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.058807 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00203553 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0356375 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.1384 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0758493 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0482239 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.106649 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0616629 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0326525 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0591136 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0732388 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.188054 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0582776 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.154626 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.065654 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0689097 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0327756 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0259789 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0164692 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.0398032 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.163214 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.016469 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0674987 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0529582 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0743268 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.076578 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0483 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0434073 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0256307 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.102962 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0498286 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0481067 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0743268 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.312413 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.0597658 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.415924 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0282633 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.192258 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.294935 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.000796128 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.0137129 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.271849 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0412029 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.112318 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0616465 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0587038 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.294935 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.211326 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.198724 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0804207 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.389635 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.214029 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.355916 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.599359 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.514246 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.294315 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.351465 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.221963 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.220541 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.214029 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.388877 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.796149 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.00203914 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0395403 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.111256 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.00640235 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.189188 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0406118 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0783067 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0218482 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.023107 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0395403 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.132842 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.020749 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.116008 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0482969 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0604982 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.289332 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0296754 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.078204 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.204311 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.214227 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.324472 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.568542 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0995676 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.01006 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.178041 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.343688 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.267538 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.170753 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.170755 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.177242 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0640567 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.134773 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.398938 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.00273473 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.467826 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.301519 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.329105 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.231383 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.229635 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.282686 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.361297 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.619759 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0433107 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0937869 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.144069 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0604103 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0582431 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.250071 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.123537 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0370068 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0466491 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.157905 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0790524 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0780612 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0235592 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.244553 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.203079 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0773642 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0307769 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0321618 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0958427 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0821286 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.103389 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0439727 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0498785 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.186054 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.151763 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.191454 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0540757 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.22607 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.126896 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.177085 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0810856 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.568542 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0995676 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.01006 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.220488 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.163678 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0419108 # DEPENDENCYPART_SIBL
(0,10),(10,1),0.640188 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.16745 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.628209 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.171443 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.327881 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.534896 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.3048 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.405692 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0404212 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0548594 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.23781 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0722831 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.382064 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.385831 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.0116127 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.919849 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),1.04246 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.713517 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.225945 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0736221 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.214841 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.553495 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.215299 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.0290154 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.229141 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.322593 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.116608 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.0516295 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.337977 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.829336 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),1.0263 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.64853 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),1.18198 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.25225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.318335 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.370748 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.0166808 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.468966 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.335516 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.287576 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.602267 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.608836 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.85138 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.6792 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.461095 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.383688 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.756852 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-1.19751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.075256 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.386513 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.000936767 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.54016 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.319763 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.615188 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.400425 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.52047 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.693875 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.638759 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.612308 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.445341 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.431833 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.614778 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.21146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),0.240633 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.0717337 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.453619 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.370966 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.0468317 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.24183 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.555579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.707605 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0320868 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.227 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.346418 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.125962 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.30832 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.0247356 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.0417912 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.695697 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.469645 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.230769 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.466066 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.761296 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.634781 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.491555 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.648766 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.267001 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.0927783 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.877801 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.24183 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.708138 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.962795 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.362954 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.121597 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.311954 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0295616 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.0381899 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.699299 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.473246 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.247305 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.469678 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.619891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,4),1.00406 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.122142 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.000944633 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.278026 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.093093 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.291361 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.562964 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.3859 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.263258 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.411122 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.690525 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-1.0322 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.834476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.444109 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.586909 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.176934 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.539246 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.506626 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.391885 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.552307 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.0417775 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.173791 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.715926 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.56185 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.295912 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.581938 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.950758 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-1.42272 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.141835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,4),2.05579 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.337596 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.739126 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),1.07949 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.574549 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.398045 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.19486 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.11615 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.831716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,4),0.859089 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.266279 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.423167 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.336483 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.484943 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.170017 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.576607 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.447808 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.395079 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.695478 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-1.0217 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.907428 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-1.32343 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-1.11899 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.708793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),1.03829 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.2605 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.517903 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.345487 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.650515 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-1.11118 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-1.01818 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.607454 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.384405 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-1.00703 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.199151 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.401355 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.397151 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.360167 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0255961 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.44876 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.178 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-1.03932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0326379 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.428272 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.199217 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.492903 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.434095 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.111394 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.506769 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.731295 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.625124 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.756202 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.05897 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.958724 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.991817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.0450554 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.183759 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.465234 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.651703 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.233176 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.414787 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.166938 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.693584 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.36286 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.63189 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.600565 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.766635 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.825722 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-1.16627 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.504573 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.17783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,1),-0.496457 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0943885 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.27301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.727806 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.441093 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.637485 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.717357 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.734418 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.944272 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.787365 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.995576 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.862627 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.852854 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.20509 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.67437 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.355688 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.619755 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.690273 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.597013 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0545531 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.205461 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.302165 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.457446 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.677131 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.971313 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.781784 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.739168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),0.104084 # DEPENDENCYPART_GRANDPAR
