# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(11,12),(11,24),0.226792 # DEPENDENCYPART_SIBL
(11,12),(11,26),0.719052 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.052538 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0452121 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00730603 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.00937685 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0195878 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0104996 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00963924 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0132399 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0593288 # DEPENDENCYPART_SIBL
(11,13),(11,24),-0.0184917 # DEPENDENCYPART_SIBL
(11,13),(11,26),0.00946407 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.303829 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0318536 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0245545 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0155611 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0405801 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0242844 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.12259 # DEPENDENCYPART_SIBL
(11,14),(11,23),-0.102508 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.00586181 # DEPENDENCYPART_SIBL
(11,14),(11,26),-0.0244603 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0234587 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.022975 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0139815 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0417109 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0227049 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.125535 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.100928 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.00489329 # DEPENDENCYPART_SIBL
(11,15),(11,26),-0.0228808 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.128209 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.145496 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.222916 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.12849 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.208308 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0441486 # DEPENDENCYPART_SIBL
(11,16),(11,24),0.372599 # DEPENDENCYPART_SIBL
(11,16),(11,26),0.126268 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0406485 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0154011 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0577321 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.0472831 # DEPENDENCYPART_SIBL
(11,18),(11,23),-0.140598 # DEPENDENCYPART_SIBL
(11,18),(11,24),-0.0304412 # DEPENDENCYPART_SIBL
(11,18),(11,26),-0.0633715 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0139184 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0564245 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0487658 # DEPENDENCYPART_SIBL
(11,19),(11,23),-0.13929 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0213118 # DEPENDENCYPART_SIBL
(11,19),(11,26),-0.0620639 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0400578 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.257566 # DEPENDENCYPART_SIBL
(11,20),(11,23),-0.0468083 # DEPENDENCYPART_SIBL
(11,20),(11,24),0.0174503 # DEPENDENCYPART_SIBL
(11,20),(11,26),0.0397065 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0483061 # DEPENDENCYPART_SIBL
(11,21),(11,23),-0.139568 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0292627 # DEPENDENCYPART_SIBL
(11,21),(11,26),-0.0623416 # DEPENDENCYPART_SIBL
(11,22),(11,23),-0.137185 # DEPENDENCYPART_SIBL
(11,22),(11,24),-0.069036 # DEPENDENCYPART_SIBL
(11,22),(11,26),-0.0554132 # DEPENDENCYPART_SIBL
(11,23),(11,24),0.120287 # DEPENDENCYPART_SIBL
(11,23),(11,26),0.063842 # DEPENDENCYPART_SIBL
(11,24),(11,26),0.0344629 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0605667 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.068677 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0150916 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0872355 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.124457 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0738159 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.153096 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.157716 # DEPENDENCYPART_SIBL
(15,1),(15,7),1.28049 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.11148 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.119886 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.119886 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0964666 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0259831 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.151421 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.0416086 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0629248 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0897891 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0794426 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0151754 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0743031 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0832733 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.000620301 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.196626 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.227283 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0969873 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.100497 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.100497 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.313501 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.202651 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.179577 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.02655 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0573411 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0973784 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0779572 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0699898 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0728214 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0119551 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.010472 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.246014 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.020479 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0181353 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0181353 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.153773 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.353086 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.000841715 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0479332 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0159916 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0462102 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0353587 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0109071 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0303548 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.00949808 # DEPENDENCYPART_SIBL
(15,5),(15,24),-0.080748 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0122329 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0116419 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0116419 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.00788484 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.187988 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0783253 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0418452 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0100587 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0171878 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00645924 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.00634639 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.00131875 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.00646505 # DEPENDENCYPART_SIBL
(15,7),(15,24),-0.00599402 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0150517 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0150517 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.112132 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.364914 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.142034 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0994898 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0417252 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0911164 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0664832 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0432691 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0524236 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0106187 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.108198 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0106366 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.121309 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.36292 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.14323 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.089562 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0392436 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0886347 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0640015 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0406266 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.0499419 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0296029 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.100115 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.121309 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.36292 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.14323 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.089562 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0392436 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0886347 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0640015 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0406266 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0499419 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0296029 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.100115 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0737157 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.113405 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.10173 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0705959 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0410782 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0542803 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.02103 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0592158 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.101459 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0523153 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.242758 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0306004 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0913778 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.123069 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.114662 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.117858 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.107205 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0539214 # DEPENDENCYPART_SIBL
(15,13),(15,24),0.117079 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.000111293 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0166052 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0468239 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0359724 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0133352 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0309684 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0119364 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.0540461 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0217486 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0328924 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0316625 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.187602 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0283524 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.171841 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.355572 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.115728 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.116291 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0104707 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.12022 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0874683 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.0216967 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.09827 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00755652 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.102199 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0933115 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0303243 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00552244 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.11545 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0802325 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.0248952 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0332631 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.352318 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.00442521 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.080274 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0174456 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.0425878 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.108786 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.107814 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.107861 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0780895 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.107769 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.141752 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.103055 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.107781 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.124752 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.70007 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.698287 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.341773 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.699987 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0646769 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.701752 # DEPENDENCYPART_SIBL
(16,17),(16,25),-0.699988 # DEPENDENCYPART_SIBL
(16,17),(16,26),-0.707148 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.697911 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.341391 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.699611 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0764785 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.701376 # DEPENDENCYPART_SIBL
(16,18),(16,25),-0.699612 # DEPENDENCYPART_SIBL
(16,18),(16,26),-0.706772 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.344823 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.703216 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0799107 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.70498 # DEPENDENCYPART_SIBL
(16,19),(16,25),-0.703216 # DEPENDENCYPART_SIBL
(16,19),(16,26),-0.710376 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.188794 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.302217 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.197753 # DEPENDENCYPART_SIBL
(16,20),(16,25),-0.188794 # DEPENDENCYPART_SIBL
(16,20),(16,26),-0.191038 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0764785 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.701369 # DEPENDENCYPART_SIBL
(16,21),(16,25),-0.699605 # DEPENDENCYPART_SIBL
(16,21),(16,26),-0.706765 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.274404 # DEPENDENCYPART_SIBL
(16,22),(16,25),-0.267824 # DEPENDENCYPART_SIBL
(16,22),(16,26),-0.270068 # DEPENDENCYPART_SIBL
(16,23),(16,25),-0.698165 # DEPENDENCYPART_SIBL
(16,23),(16,26),-0.705327 # DEPENDENCYPART_SIBL
(16,25),(16,26),-0.698178 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0585167 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.045013 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0140944 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.426224 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0897968 # DEPENDENCYPART_SIBL
(18,17),(18,26),-0.0168153 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0592307 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.142097 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0240931 # DEPENDENCYPART_SIBL
(18,19),(18,26),-0.0648701 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.140997 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0306684 # DEPENDENCYPART_SIBL
(18,21),(18,26),-0.0637707 # DEPENDENCYPART_SIBL
(18,23),(18,24),0.118881 # DEPENDENCYPART_SIBL
(18,23),(18,26),0.0624129 # DEPENDENCYPART_SIBL
(18,24),(18,26),0.03444 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.156091 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.191697 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.299911 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0429842 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0718448 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0718448 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.0839164 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.117581 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.297148 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.341368 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.189101 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0401456 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0696346 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0214806 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.201337 # DEPENDENCYPART_SIBL
(19,1),(19,22),0.2083 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.320304 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.185568 # DEPENDENCYPART_SIBL
(19,1),(19,25),0.200967 # DEPENDENCYPART_SIBL
(19,1),(19,26),0.209715 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.123068 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.211637 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.00874552 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0212082 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0212082 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.244501 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.128575 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.209132 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.219788 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.040042 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0105688 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0191076 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0871789 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.00997544 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0410369 # DEPENDENCYPART_SIBL
(19,3),(19,23),0.127539 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.00682551 # DEPENDENCYPART_SIBL
(19,3),(19,25),0.00960309 # DEPENDENCYPART_SIBL
(19,3),(19,26),0.0186011 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.318711 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.12713 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.146143 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.146143 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.235626 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0165125 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.311927 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.314009 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.147738 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.110373 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.139398 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0359909 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0212746 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0384078 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.148544 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.0120749 # DEPENDENCYPART_SIBL
(19,4),(19,25),0.0209012 # DEPENDENCYPART_SIBL
(19,4),(19,26),0.0226789 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.13358 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.150241 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.150241 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0959243 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0407814 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.205388 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.22008 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.20444 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.134902 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.167487 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0788228 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.00770051 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0585494 # DEPENDENCYPART_SIBL
(19,5),(19,23),0.128128 # DEPENDENCYPART_SIBL
(19,5),(19,24),-0.00120937 # DEPENDENCYPART_SIBL
(19,5),(19,25),0.00732377 # DEPENDENCYPART_SIBL
(19,5),(19,26),0.0125323 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0579077 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0579077 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.416454 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.013478 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.345308 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.361473 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.27436 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0162468 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0556799 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0168532 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0856349 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.0880032 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.525954 # DEPENDENCYPART_SIBL
(19,9),(19,24),0.0989186 # DEPENDENCYPART_SIBL
(19,9),(19,25),0.0984078 # DEPENDENCYPART_SIBL
(19,9),(19,26),0.0829141 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0359368 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.420273 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0185912 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.337649 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.353815 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.269608 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0382177 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.033709 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0476123 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0432267 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.0139906 # DEPENDENCYPART_SIBL
(19,10),(19,23),0.483546 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.076035 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.0559996 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.0405059 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.420273 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0185912 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.337649 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.353815 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.269608 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0382177 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.033709 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0476123 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0432267 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0139906 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.483546 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.076035 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.0559996 # DEPENDENCYPART_SIBL
(19,11),(19,26),0.0405059 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0522888 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.129769 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.125327 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.217447 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0254455 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.00333236 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.106835 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.122273 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0133443 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.0167802 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0502002 # DEPENDENCYPART_SIBL
(19,12),(19,25),-0.122731 # DEPENDENCYPART_SIBL
