# _root_ ( Reliance floated a $ 357 million petrochemical company in 1988 that was , at the time , the largest public issue in Indian history . )
#goldHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,13,13,17,15,13,22,22,22,13,22,25,23,3,3,
#predictedHeads=3,3,0,9,9,5,5,9,3,3,10,13,9,3,3,17,15,17,22,22,22,17,22,25,23,3,3,
(9,5),(5,7),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,15),-0.144708 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,23),-0.144708 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,28),-0.0105225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,8),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,28),-0.137937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,9),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,28),-0.137937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,10),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,21),-0.144714 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,28),-0.212559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,13),(5,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,28),-0.14774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,14),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,14),(5,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,15),(5,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,21),-0.144714 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,15),(5,28),-0.208732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,17),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,17),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,17),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,17),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,17),(5,28),-0.137937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,18),(5,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,18),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,18),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,18),(5,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,21),(5,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,21),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,21),(5,28),-0.0768255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,23),(5,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,23),(5,28),-0.212559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,26),(5,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,4),-0.0247918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,-1),0.0945481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,4),(5,-1),-0.0245433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,7),0.0896752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,8),0.171929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,9),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,10),-0.144911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,11),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,13),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,15),-0.14491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,28),-0.0434794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,8),0.109481 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,10),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,11),-0.144708 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,28),-0.173968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,8),(6,9),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,28),-0.0834243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,28),-0.0834267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,10),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,14),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,28),-0.176374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,11),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,28),-0.171495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,13),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,28),-0.149082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,14),(6,15),-0.144705 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,14),(6,28),-0.158234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,15),(6,28),-0.176708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.0962395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),-0.0409813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.157877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.0233938 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0858117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,-1),-0.0571938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.175919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.145671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,10),-0.144911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,11),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,28),-0.0710224 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),-0.144703 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,28),-0.0794527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,28),-0.0794551 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,10),(7,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,10),(7,28),-0.177908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,11),(7,28),-0.171009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,6),0.0211118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,5),-0.0962406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,4),-0.0409824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),0.11719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,6),(7,5),-0.0198808 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,4),-0.0194882 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,-1),0.118734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,5),(7,4),-0.0233942 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,-1),-0.085813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,4),(7,-1),-0.0579954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.155842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,10),-0.156776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,11),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,13),-0.173312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,14),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,18),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,22),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,28),-0.0222424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,10),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,11),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,13),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,14),-0.145878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,18),-0.145878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,22),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,28),-0.178104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,10),(8,11),-0.144705 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,13),-0.144823 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,22),-0.144983 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,28),-0.105617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,11),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,11),(8,28),-0.145058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,13),(8,14),-0.146309 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,18),-0.146309 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,22),-0.14472 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,13),(8,28),-0.19939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,14),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,22),-0.149421 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,14),(8,28),-0.00861408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,18),(8,22),-0.149421 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,18),(8,28),-0.00861408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,22),(8,28),-0.17572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,7),-0.106724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,6),-0.0985946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,5),-0.0269039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,4),-0.0525927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,3),0.0477077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,1),0.0119939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),0.144908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,7),(8,6),-0.0139568 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,5),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,4),-0.0129776 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,3),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,1),-0.0197001 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,7),(8,-1),-0.101265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,6),(8,5),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,4),-0.0124197 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,3),-0.0200578 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,1),-0.0197001 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,6),(8,-1),-0.0971204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,5),(8,4),-0.0221817 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,5),(8,-1),-0.0296194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,4),(8,3),-0.0194622 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,4),(8,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,4),(8,-1),-0.0777423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,3),(8,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,3),(8,-1),0.00207858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,1),(8,-1),0.0220743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),0.0170613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,12),-0.078398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,13),0.0067854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,15),-0.0346903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,17),0.10116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,22),0.134076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,28),-0.35242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,12),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,13),-0.0199861 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,15),-0.016879 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,17),-0.0245896 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,22),-0.0245896 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,11),(10,28),-0.0195197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,12),(10,13),-0.0195129 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,17),-0.0217185 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,22),-0.0217185 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,12),(10,28),-0.0835806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,13),(10,15),-0.0196702 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,17),-0.0213018 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,22),-0.0213018 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,13),(10,28),0.00598043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,15),(10,17),-0.0206444 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,22),-0.0206444 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,15),(10,28),-0.0636438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,17),(10,22),-0.0588928 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,17),(10,28),0.0324978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,22),(10,28),0.0679626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,9),0.042649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,-1),-0.161631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,9),(10,-1),-0.194422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,13),-0.0344574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,14),-0.0290935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,15),-0.00857926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,17),-0.0386653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,28),0.166051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,13),(11,14),-0.0165203 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,15),-0.0194529 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,17),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,28),-0.0392114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,14),(11,15),-0.0244703 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,17),-0.0298139 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,28),-0.0185216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,15),(11,17),-0.0187631 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,28),-0.0191476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,17),(11,28),-0.0461512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,10),0.0767092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,9),0.171927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,8),-0.145666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,7),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,-1),-0.0390446 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,10),(11,9),0.109267 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,-1),-0.176374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,9),(11,8),-0.144703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,-1),-0.0779354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,8),(11,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,-1),-0.077933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,7),(11,-1),-0.176053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.0410456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),0.00759511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,17),-0.0290929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,18),-0.0410456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,21),0.0154943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,22),-0.0349192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,23),-0.00457528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,24),0.0170246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,25),-0.0313486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,26),-0.0231182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,27),-0.00189678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,28),0.0878221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),-0.0404683 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,17),-0.0363683 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,18),-0.019595 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,21),-0.0202029 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,22),-0.0363681 # DEPENDENCYPART_GRANDSIBL
