# _root_ The setback , in which Treasury bond prices plummeted , reflected a rebound in the stock market and profit-taking .
#goldHeads=2,11,2,9,4,8,8,9,2,2,0,13,11,13,17,17,14,13,18,11,
#predictedHeads=2,11,2,11,4,8,8,9,2,9,0,13,11,13,17,17,14,17,18,11,
(14,4),(14,16),0.123089 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0440957 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.131614 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0927803 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0596849 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.046549 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0314199 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0681321 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00244087 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.205438 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0466691 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0148219 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.10921 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00446069 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00634696 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0294683 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0304923 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0317142 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.715082 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.708486 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.183957 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.699716 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.129917 # DEPENDENCYPART_SIBL
(14,16),(14,17),-1.07004 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00850037 # DEPENDENCYPART_SIBL
(14,16),(14,19),-1.03865 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0571209 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.104084 # DEPENDENCYPART_SIBL
(14,17),(14,19),-1.01281 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0659072 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0973435 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0687683 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0934526 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.167295 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0100771 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.0631246 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.373273 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0310126 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0597004 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.331119 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0490048 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0737962 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0387078 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0937204 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.34865 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.102803 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0859175 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0685924 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.238283 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0846632 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.015001 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0143708 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0747142 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.147399 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0405921 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.066948 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.266524 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00443978 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0815151 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0303123 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0352717 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.336727 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0198562 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.803472 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.375808 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.130113 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0490173 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0610796 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00936618 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.614882 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0323843 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0268294 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0169223 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0198309 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.257014 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.116966 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0425792 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.00465434 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.00224226 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.51365 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.246531 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.141776 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.288686 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00859066 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0694167 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.117203 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0182908 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0252586 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.00648947 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.164119 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.263292 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.213937 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0464676 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0434292 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.0649066 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.169288 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-1.00964 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.77719 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.167333 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.371954 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.29103 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.136111 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.25705 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.161988 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.313725 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.43198 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.926685 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),1.54407 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),-0.337969 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.377084 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.878416 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.258979 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-1.37611 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.908967 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.381668 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.230888 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.128313 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.19097 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0819676 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.399139 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.892032 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.561899 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.503109 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.0509096 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.96653 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.804084 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.145848 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.336754 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.37313 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.397965 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.0249576 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0162413 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.229635 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.577756 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.284026 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),1.59384 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.584223 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.514049 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0715228 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.948058 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.787893 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.123523 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.316475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.102221 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.585253 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.606047 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.0150193 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.180521 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.212703 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.268295 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.677258 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.324003 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),1.55306 # DEPENDENCYPART_GRANDPAR
(1,3),(3,2),-0.240315 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.698123 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.213355 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.944726 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-1.05467 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.58784 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.956441 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.595146 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-1.07754 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.899637 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-1.11288 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-1.14396 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.386937 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-1.85383 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.713732 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.755581 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.800649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.0334761 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.638446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0205353 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-1.07134 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0214192 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0505193 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.3179 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.150215 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.243782 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.446208 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.617847 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.140831 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-1.33928 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.740195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.16312 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0689719 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.123963 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.0351639 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.242306 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.786485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.107078 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0264275 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.480997 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.125073 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.0442992 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.172641 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.32037 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.877812 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.638669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.186251 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.10658 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.493857 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0980906 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.125942 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.0474611 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.202046 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.231209 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.438384 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.498688 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),0.246546 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.797519 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.748269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.184016 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.0849616 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.449062 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.171204 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.135202 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0314466 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.231307 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.256512 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.405021 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.579681 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),0.17797 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.691429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.144337 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.183544 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.150715 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.108589 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0576802 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),0.116755 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.334606 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.295758 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.355453 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.318512 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.293552 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),0.0351646 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.805538 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-1.3859 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.340659 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.686704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.1428 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.189458 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.168476 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0990822 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0529538 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.115998 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.0559779 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.362623 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.628944 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.336801 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.377001 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.668716 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.273583 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),0.0196823 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.786886 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-1.37787 # DEPENDENCYPART_GRANDPAR
(2,13),(13,3),-0.183776 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),0.113532 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.0454684 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),0.156491 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.403598 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.109734 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.158307 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.4661 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.678978 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.377674 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),0.232109 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.889503 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-1.19485 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.638446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,4),-0.0436669 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.199287 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.430126 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.675561 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.646652 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.250409 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.140831 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.881743 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-1.33928 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.107864 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.188489 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.351955 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.0505036 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.381107 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.419845 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.465345 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.748985 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),0.15633 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.907925 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-1.22913 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.517573 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-1.36429 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.338889 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.86285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.503294 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.834631 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.87939 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.953415 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.86349 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.721505 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.882974 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.758388 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-1.10712 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.00012 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.09799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.971785 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.03102 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.606919 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.36253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.755687 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.221517 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.372273 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.297234 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.366604 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.342458 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.414097 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.681487 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.492402 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.628951 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.284324 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.38678 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.90971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.630796 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.855395 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.33273 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.0384 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.602825 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.22279 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.867657 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.948 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.4073 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.91839 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.595539 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-2.13211 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.187057 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.80853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,2),-0.958319 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.09395 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.125383 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.444695 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0760536 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.36262 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.03017 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.25246 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.1839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0698668 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.468878 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0257764 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.34797 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.310939 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-1.31247 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.19086 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.32882 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-1.09387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0470172 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.246781 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.300751 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0114141 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.588302 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.291436 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-1.03835 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.790639 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.116128 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-1.31125 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-1.16672 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.3459 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.981107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.02294 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.288489 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.289623 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.106709 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.681552 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.409085 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-1.09382 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.871684 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.181612 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.972964 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.12833 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-1.30464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0468397 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.24006 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.686755 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.360406 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.494692 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.343962 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.870278 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.607564 # DEPENDENCYPART_GRANDPAR
