# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=31,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,27,31,31,0,34,34,31,31,
(3,14),(14,25),-1.26936 # DEPENDENCYPART_GRANDPAR
(3,14),(14,26),0.46891 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),0.324142 # DEPENDENCYPART_GRANDPAR
(3,14),(14,28),0.0487269 # DEPENDENCYPART_GRANDPAR
(3,14),(14,29),-0.435175 # DEPENDENCYPART_GRANDPAR
(3,14),(14,30),-0.73898 # DEPENDENCYPART_GRANDPAR
(3,14),(14,31),-0.889151 # DEPENDENCYPART_GRANDPAR
(3,14),(14,35),-2.03679 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.427524 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.10574 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.51349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.0146324 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.832001 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.271435 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.149474 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.58561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.0656045 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.927593 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.823245 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.65866 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.06318 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.927555 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.787994 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.918832 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.818341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),1.14239 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.118559 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.279438 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.136839 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.268464 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0532482 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.439117 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.821471 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.846286 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.700799 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),-0.626756 # DEPENDENCYPART_GRANDPAR
(4,6),(6,35),-2.1046 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.46558 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0323641 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0304761 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.508067 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.787153 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),1.01434 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.0938403 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.224575 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.620753 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.124581 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.170713 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.324333 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.664087 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.688921 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.825663 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.830514 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.659168 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-1.10467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,6),0.511144 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.597189 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.684118 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.238018 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.265361 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-1.20043 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.638842 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.357903 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-1.15297 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.977592 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.985927 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-1.0628 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.92424 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.460944 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.568625 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.852282 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-1.51057 # DEPENDENCYPART_GRANDPAR
(4,14),(14,27),-1.41066 # DEPENDENCYPART_GRANDPAR
(4,14),(14,28),-1.29421 # DEPENDENCYPART_GRANDPAR
(4,14),(14,29),-0.924385 # DEPENDENCYPART_GRANDPAR
(4,14),(14,30),-1.19977 # DEPENDENCYPART_GRANDPAR
(4,14),(14,31),-1.16016 # DEPENDENCYPART_GRANDPAR
(4,14),(14,35),-2.3926 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.314311 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.332982 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.372709 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.21182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.852696 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.631425 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.854555 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-1.23652 # DEPENDENCYPART_GRANDPAR
(6,1),(1,35),-2.11188 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.245382 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.356713 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.454163 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.28362 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.661818 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.129018 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.141658 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.175786 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.34974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.807869 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.785799 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.983597 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.795222 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.330488 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.087347 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.280802 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.27305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.656616 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.695272 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.814801 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.755305 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),-0.325675 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.220988 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.172269 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.234944 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.182958 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.999978 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.245494 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.184744 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.196509 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.0867406 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.274297 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.314564 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.741031 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.375191 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),-0.380931 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.0452959 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.294163 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.229964 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.217365 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.24646 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),-0.0880549 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.682591 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.316733 # DEPENDENCYPART_GRANDPAR
(6,12),(12,20),-0.566478 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.256381 # DEPENDENCYPART_GRANDPAR
(6,12),(12,22),-0.31036 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),0.0742102 # DEPENDENCYPART_GRANDPAR
(6,12),(12,25),-0.858923 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),-0.715293 # DEPENDENCYPART_GRANDPAR
(6,12),(12,30),-0.402673 # DEPENDENCYPART_GRANDPAR
(6,12),(12,34),-0.828789 # DEPENDENCYPART_GRANDPAR
(6,12),(12,35),-1.58076 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.00106656 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.265553 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.274895 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.633352 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.902586 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.744498 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.974133 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.699275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.0642076 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.51126 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.154242 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.266313 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0996341 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.215541 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.316971 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.148153 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.799623 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.424503 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.502634 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.66117 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.214838 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.479226 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.983431 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-0.297786 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.537145 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-0.846366 # DEPENDENCYPART_GRANDPAR
(6,14),(14,29),-0.911397 # DEPENDENCYPART_GRANDPAR
(6,14),(14,30),-0.5483 # DEPENDENCYPART_GRANDPAR
(6,14),(14,31),-0.864732 # DEPENDENCYPART_GRANDPAR
(6,14),(14,35),-1.69418 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.701895 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.02665 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.10174 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.628984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.0648607 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.1521 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.240537 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.277877 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.336415 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.38517 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.655146 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.123214 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.561364 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.00736209 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.967626 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.359133 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.478206 # DEPENDENCYPART_GRANDPAR
(6,16),(16,28),-0.856535 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.96259 # DEPENDENCYPART_GRANDPAR
(6,16),(16,30),-0.401997 # DEPENDENCYPART_GRANDPAR
(6,16),(16,34),-0.930721 # DEPENDENCYPART_GRANDPAR
(6,16),(16,35),-1.69927 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.702641 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.979358 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.876035 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-1.05885 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.67128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),-0.111227 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.0972906 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.194396 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.282591 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.769859 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.300761 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.436754 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.595519 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),0.00203789 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.501336 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),0.0462752 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.930748 # DEPENDENCYPART_GRANDPAR
(6,17),(17,26),-0.255219 # DEPENDENCYPART_GRANDPAR
(6,17),(17,27),-0.386984 # DEPENDENCYPART_GRANDPAR
(6,17),(17,28),-0.753644 # DEPENDENCYPART_GRANDPAR
(6,17),(17,29),-0.93637 # DEPENDENCYPART_GRANDPAR
(6,17),(17,30),-0.368095 # DEPENDENCYPART_GRANDPAR
(6,17),(17,31),-0.833655 # DEPENDENCYPART_GRANDPAR
(6,17),(17,34),-0.869539 # DEPENDENCYPART_GRANDPAR
(6,17),(17,35),-1.70275 # DEPENDENCYPART_GRANDPAR
(6,20),(20,11),0.286104 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.243026 # DEPENDENCYPART_GRANDPAR
(6,20),(20,16),-0.590658 # DEPENDENCYPART_GRANDPAR
(6,20),(20,17),-0.24885 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),0.255741 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.270776 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.226312 # DEPENDENCYPART_GRANDPAR
(6,20),(20,22),-0.334112 # DEPENDENCYPART_GRANDPAR
(6,20),(20,24),0.129605 # DEPENDENCYPART_GRANDPAR
(6,20),(20,25),-0.831049 # DEPENDENCYPART_GRANDPAR
(6,20),(20,26),-0.406935 # DEPENDENCYPART_GRANDPAR
(6,20),(20,27),-0.579382 # DEPENDENCYPART_GRANDPAR
(6,20),(20,28),-0.923034 # DEPENDENCYPART_GRANDPAR
(6,20),(20,30),-0.394186 # DEPENDENCYPART_GRANDPAR
(6,20),(20,31),-0.62386 # DEPENDENCYPART_GRANDPAR
(6,20),(20,34),-0.773404 # DEPENDENCYPART_GRANDPAR
(6,20),(20,35),-1.57927 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.384688 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.0328702 # DEPENDENCYPART_GRANDPAR
(6,22),(22,24),0.5445 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.94635 # DEPENDENCYPART_GRANDPAR
(6,22),(22,26),-0.180207 # DEPENDENCYPART_GRANDPAR
(6,22),(22,27),-0.371883 # DEPENDENCYPART_GRANDPAR
(6,22),(22,28),-0.686688 # DEPENDENCYPART_GRANDPAR
(6,22),(22,31),-0.703113 # DEPENDENCYPART_GRANDPAR
(6,22),(22,34),-0.327419 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.48399 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.939064 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.0944759 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.757125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.0383146 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0271 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.364593 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.540556 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.425943 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),0.820747 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.783605 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.13235 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.717196 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0821078 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.466947 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.665781 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.654103 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.539473 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.550643 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.47318 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-1.23125 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.475383 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.78787 # DEPENDENCYPART_GRANDPAR
(7,12),(12,29),-0.748429 # DEPENDENCYPART_GRANDPAR
(7,12),(12,30),-1.13172 # DEPENDENCYPART_GRANDPAR
(7,12),(12,34),-1.44446 # DEPENDENCYPART_GRANDPAR
(7,12),(12,35),-1.92168 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.963499 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.974255 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.02118 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.905468 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.932144 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-1.46214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.228629 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.280518 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.369292 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-1.30931 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.338058 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.197766 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.554587 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.74254 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.618652 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-1.28193 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.703298 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.52057 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-1.12671 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-0.891536 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),-1.40129 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-1.06273 # DEPENDENCYPART_GRANDPAR
(7,14),(14,28),-1.31383 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),-0.900116 # DEPENDENCYPART_GRANDPAR
(7,14),(14,30),-1.34306 # DEPENDENCYPART_GRANDPAR
(7,14),(14,31),-0.892161 # DEPENDENCYPART_GRANDPAR
(7,14),(14,35),-2.14172 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.879893 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.583299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.362928 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.130141 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.329994 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.490532 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.442722 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.561001 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.318292 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.690406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.363784 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.05797 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.227586 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.819509 # DEPENDENCYPART_GRANDPAR
(9,12),(12,29),-0.741974 # DEPENDENCYPART_GRANDPAR
(9,12),(12,30),-0.555686 # DEPENDENCYPART_GRANDPAR
(9,12),(12,34),-1.07976 # DEPENDENCYPART_GRANDPAR
(9,12),(12,35),-1.55719 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0715979 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.0831042 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.42254 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.75447 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.17056 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.989723 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.02302 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.751013 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.802914 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.589251 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.782552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.3272 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0069964 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.0544637 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.368594 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.156212 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.60244 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.350469 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.449967 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.715497 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.248688 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.14806 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.874851 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.465521 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.71085 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.903561 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.863722 # DEPENDENCYPART_GRANDPAR
(9,14),(14,30),-0.622443 # DEPENDENCYPART_GRANDPAR
(9,14),(14,31),-0.788154 # DEPENDENCYPART_GRANDPAR
(9,14),(14,35),-1.60124 # DEPENDENCYPART_GRANDPAR
(9,16),(16,1),-0.823019 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-1.29463 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.15064 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.888249 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.989658 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0340686 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.265399 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.183171 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.296989 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.314382 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.693796 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.138357 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.209276 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.2239 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.837934 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.508226 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.633267 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-0.895088 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.893873 # DEPENDENCYPART_GRANDPAR
(9,16),(16,30),-0.455097 # DEPENDENCYPART_GRANDPAR
(9,16),(16,34),-1.09641 # DEPENDENCYPART_GRANDPAR
(9,16),(16,35),-1.58528 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.823764 # DEPENDENCYPART_GRANDPAR
(9,17),(17,2),-1.24734 # DEPENDENCYPART_GRANDPAR
(9,17),(17,3),-1.12127 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-1.10775 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.881272 # DEPENDENCYPART_GRANDPAR
(9,17),(17,7),-0.943099 # DEPENDENCYPART_GRANDPAR
(9,17),(17,9),-0.700634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,17),(17,12),-0.00826241 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.307487 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.565382 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.261354 # DEPENDENCYPART_GRANDPAR
