# _root_ Still , the market had n't yet crossed into positive territory , and traders were glum .
#goldHeads=0,1,4,5,1,5,5,5,8,11,9,5,5,15,13,15,1,
#predictedHeads=5,5,4,5,0,5,5,5,8,11,9,5,5,15,13,15,5,
(15,9),(15,12),0.277016 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.158462 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0387845 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0799075 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0464526 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0607582 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.111277 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.163109 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.156593 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0382976 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0529637 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0229104 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.255828 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.549526 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0412871 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0448702 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.00502207 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.178253 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0439431 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.055833 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0125099 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.018988 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0717915 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0568259 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.151795 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0626373 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.000816868 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00054673 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.364898 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0857915 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.101265 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0572876 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0822929 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.213855 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0919392 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0725706 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.134513 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.31549 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.132492 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0741299 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0498633 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.149923 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0461914 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0496085 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0377388 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.178571 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0257866 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.11343 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.251686 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.665716 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0829358 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.343971 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.0877735 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.41704 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.0463615 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.888539 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.653248 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),1.44826 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.047267 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.604115 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0541659 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.34833 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.180006 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.301955 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.047174 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.792778 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.27292 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.269728 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.221082 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.194961 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.321353 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.232236 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0722548 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.608272 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.0140171 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.105956 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.359105 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.438017 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.113229 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.176829 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),1.25193 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.895878 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),1.4469 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.0978807 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.51949 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0101261 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.188041 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0749035 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.575569 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0381154 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.222908 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.254053 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.506809 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.175309 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.136307 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),1.22526 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.822248 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),1.29695 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.269091 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.461868 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.134417 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.233802 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0825649 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.528598 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.630554 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.214857 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.366359 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.233744 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.497132 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.0490333 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),1.37736 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.989672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,1),-0.942485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.250864 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.362748 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.212142 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.354156 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.46991 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.442616 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.717904 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.0226107 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.943052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.410272 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.560451 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0713623 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.0135166 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.223347 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.178163 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.496859 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.42611 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.509068 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.122408 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),0.275231 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.228956 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.378502 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.397195 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.918847 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.982858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,4),-0.133002 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.139553 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.530959 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.522703 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.726603 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.618905 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.770235 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.00949354 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.0680912 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.538271 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.591037 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-1.05578 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.139547 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.355257 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.523941 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.709594 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.611584 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.774031 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.0726004 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.542817 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.935554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.423172 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.0819516 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.123982 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.328483 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.482198 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.659007 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.5612 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.73672 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),0.0181471 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.0117869 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.48883 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.531297 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.531064 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),-0.98684 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-1.07708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,6),-0.450368 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.61012 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.415153 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.384754 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.408641 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.168058 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),0.0798572 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.21034 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.353394 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.357574 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.860319 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.361637 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.410571 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.198322 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.629537 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.7804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.611372 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.677574 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.799971 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.841729 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.865186 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.897227 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.859705 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.984333 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.31701 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.533487 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-1.04415 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-1.09285 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-1.08496 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-1.13158 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.914364 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.704236 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-1.69799 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.312863 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.601149 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.664819 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.48739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.00290882 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.537688 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.615419 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.541577 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.408498 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.682206 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.835508 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.664392 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.16848 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.880177 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.998654 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.860911 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-1.36588 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.161306 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.2626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.644802 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.537939 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.519943 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.616744 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.925921 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-1.08514 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.27652 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.341842 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.222779 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.197936 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.709202 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.683112 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.792131 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.517037 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.607878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.28281 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.224321 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0906594 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.150035 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.384265 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.11489 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.214314 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.424916 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.147738 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.49168 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.73778 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.95239 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.737998 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.589509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.024757 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0653665 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.112514 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.257661 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.398785 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.146207 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.131775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.536325 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.482718 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.753347 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.916337 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.0195047 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.0655569 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.113278 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.245857 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.393289 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.151913 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.544817 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.489136 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.786232 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.852461 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.676349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.140783 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0253005 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0774246 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.188188 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.400422 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.227441 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.192362 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.523051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.178985 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.51613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.752715 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.888099 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.73407 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0949847 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0710204 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.122277 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.375219 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.12408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.105745 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.566538 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.0231597 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.514122 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.7286 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.908254 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.203655 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0338172 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.20665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.432751 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.48153 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.71473 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.370829 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.648169 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-1.15196 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.228887 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.129266 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.344034 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.22578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,1),-0.262054 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.321395 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.870179 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.23776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.458154 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.506325 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.7356 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.273223 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.780657 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.539448 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.602596 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.642434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.295922 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.3079 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.327176 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.405098 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.364434 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.136499 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.383552 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.38992 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.42108 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-1.04178 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.684956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0864048 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.293323 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.289695 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.383578 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.349682 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.37442 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),0.395053 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.407731 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.749472 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.415633 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.900795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.477209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.364936 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.0631431 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.069374 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0922985 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.208776 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.0822487 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0368866 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),0.659231 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.0830874 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.679176 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.530183 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),-0.0337375 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0429157 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.204672 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.268284 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0673824 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.100636 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.360058 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.26291 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.372286 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.284954 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.960593 # DEPENDENCYPART_GRANDPAR
(5,10),(10,6),-0.183479 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0162964 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0726483 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.162547 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.37327 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.562034 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.02617 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.230831 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.674603 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.499653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.0676759 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.104881 # DEPENDENCYPART_GRANDPAR
