# _root_ The average plunged some 600 points , or 1.7 % , in the first 20 minutes of trading .
#goldHeads=2,3,0,6,4,3,6,6,10,8,6,3,16,16,16,12,16,17,3,
#predictedHeads=2,3,0,6,4,3,6,6,10,8,6,3,16,16,16,12,16,17,3,
(16,9),(16,18),-0.0468511 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0414231 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0537199 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.465437 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0117451 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0526156 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00872237 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0750886 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0475306 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.196944 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.10838 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0151365 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0165782 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0827778 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.144412 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.222247 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.199066 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.490921 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.120362 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.106774 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.00391313 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.345259 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0550823 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0622951 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.104766 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0246429 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0254944 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.035864 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0323767 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0488992 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00346181 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0356518 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0914053 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00407518 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0390537 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0345782 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0146161 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.142257 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0458507 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.091893 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.164549 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0301957 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0464099 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.225413 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0105893 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.119017 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0342074 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0538456 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0768086 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0470551 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0694295 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.628692 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.126345 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.277302 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.116691 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.239028 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.456176 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.138443 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.404883 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.232826 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),1.67583 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.147444 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.304182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.060919 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0278326 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.142024 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.610113 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.289585 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.119295 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.0199095 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.0337981 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.489979 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.192015 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.444594 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.460517 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.347844 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.74248 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.229279 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.277894 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.438843 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.409296 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.35103 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.428277 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.290037 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.067126 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.0275796 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.215635 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.306775 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.268825 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.348009 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.479334 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),1.59407 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.667495 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.827203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.23746 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.206127 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.226429 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.361846 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.456751 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.513154 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.510826 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.5303 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.427357 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.410891 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.703549 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.734139 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.21037 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-1.36193 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.407084 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.343126 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.342944 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.445222 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.71411 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.69127 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.511398 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.584566 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.61838 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.80419 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.64812 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-1.29229 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.634615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.223913 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.111015 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.371757 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.405926 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.588688 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.819924 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.57438 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.566883 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.823328 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.880328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.171168 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.222013 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.25811 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.261665 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.403126 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.493516 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.66715 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.430119 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.65258 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.511688 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.769316 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.714087 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-1.25097 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.449948 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.609003 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.609893 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.529726 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.161478 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.582507 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.730354 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.373401 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.602362 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.906343 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-1.26296 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.740236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),-0.239479 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.18999 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.323675 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.430141 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.104439 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.496795 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.346081 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.53143 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.413274 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.219785 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.636297 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.585521 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.138429 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-1.08337 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.708604 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.265732 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.648721 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.448654 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.35378 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.480907 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.394039 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.680984 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.795246 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.260139 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-1.36308 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.779751 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.983813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.0748148 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.516436 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.140897 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.570304 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.52096 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.605702 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.468586 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),0.194414 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-1.2479 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),-0.0470679 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.376169 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0945199 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.056562 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.485489 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.0574758 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.196238 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.503465 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.470521 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),0.209696 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),0.36435 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.969949 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.415044 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.370252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.953985 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.383168 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.157457 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.031927 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.169617 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.259174 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.477594 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.125583 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.414258 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.233612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.989902 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.17185 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0429344 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.161004 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.509985 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.12155 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.144652 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.149693 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.0951864 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.13676 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.0139075 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-1.07484 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.257235 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0542451 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.113944 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.422266 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0444413 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.159649 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.468272 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.163017 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),0.04 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.0591944 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.996044 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.052214 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.401037 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.338474 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.35012 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.169648 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.25963 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.476483 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.523948 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.805708 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.135724 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.235484 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.280062 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.270483 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.277555 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.107506 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.140634 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.0360063 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.448877 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),0.0691737 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),0.0621145 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),0.102071 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-1.05201 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),0.419058 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0650158 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0590071 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.00497178 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.425989 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),0.29311 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.0494049 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),0.319984 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.25744 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),0.572571 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-1.02438 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.486152 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.460093 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.219918 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.382368 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),0.241012 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-1.00702 # DEPENDENCYPART_GRANDPAR
(3,16),(16,4),0.975259 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.434817 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.303486 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.25203 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.0577324 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.405203 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.406788 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.386842 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.263052 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.102165 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),0.108398 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-1.02342 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),0.0770462 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.43784 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.11006 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.344511 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-1.04348 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.451619 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),0.489225 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.351415 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.142557 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.424798 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.889847 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.719172 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.988791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.0768626 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.145654 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0527552 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.312526 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.4329 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.314692 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.04795 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.929836 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.737564 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.97047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.118697 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0501295 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0694923 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.182288 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.0863941 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.337375 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.284828 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.396969 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.577782 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.477281 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-1.03585 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0609664 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0737731 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.334928 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.208201 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.125867 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.446838 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.262073 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.342553 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.593088 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.604016 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),-1.05735 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.0141942 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0588343 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.232173 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.234236 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.312557 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.432444 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.315802 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.97995 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.07686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.100211 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0892858 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.237414 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.149493 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.315917 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.433439 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.352099 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.468216 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.461523 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.622634 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.490181 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.429024 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-1.00466 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.361152 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.027307 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.190807 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.615348 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.451452 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.419571 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.432328 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.393022 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.593395 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.398055 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-1.15424 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),0.0220368 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.0591032 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.232698 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),0.240627 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.404786 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.0645393 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.545027 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.448685 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.335414 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.703684 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.609189 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.617882 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.993575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),-0.020189 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.222601 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.289189 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.22321 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.509847 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.447371 # DEPENDENCYPART_GRANDPAR
