# _root_ Akkor a két állam között automatikusan adódna katonai szövetség , a vasútvonal használatát egymástól nem lehetne megtagadni , ( ... )
#goldHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,7,7,7,7,
#predictedHeads=7,4,4,5,7,7,0,9,7,7,12,13,17,17,16,7,16,16,16,7,7,
(9,3),(9,20),-0.0296987 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0458846 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0709799 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0761967 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.160758 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0671562 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.00102314 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0050936 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00955487 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00259388 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00824334 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.00102314 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0638232 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0215003 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.033818 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.04896 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.083541 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0498746 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0418914 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0445133 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0445133 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0320612 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0343871 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0418914 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00661345 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0370047 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.0409883 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.116639 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0357207 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0288527 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00433914 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00433913 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0360863 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.037183 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0288527 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0558326 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0150005 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0550749 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0445112 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0138224 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00613001 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00613001 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0401606 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0352659 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0138224 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0426858 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0013321 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0385628 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0356736 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00832291 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0083229 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0403415 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0414382 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0356736 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0603298 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0194978 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.062789 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.342925 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.342925 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.434339 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.425501 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.00452589 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0169089 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0289687 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.130536 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0045467 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.0649866 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0580067 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.102419 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.0360895 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0679395 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.110774 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0649866 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0580067 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.102419 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0360895 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0679395 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.110773 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0475718 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.154707 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.124995 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.127332 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.189171 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.168819 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.134416 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.136238 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.183488 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0169089 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0289687 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.130536 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0195137 # DEPENDENCYPART_SIBL
(9,19),(9,21),0.110064 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.141068 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.20699 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.144733 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.190771 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.662013 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0581252 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.313879 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.353507 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.46753 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.645852 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.408123 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.110058 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.00143007 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0431929 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.156009 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.206989 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.14529 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0103998 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.190771 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.662014 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0129951 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.00818239 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00861748 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.00907808 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0761413 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0288157 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0996208 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0124954 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0875425 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.176882 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.149775 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.177518 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0220311 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.463805 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.330252 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0233782 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00514455 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.00470945 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0240313 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0496184 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0296761 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0458842 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0756282 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0676147 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.165429 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0585896 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00820464 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.665452 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.30481 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.00995322 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0027196 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00836907 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.0011712 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0637119 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0213889 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0337433 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0351585 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0835639 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0360885 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0668014 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.213113 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.299974 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0681267 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0320913 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0344171 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0419364 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.00663612 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.0370273 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0409888 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.11265 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0128629 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00167186 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.43874 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.662895 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.000975415 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0360118 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0371085 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0287634 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0557655 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0149335 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.05503 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0575669 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0522583 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.313879 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.353507 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0504276 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0401919 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0352971 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0137764 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.042662 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00130828 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0385644 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0111159 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.46753 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.645852 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0137632 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.040267 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0413637 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0355843 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0602628 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0194307 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0627441 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.638189 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.314327 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0191969 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00132301 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.00697247 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.00762501 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0599927 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.01767 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0349484 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.408123 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0569249 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.022326 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0278874 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0346477 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.105794 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0131926 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.00118386 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0129951 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00818239 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00861748 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00907808 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0761413 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0288157 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0996208 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00200858 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00765804 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0028386 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0657148 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0233921 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0343196 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0476101 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.154966 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.125127 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.127464 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.189177 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.169079 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.134548 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.13637 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.183494 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0167394 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0291382 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.13058 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0196629 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.110088 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.141092 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0924442 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0924426 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0954624 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.360184 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0709301 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0709285 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0326052 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0410037 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0116305 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0376869 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.0807781 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00748133 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.00748133 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0033012 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.064355 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0374284 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0269241 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.152409 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0750021 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0332713 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0305209 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00589542 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0319518 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0813996 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0331973 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0305179 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00589394 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0319503 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0813916 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0832049 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0726001 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0772483 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0609338 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0426112 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.000764389 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.0233408 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0116359 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0507019 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.066401 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0589353 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0979719 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0392674 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0665052 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0102617 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.0439444 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0800925 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.015966 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0721545 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.089171 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.089171 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0177411 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0397907 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0257702 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.148132 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.0703298 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.126719 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0489723 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.00651295 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0119862 # DEPENDENCYPART_SIBL
(16,3),(16,6),0.0396392 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0423073 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.023901 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.00942419 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0457474 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0800936 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.00134897 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.00134897 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.112044 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.00826986 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.004791 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0401535 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0245191 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.0486944 # DEPENDENCYPART_SIBL
(16,3),(16,21),-0.00531857 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0262451 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.031387 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0141438 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.00542131 # DEPENDENCYPART_SIBL
(16,4),(16,9),-0.0211082 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0900121 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0588039 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0106752 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0106769 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0845859 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0343441 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0325883 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0808278 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0402307 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.0905543 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.00375533 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0731029 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0470395 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.057402 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0280563 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0192812 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0272882 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0361209 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0361209 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0491347 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0496615 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.00353839 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0663551 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0457911 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0831473 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.026334 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.00886843 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0140862 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.00320984 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0355208 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.199635 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.00551851 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.005518 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0739436 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0172083 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.034482 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0843315 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0166902 # DEPENDENCYPART_SIBL
(16,6),(16,20),0.0734642 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0157487 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.0085258 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0131019 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0753941 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0582387 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.00402872 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.00402872 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0704087 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.015522 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0128092 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0621203 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0193422 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0827822 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.00940387 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0140572 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0382863 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.201791 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00532882 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00532933 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0760673 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0175519 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0207993 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.067565 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.00422241 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.0609964 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.000575233 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0780588 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0549391 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0206276 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0206292 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0754632 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0457329 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0188964 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0827217 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0379456 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.0882687 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.00966153 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.10605 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00915151 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.00915151 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0552407 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0299048 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0260544 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0703875 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0108686 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0922243 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0485241 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0275914 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0275903 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.104328 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0519283 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00480572 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0127968 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0292603 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0216215 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0617593 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0211969 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0850365 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0349961 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0125658 # DEPENDENCYPART_SIBL
