# _root_ Szerinte a tudomány egyrészt az élet minden szférájába behatolt , másrészt viszont lekerült arról a piedesztálról , amelyre a felvilágosodás korában állították .
#goldHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
#predictedHeads=9,3,9,9,6,8,8,9,0,9,13,13,9,16,16,13,13,22,20,21,22,14,9,
(13,18),(13,23),-0.0195075 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00857624 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.00857998 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0389218 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0303492 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0275484 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0298724 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.00784453 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0290512 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.00702219 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0135321 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0376858 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.094895 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.181004 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.213807 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0948518 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00274009 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.00590827 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0370525 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.00334981 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0027425 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0119035 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.029789 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0861645 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.128874 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.132943 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0861645 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00346112 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0160839 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.024999 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.00365796 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00346112 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0301735 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.0398228 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.209408 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0975396 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0493297 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0014425 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00863091 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0277687 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.00194431 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0014427 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0159074 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0502049 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.201227 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.21531 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0492966 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0151516 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0245294 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0490997 # DEPENDENCYPART_SIBL
(14,10),(14,21),0.0492955 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.0212241 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0517907 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.155327 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0132984 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0286618 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0233763 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0134952 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0132984 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0141913 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0765271 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.00152058 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00885771 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0277693 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00202239 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00152078 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0152284 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0508302 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0382588 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0148235 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0117335 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.011735 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0082426 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0588548 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0329747 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0479799 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0479768 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0601021 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.00560789 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0302568 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0302592 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.015633 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0382021 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0117203 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.00823231 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0588441 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.00824239 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0588548 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00238304 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.107966 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.191484 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0379819 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0643978 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0317183 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0154009 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.023326 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.023326 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0183174 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.150677 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0171163 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.353507 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0137764 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.00371651 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.00617923 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.00602695 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0361681 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0521327 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.397015 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00861997 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0065018 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0396982 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0396982 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.00933816 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.126355 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00399765 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.000750823 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.00695928 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00695928 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0175225 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00907785 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0373824 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00331961 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.00331961 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.00742515 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.18385 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.342979 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.34298 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.4207 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0175823 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0175832 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.00537566 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.00471088 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0560961 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0560955 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.00799838 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.126342 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0235352 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.317049 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0466241 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.126342 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.00846981 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.183245 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.00562807 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.666542 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.639967 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0473951 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.317126 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0320752 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.409825 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0575934 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.153 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.444634 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.152956 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0444958 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.317868 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.00924936 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.645274 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.045422 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.317868 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0235468 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.150676 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0345952 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0171163 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.353507 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0504339 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.313879 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0165163 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.353507 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0642166 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.104988 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0521327 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.397015 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0447061 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.00436785 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0560576 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.397015 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0612336 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0171303 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.353507 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.050495 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.314377 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0165303 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.353507 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0642778 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.126355 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0235346 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.31878 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0466171 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.126355 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0400622 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0129769 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.190765 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.00110813 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.662019 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.00642477 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.639677 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0453855 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.319132 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0344194 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0303755 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.408123 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0318105 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0576061 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0514864 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.00642477 # DEPENDENCYPART_SIBL
(22,3),(22,4),0.0256252 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.00512446 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.00554182 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.0137112 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.13198 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.00823494 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.125839 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.0135418 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.040695 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0403017 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.00653927 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.13198 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0754192 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0403017 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.00397439 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.00767298 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.00280653 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0201651 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0187098 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0135755 # DEPENDENCYPART_SIBL
(22,4),(22,10),0.0442394 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0548519 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0480236 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0138741 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0225095 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.10099 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0178143 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0442394 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0691984 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.10099 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0239255 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0356202 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0130022 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0388324 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.0101951 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0974538 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0159232 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.0965857 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.0103644 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0553589 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0630944 # DEPENDENCYPART_SIBL
(22,6),(22,16),-0.0378349 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0974538 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0900832 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0630944 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0483486 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0367012 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.010609 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.00852043 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0958846 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0128051 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.0985442 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0086898 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0593878 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0614197 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0344196 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.0958846 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.094112 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0614197 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0449333 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0332859 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00867867 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0788994 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0305883 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.00213574 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.0325003 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0495635 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0662612 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0299496 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0788994 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0838372 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0662612 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.039434 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0362999 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.00824265 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0516747 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0499553 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.0146063 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.00697197 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.107253 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0117783 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.00361926 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0668651 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.107253 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0310279 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0241888 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0168982 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0566581 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0266216 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.0109765 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.101137 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.00150691 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.0394601 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0576654 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.101137 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.00460427 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.016299 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.000454478 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0747771 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0618219 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0932068 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.0274539 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.025743 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.102673 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0932068 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0357774 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0384661 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0871174 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.0498378 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0665077 # DEPENDENCYPART_SIBL
(22,13),(22,16),-0.0303178 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0789647 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0841116 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0665077 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0398022 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0366681 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.00860928 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0732118 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.0285798 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.0570968 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.190237 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0732118 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0369036 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.033497 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.00240259 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0140474 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0100697 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.109744 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.125584 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.00428692 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.00769722 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0705609 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0966801 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0939125 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0612202 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0446578 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0330104 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0078791 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0668651 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.107253 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0310279 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0241888 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0168982 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0650484 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.00815883 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0047522 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0221297 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.00428692 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.00769722 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0705609 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0426389 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0168947 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0215082 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.387877 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.371365 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.106702 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.776234 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.642283 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.573594 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.199014 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.252739 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.296056 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),0.40489 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),2.1992 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.626657 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.290695 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.479469 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.996361 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.693539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.147779 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.793722 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.624195 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.388207 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.123543 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.65892 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.2202 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.52216 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.275643 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.257408 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.224559 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.557788 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.226154 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.400384 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0365383 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.61624 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.196622 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.0271318 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.581298 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0741251 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.134561 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.226696 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.197544 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),0.410014 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),2.56442 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.188054 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.269372 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.285096 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),2.2202 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.410413 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.386282 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.0833738 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.121957 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),1.0178 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.975813 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.21091 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.770954 # DEPENDENCYPART_GRANDPAR
