# _root_ Mindebből azonban hiba volna azt a következtetést levonni , hogy gyermekek tömkelege születne " balkézről " ; sokkal inkább arról van szó , hogy az élettársi kapcsolatok egyre inkább hasonlítanak magára a házasságra .
#goldHeads=8,4,4,0,7,7,8,4,4,4,12,13,1,13,13,13,4,19,21,21,4,21,21,21,27,27,30,29,30,20,30,33,30,4,
#predictedHeads=4,4,4,0,8,7,8,4,4,4,12,13,5,13,13,13,4,19,21,21,5,21,21,21,27,27,30,30,30,20,33,33,30,4,
(1,27),(27,20),-0.030801 # DEPENDENCYPART_GRANDPAR
(1,27),(27,22),0.00950023 # DEPENDENCYPART_GRANDPAR
(1,27),(27,25),-0.11299 # DEPENDENCYPART_GRANDPAR
(1,27),(27,26),-0.241105 # DEPENDENCYPART_GRANDPAR
(1,28),(28,26),-0.353005 # DEPENDENCYPART_GRANDPAR
(1,28),(28,27),0.00722466 # DEPENDENCYPART_GRANDPAR
(1,28),(28,29),0.0471148 # DEPENDENCYPART_GRANDPAR
(1,28),(28,33),-0.317647 # DEPENDENCYPART_GRANDPAR
(1,29),(29,26),-0.351707 # DEPENDENCYPART_GRANDPAR
(1,29),(29,27),0.00383573 # DEPENDENCYPART_GRANDPAR
(1,29),(29,28),0.0170895 # DEPENDENCYPART_GRANDPAR
(1,29),(29,33),-0.312219 # DEPENDENCYPART_GRANDPAR
(1,30),(30,2),0.0400845 # DEPENDENCYPART_GRANDPAR
(1,30),(30,4),0.171528 # DEPENDENCYPART_GRANDPAR
(1,30),(30,12),0.268405 # DEPENDENCYPART_GRANDPAR
(1,30),(30,14),-0.0848248 # DEPENDENCYPART_GRANDPAR
(1,30),(30,16),-0.0627273 # DEPENDENCYPART_GRANDPAR
(1,30),(30,18),-0.137707 # DEPENDENCYPART_GRANDPAR
(1,30),(30,19),0.156802 # DEPENDENCYPART_GRANDPAR
(1,30),(30,20),0.0331516 # DEPENDENCYPART_GRANDPAR
(1,30),(30,21),0.288042 # DEPENDENCYPART_GRANDPAR
(1,30),(30,22),0.0762211 # DEPENDENCYPART_GRANDPAR
(1,30),(30,23),0.0495263 # DEPENDENCYPART_GRANDPAR
(1,30),(30,24),0.154433 # DEPENDENCYPART_GRANDPAR
(1,30),(30,25),-0.102428 # DEPENDENCYPART_GRANDPAR
(1,30),(30,26),-0.204262 # DEPENDENCYPART_GRANDPAR
(1,30),(30,27),0.169516 # DEPENDENCYPART_GRANDPAR
(1,30),(30,28),0.088418 # DEPENDENCYPART_GRANDPAR
(1,30),(30,29),0.220788 # DEPENDENCYPART_GRANDPAR
(1,30),(30,31),-0.297115 # DEPENDENCYPART_GRANDPAR
(1,30),(30,32),-0.0986747 # DEPENDENCYPART_GRANDPAR
(1,30),(30,33),-0.179015 # DEPENDENCYPART_GRANDPAR
(1,30),(30,34),-1.16497 # DEPENDENCYPART_GRANDPAR
(1,33),(33,25),-0.112161 # DEPENDENCYPART_GRANDPAR
(1,33),(33,31),-0.330367 # DEPENDENCYPART_GRANDPAR
(1,33),(33,32),-0.0535339 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.983985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.48708 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.625123 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.56651 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.863206 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.591682 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.518899 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.69178 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-1.06952 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.972567 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.797956 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.660327 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.919452 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.68988 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.62069 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.987545 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.965515 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.858892 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-1.20597 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.555686 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-0.97646 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-0.787637 # DEPENDENCYPART_GRANDPAR
(2,1),(1,27),-1.27409 # DEPENDENCYPART_GRANDPAR
(2,1),(1,28),-1.25611 # DEPENDENCYPART_GRANDPAR
(2,1),(1,29),-1.10917 # DEPENDENCYPART_GRANDPAR
(2,1),(1,30),-0.90986 # DEPENDENCYPART_GRANDPAR
(2,1),(1,33),-1.2565 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.492795 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.524438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,1),-0.73027 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.547527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.00962561 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.1995 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.284111 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.331984 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.109087 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.129722 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.203526 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.538742 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.441345 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.314393 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.258801 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.474798 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.288354 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.248147 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.556912 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.465188 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.374161 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.166509 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.488206 # DEPENDENCYPART_GRANDPAR
(2,4),(4,29),-0.642701 # DEPENDENCYPART_GRANDPAR
(2,4),(4,30),-0.423989 # DEPENDENCYPART_GRANDPAR
(2,4),(4,34),-0.960184 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.729089 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.53666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.00592045 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.180109 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.219959 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.422607 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.369778 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.120539 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.186488 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.493543 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.396146 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.286935 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.25212 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.453693 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.281673 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.241563 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.457455 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.346525 # DEPENDENCYPART_GRANDPAR
(2,8),(8,23),-0.157326 # DEPENDENCYPART_GRANDPAR
(2,8),(8,24),-0.471168 # DEPENDENCYPART_GRANDPAR
(2,8),(8,30),-0.39653 # DEPENDENCYPART_GRANDPAR
(2,8),(8,34),-0.948417 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.181256 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.560051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.229587 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.184539 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.119365 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),0.053848 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.070847 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.145935 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.129247 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.389643 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),0.0398883 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.395037 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.281781 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.394917 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.121338 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.286914 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.238605 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.0734473 # DEPENDENCYPART_GRANDPAR
(3,1),(1,22),-0.412205 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.0299559 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.174747 # DEPENDENCYPART_GRANDPAR
(3,1),(1,26),-0.622333 # DEPENDENCYPART_GRANDPAR
(3,1),(1,27),-0.253808 # DEPENDENCYPART_GRANDPAR
(3,1),(1,28),-0.334042 # DEPENDENCYPART_GRANDPAR
(3,1),(1,29),-0.195619 # DEPENDENCYPART_GRANDPAR
(3,1),(1,30),0.0203095 # DEPENDENCYPART_GRANDPAR
(3,1),(1,33),-0.353142 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.100965 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.924281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.717379 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.441073 # DEPENDENCYPART_GRANDPAR
(3,2),(2,34),-1.18232 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.283622 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.00126235 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.861173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.334457 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.141506 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.0479604 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.192927 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.289882 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.403903 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.49284 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.277759 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.30004 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.163193 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.329842 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.459049 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.354979 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.0105824 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.384633 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.394923 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),0.021876 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-0.105507 # DEPENDENCYPART_GRANDPAR
(4,1),(1,26),-0.906721 # DEPENDENCYPART_GRANDPAR
(4,1),(1,27),-0.147141 # DEPENDENCYPART_GRANDPAR
(4,1),(1,28),-0.538007 # DEPENDENCYPART_GRANDPAR
(4,1),(1,29),-0.00289597 # DEPENDENCYPART_GRANDPAR
(4,1),(1,30),-0.311016 # DEPENDENCYPART_GRANDPAR
(4,1),(1,33),0.00274019 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.128168 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0458324 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.46038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,8),-0.655086 # DEPENDENCYPART_GRANDPAR
(4,2),(2,34),-2.01806 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.163568 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.303804 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),0.0711448 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.220757 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.00472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.0499647 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0687636 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.216165 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.233331 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.308463 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.401299 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.297684 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.274266 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.16721 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.304069 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.42143 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.311959 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.00019106 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.308362 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.372614 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.303059 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.00136176 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.0489562 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-0.85859 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.055592 # DEPENDENCYPART_GRANDPAR
(4,5),(5,28),-0.515792 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),0.00749534 # DEPENDENCYPART_GRANDPAR
(4,5),(5,30),-0.331604 # DEPENDENCYPART_GRANDPAR
(4,5),(5,33),0.0961335 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.466405 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.0159733 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.0805042 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.546972 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.00551395 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.904043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.354798 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.0328532 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.0887649 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.248836 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.199787 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.332377 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.425147 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.356047 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.242249 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.173414 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.272051 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.455859 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.265883 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.439867 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.0340329 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),-0.0154119 # DEPENDENCYPART_GRANDPAR
(4,8),(8,30),-0.387204 # DEPENDENCYPART_GRANDPAR
(4,8),(8,34),-1.63109 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.444962 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.760115 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.413308 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.16443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0789946 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.365006 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.354102 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.505401 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.659406 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.752131 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.898816 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.526644 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.6597 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-0.347951 # DEPENDENCYPART_GRANDPAR
(4,10),(10,34),-1.81792 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.016797 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.120785 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.21907 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.466405 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.0159733 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0499249 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.119754 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.21818 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.306014 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.0805042 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.546972 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.00551395 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.904043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),0.354087 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.0328532 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0886088 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.131694 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.219979 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.256824 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.34989 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.439943 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.242249 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.173423 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.272051 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.455859 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.339801 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),0.00325875 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.265883 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.439867 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.0340329 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-0.0154119 # DEPENDENCYPART_GRANDPAR
(4,13),(13,28),-0.553211 # DEPENDENCYPART_GRANDPAR
(4,13),(13,29),0.0109451 # DEPENDENCYPART_GRANDPAR
(4,13),(13,30),-0.387204 # DEPENDENCYPART_GRANDPAR
(4,13),(13,34),-1.63553 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.13067 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.133082 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.39121 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.482004 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.361914 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.216142 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.315029 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.42008 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.294493 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.0217727 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.461367 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.328343 # DEPENDENCYPART_GRANDPAR
(4,15),(15,24),-0.0640391 # DEPENDENCYPART_GRANDPAR
(4,15),(15,30),-0.418102 # DEPENDENCYPART_GRANDPAR
(4,15),(15,33),0.0715581 # DEPENDENCYPART_GRANDPAR
(4,15),(15,34),-1.63842 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.181844 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.368851 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.0360048 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.342996 # DEPENDENCYPART_GRANDPAR
(4,18),(18,28),-0.52885 # DEPENDENCYPART_GRANDPAR
(4,20),(20,4),-0.974591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,20),(20,8),-0.176195 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.405026 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.252979 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.439875 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.0657118 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.220838 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.162907 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),0.132577 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),0.0491332 # DEPENDENCYPART_GRANDPAR
(4,20),(20,26),-0.763287 # DEPENDENCYPART_GRANDPAR
(4,20),(20,27),0.0845566 # DEPENDENCYPART_GRANDPAR
(4,20),(20,28),-0.415862 # DEPENDENCYPART_GRANDPAR
(4,20),(20,29),0.107425 # DEPENDENCYPART_GRANDPAR
(4,20),(20,30),-0.174903 # DEPENDENCYPART_GRANDPAR
(4,20),(20,31),-0.149348 # DEPENDENCYPART_GRANDPAR
(4,20),(20,33),0.236282 # DEPENDENCYPART_GRANDPAR
(4,20),(20,34),-1.49094 # DEPENDENCYPART_GRANDPAR
(4,21),(21,1),-0.0785673 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),-0.544832 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),0.0241458 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.911856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),0.367114 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),-0.057063 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),-0.139499 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),-0.223118 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),-0.254918 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),-0.318344 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.408397 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.36833 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),-0.229259 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.16139 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.259061 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.466119 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.385399 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),0.0617245 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.401374 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.266444 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),0.0128908 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),0.0514919 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.918492 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.876197 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),-0.0272141 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-0.502182 # DEPENDENCYPART_GRANDPAR
(4,21),(21,29),0.0619732 # DEPENDENCYPART_GRANDPAR
(4,21),(21,30),-0.333433 # DEPENDENCYPART_GRANDPAR
(4,21),(21,33),0.124629 # DEPENDENCYPART_GRANDPAR
(4,21),(21,34),-1.56836 # DEPENDENCYPART_GRANDPAR
(4,24),(24,1),-0.444962 # DEPENDENCYPART_GRANDPAR
(4,24),(24,2),-0.760115 # DEPENDENCYPART_GRANDPAR
(4,24),(24,3),-0.413308 # DEPENDENCYPART_GRANDPAR
(4,24),(24,5),0.0789946 # DEPENDENCYPART_GRANDPAR
(4,24),(24,7),-0.365006 # DEPENDENCYPART_GRANDPAR
(4,24),(24,9),-0.505401 # DEPENDENCYPART_GRANDPAR
(4,24),(24,10),-0.510293 # DEPENDENCYPART_GRANDPAR
(4,24),(24,11),-0.625687 # DEPENDENCYPART_GRANDPAR
(4,24),(24,12),-0.71634 # DEPENDENCYPART_GRANDPAR
(4,24),(24,14),-0.494407 # DEPENDENCYPART_GRANDPAR
(4,24),(24,15),-0.331298 # DEPENDENCYPART_GRANDPAR
(4,24),(24,16),-0.52421 # DEPENDENCYPART_GRANDPAR
(4,24),(24,17),-0.613811 # DEPENDENCYPART_GRANDPAR
(4,24),(24,18),-0.521296 # DEPENDENCYPART_GRANDPAR
(4,24),(24,19),-0.142449 # DEPENDENCYPART_GRANDPAR
(4,24),(24,20),-0.71656 # DEPENDENCYPART_GRANDPAR
(4,24),(24,21),-0.690585 # DEPENDENCYPART_GRANDPAR
(4,24),(24,22),-0.629721 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),-0.290598 # DEPENDENCYPART_GRANDPAR
(4,24),(24,26),-1.20565 # DEPENDENCYPART_GRANDPAR
(4,24),(24,27),-0.406526 # DEPENDENCYPART_GRANDPAR
(4,24),(24,28),-0.80244 # DEPENDENCYPART_GRANDPAR
(4,24),(24,29),-0.265342 # DEPENDENCYPART_GRANDPAR
(4,24),(24,30),-0.935608 # DEPENDENCYPART_GRANDPAR
(4,24),(24,31),-0.589584 # DEPENDENCYPART_GRANDPAR
(4,24),(24,33),-0.2547 # DEPENDENCYPART_GRANDPAR
(4,24),(24,34),-1.81792 # DEPENDENCYPART_GRANDPAR
(4,29),(29,26),-0.957245 # DEPENDENCYPART_GRANDPAR
(4,29),(29,27),-0.15002 # DEPENDENCYPART_GRANDPAR
