# _root_ A kárpótlási jegyek árfolyama 9,12 százalékkal lett több múlt heti értékénél , így 622 forinton végzett .
#goldHeads=3,3,4,7,6,7,13,7,10,11,7,13,0,15,16,13,13,
#predictedHeads=3,3,4,7,6,7,13,11,11,11,7,13,0,15,16,13,13,
(16,4),(16,9),-0.0096832 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.00354482 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0248997 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0935831 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.135065 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0143345 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0248997 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0166193 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.044929 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0530747 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.030784 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0246456 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0673193 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0513214 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.109349 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0340539 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0673193 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.026219 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0441888 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.022112 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0261117 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0382898 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0365423 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.00934258 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.040031 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0382898 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00973546 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0306171 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0347065 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0490696 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0125153 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.189757 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0254759 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0490696 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00932475 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0866727 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0120072 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0424851 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.135416 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0393596 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0120072 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00295382 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.02222 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0344755 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.129374 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.043505 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.02222 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00707964 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0935831 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.135065 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0143345 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0248997 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0166193 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.142989 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0291717 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00162485 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0157203 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.00510846 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0130743 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.121829 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.018926 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00312676 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0166193 # DEPENDENCYPART_SIBL
(0,4),(4,1),0.0375957 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.227663 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.331198 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.289506 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.288525 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),1.17667 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.153239 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.113652 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.229049 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.47533 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.584439 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.953081 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),1.8843 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.367937 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.382192 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),1.00127 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.420283 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),1.70914 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0533716 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.321344 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.281849 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.296104 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0445118 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0355075 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.0751875 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0544556 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.14362 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.151457 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.345412 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.420173 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.125583 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.0666587 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.696702 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),2.04468 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.367357 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.109544 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.941687 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0568782 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.0270197 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.391089 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.426854 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.179922 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.787582 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),1.70897 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.456892 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.471148 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.215303 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),1.00121 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.158279 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.147298 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0579074 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.429705 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.414477 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.0997913 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.769581 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),1.70888 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.54044 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.523255 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.537511 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.275599 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),1.23217 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.00704698 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.103872 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0215019 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.218082 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.866766 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.0481793 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0932458 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),1.09475 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),2.17032 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.306083 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.29781 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.312065 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.0514689 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.690266 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.247059 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.125756 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.216421 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.00736396 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.235662 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.510582 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.295273 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.22548 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),2.07082 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.600829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,1),-0.677447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.108869 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.13817 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.144829 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0563394 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.308594 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.217326 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.316452 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.327238 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.129366 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.136025 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.121185 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.149048 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.158843 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.314007 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.349768 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.23518 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.260771 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.200186 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.361365 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.337281 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.861467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,6),-0.4495 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.568807 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.0220199 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.603287 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.559542 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.21304 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.484528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0929211 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.378042 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.107881 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.603876 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.774624 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.451657 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.415337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.0237303 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.118606 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.223546 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.073607 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0406135 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0151351 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0215298 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.00167321 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.23391 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.350373 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.198906 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.496535 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.232252 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.707114 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.680014 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.23434 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.257388 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.222517 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.356442 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.883171 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.168579 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.670085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.739909 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.356263 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.66156 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.327492 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.241512 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.289628 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.603241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0931999 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.404425 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.133087 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.621925 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.551155 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.267216 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.167563 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.231229 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.75873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.080891 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.390029 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.221207 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.321235 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.395739 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.383101 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.243262 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.294826 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.402921 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.232169 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.723853 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.572047 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.672196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.293319 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.576792 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.389119 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.531794 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.227001 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.369922 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.515674 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.772306 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.676654 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.227097 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.687023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,6),-0.306173 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.585313 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.150626 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.277202 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.297548 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0849529 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.160775 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.260527 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.621187 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.508557 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.327244 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.241425 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.289625 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.600894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),-0.222433 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.585412 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.138432 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.161085 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.203131 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.143754 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.250055 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.316034 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.255249 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.624988 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.554219 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.176478 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.219007 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.703514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),-0.326633 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.59777 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.13645 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.23697 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.28976 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.38786 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0836253 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.427087 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.308737 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.768309 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.529781 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.167456 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.228882 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.755295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),-0.386594 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.613096 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.147705 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.121173 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.178261 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.439641 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.247461 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.211922 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.338424 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.288709 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.567534 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.155658 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.427668 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.906622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,11),-0.831785 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.155658 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.427668 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.176653 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.906622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.513805 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.618018 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.611111 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.628198 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.831785 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.670852 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.683084 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.528528 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.987169 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.535991 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.79736 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.609292 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.762944 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.522056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.115363 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.230593 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.224091 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.229569 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.326931 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.304444 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.296559 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.383429 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.0849829 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.127331 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.595256 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.799878 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.590148 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.743799 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),-0.0843878 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.217694 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.227256 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.250757 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.252377 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.399687 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.285973 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.433395 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.182629 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.202997 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.568603 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.417817 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.910579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,9),-0.857277 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.919353 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.899525 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.42981 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.183365 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.721682 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.899525 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.42981 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.31466 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.183365 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.02241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.812257 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.495562 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.895497 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.721682 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.474319 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.41971 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.657076 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.870176 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.423188 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.591717 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.769222 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.380759 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.829208 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.47601 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.89132 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.78836 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.95689 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.425912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.387668 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.051349 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.338477 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.370739 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.102296 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0576456 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.243138 # DEPENDENCYPART_GRANDPAR
