# _root_ Amikor Freit megválasztottuk , sokkal erőteljesebben felléphetett volna a hadsereggel és Pinochettel szemben , hiszen ma a demokrácia már nincs veszélyben .
#goldHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
#predictedHeads=3,3,7,7,6,7,15,7,10,13,13,13,7,15,0,20,18,20,20,15,20,15,
(11,7),(11,18),-0.0124636 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0553043 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.193873 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0124633 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.183631 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0414423 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0166981 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0494369 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.00810584 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.005718 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0222574 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0268628 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0494372 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0234569 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.143167 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0494369 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.109772 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0190426 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0114531 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0287801 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.047854 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0469431 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0464521 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0114529 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0486851 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0287804 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0114531 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0952526 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.249051 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0259323 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00326296 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0195325 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0248373 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.243397 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0123846 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0137135 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.243397 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.00433403 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.012429 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0171067 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0756023 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0566655 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0462203 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0413326 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0715952 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0462164 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0588475 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0153241 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.032293 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0182828 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0316115 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0233995 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0570326 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0316135 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0172212 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00262446 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.022035 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0670637 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.0519303 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.167048 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0670661 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.00726496 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.042312 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0455991 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0344507 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0433838 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0455962 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.022281 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0338367 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0744873 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0612972 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.0338346 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.0076865 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.041337 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0707804 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0462244 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0585017 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0511313 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0238921 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.00587351 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0730353 # DEPENDENCYPART_SIBL
(11,20),(11,22),0.128968 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0584892 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.390878 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0339151 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.218598 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.01972 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0272427 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.00812129 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0129952 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.138025 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00992454 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.077336 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.00331972 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.791086 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.00410553 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0410742 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.00487229 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0176675 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0262207 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00798834 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.158137 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.34252 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0399835 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.318301 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0140619 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0389785 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0484657 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.150319 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.45473 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.157247 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0573445 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0722194 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0590028 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0529682 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0456434 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0259059 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0529682 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0104908 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.00441709 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0609693 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0162419 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.14103 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.000793346 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0977773 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0498865 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0325417 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0632052 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0477287 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0301047 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0632052 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0148656 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0763377 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0988352 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.109154 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0990749 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0494577 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0345788 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00896088 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.023261 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.018237 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00896478 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.023261 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.189611 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.115012 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.304729 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.115012 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0331852 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.00527739 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00140397 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.019062 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.000985622 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.00498148 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.019062 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0836917 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.11626 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0836915 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0415502 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0127991 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0082435 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0193028 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00986563 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.000726011 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0193028 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.452552 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.159409 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0573445 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0722194 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0590031 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.051054 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0456437 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0259072 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.051054 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.00357682 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.058123 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.043465 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0161949 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0578886 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0236006 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0518055 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0578886 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0582654 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0722194 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0590028 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.053432 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0456434 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.025906 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.053432 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.139193 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0930078 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.128831 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.108979 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.299453 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.128831 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00967915 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0168766 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0106388 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0575447 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0168775 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0663381 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.000778589 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.053057 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0663381 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0550373 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0851316 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.086392 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0597781 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0723633 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0574976 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.00699084 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.244032 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0161527 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.00942773 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.00699084 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0238447 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.00204605 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.106975 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0320244 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.00913759 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.244032 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0549536 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0953594 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0405374 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0484878 # DEPENDENCYPART_SIBL
(15,2),(15,21),0.0953596 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.03157 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.258194 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.095524 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0534552 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0956089 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.122526 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0495323 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.00828558 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0648882 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0767449 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.258194 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0263925 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0504376 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0275913 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0112184 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0504375 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.10897 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0522345 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.014531 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0407534 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.00372938 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0612375 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.107279 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.015055 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0130803 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0164661 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.0374702 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0495468 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0237249 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.125088 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.049547 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.338188 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0115537 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0215005 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.037347 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.00742429 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0125482 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0081788 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0304746 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.118619 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0720901 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.0136476 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0621106 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0555945 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.0136475 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0357058 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.000272106 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0167382 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.00366489 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.133162 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.019028 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0140211 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.221512 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00185105 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0105905 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.000315585 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00657459 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.0105906 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0957622 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.122526 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.0495323 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.00828558 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0648882 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0767449 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.258194 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0263925 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0504376 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0275913 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0112184 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0504375 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.10897 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.0699847 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0209132 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0853407 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0961871 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.185262 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0509844 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0797129 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0521832 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.029761 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.0797127 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.043216 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.104797 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0341862 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.00913759 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.244032 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0530421 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.1011 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0386259 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0465787 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.1011 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0334773 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.00611063 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0212953 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0334586 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0255864 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0237691 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0316694 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0657385 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.023769 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0656855 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.00913762 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.242886 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0549536 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0948956 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0405374 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0484879 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0948958 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0315041 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0836173 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0450691 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0171612 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0395476 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0705475 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0171613 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0138026 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0374702 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0495468 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0237249 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.125088 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.049547 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.338188 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0211207 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0494682 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0522625 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0211172 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.0276733 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0130289 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0594107 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0310309 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.00544614 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.041785 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0109032 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0135434 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0632923 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0749172 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.00542877 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.123763 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.116121 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.152794 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.116124 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.116985 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.44222 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.136664 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0863689 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0250843 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0863689 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.120255 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.116121 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.152794 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.116124 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.116985 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.44222 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.136664 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0863689 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0250843 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.0863689 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.120255 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.256694 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0599485 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0911748 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.234664 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.120401 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0893062 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0381445 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0893062 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0207509 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.158343 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.100442 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.14234 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0273796 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0304346 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.00244738 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.0304346 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0159961 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0911748 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.233519 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.12149 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0869281 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0381447 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0869281 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0206871 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.147306 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.101895 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.121503 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0392793 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.121503 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0991287 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.164308 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0269919 # DEPENDENCYPART_SIBL
