# _root_ Budapesten és a vidéki nagyvárosokban túlzsúfoltak a temetők , nem érik el az ideális 30-40 hektáros nagyságot , kihasználtságuk így gyakran 90 százalék feletti .
#goldHeads=6,6,5,5,6,0,8,6,6,11,6,11,17,17,16,17,11,6,21,21,6,23,24,21,6,
#predictedHeads=11,11,5,5,6,11,8,11,11,11,0,11,17,17,16,17,11,11,20,11,23,23,24,11,11,
(2,24),(24,25),-0.504025 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.2915 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.933172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.464598 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.531499 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.533168 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.635173 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.497294 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.358126 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.590401 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.589049 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.683414 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.593535 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.58923 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.479563 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.539591 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-0.681655 # DEPENDENCYPART_GRANDPAR
(3,2),(2,25),-0.639194 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.639134 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.531975 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.592339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,1),-0.687202 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.532406 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.661525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.096172 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0918985 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.164701 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.404356 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.174957 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.149071 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.435116 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.648603 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.526431 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.639374 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.427215 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.890716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.392312 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.478398 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.605798 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.609139 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.51877 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.573106 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.901412 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.804458 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.604615 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-0.536965 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.631416 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.872681 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.772473 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-0.993646 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.490235 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.888675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,8),-0.551962 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.22583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.577244 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.594443 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.444918 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.261952 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0902717 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.16426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.143784 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.515667 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.490664 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.386715 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.635087 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.404899 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.88415 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.396198 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.361632 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.549194 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.566032 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.828659 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.939149 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.229771 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0779982 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.465417 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.287991 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.100176 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.161429 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.836022 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.559182 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.653708 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.343125 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.714956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),0.0359405 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0770404 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0240816 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.176552 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.36139 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),0.0844831 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.332542 # DEPENDENCYPART_GRANDPAR
(5,6),(6,23),-0.205605 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.517448 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.898557 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.570654 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.717187 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.39598 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.627903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.36689 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.108168 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.143185 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.178948 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.834037 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.564699 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.654466 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.322008 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.786417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.396165 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.133792 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.13679 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.244708 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.0100857 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.181587 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.307922 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.501138 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0591986 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.468144 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.447196 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.132906 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.387107 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0627851 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.247917 # DEPENDENCYPART_GRANDPAR
(5,11),(11,22),-0.217187 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.325082 # DEPENDENCYPART_GRANDPAR
(5,11),(11,24),-0.513351 # DEPENDENCYPART_GRANDPAR
(5,11),(11,25),-0.585865 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.00298286 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-0.318621 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.447976 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0231066 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.0994148 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.141203 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0839671 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.604661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,8),-0.275816 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.237642 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.262248 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.49465 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.601356 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.462373 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.294576 # DEPENDENCYPART_GRANDPAR
(6,2),(2,20),-0.335853 # DEPENDENCYPART_GRANDPAR
(6,2),(2,21),-0.387062 # DEPENDENCYPART_GRANDPAR
(6,2),(2,22),-0.596253 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.39669 # DEPENDENCYPART_GRANDPAR
(6,2),(2,25),-0.668227 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.0199321 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.20604 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.221981 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0618673 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0181027 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.100516 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.109143 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.121827 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.124633 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.177768 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.635763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,8),-0.318621 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.246441 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.447976 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.47358 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.376852 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.34716 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.29337 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.526741 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.186941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.423197 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.143139 # DEPENDENCYPART_GRANDPAR
(6,8),(8,21),0.0442654 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.443241 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.217922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,8),0.168126 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.0764846 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.120094 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.0235009 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.411181 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.431918 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.39214 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.305805 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.249611 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.488043 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.212176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.379772 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.115215 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.0297119 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0569653 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0762279 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0578278 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0672121 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.23212 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0542038 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.0336465 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0196076 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.0660629 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),0.0431006 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.0199647 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.226918 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.0448122 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.0306845 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.286549 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.120469 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0779739 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.120442 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.272086 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.000893669 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.0611275 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.264655 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.0853557 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.0865194 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0503754 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.137374 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.115373 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0347253 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.0426599 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.00154303 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),0.0200579 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.2779 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.113285 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),-0.0498286 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.338891 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.47358 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.34716 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.29337 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.186941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.423197 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),0.083984 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.0617024 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),0.118592 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.256536 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.105578 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.0862062 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.1128 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),0.0442654 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.174144 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),0.0360024 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),0.044576 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),0.0225274 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.0945985 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),-0.275419 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),0.0815841 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),-0.0040801 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),0.0208237 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),0.0283363 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.00149649 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.0962836 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.270442 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.465931 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.202373 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.154981 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.0663216 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.320754 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.514773 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.562203 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.379296 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.605784 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.733023 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.597024 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.640958 # DEPENDENCYPART_GRANDPAR
(7,6),(6,23),-0.756679 # DEPENDENCYPART_GRANDPAR
(7,6),(6,25),-0.648729 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0245035 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.13804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,11),-0.448279 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.609069 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.653664 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.417628 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.0290135 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.554334 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.07646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.559353 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.40839 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.488923 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.505193 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.664364 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.41654 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-0.383153 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-0.491763 # DEPENDENCYPART_GRANDPAR
(8,2),(2,22),-0.663376 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),-0.743883 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),-0.832644 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.441407 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.429902 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.02621 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,1),-0.452142 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.311812 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.553141 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.586188 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.414345 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.524284 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.440752 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.471056 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.13804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.585902 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.448279 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.445461 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.306665 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.546907 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.38468 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.00674344 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.0755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.562069 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.413705 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.433676 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.704623 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.517439 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.663405 # DEPENDENCYPART_GRANDPAR
(8,6),(6,23),-0.751886 # DEPENDENCYPART_GRANDPAR
(8,6),(6,25),-0.84554 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.589029 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),-0.00137461 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.133666 # DEPENDENCYPART_GRANDPAR
(8,21),(21,17),-0.230534 # DEPENDENCYPART_GRANDPAR
(8,21),(21,18),-0.0535039 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.391888 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),0.0160751 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.332355 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.367219 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.447051 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.530866 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.176617 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.153835 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0610761 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.219849 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.100251 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.0470154 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.153332 # DEPENDENCYPART_GRANDPAR
(10,5),(5,11),-0.392394 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.206274 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.134265 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.0547029 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.227679 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.208003 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0163525 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.19882 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.762833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.381015 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.34044 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.500184 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.448813 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-0.789398 # DEPENDENCYPART_GRANDPAR
(10,6),(6,25),-0.760994 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.176617 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.153835 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0610586 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.219849 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.175403 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.18441 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.0961927 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.153332 # DEPENDENCYPART_GRANDPAR
(10,8),(8,21),-0.48428 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.567641 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.407607 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.578711 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.543471 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.442741 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),-0.359322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,13),-0.15381 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.061577 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.120212 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.103285 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.124692 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.241709 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.231328 # DEPENDENCYPART_GRANDPAR
(10,17),(17,22),-0.30359 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.433553 # DEPENDENCYPART_GRANDPAR
(10,17),(17,24),-0.243765 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.463465 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.52707 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.511527 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.489452 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),-0.617695 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.426713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.0145163 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0393232 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.149274 # DEPENDENCYPART_GRANDPAR
