# _root_ A kávéházak és a passzázsokból kialakított bevásárlóudvarok zsúfolásig tömve vannak , mintha csak azt szeretnék bizonyítani , hogy itt Argentínához és Uruguayhoz hasonlóan igen is erős középosztály van .
#goldHeads=2,9,9,5,6,7,9,9,10,0,10,10,16,16,10,15,15,15,28,23,23,23,28,25,28,27,28,14,10,
#predictedHeads=2,10,10,5,6,7,10,10,10,0,10,10,16,16,10,15,15,15,28,28,28,23,28,25,26,27,28,14,10,
(7,3),(3,13),-0.546512 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.622014 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.545098 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.503137 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.305873 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-0.763741 # DEPENDENCYPART_GRANDPAR
(7,3),(3,29),-0.982259 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.210797 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0768316 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.08624 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.228395 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0718672 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0991528 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.103838 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.731181 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.79543 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.553822 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.381515 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.670873 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.105492 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.472795 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.451775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.143701 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.777825 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-1.01758 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.548534 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.841676 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.150691 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.555145 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.194686 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.1113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-1.05575 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.510142 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.64727 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.54835 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.539274 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.511821 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.471617 # DEPENDENCYPART_GRANDPAR
(8,3),(3,28),-0.829335 # DEPENDENCYPART_GRANDPAR
(8,3),(3,29),-1.0227 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.777825 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.520493 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.712279 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.795423 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.371794 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0010354 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.729877 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.185485 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.777825 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.520493 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.111687 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.712279 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0367859 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.579084 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.17288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,2),-0.86873 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.444588 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.311451 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.95082 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.656828 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.677388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,11),-0.20274 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.214539 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.413374 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.209417 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.196222 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.166767 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.720905 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0594032 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),0.0680296 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),0.0953923 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0675296 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),0.126518 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0507709 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.103226 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.126906 # DEPENDENCYPART_GRANDPAR
(9,3),(3,10),-0.436958 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.467756 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.452658 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.407672 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.398465 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.428448 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.474795 # DEPENDENCYPART_GRANDPAR
(9,3),(3,28),-0.530941 # DEPENDENCYPART_GRANDPAR
(9,3),(3,29),-0.79163 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0594032 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),0.00857211 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.035333 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),0.180119 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.00936713 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.0390563 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.156049 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0327431 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),0.0594032 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),0.00857211 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),0.0099393 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),0.035333 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0148038 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.0714628 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.124913 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),0.0594032 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),0.00857211 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.0099393 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.035333 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0148038 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.0714628 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0380954 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.766253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,3),-0.306587 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.363971 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.264403 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.387262 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.363583 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),-0.0197339 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.121435 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.181303 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.082266 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.110112 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.241928 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.14198 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.194342 # DEPENDENCYPART_GRANDPAR
(9,12),(12,29),-0.450334 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.0182711 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0835398 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.360231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.00628278 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0791806 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.113089 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0449998 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),0.00442462 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.0250669 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.165498 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.161843 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.263875 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.298708 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.203827 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.360694 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.261271 # DEPENDENCYPART_GRANDPAR
(9,14),(14,26),-0.300062 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.332065 # DEPENDENCYPART_GRANDPAR
(9,14),(14,28),-0.116303 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.458783 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.371695 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.336886 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.395071 # DEPENDENCYPART_GRANDPAR
(9,15),(15,6),-0.268936 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.418363 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.394683 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.374755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.0190358 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.19193 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.0937857 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0752334 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.0339076 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.00443182 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.146093 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.0494591 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.23531 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.301472 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.190265 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.363458 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.274651 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.189707 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.246699 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.311842 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.334831 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-0.0944329 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-0.415027 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.374537 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-0.336886 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-0.397913 # DEPENDENCYPART_GRANDPAR
(9,16),(16,6),-0.268936 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-0.421205 # DEPENDENCYPART_GRANDPAR
(9,16),(16,8),-0.397525 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.368625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),-0.0145452 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),-0.20922 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.0886189 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0655357 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.0224966 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),0.0202513 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.142046 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0339692 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.22985 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.293893 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.178254 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.355879 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.271737 # DEPENDENCYPART_GRANDPAR
(9,16),(16,24),-0.18627 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.243936 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.308927 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.327251 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-0.100832 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.427242 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.232793 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.0767412 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.157666 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.176738 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.0739944 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.134189 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.0399583 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.380963 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.26548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.467321 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.144088 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.223469 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-0.587128 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.434692 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.338115 # DEPENDENCYPART_GRANDPAR
(10,3),(3,28),-0.787198 # DEPENDENCYPART_GRANDPAR
(10,3),(3,29),-1.27784 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.232793 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0249221 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.244343 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.430753 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.111301 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0200479 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.442303 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.048177 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.232793 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0249221 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0220908 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.244343 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.1844 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0931681 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.476964 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.232793 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.0249221 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.0220908 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.244343 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.1844 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0931681 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.150364 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0890957 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.0111842 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0416479 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.148294 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.00731554 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.114258 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.455263 # DEPENDENCYPART_GRANDPAR
(10,9),(9,11),-0.281992 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.173888 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.142363 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.0310246 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.329815 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.177134 # DEPENDENCYPART_GRANDPAR
(10,9),(9,29),-1.09499 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.463101 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.335619 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-0.40277 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.369655 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.0286501 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.850367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.222478 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.0919357 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.44085 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.288733 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.159727 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.119581 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.616104 # DEPENDENCYPART_GRANDPAR
(10,12),(12,29),-1.02177 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.723619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,12),0.105614 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.207857 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.801492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.106101 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0373165 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0477173 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0265698 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.17751 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.0776221 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.112396 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.120831 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.157499 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.249115 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.480478 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.492154 # DEPENDENCYPART_GRANDPAR
(10,14),(14,26),-0.369128 # DEPENDENCYPART_GRANDPAR
(10,14),(14,27),-0.364519 # DEPENDENCYPART_GRANDPAR
(10,14),(14,28),-0.145251 # DEPENDENCYPART_GRANDPAR
(10,14),(14,29),-0.823296 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-0.125749 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.191501 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),0.0337295 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.10297 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.000306605 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.340698 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.111269 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.762272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),-0.109531 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.110737 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.0754007 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.148466 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.0988114 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.017648 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.109623 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.140175 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.212289 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.135132 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.535269 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.576353 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.0997783 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),0.128396 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.451872 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.41931 # DEPENDENCYPART_GRANDPAR
(10,15),(15,28),-0.22537 # DEPENDENCYPART_GRANDPAR
(10,15),(15,29),-0.877756 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.129492 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.18956 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),0.0299858 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.10103 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.00405026 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),0.336955 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.112259 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.758209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.12772 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.104508 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.0831831 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.159238 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0818718 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0133232 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.118205 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.139313 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.215939 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.14127 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),-0.538918 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),-0.579944 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-0.102628 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),0.124871 # DEPENDENCYPART_GRANDPAR
(10,16),(16,26),-0.455464 # DEPENDENCYPART_GRANDPAR
(10,16),(16,27),-0.42296 # DEPENDENCYPART_GRANDPAR
(10,16),(16,28),-0.238919 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.896257 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-0.447488 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.427224 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.0862196 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.9366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.358565 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.163322 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0516803 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.0797097 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.252522 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.101248 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.229359 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.72449 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.751375 # DEPENDENCYPART_GRANDPAR
(10,18),(18,29),-1.06408 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.0951604 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.200608 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.523587 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.407628 # DEPENDENCYPART_GRANDPAR
(10,21),(21,9),-0.249044 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-0.794826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,11),-0.100914 # DEPENDENCYPART_GRANDPAR
(10,21),(21,12),-0.0429269 # DEPENDENCYPART_GRANDPAR
(10,21),(21,14),0.0470831 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.109809 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),0.0414583 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),0.0282918 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),-0.0634463 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.234456 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.263327 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.658489 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.777178 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.205654 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.0313834 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.654397 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),-0.54253 # DEPENDENCYPART_GRANDPAR
(10,21),(21,28),-0.592691 # DEPENDENCYPART_GRANDPAR
(10,21),(21,29),-1.01189 # DEPENDENCYPART_GRANDPAR
(10,23),(23,7),-0.269968 # DEPENDENCYPART_GRANDPAR
(10,23),(23,8),0.0710368 # DEPENDENCYPART_GRANDPAR
(10,23),(23,13),0.187999 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),0.183226 # DEPENDENCYPART_GRANDPAR
(10,23),(23,18),0.0710444 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.10909 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.258687 # DEPENDENCYPART_GRANDPAR
