# _root_ A marseille-i és a párizsi , a Gare_de_l'Esten működő toborzóirodákban manapság sokszor többen jelentkeznek egy-egy nap , mint ahányat egyáltalán felvehetnek .
#goldHeads=2,10,10,5,10,10,8,9,10,14,14,14,14,0,16,14,14,14,21,21,14,14,
#predictedHeads=2,10,14,10,10,10,8,9,10,14,14,13,14,0,0,14,14,14,21,21,14,14,
(14,2),(14,8),-0.0150119 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.0282642 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.0150119 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.0152772 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0362697 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0293197 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0115732 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0135504 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0238777 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0195778 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.00661637 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.00087532 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0051115 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.1201 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.00631141 # DEPENDENCYPART_SIBL
(14,3),(14,6),-0.0199348 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.1201 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.0241498 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0100844 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0241498 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0394044 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0560438 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.054824 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.0250778 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0256083 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0284227 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0203442 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.018229 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0494577 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.00390509 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.00636588 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0102192 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.125584 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0174639 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0185872 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0174639 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.044569 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0350123 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0282584 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0104983 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0377119 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0130341 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0218032 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.00496774 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0134258 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0634118 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.045469 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.20149 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0169013 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0286378 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0169013 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0152806 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0362697 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0293197 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0115733 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0132318 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0238611 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0195773 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.00661642 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.00100145 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.00510775 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.10614 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.00692861 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.000358769 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00692861 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0196168 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0380472 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0322365 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0220885 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00490476 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0287257 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0140396 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.00834467 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.00508159 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0213227 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0174639 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0185872 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0174639 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.044569 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0350123 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0282584 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.0104983 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0377119 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0130341 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0218032 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.00496774 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0134258 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0634118 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.00183355 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0309984 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0174536 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0105153 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.00317401 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0144831 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00637658 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0118176 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0227535 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.00466267 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0156883 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.00695274 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0153676 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0154266 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0364114 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0294614 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0116763 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00872241 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0238036 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0195244 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.00671943 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.000937343 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.00503194 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0174536 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0105153 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.00317401 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0144831 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00637658 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0118176 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0227535 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00466267 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0156883 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.00695274 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.064814 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0696973 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.00154589 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00679099 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0185576 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0280805 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00623453 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0137255 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0191066 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0119482 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0597042 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00448223 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00685938 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0155894 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0663487 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.00456063 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0146914 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0491919 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0136173 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0113824 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00688056 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0558365 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00922731 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0132425 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0165577 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0264155 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0260849 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0268086 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0215647 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0110858 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.434999 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0196901 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.117999 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.194562 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0489202 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0743765 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0914487 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0133531 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0183355 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.061038 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0357471 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00331073 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0215465 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0135626 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0178063 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.128554 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00723551 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.00742313 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0939817 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00435137 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.00553738 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0451051 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0129813 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0265076 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.133797 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.131254 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0992058 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0242247 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0203052 # DEPENDENCYPART_SIBL
(16,11),(16,20),0.0249124 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.034572 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.146899 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0898352 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.107406 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0342076 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.00917939 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0604956 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0412457 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0744994 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.107455 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.04042 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0105741 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0570229 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.035627 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.0750155 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0240922 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.01454 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0203398 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0461693 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.126362 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.159897 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.162848 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.232284 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.055256 # DEPENDENCYPART_SIBL
(16,18),(16,20),0.0627409 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.000167821 # DEPENDENCYPART_SIBL
(16,18),(16,22),0.000196686 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0230506 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.0472233 # DEPENDENCYPART_SIBL
(16,21),(16,22),0.0550768 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.104085 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0478634 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.288964 # DEPENDENCYPART_SIBL
(18,2),(18,8),-0.0161413 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.0565583 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0161413 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.0015791 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.00326147 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.00168144 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.288964 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0205032 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.00163069 # DEPENDENCYPART_SIBL
(18,2),(18,22),0.0123245 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0107871 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0889124 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0151537 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.00686669 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0151537 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0378657 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0331934 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0382362 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0889124 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.00969764 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.0498381 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.000493912 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.285621 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0180307 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0569319 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0180307 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.00158261 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.00326138 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.00168495 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.285621 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0205026 # DEPENDENCYPART_SIBL
(18,5),(18,21),-0.00175741 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0123201 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.00876932 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0401255 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.00876932 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0278307 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0533627 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0286043 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0739929 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.0682497 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.128078 # DEPENDENCYPART_SIBL
(18,6),(18,22),0.151895 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0221841 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0495198 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.108681 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0601102 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.10604 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.472387 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.020877 # DEPENDENCYPART_SIBL
(18,8),(18,21),-0.0123691 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.00161408 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0162906 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.00158555 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.00325335 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.00168789 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.295333 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0204781 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0016369 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0123111 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.108681 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0601102 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.10604 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.472387 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.020877 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0123691 # DEPENDENCYPART_SIBL
(18,10),(18,22),-0.00161408 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0184624 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0616701 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.330647 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.010861 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.00322381 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.00329512 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.00137432 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.449925 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0104246 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0666765 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0619477 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.335651 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0202355 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0110401 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0136718 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0682497 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.128078 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.151895 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0312114 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.00912206 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0819099 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0827383 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0835315 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0953416 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.114522 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0191763 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.127942 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.0164009 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.038413 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.125584 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.00636588 # DEPENDENCYPART_SIBL
(21,1),(21,6),0.0102192 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.125584 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.0174639 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0185872 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.0174639 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.044569 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0350123 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.0282584 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.0272811 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0586092 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0102192 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0788256 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.104327 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0460982 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0634118 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.154784 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.20149 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.0194379 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.048812 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.20149 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0150119 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.0282642 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0150119 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0152772 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0362697 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0293197 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.0030045 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0293206 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.048812 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.119705 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0757967 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0176596 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.0051115 # DEPENDENCYPART_SIBL
(21,3),(21,4),-0.1201 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.00631141 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.0199348 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.1201 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0241498 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0100844 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.0241498 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0394044 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.0560438 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.054824 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0656306 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0542889 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0199348 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0101679 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.128893 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0410383 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.00390509 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.00636588 # DEPENDENCYPART_SIBL
(21,4),(21,6),0.0102192 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.125584 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0174639 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.0185872 # DEPENDENCYPART_SIBL
(21,4),(21,10),0.0174639 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.044569 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0350123 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.0282584 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.0272811 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0586092 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.0102192 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.0788256 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.104327 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0460982 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0634118 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.045469 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.20149 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0169013 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0286378 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0169013 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0152806 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0362697 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0293197 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0030045 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.029324 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.045469 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.118573 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0757967 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0176631 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.00510775 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.10614 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.00692861 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.000358769 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.00692861 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.0196168 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0380472 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0322365 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.0158325 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0362611 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.00513268 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.12922 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0553309 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0181025 # DEPENDENCYPART_SIBL
(21,6),(21,22),0.0213227 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.0174639 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0185872 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.0174639 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.044569 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0350123 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0282584 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.0272811 # DEPENDENCYPART_SIBL
