# _root_ Elismerte ugyanakkor , hogy kevés léket vágtak az őstó jégfelületén , de — hangsúlyozta — az egyesület álláspontja szerint nem ez volt a halpusztulás oka .
#goldHeads=12,1,1,1,6,7,1,9,10,7,12,0,14,12,14,17,18,19,22,22,22,14,24,25,22,12,
#predictedHeads=12,1,1,1,6,7,12,9,10,7,12,0,14,12,14,17,18,19,22,22,22,12,24,25,22,12,
(0,14),(14,3),0.293207 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.138818 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.424174 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.504383 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.211019 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.613698 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.410049 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.333937 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.0315714 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.70125 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.800788 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.305187 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.338515 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.34543 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.317638 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.184838 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.13722 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.194204 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),0.0829955 # DEPENDENCYPART_GRANDPAR
(0,14),(14,24),-0.143693 # DEPENDENCYPART_GRANDPAR
(0,14),(14,25),0.222301 # DEPENDENCYPART_GRANDPAR
(0,14),(14,26),2.28674 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-0.31664 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.146188 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.606659 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.557651 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.394991 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.365797 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.11841 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),0.0306423 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),-0.26102 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),0.105342 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),1.88435 # DEPENDENCYPART_GRANDPAR
(0,21),(21,4),0.110753 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),0.479515 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.222846 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.790362 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.447265 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.425447 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.396225 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.211775 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),0.258717 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.186362 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.276263 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),0.089177 # DEPENDENCYPART_GRANDPAR
(0,21),(21,26),1.84086 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.925301 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),-0.121545 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.274736 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-0.144152 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),-0.417778 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.498575 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),0.17966 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.404242 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.328129 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),0.0131003 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),0.713998 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),0.774395 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),0.146435 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),0.725387 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),-0.482051 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.577677 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.548035 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),-0.321929 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.13665 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.098206 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.717415 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.173815 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),0.184814 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),2.26255 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.611052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.00163131 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.187201 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.358328 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.0114237 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-1.02735 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.822791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.199486 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.300556 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.255373 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.143756 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.155609 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.3396 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.125757 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.0925072 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.301137 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.108112 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.501874 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.0434678 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.391171 # DEPENDENCYPART_GRANDPAR
(1,4),(4,26),-1.20419 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.581139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,4),0.252159 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),0.144144 # DEPENDENCYPART_GRANDPAR
(1,5),(5,26),-0.982419 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.56296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.358545 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.111214 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.271615 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0266168 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0382179 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.252061 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),0.279968 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.624343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.322273 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.0501483 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.182416 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0416402 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.123471 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.140369 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.00515574 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),0.208687 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),0.165759 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.0669004 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.0163381 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),0.045741 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.0483059 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.37936 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.203135 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),0.335638 # DEPENDENCYPART_GRANDPAR
(1,7),(7,20),0.270114 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),0.0652408 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),0.14086 # DEPENDENCYPART_GRANDPAR
(1,7),(7,24),-0.373462 # DEPENDENCYPART_GRANDPAR
(1,7),(7,25),-0.117629 # DEPENDENCYPART_GRANDPAR
(1,7),(7,26),-1.01285 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),0.0266168 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.417349 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),0.166534 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.56296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),0.358545 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),0.111214 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.271615 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0266168 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),0.227263 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.417349 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),0.166534 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),0.0298889 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),0.243799 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.00902225 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),0.0657144 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),0.0670355 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),0.279968 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),0.174411 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.752198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.24361 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.147638 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.0302074 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),-0.108131 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.049965 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.226502 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.0204397 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.247339 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.0334962 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),0.0367731 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.0357113 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.355389 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),0.0289327 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.65733 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.477074 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),0.0862489 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.021113 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.20339 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.247413 # DEPENDENCYPART_GRANDPAR
(1,12),(12,24),-0.648219 # DEPENDENCYPART_GRANDPAR
(1,12),(12,25),-0.388729 # DEPENDENCYPART_GRANDPAR
(1,12),(12,26),-1.16155 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.624011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.328185 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),-0.0508072 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.178322 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.0420939 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),0.110391 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.351333 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),0.0748359 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.0885199 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),0.125323 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),0.133604 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.0919336 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.0131772 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.0539156 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.234406 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.385259 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.209035 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),0.334127 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),0.270085 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),0.0638315 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),0.14125 # DEPENDENCYPART_GRANDPAR
(1,14),(14,24),-0.379361 # DEPENDENCYPART_GRANDPAR
(1,14),(14,25),-0.123529 # DEPENDENCYPART_GRANDPAR
(1,14),(14,26),-1.00663 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),0.168286 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.205166 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),0.0295076 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),0.243351 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),0.295498 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.0017325 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),0.131682 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),0.0702281 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),0.196326 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.207049 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.349276 # DEPENDENCYPART_GRANDPAR
(1,18),(18,25),-0.0718681 # DEPENDENCYPART_GRANDPAR
(1,19),(19,3),0.031074 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),0.184837 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),-0.0125371 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),0.201306 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),0.215485 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.0531959 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),0.0859627 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),0.150607 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.225411 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.390413 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.211942 # DEPENDENCYPART_GRANDPAR
(1,19),(19,24),-0.198914 # DEPENDENCYPART_GRANDPAR
(1,19),(19,25),0.0607613 # DEPENDENCYPART_GRANDPAR
(1,20),(20,6),0.122361 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),0.13883 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),0.128611 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),0.193255 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.452889 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.273761 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),0.342739 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),0.0571237 # DEPENDENCYPART_GRANDPAR
(1,20),(20,24),-0.53712 # DEPENDENCYPART_GRANDPAR
(1,20),(20,25),-0.278323 # DEPENDENCYPART_GRANDPAR
(1,20),(20,26),-1.10939 # DEPENDENCYPART_GRANDPAR
(1,21),(21,4),0.165755 # DEPENDENCYPART_GRANDPAR
(1,21),(21,7),0.318595 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),0.172043 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.128671 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),-0.0284121 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.56828 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.389135 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),0.265523 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),0.118453 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),0.217157 # DEPENDENCYPART_GRANDPAR
(1,21),(21,24),-0.307431 # DEPENDENCYPART_GRANDPAR
(1,21),(21,25),-0.0490627 # DEPENDENCYPART_GRANDPAR
(1,21),(21,26),-0.943342 # DEPENDENCYPART_GRANDPAR
(1,22),(22,1),-0.62126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,22),(22,2),0.272648 # DEPENDENCYPART_GRANDPAR
(1,22),(22,3),-0.0611821 # DEPENDENCYPART_GRANDPAR
(1,22),(22,4),0.187588 # DEPENDENCYPART_GRANDPAR
(1,22),(22,5),-0.0358582 # DEPENDENCYPART_GRANDPAR
(1,22),(22,6),0.113311 # DEPENDENCYPART_GRANDPAR
(1,22),(22,7),0.354084 # DEPENDENCYPART_GRANDPAR
(1,22),(22,9),-0.0855998 # DEPENDENCYPART_GRANDPAR
(1,22),(22,10),0.128243 # DEPENDENCYPART_GRANDPAR
(1,22),(22,11),0.123229 # DEPENDENCYPART_GRANDPAR
(1,22),(22,12),-0.0741885 # DEPENDENCYPART_GRANDPAR
(1,22),(22,13),-0.0270082 # DEPENDENCYPART_GRANDPAR
(1,22),(22,14),0.00662109 # DEPENDENCYPART_GRANDPAR
(1,22),(22,15),0.0376358 # DEPENDENCYPART_GRANDPAR
(1,22),(22,16),-0.302071 # DEPENDENCYPART_GRANDPAR
(1,22),(22,17),-0.46476 # DEPENDENCYPART_GRANDPAR
(1,22),(22,18),-0.284843 # DEPENDENCYPART_GRANDPAR
(1,22),(22,19),0.35649 # DEPENDENCYPART_GRANDPAR
(1,22),(22,20),0.122325 # DEPENDENCYPART_GRANDPAR
(1,22),(22,21),-0.037065 # DEPENDENCYPART_GRANDPAR
(1,22),(22,23),-0.0902498 # DEPENDENCYPART_GRANDPAR
(1,22),(22,24),-0.327212 # DEPENDENCYPART_GRANDPAR
(1,22),(22,25),-0.0750661 # DEPENDENCYPART_GRANDPAR
(1,22),(22,26),-0.966801 # DEPENDENCYPART_GRANDPAR
(1,25),(25,17),-0.351767 # DEPENDENCYPART_GRANDPAR
(1,25),(25,19),0.35037 # DEPENDENCYPART_GRANDPAR
(1,25),(25,20),0.226147 # DEPENDENCYPART_GRANDPAR
(1,25),(25,21),0.00451471 # DEPENDENCYPART_GRANDPAR
(1,25),(25,23),-0.183556 # DEPENDENCYPART_GRANDPAR
(1,25),(25,24),-0.34129 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.890616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.579127 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.509497 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.425347 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.594776 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.481618 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.709733 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.743303 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.795253 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.605536 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.652736 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.696241 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.544387 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.71945 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.952292 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.992497 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.511687 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.73522 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.717801 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.610915 # DEPENDENCYPART_GRANDPAR
(2,1),(1,25),-0.998927 # DEPENDENCYPART_GRANDPAR
(2,1),(1,26),-1.10518 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.572357 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.52674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0749374 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0326188 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0698144 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.37183 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.42378 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.251759 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.628343 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.502479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.259124 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0809497 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.090817 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.166798 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.357545 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.314123 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.366073 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.230723 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.263118 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.329375 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.117846 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.352585 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.521001 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.565168 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.187357 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.315289 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.339132 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),-0.194399 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),-0.589364 # DEPENDENCYPART_GRANDPAR
(2,7),(7,25),-0.572038 # DEPENDENCYPART_GRANDPAR
(2,7),(7,26),-0.729176 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.628654 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.499497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.258393 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.0828369 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.0908256 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.178433 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0570676 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.371585 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.326966 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.378916 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.284803 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.198228 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.292389 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.345275 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.376971 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.526638 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.570805 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.187684 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.313901 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.339345 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.192042 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.595001 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),-0.577675 # DEPENDENCYPART_GRANDPAR
(2,14),(14,26),-0.72178 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.232171 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.390787 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.03766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.286101 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.700633 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.563974 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-1.07754 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-1.1028 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.897734 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.56134 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.731143 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.835964 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.789937 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.705675 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-1.50567 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.48665 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-1.11127 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-1.23644 # DEPENDENCYPART_GRANDPAR
(4,1),(1,21),-0.850902 # DEPENDENCYPART_GRANDPAR
(4,1),(1,22),-0.883095 # DEPENDENCYPART_GRANDPAR
(4,1),(1,25),-1.28487 # DEPENDENCYPART_GRANDPAR
(4,1),(1,26),-1.43697 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.299745 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.39695 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.289881 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.230467 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.45643 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-1.17623 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.925099 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.181747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,22),0.0860177 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-0.80181 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.953687 # DEPENDENCYPART_GRANDPAR
