# _root_ Ám 1996-ban született egy újabb rendelet , amely alapján a díj magasabb lett , mint amennyit a szegedi orvosegyetem előzőleg kifizetett .
#goldHeads=3,3,0,6,6,3,3,9,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
#predictedHeads=3,3,0,6,6,3,3,13,13,11,13,13,3,13,13,21,19,19,21,21,13,3,
(13,3),(13,7),0.0479321 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.135767 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0291043 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.067822 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0177794 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.00188093 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00209889 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.000751154 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0333042 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0478798 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0234134 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0322312 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0268984 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0308007 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.00322429 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0399909 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0121886 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0557755 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.143849 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0213174 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.164391 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0120387 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.0498416 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.097687 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0304252 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0351214 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0124452 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0314975 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0329468 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0213683 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0512581 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.106924 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.015016 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.033188 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.133848 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.013448 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.205233 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0148788 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0106717 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00209181 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0146172 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0106477 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0187154 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.034815 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00451294 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0140532 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0184863 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.00178846 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.114722 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.159259 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.01073 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0445297 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00557226 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0366924 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.0384425 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0396598 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.000388511 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.00333929 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.0254055 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0188578 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0112208 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.016855 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.0193632 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.155972 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00403055 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0791989 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0396656 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0158503 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0333323 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0350455 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00446373 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00504149 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.00865867 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00858549 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00887645 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.00754543 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.031734 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0559843 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0197501 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0303302 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0243908 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0105998 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.01479 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0119219 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00420176 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00345137 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0212815 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0304324 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.00729039 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0491217 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.00117379 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0292138 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.0700053 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0663888 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0756228 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0221512 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.0173754 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.043915 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0447351 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0428893 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0345233 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.0577126 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0240513 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0188805 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0341366 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0149903 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0234169 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0167307 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.00433934 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0299425 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.00536804 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0204284 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0606203 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0363753 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0218936 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0271992 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.00757756 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0113019 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0174723 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00765188 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.003768 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.00411599 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0120655 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00832312 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0223504 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0156571 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0138915 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0303039 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00178447 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00807509 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.00897763 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.014996 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.394209 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0017221 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0874924 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0253711 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0547086 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0628699 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.158991 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.00605191 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0758287 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0565388 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0874421 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0471921 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0502349 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00718282 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.00504189 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0931786 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0744035 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0396193 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0373755 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.0245287 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.0020321 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0121108 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0244228 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0138278 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0332284 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0399601 # DEPENDENCYPART_SIBL
(13,18),(13,19),5.99726e-06 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.00394393 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.00945013 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.00704251 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0130371 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.00907285 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.00679796 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.013579 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0146093 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.00496684 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0677935 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.00472476 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.00943297 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.220439 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.02063 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.00180742 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.00941276 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.00267777 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0559612 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.220439 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0310422 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0370394 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.0103218 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.00094175 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.0588998 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0296708 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.009811 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.447717 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.00104724 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.00652383 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.009829 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0288195 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0446319 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.447717 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0298867 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0184716 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00965671 # DEPENDENCYPART_SIBL
(15,3),(15,21),0.0664526 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0505223 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.02308 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.279828 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0225781 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0199649 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0230871 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0456993 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.00960613 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.279828 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.112174 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0691536 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0139729 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.014738 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.00257573 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.472336 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.018289 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0481707 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.0488917 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0241784 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0559707 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.472336 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0452591 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.157755 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.017768 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.01147 # DEPENDENCYPART_SIBL
(15,6),(15,22),-0.00202319 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.0698492 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0132777 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.00865229 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0532661 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0163122 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0739929 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.108432 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.177356 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0628343 # DEPENDENCYPART_SIBL
(15,7),(15,21),0.124693 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.151895 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.100805 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0842169 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0434296 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0370559 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.383645 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0795479 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.192296 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0695291 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.132502 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.0160262 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0554103 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0300668 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0560343 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.472037 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0438373 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.159474 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.0288123 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0159709 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.00929276 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0241714 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0559815 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.474321 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0452968 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.156165 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0180411 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.013844 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.00167248 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.00702639 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.296122 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.118262 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0763696 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0207907 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0028464 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0135248 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.435901 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0198765 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00474383 # DEPENDENCYPART_SIBL
(15,13),(15,20),-8.84516e-05 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0514784 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0394726 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.108432 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.177356 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0628343 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.124693 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.151895 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0158386 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00867653 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00505486 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.102873 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0103388 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0139436 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.029798 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0323493 # DEPENDENCYPART_SIBL
(15,20),(15,22),-0.00653198 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0806271 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0119907 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.15099 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0154963 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0385261 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0538735 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0755075 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.089128 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.301012 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.390458 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0150567 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.0010358 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0928474 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.386678 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.519643 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.00970659 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.390458 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0047272 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0193156 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.613107 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.00651208 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.237212 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.162004 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.348869 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.180912 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0778836 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.613107 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.246992 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0829529 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0129715 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.142069 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.210986 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.190771 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.146777 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.00111771 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.662013 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.159739 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0771741 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0480871 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.162934 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.643576 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.459163 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0491797 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.317156 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0467297 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0169384 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.112243 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.443117 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.366845 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.00788635 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.66815 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0080382 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0397456 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.296066 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.169069 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0201382 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.355342 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0692857 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0196068 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.210532 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0323402 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.408123 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0259344 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0680523 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0142993 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.303465 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0486136 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0365384 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0633321 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0567502 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0303418 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.159739 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0771741 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0390315 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.449155 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.118096 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.120382 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.449155 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.09973 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.120189 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.118211 # DEPENDENCYPART_SIBL
(20,3),(20,22),0.116022 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.00990691 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.163496 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0995979 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.114567 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0306093 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.0283621 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.030364 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.102997 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.253793 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.134627 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0714107 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0871741 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.0328265 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.436041 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0993246 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.115458 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.119368 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.114289 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.114567 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0306093 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0283621 # DEPENDENCYPART_SIBL
(20,14),(20,22),0.030364 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.114262 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.117004 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.101615 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0753971 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.0666488 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0265954 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.00696297 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.115023 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.00153943 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0141421 # DEPENDENCYPART_SIBL
(21,1),(21,7),0.140075 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.150079 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0343286 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0872311 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0140394 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.0135778 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.100828 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.140075 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0302048 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0719364 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0872311 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.00809195 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0138383 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0492779 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0570146 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0209013 # DEPENDENCYPART_SIBL
