# _root_ — 1997 telén a szponzorokkal megállapodtunk , hogy a ' 98-as szezonra egy F2-es Opel_Astrát vásárolunk , amit egy jó nevű német cég készít fel a versenyekre — nyilatkozta az újdonsült bronzérmes .
#goldHeads=29,3,6,5,6,29,6,6,12,12,12,16,15,15,16,6,16,24,23,21,23,23,24,16,24,27,24,29,0,32,32,29,29,
#predictedHeads=29,3,6,5,6,29,29,6,12,29,12,16,14,15,16,29,29,24,23,23,23,23,24,29,24,27,24,29,0,32,32,29,29,
(3,12),(12,27),-0.344687 # DEPENDENCYPART_GRANDPAR
(3,12),(12,28),-0.247804 # DEPENDENCYPART_GRANDPAR
(3,12),(12,29),-0.126962 # DEPENDENCYPART_GRANDPAR
(3,12),(12,33),-0.739468 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.710903 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),0.139526 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.401719 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0861542 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.211656 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.301161 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.101708 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.376633 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.246872 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0731133 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.52697 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.392362 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.178097 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.0691927 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.303384 # DEPENDENCYPART_GRANDPAR
(3,24),(24,1),-0.810806 # DEPENDENCYPART_GRANDPAR
(3,24),(24,2),-0.77614 # DEPENDENCYPART_GRANDPAR
(3,24),(24,3),-0.775679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,24),(24,5),-0.296898 # DEPENDENCYPART_GRANDPAR
(3,24),(24,6),-0.395037 # DEPENDENCYPART_GRANDPAR
(3,24),(24,7),-0.192668 # DEPENDENCYPART_GRANDPAR
(3,24),(24,8),-0.206587 # DEPENDENCYPART_GRANDPAR
(3,24),(24,9),-0.370194 # DEPENDENCYPART_GRANDPAR
(3,24),(24,10),-0.171313 # DEPENDENCYPART_GRANDPAR
(3,24),(24,11),-0.269521 # DEPENDENCYPART_GRANDPAR
(3,24),(24,12),-0.305163 # DEPENDENCYPART_GRANDPAR
(3,24),(24,13),-0.120551 # DEPENDENCYPART_GRANDPAR
(3,24),(24,14),-0.105012 # DEPENDENCYPART_GRANDPAR
(3,24),(24,15),-0.605012 # DEPENDENCYPART_GRANDPAR
(3,24),(24,16),-0.350054 # DEPENDENCYPART_GRANDPAR
(3,24),(24,17),-0.274935 # DEPENDENCYPART_GRANDPAR
(3,24),(24,18),0.0516679 # DEPENDENCYPART_GRANDPAR
(3,24),(24,19),-0.285431 # DEPENDENCYPART_GRANDPAR
(3,24),(24,20),-0.526595 # DEPENDENCYPART_GRANDPAR
(3,24),(24,21),-0.400925 # DEPENDENCYPART_GRANDPAR
(3,24),(24,22),-0.41728 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.123697 # DEPENDENCYPART_GRANDPAR
(3,24),(24,25),-0.346693 # DEPENDENCYPART_GRANDPAR
(3,24),(24,26),-0.353702 # DEPENDENCYPART_GRANDPAR
(3,24),(24,27),-0.323147 # DEPENDENCYPART_GRANDPAR
(3,24),(24,28),-0.314861 # DEPENDENCYPART_GRANDPAR
(3,24),(24,29),-0.221948 # DEPENDENCYPART_GRANDPAR
(3,24),(24,30),-0.308994 # DEPENDENCYPART_GRANDPAR
(3,24),(24,31),-0.790464 # DEPENDENCYPART_GRANDPAR
(3,24),(24,32),-0.295513 # DEPENDENCYPART_GRANDPAR
(3,24),(24,33),-0.756321 # DEPENDENCYPART_GRANDPAR
(3,29),(29,1),-0.810812 # DEPENDENCYPART_GRANDPAR
(3,29),(29,3),-0.776371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,29),(29,5),-0.297589 # DEPENDENCYPART_GRANDPAR
(3,29),(29,6),-0.389419 # DEPENDENCYPART_GRANDPAR
(3,29),(29,7),-0.180222 # DEPENDENCYPART_GRANDPAR
(3,29),(29,8),-0.19891 # DEPENDENCYPART_GRANDPAR
(3,29),(29,9),-0.370606 # DEPENDENCYPART_GRANDPAR
(3,29),(29,10),-0.162419 # DEPENDENCYPART_GRANDPAR
(3,29),(29,11),-0.271759 # DEPENDENCYPART_GRANDPAR
(3,29),(29,12),-0.305854 # DEPENDENCYPART_GRANDPAR
(3,29),(29,14),-0.106468 # DEPENDENCYPART_GRANDPAR
(3,29),(29,15),-0.605704 # DEPENDENCYPART_GRANDPAR
(3,29),(29,16),-0.344436 # DEPENDENCYPART_GRANDPAR
(3,29),(29,17),-0.262488 # DEPENDENCYPART_GRANDPAR
(3,29),(29,18),0.0517821 # DEPENDENCYPART_GRANDPAR
(3,29),(29,19),-0.285843 # DEPENDENCYPART_GRANDPAR
(3,29),(29,20),-0.528833 # DEPENDENCYPART_GRANDPAR
(3,29),(29,21),-0.403163 # DEPENDENCYPART_GRANDPAR
(3,29),(29,22),-0.419518 # DEPENDENCYPART_GRANDPAR
(3,29),(29,23),-0.124389 # DEPENDENCYPART_GRANDPAR
(3,29),(29,24),-0.275199 # DEPENDENCYPART_GRANDPAR
(3,29),(29,25),-0.269713 # DEPENDENCYPART_GRANDPAR
(3,29),(29,26),-0.366855 # DEPENDENCYPART_GRANDPAR
(3,29),(29,27),-0.382118 # DEPENDENCYPART_GRANDPAR
(3,29),(29,28),-0.237513 # DEPENDENCYPART_GRANDPAR
(3,29),(29,30),-0.309016 # DEPENDENCYPART_GRANDPAR
(3,29),(29,31),-0.790487 # DEPENDENCYPART_GRANDPAR
(3,29),(29,32),-0.294798 # DEPENDENCYPART_GRANDPAR
(3,29),(29,33),-0.743856 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.538467 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.758168 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.02145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.476947 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.468075 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.52534 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.292793 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.241713 # DEPENDENCYPART_GRANDPAR
(5,2),(2,28),-0.555838 # DEPENDENCYPART_GRANDPAR
(5,2),(2,29),-0.404666 # DEPENDENCYPART_GRANDPAR
(5,2),(2,33),-1.06951 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.486948 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.138311 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.410839 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.14249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.517753 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.646385 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.476433 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.285776 # DEPENDENCYPART_GRANDPAR
(5,3),(3,29),-0.448728 # DEPENDENCYPART_GRANDPAR
(5,3),(3,33),-1.11099 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.16587 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.303604 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.693218 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.25652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.506754 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.310575 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.312034 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.29801 # DEPENDENCYPART_GRANDPAR
(6,2),(2,28),-0.564555 # DEPENDENCYPART_GRANDPAR
(6,2),(2,29),-0.520716 # DEPENDENCYPART_GRANDPAR
(6,2),(2,33),-1.61586 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.195418 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.116204 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.292875 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.744606 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.62585 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.526834 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.370286 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.417003 # DEPENDENCYPART_GRANDPAR
(6,3),(3,29),-0.639708 # DEPENDENCYPART_GRANDPAR
(6,3),(3,33),-1.72299 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.196569 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.115052 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.359326 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.219784 # DEPENDENCYPART_GRANDPAR
(6,5),(5,33),-1.72299 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.720182 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.238683 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),0.153356 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.13226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.535593 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.381582 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.736232 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.29817 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.309348 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.504027 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.386982 # DEPENDENCYPART_GRANDPAR
(6,8),(8,24),-0.486495 # DEPENDENCYPART_GRANDPAR
(6,8),(8,28),-0.354682 # DEPENDENCYPART_GRANDPAR
(6,8),(8,29),-0.711915 # DEPENDENCYPART_GRANDPAR
(6,8),(8,33),-1.50354 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.0856214 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.333317 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.228124 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.0814364 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.673238 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),0.310602 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.930233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.224312 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0582526 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.169384 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.102701 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0880251 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.701672 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.336654 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.249995 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.827274 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),0.142043 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.871536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),-0.123111 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.0222125 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.154561 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.0476876 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),-0.326043 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.128506 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.0735334 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),-0.0445559 # DEPENDENCYPART_GRANDPAR
(6,12),(12,23),-0.180483 # DEPENDENCYPART_GRANDPAR
(6,12),(12,24),0.0878436 # DEPENDENCYPART_GRANDPAR
(6,12),(12,27),-0.26514 # DEPENDENCYPART_GRANDPAR
(6,12),(12,28),-0.174742 # DEPENDENCYPART_GRANDPAR
(6,12),(12,29),-0.135151 # DEPENDENCYPART_GRANDPAR
(6,12),(12,33),-1.2938 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.579723 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.655504 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.907993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),-0.198767 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),-0.0313848 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.0787784 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0912427 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.425927 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.00240148 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0365478 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0153505 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.0144858 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.0981051 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.228589 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.323323 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.154561 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.0476876 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.326043 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.0781534 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.104192 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.128283 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.0445559 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),-0.180483 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),0.0878436 # DEPENDENCYPART_GRANDPAR
(6,15),(15,32),-0.117735 # DEPENDENCYPART_GRANDPAR
(6,15),(15,33),-1.2938 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.539441 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),0.0316227 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),0.194365 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.506689 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),0.590431 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.926777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.268608 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.0543094 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.235152 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.194157 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.44832 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.00973417 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.169787 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),0.0344211 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.020913 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.119012 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.0160967 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.666486 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.455977 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.688557 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.214415 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),0.0593902 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),0.0133609 # DEPENDENCYPART_GRANDPAR
(6,16),(16,27),-0.315246 # DEPENDENCYPART_GRANDPAR
(6,16),(16,28),-0.258053 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-0.16568 # DEPENDENCYPART_GRANDPAR
(6,16),(16,32),-0.16784 # DEPENDENCYPART_GRANDPAR
(6,16),(16,33),-1.30432 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.565261 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.390475 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.625707 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.167157 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.261762 # DEPENDENCYPART_GRANDPAR
(6,18),(18,32),-0.114356 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.174186 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.262298 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.465196 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.228132 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.930392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,8),-0.0585405 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),0.0395979 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.0592817 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),0.0140919 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.09723 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.176124 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.264669 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.716874 # DEPENDENCYPART_GRANDPAR
(6,21),(21,32),-0.224873 # DEPENDENCYPART_GRANDPAR
(6,23),(23,2),-0.33666 # DEPENDENCYPART_GRANDPAR
(6,23),(23,4),-0.827285 # DEPENDENCYPART_GRANDPAR
(6,23),(23,9),-0.146072 # DEPENDENCYPART_GRANDPAR
(6,23),(23,11),-0.310636 # DEPENDENCYPART_GRANDPAR
(6,23),(23,13),-0.0957501 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.140859 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),0.0851476 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),0.085404 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),0.0300263 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),-0.0459663 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),-0.242366 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.55523 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.306727 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.558443 # DEPENDENCYPART_GRANDPAR
(6,23),(23,27),-0.217979 # DEPENDENCYPART_GRANDPAR
(6,23),(23,32),-0.0705735 # DEPENDENCYPART_GRANDPAR
(6,24),(24,1),-0.539441 # DEPENDENCYPART_GRANDPAR
(6,24),(24,2),0.0316227 # DEPENDENCYPART_GRANDPAR
(6,24),(24,3),0.194365 # DEPENDENCYPART_GRANDPAR
(6,24),(24,5),0.590431 # DEPENDENCYPART_GRANDPAR
(6,24),(24,6),-0.926777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,24),(24,7),-0.268608 # DEPENDENCYPART_GRANDPAR
(6,24),(24,8),-0.0539147 # DEPENDENCYPART_GRANDPAR
(6,24),(24,9),-0.235152 # DEPENDENCYPART_GRANDPAR
(6,24),(24,10),-0.194157 # DEPENDENCYPART_GRANDPAR
(6,24),(24,11),-0.452256 # DEPENDENCYPART_GRANDPAR
(6,24),(24,12),-0.0097466 # DEPENDENCYPART_GRANDPAR
(6,24),(24,13),-0.169787 # DEPENDENCYPART_GRANDPAR
(6,24),(24,14),0.0344211 # DEPENDENCYPART_GRANDPAR
(6,24),(24,15),-0.0209254 # DEPENDENCYPART_GRANDPAR
(6,24),(24,16),0.017707 # DEPENDENCYPART_GRANDPAR
(6,24),(24,17),-0.141109 # DEPENDENCYPART_GRANDPAR
(6,24),(24,18),-0.160774 # DEPENDENCYPART_GRANDPAR
(6,24),(24,19),-0.316403 # DEPENDENCYPART_GRANDPAR
(6,24),(24,20),-0.738556 # DEPENDENCYPART_GRANDPAR
(6,24),(24,21),-0.467369 # DEPENDENCYPART_GRANDPAR
(6,24),(24,22),-0.70775 # DEPENDENCYPART_GRANDPAR
(6,24),(24,23),-0.24153 # DEPENDENCYPART_GRANDPAR
(6,24),(24,25),0.0137943 # DEPENDENCYPART_GRANDPAR
(6,24),(24,26),-0.317618 # DEPENDENCYPART_GRANDPAR
(6,24),(24,27),-0.31502 # DEPENDENCYPART_GRANDPAR
(6,24),(24,28),-0.261989 # DEPENDENCYPART_GRANDPAR
(6,24),(24,29),-0.16568 # DEPENDENCYPART_GRANDPAR
(6,24),(24,30),-0.507159 # DEPENDENCYPART_GRANDPAR
(6,24),(24,31),-0.5672 # DEPENDENCYPART_GRANDPAR
(6,24),(24,32),-0.167614 # DEPENDENCYPART_GRANDPAR
(6,24),(24,33),-1.31219 # DEPENDENCYPART_GRANDPAR
(6,25),(25,8),-0.0314412 # DEPENDENCYPART_GRANDPAR
(6,25),(25,12),-0.0457667 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),0.0238635 # DEPENDENCYPART_GRANDPAR
(6,25),(25,20),-0.722485 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.493307 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.294024 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),0.0378914 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.331929 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.157052 # DEPENDENCYPART_GRANDPAR
(6,25),(25,29),-0.200221 # DEPENDENCYPART_GRANDPAR
(6,25),(25,32),-0.184523 # DEPENDENCYPART_GRANDPAR
(6,27),(27,13),-0.104192 # DEPENDENCYPART_GRANDPAR
(6,27),(27,19),-0.250808 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.0130214 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-0.378748 # DEPENDENCYPART_GRANDPAR
(6,27),(27,28),-0.174742 # DEPENDENCYPART_GRANDPAR
(6,27),(27,29),-0.135151 # DEPENDENCYPART_GRANDPAR
(6,27),(27,32),-0.117735 # DEPENDENCYPART_GRANDPAR
(6,29),(29,1),-0.541917 # DEPENDENCYPART_GRANDPAR
(6,29),(29,3),0.190122 # DEPENDENCYPART_GRANDPAR
(6,29),(29,5),0.586189 # DEPENDENCYPART_GRANDPAR
(6,29),(29,6),-0.92774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,29),(29,7),-0.264263 # DEPENDENCYPART_GRANDPAR
(6,29),(29,8),-0.0526639 # DEPENDENCYPART_GRANDPAR
(6,29),(29,9),-0.24172 # DEPENDENCYPART_GRANDPAR
(6,29),(29,10),-0.193045 # DEPENDENCYPART_GRANDPAR
(6,29),(29,11),-0.461749 # DEPENDENCYPART_GRANDPAR
(6,29),(29,12),-0.0175467 # DEPENDENCYPART_GRANDPAR
(6,29),(29,14),0.026027 # DEPENDENCYPART_GRANDPAR
(6,29),(29,15),-0.0287255 # DEPENDENCYPART_GRANDPAR
(6,29),(29,16),0.0167443 # DEPENDENCYPART_GRANDPAR
(6,29),(29,17),-0.136764 # DEPENDENCYPART_GRANDPAR
(6,29),(29,18),-0.167299 # DEPENDENCYPART_GRANDPAR
(6,29),(29,19),-0.322972 # DEPENDENCYPART_GRANDPAR
(6,29),(29,20),-0.748048 # DEPENDENCYPART_GRANDPAR
(6,29),(29,21),-0.476861 # DEPENDENCYPART_GRANDPAR
(6,29),(29,22),-0.717242 # DEPENDENCYPART_GRANDPAR
(6,29),(29,23),-0.24933 # DEPENDENCYPART_GRANDPAR
(6,29),(29,24),0.0307687 # DEPENDENCYPART_GRANDPAR
(6,29),(29,25),-0.0487001 # DEPENDENCYPART_GRANDPAR
(6,29),(29,26),-0.465908 # DEPENDENCYPART_GRANDPAR
(6,29),(29,27),-0.367399 # DEPENDENCYPART_GRANDPAR
(6,29),(29,28),-0.242327 # DEPENDENCYPART_GRANDPAR
(6,29),(29,30),-0.514055 # DEPENDENCYPART_GRANDPAR
(6,29),(29,31),-0.574098 # DEPENDENCYPART_GRANDPAR
(6,29),(29,32),-0.179393 # DEPENDENCYPART_GRANDPAR
(6,29),(29,33),-1.3066 # DEPENDENCYPART_GRANDPAR
(6,32),(32,19),-0.250808 # DEPENDENCYPART_GRANDPAR
(6,32),(32,26),-0.378748 # DEPENDENCYPART_GRANDPAR
(6,32),(32,27),-0.271699 # DEPENDENCYPART_GRANDPAR
(6,32),(32,28),-0.112819 # DEPENDENCYPART_GRANDPAR
(6,32),(32,30),-0.481338 # DEPENDENCYPART_GRANDPAR
(6,32),(32,31),-0.452602 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.194536 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.231738 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.454454 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.174586 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.406886 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.381888 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.433934 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-0.783719 # DEPENDENCYPART_GRANDPAR
(8,3),(3,29),-1.01411 # DEPENDENCYPART_GRANDPAR
(8,3),(3,33),-1.3044 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.196278 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.23348 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0962994 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.157355 # DEPENDENCYPART_GRANDPAR
(8,5),(5,33),-1.3044 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.199175 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.261432 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.103072 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.157771 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.0815659 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.344041 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.08646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.705103 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.737537 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.756657 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.698391 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.677993 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-1.09154 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.938992 # DEPENDENCYPART_GRANDPAR
