# _root_ A tervgazdaságban , ahol nem működik valódi gazdasági kalkuláció , a központi tervezőnek nincs eszköze a versengő beruházási javaslatok közötti ésszerű választáshoz .
#goldHeads=2,14,14,6,6,14,9,9,6,14,13,13,14,0,14,19,19,19,20,22,22,14,14,
#predictedHeads=2,6,6,6,6,0,9,9,6,6,13,13,14,6,14,19,19,19,20,22,22,14,6,
(14,4),(14,12),0.135611 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.210027 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0536461 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.140937 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0704474 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0752695 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0504731 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0705153 # DEPENDENCYPART_SIBL
(14,4),(14,21),-0.0628686 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0504731 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.118099 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.0247531 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0752545 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0747049 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0305695 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.203645 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.10117 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0765359 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0305695 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0434411 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0956346 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0272298 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0320519 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0383025 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0272977 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.013673 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0383025 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0445208 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.00386877 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.00332277 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.030837 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.185915 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0630311 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0025993 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.030837 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.00748944 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0203809 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0133328 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.015801 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.00869684 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0133353 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0138295 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.00869684 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.0366939 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0163966 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.0286319 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.115584 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.204785 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0266629 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0286319 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.00354904 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00780377 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0418143 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0442557 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.00234165 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.041817 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0396842 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.00234165 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.00661802 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0266916 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.116748 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.202679 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.023205 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0266916 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.00366467 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00679947 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0401463 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0425876 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.00487206 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0401489 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0380194 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.00487206 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0084761 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.150738 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0768979 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0164008 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0559422 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0544932 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0409128 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0388699 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0437645 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0532858 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0390748 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.037615 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0532858 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0131442 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0867779 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00818026 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00779614 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.00735232 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.000409889 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0156829 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0181281 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00614493 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0156869 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0135519 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.00614493 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.0333555 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0138659 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.00858109 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0341832 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0222719 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00790166 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0103432 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0329759 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.00790284 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.00576393 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0329758 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0596201 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0247669 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00148746 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00668775 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0406991 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0431404 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.000280065 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0407017 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.038569 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.000280065 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.00778171 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0544932 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0409128 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0388699 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0437645 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0532858 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0390748 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.037615 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.0532858 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0131442 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0758902 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0231199 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0231198 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00188984 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0231136 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.0258462 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.00188984 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.027077 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.015721 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.015721 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00929519 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0157249 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0129849 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.00929519 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.0251067 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0532439 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0426223 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0532489 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0505137 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0426223 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0238919 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0462079 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0544521 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0517169 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0462079 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0251489 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0243913 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0271239 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.00710068 # DEPENDENCYPART_SIBL
(14,19),(14,23),0.0162341 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0505169 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0426254 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0238996 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0277974 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.00770497 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0162341 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.168263 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0129962 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.205464 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0110341 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.00427208 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.00427195 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.00357852 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.00394383 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0035784 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0285223 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0075061 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.107154 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0406445 # DEPENDENCYPART_SIBL
(15,12),(15,17),-5.28825e-05 # DEPENDENCYPART_SIBL
(15,12),(15,18),-5.29104e-05 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.00492397 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.000382293 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.00492397 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.00452827 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.153693 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0194211 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0446879 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0434596 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.00311976 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0439594 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.00311976 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.0416777 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.019179 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0238302 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0238161 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0019872 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0235005 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0019872 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.134498 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0119222 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0119222 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0176046 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0119232 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0176046 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0356853 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.00595486 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0547432 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.00595209 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0547432 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.10599 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0535512 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00595209 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0535512 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.105962 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0611573 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.00469765 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0485308 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.054737 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.10598 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0485308 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.000111764 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0310297 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.000113207 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0298375 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.000113284 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0641102 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0679518 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.229753 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0225869 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0374862 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0204204 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0225869 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0679518 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0679518 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.229753 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0509195 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0225867 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0768437 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0374872 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0266283 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0205572 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0374872 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0266283 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.0204203 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0509195 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0225867 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0225794 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.010301 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.662708 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.00375851 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.00387132 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.111478 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.00387132 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.662708 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.00522142 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.013145 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.000113169 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.00460121 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.00430434 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.669001 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.00255372 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0111211 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.10521 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0111211 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.669001 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.00109081 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.00683281 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.016301 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0223434 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0132013 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.165079 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0129962 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.205464 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0129962 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.662013 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.155843 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.163761 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.00394414 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00331961 # DEPENDENCYPART_SIBL
(19,11),(19,23),-0.0285178 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.00750609 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.107154 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.00750609 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.667068 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.00761676 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.000306855 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.000124395 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.00414976 # DEPENDENCYPART_SIBL
(19,12),(19,23),-0.00426617 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.150509 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0181083 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.317123 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0462258 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.063162 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0439595 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00337853 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.041682 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0531175 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.355253 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0656851 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0578098 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0235024 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.00172681 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.134506 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.317123 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0462258 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.063162 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0439595 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00324168 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0383163 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.155843 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.163761 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00394414 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00331961 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0285178 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0132761 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.000112864 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.00411379 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.00425058 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.000112864 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00411379 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.00425081 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0547405 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.105998 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0485651 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.27383 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.169535 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.11427 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.27383 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0292385 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.11427 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.161255 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.114267 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0258773 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0306926 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0351984 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.113279 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0426036 # DEPENDENCYPART_SIBL
(20,2),(20,23),0.0618013 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.185411 # DEPENDENCYPART_SIBL
(20,3),(20,9),0.0375683 # DEPENDENCYPART_SIBL
(20,3),(20,10),0.0259373 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.00476726 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.0375683 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.173088 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.0375683 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.151074 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.00203843 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.00204105 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0375683 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.00571872 # DEPENDENCYPART_SIBL
(20,3),(20,23),0.0202201 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.0158227 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.252587 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.0198041 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0158227 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0685893 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.0158227 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.0789674 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0183837 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.018408 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0158227 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0352818 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.133326 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.27383 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0292385 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.11427 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.161255 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.114267 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0258773 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.0306926 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0351984 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.113279 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0426036 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.0618013 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.00476726 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0375683 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.173088 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0375683 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.151074 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.00203843 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.00204105 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0375683 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.00571872 # DEPENDENCYPART_SIBL
(20,10),(20,23),0.0202201 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0233664 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.127344 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0233664 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.23566 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0177678 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0177677 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0233664 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.00320582 # DEPENDENCYPART_SIBL
(20,12),(20,23),-0.00988109 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.161255 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.114267 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0258773 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0306926 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0351984 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.113279 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0426036 # DEPENDENCYPART_SIBL
(20,13),(20,23),0.0618013 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.016067 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0784677 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0156484 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0156727 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.016067 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0379854 # DEPENDENCYPART_SIBL
(20,14),(20,23),0.141234 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0258773 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0306926 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0351984 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.110156 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0426036 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0584355 # DEPENDENCYPART_SIBL
