# _root_ Az első hidegzuhany az esztergomi ralin ért , ahol a motor úgy kikészült , hogy a kukába lehetett dobni .
#goldHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
#predictedHeads=3,3,7,6,6,7,0,7,13,11,13,13,7,13,13,17,19,13,18,7,
(18,1),(18,15),0.0506647 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.122571 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0157266 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0457399 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0378504 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0342909 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0059513 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0151039 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.0241396 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0683414 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.00405385 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.00656668 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0106727 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.0241396 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.025731 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0143561 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.0059513 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0612382 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.00554837 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0157266 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.0168755 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.00811277 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.144337 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0138291 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.083372 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0212551 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.00811277 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0506647 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.122571 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0157266 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0457399 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0378504 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0136377 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.0781515 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.108062 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0194816 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0312234 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00621665 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0781515 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0345158 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0627928 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0217704 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0765961 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.000868613 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0842433 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0972383 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.00700727 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0276823 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0239909 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0842433 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0511024 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0584745 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.00510982 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.040459 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0276153 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.181709 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.00552443 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0195237 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0224038 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.00811155 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0269227 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.10242 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.00362698 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.103123 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0212225 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.216855 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0825318 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0671601 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.185088 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0993668 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.00356957 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.211966 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.104532 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0406524 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0329606 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00795484 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0771307 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0327778 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0638136 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0226819 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0804202 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.00808899 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0505488 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0273982 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0324055 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.133296 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.054227 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0286714 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0347385 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.060703 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0574906 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0663416 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0166436 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0536236 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0156737 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0269227 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.10242 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00362698 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.103123 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0212225 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.108862 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.123148 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0346285 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0606404 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.025214 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0421453 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0505384 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0765961 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.000868613 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0419516 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0381339 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.106348 # DEPENDENCYPART_SIBL
(19,1),(19,5),0.0284109 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0321647 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.00736239 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.0155941 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.14587 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.127999 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0302673 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0849052 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.011742 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0155941 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0505757 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.127999 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0321647 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.00686123 # DEPENDENCYPART_SIBL
(19,1),(19,20),0.0155155 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0249495 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.00464814 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0136709 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.019056 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0371551 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0647366 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0142227 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0117735 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.00296187 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0146248 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0371551 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.031272 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0142227 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0136709 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0170608 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.00733893 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0284109 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0321647 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.00736239 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0155941 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.14587 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.127999 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0302673 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0849052 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.011742 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0155941 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0505757 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.127999 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0321647 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.00686123 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0155155 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0151297 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.00750411 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0488054 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0974775 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.20149 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0132324 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0301135 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.00306716 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.0488054 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.0780696 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.20149 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0151297 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.00588996 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.00510614 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0170682 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.095057 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.111877 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0624868 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0293998 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0350382 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.00964719 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.095057 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.044973 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0624868 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0316886 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0169284 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.00694179 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.102879 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0902235 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.058219 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.00280666 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0206674 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0271268 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.102879 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0452608 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.058219 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00470411 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0265555 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0275894 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.182403 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.106147 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0051551 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0202175 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0157596 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.00511799 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0298566 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.106147 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.00705255 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0113269 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0213133 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.00448145 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.208451 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0909778 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0611899 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.198942 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.103792 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.00448145 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.203563 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0596398 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0768718 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0192432 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0593632 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0272179 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0102121 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0416165 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.125584 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0173458 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0237321 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0634171 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0367754 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0113854 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0940362 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0432349 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0635076 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0326001 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0186666 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.000278586 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0565189 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0135443 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0279804 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.132384 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0626305 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0580711 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.00148092 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0793382 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.051649 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0660861 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0264575 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0317027 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0156478 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0298566 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.106147 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.00705255 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0113269 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0213133 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.108948 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.128523 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0776298 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0152271 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0173458 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0237321 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0634171 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0169284 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00694179 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0100094 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.207967 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.0966509 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.77021 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.241368 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.311687 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.107152 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.699144 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.433952 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.248755 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.202292 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.479712 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0797142 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.188443 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.0755074 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.348191 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0878386 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.0490813 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.531311 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.255787 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.348315 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.100233 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.253338 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.439876 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.299652 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.276604 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.332289 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.781245 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.143533 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),1.96563 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.164348 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.474917 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.164676 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.440296 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.325702 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.395633 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.756689 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.143788 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),1.61225 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.869929 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.491276 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.180669 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.451416 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.337712 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.383516 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.767808 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.154908 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),1.63071 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.0913342 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.0871257 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.336571 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.0714502 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.0607757 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.513857 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.377484 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.467649 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.682389 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.299593 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.371928 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.305114 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.294793 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.520568 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.320869 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.793899 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.156186 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),1.97634 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.207671 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.430429 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.98369 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.907122 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.0727437 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.130426 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.690126 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.675463 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.450317 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.935723 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),0.310048 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),1.96169 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.100235 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.0899981 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.32767 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.0577366 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.506756 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.34771 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.437333 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.302632 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.341612 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.215552 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.11605 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.162823 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.851944 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.529127 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.184072 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),1.99212 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.0913341 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.0871256 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.336571 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.0714502 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.0605484 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.51382 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.377469 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.468184 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.682389 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.299821 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.372463 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.222616 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.145809 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.180668 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.854939 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.526315 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.478526 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),1.97634 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.459259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,6),-0.00287669 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.000397776 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.458604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),0.077179 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.136733 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.139507 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.184164 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.551335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.299162 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0389509 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.229464 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0246861 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.0330621 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.025506 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.0926105 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.0816206 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.141446 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),0.0095598 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.156763 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.983281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,5),-0.531356 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.38935 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.645588 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.566055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.203873 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.122294 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.148124 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.208453 # DEPENDENCYPART_GRANDPAR
