# _root_ A junior lányok versenyén Mester_Orsolyáé ( 347 ) az első hely , a fiúk között Dienes_Miklósé ( 505 ) , aki mögött Varga_Zoltán a harmadik lett ( 495 ) .
#goldHeads=3,3,4,5,0,7,5,7,11,11,5,5,14,15,16,5,18,16,18,16,22,26,26,25,26,16,28,26,28,5,
#predictedHeads=3,3,4,5,0,7,5,7,11,11,15,15,14,15,16,26,18,16,18,26,22,26,26,25,26,0,28,26,28,26,
(0,22),(22,28),0.349224 # DEPENDENCYPART_GRANDPAR
(0,22),(22,29),-0.604308 # DEPENDENCYPART_GRANDPAR
(0,23),(23,3),0.291461 # DEPENDENCYPART_GRANDPAR
(0,23),(23,4),0.292186 # DEPENDENCYPART_GRANDPAR
(0,23),(23,5),0.29031 # DEPENDENCYPART_GRANDPAR
(0,23),(23,9),-0.52823 # DEPENDENCYPART_GRANDPAR
(0,23),(23,10),-0.0284075 # DEPENDENCYPART_GRANDPAR
(0,23),(23,11),0.0795555 # DEPENDENCYPART_GRANDPAR
(0,23),(23,13),-0.519201 # DEPENDENCYPART_GRANDPAR
(0,23),(23,14),-0.425256 # DEPENDENCYPART_GRANDPAR
(0,23),(23,15),0.402703 # DEPENDENCYPART_GRANDPAR
(0,23),(23,16),-0.0728953 # DEPENDENCYPART_GRANDPAR
(0,23),(23,17),-0.523221 # DEPENDENCYPART_GRANDPAR
(0,23),(23,19),-0.75508 # DEPENDENCYPART_GRANDPAR
(0,23),(23,20),0.295543 # DEPENDENCYPART_GRANDPAR
(0,23),(23,21),-0.792308 # DEPENDENCYPART_GRANDPAR
(0,23),(23,22),-0.161483 # DEPENDENCYPART_GRANDPAR
(0,23),(23,25),0.905785 # DEPENDENCYPART_GRANDPAR
(0,23),(23,27),-0.119085 # DEPENDENCYPART_GRANDPAR
(0,23),(23,28),0.53825 # DEPENDENCYPART_GRANDPAR
(0,23),(23,29),-0.415903 # DEPENDENCYPART_GRANDPAR
(0,23),(23,30),2.79221 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),0.0937668 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.241848 # DEPENDENCYPART_GRANDPAR
(0,26),(26,2),0.321485 # DEPENDENCYPART_GRANDPAR
(0,26),(26,3),0.24079 # DEPENDENCYPART_GRANDPAR
(0,26),(26,4),0.242836 # DEPENDENCYPART_GRANDPAR
(0,26),(26,5),0.24096 # DEPENDENCYPART_GRANDPAR
(0,26),(26,6),-0.204628 # DEPENDENCYPART_GRANDPAR
(0,26),(26,7),0.0898501 # DEPENDENCYPART_GRANDPAR
(0,26),(26,8),-0.363592 # DEPENDENCYPART_GRANDPAR
(0,26),(26,9),-0.455695 # DEPENDENCYPART_GRANDPAR
(0,26),(26,11),0.0308674 # DEPENDENCYPART_GRANDPAR
(0,26),(26,12),-0.0395548 # DEPENDENCYPART_GRANDPAR
(0,26),(26,13),-0.503425 # DEPENDENCYPART_GRANDPAR
(0,26),(26,14),-0.474605 # DEPENDENCYPART_GRANDPAR
(0,26),(26,15),0.351115 # DEPENDENCYPART_GRANDPAR
(0,26),(26,16),-0.122245 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),-0.431683 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),0.281281 # DEPENDENCYPART_GRANDPAR
(0,26),(26,19),-0.650438 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),0.282059 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),-0.861642 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.200514 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-0.00092196 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),-0.460964 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),0.60621 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.277464 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),0.374195 # DEPENDENCYPART_GRANDPAR
(0,26),(26,29),-0.630169 # DEPENDENCYPART_GRANDPAR
(0,26),(26,30),2.9526 # DEPENDENCYPART_GRANDPAR
(0,28),(28,16),-0.0361563 # DEPENDENCYPART_GRANDPAR
(0,28),(28,17),-0.441335 # DEPENDENCYPART_GRANDPAR
(0,28),(28,19),-0.629423 # DEPENDENCYPART_GRANDPAR
(0,28),(28,20),0.322027 # DEPENDENCYPART_GRANDPAR
(0,28),(28,23),0.0851667 # DEPENDENCYPART_GRANDPAR
(0,28),(28,24),-0.274288 # DEPENDENCYPART_GRANDPAR
(0,28),(28,26),0.766533 # DEPENDENCYPART_GRANDPAR
(0,28),(28,27),-0.359938 # DEPENDENCYPART_GRANDPAR
(0,28),(28,29),-0.505869 # DEPENDENCYPART_GRANDPAR
(0,28),(28,30),2.61706 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.59992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,7),-0.131452 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.861472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.0213883 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.263932 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.35752 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.191172 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0872942 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.292576 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.139749 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.332182 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.571572 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.188393 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.439042 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.103066 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),-0.153853 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),-0.488927 # DEPENDENCYPART_GRANDPAR
(2,7),(7,26),-0.191224 # DEPENDENCYPART_GRANDPAR
(2,7),(7,27),-0.336567 # DEPENDENCYPART_GRANDPAR
(2,7),(7,28),-0.426991 # DEPENDENCYPART_GRANDPAR
(2,7),(7,29),-0.162235 # DEPENDENCYPART_GRANDPAR
(2,7),(7,30),-0.757965 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0241944 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.276505 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.451594 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.829424 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.49808 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.426487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0220323 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.114873 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0159165 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.130936 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.149427 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.120844 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.218311 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.0750158 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.311193 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.364419 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.291636 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.18368 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-0.252393 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-0.534352 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-0.474189 # DEPENDENCYPART_GRANDPAR
(3,5),(5,30),-0.708569 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.494534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0470639 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.177963 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0155375 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.144143 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.253427 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.195484 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.322315 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.415196 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.30559 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.479168 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.304843 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.258321 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.293889 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-0.384854 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.475523 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.671449 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),-0.487395 # DEPENDENCYPART_GRANDPAR
(3,7),(7,30),-0.812864 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.402807 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.50213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.0561754 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.187074 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.0530238 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.0722356 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.112411 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.204051 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.103816 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.128429 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.417933 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.172698 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.325261 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.315324 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.289609 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.29998 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.179457 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.203953 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.291915 # DEPENDENCYPART_GRANDPAR
(3,15),(15,29),-0.482532 # DEPENDENCYPART_GRANDPAR
(3,22),(22,3),-0.502051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,22),(22,4),-0.0560962 # DEPENDENCYPART_GRANDPAR
(3,22),(22,5),-0.186995 # DEPENDENCYPART_GRANDPAR
(3,22),(22,6),-0.0423211 # DEPENDENCYPART_GRANDPAR
(3,22),(22,8),-0.101615 # DEPENDENCYPART_GRANDPAR
(3,22),(22,11),-0.103736 # DEPENDENCYPART_GRANDPAR
(3,22),(22,12),-0.116945 # DEPENDENCYPART_GRANDPAR
(3,22),(22,14),-0.172618 # DEPENDENCYPART_GRANDPAR
(3,22),(22,16),-0.2655 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.291867 # DEPENDENCYPART_GRANDPAR
(3,22),(22,18),-0.347073 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),-0.262315 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.179782 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.0707826 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.180377 # DEPENDENCYPART_GRANDPAR
(3,22),(22,27),-0.483116 # DEPENDENCYPART_GRANDPAR
(3,22),(22,28),-0.517114 # DEPENDENCYPART_GRANDPAR
(3,22),(22,29),-0.479889 # DEPENDENCYPART_GRANDPAR
(3,26),(26,2),-0.424219 # DEPENDENCYPART_GRANDPAR
(3,26),(26,3),-0.585482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,26),(26,4),-0.135708 # DEPENDENCYPART_GRANDPAR
(3,26),(26,5),-0.266607 # DEPENDENCYPART_GRANDPAR
(3,26),(26,6),-0.0995032 # DEPENDENCYPART_GRANDPAR
(3,26),(26,7),-0.0359554 # DEPENDENCYPART_GRANDPAR
(3,26),(26,8),-0.138635 # DEPENDENCYPART_GRANDPAR
(3,26),(26,9),-0.200386 # DEPENDENCYPART_GRANDPAR
(3,26),(26,11),-0.183374 # DEPENDENCYPART_GRANDPAR
(3,26),(26,12),-0.21863 # DEPENDENCYPART_GRANDPAR
(3,26),(26,13),-0.435889 # DEPENDENCYPART_GRANDPAR
(3,26),(26,14),-0.25223 # DEPENDENCYPART_GRANDPAR
(3,26),(26,15),-0.0507284 # DEPENDENCYPART_GRANDPAR
(3,26),(26,16),-0.345112 # DEPENDENCYPART_GRANDPAR
(3,26),(26,17),-0.349049 # DEPENDENCYPART_GRANDPAR
(3,26),(26,18),-0.316449 # DEPENDENCYPART_GRANDPAR
(3,26),(26,19),-0.299334 # DEPENDENCYPART_GRANDPAR
(3,26),(26,20),-0.281467 # DEPENDENCYPART_GRANDPAR
(3,26),(26,21),-0.00271248 # DEPENDENCYPART_GRANDPAR
(3,26),(26,22),-0.0724278 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-0.223805 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),-0.603359 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-0.429822 # DEPENDENCYPART_GRANDPAR
(3,26),(26,27),-0.533775 # DEPENDENCYPART_GRANDPAR
(3,26),(26,28),-0.572532 # DEPENDENCYPART_GRANDPAR
(3,26),(26,29),-0.550806 # DEPENDENCYPART_GRANDPAR
(3,26),(26,30),-0.723351 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.143884 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0848721 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.329998 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.114879 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.141779 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.714624 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.610027 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.351693 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.504613 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-0.541548 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-0.937281 # DEPENDENCYPART_GRANDPAR
(4,3),(3,30),-1.11527 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.476833 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.330105 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.541985 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.594143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.285467 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.108726 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.19374 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.152521 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.181116 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.0187427 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.124138 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.434596 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.417815 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.366421 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.260764 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-0.532181 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.608579 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),-0.588963 # DEPENDENCYPART_GRANDPAR
(4,5),(5,30),-0.719498 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.420939 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.663334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.185882 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.158044 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.209999 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.259573 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.258814 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.125799 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.541652 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.362038 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.406868 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.38268 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.338462 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.35311 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-0.667688 # DEPENDENCYPART_GRANDPAR
(4,7),(7,27),-0.552802 # DEPENDENCYPART_GRANDPAR
(4,7),(7,28),-0.580423 # DEPENDENCYPART_GRANDPAR
(4,7),(7,29),-0.605221 # DEPENDENCYPART_GRANDPAR
(4,7),(7,30),-0.826839 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.476838 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.330109 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.541989 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.594158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.116706 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.210953 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0934714 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.184288 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.223052 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.0280737 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.181802 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0194223 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.124811 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.435275 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.418494 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.221737 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.367101 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.26145 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),-0.158371 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-0.532872 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),-0.609258 # DEPENDENCYPART_GRANDPAR
(4,11),(11,29),-0.589642 # DEPENDENCYPART_GRANDPAR
(4,11),(11,30),-0.720171 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.234831 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.425737 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.672446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.194994 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.226606 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0493606 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.178202 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.244004 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.109884 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.19163 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.498813 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.0238957 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.451716 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.371772 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.217309 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.377817 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.259598 # DEPENDENCYPART_GRANDPAR
(4,15),(15,23),-0.263174 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.57475 # DEPENDENCYPART_GRANDPAR
(4,15),(15,29),-0.600358 # DEPENDENCYPART_GRANDPAR
(4,22),(22,3),-0.42247 # DEPENDENCYPART_GRANDPAR
(4,22),(22,4),-0.672367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,22),(22,5),-0.194915 # DEPENDENCYPART_GRANDPAR
(4,22),(22,6),-0.215903 # DEPENDENCYPART_GRANDPAR
(4,22),(22,8),-0.167407 # DEPENDENCYPART_GRANDPAR
(4,22),(22,11),-0.109805 # DEPENDENCYPART_GRANDPAR
(4,22),(22,12),-0.180146 # DEPENDENCYPART_GRANDPAR
(4,22),(22,14),0.0239749 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),-0.391878 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.348251 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.274773 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.340088 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.259794 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.0385074 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.239597 # DEPENDENCYPART_GRANDPAR
(4,22),(22,27),-0.560395 # DEPENDENCYPART_GRANDPAR
(4,22),(22,28),-0.426089 # DEPENDENCYPART_GRANDPAR
(4,22),(22,29),-0.597715 # DEPENDENCYPART_GRANDPAR
(4,26),(26,2),-0.256243 # DEPENDENCYPART_GRANDPAR
(4,26),(26,3),-0.483868 # DEPENDENCYPART_GRANDPAR
(4,26),(26,4),-0.751979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,26),(26,5),-0.274527 # DEPENDENCYPART_GRANDPAR
(4,26),(26,6),-0.273085 # DEPENDENCYPART_GRANDPAR
(4,26),(26,7),0.0856408 # DEPENDENCYPART_GRANDPAR
(4,26),(26,8),-0.204426 # DEPENDENCYPART_GRANDPAR
(4,26),(26,9),-0.24034 # DEPENDENCYPART_GRANDPAR
(4,26),(26,11),-0.189443 # DEPENDENCYPART_GRANDPAR
(4,26),(26,12),-0.281831 # DEPENDENCYPART_GRANDPAR
(4,26),(26,13),-0.516769 # DEPENDENCYPART_GRANDPAR
(4,26),(26,14),-0.055637 # DEPENDENCYPART_GRANDPAR
(4,26),(26,15),-0.102897 # DEPENDENCYPART_GRANDPAR
(4,26),(26,16),-0.47149 # DEPENDENCYPART_GRANDPAR
(4,26),(26,17),-0.405433 # DEPENDENCYPART_GRANDPAR
(4,26),(26,18),-0.244149 # DEPENDENCYPART_GRANDPAR
(4,26),(26,19),-0.377107 # DEPENDENCYPART_GRANDPAR
(4,26),(26,20),-0.361479 # DEPENDENCYPART_GRANDPAR
(4,26),(26,21),0.0295627 # DEPENDENCYPART_GRANDPAR
(4,26),(26,22),-0.133907 # DEPENDENCYPART_GRANDPAR
(4,26),(26,23),-0.282948 # DEPENDENCYPART_GRANDPAR
(4,26),(26,24),-0.642621 # DEPENDENCYPART_GRANDPAR
(4,26),(26,25),-0.330387 # DEPENDENCYPART_GRANDPAR
(4,26),(26,27),-0.611053 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),-0.481507 # DEPENDENCYPART_GRANDPAR
(4,26),(26,29),-0.668632 # DEPENDENCYPART_GRANDPAR
(4,26),(26,30),-0.737326 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.345562 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.459866 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),0.0142197 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.429859 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.347667 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.978069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.360665 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.00747502 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.238434 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.312894 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-0.637585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,30),-0.915684 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.436939 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.356804 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0609855 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.978069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.360665 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.00747502 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.337615 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.434667 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.238434 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.312894 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-0.637585 # DEPENDENCYPART_GRANDPAR
(5,4),(4,30),-0.915684 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.293003 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),0.233626 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.449328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.0913173 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.0237814 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.064731 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.113363 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.0467854 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.223434 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.20268 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.0499571 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.180808 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.151811 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.010623 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-0.367993 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.363194 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.22343 # DEPENDENCYPART_GRANDPAR
(5,7),(7,29),-0.393182 # DEPENDENCYPART_GRANDPAR
(5,7),(7,30),-0.627255 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.02158 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.819555 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.414053 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.112576 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.380152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0384085 # DEPENDENCYPART_GRANDPAR
