# _root_ Egyértelmű sikernek könyvelheti el , hogy a sokáig kizárólag klasszikusokhoz szoktatott , jómódú salzburgi publikum idővel hajlandónak mutatkozott befogadni a kortárs zenét is .
#goldHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,18,18,3,18,22,22,19,18,3,
#predictedHeads=2,3,0,3,3,3,15,11,11,11,15,15,15,15,18,17,19,3,18,22,22,19,18,3,
(3,13),(13,12),-0.013487 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.264461 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.256746 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.594825 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.345378 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.118845 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-1.11218 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.125826 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.0142406 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.0112292 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.0938376 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.013488 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.266136 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.20186 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.344573 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.874156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),-0.0802759 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.111001 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.00151589 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.11443 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.0456455 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.0877135 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.126653 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.163394 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.149104 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.154775 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.185185 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.910415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,5),-0.188386 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.135963 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.00539441 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.00936797 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.0915205 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.263819 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.293489 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.0475148 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.267318 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),0.063763 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),0.0514962 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.495387 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.246315 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.116244 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.0142412 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.013487 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.266134 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.295805 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.0681112 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.147088 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.0135312 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),0.00124587 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.594825 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.345378 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.118845 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-1.11218 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),0.0125231 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),0.166017 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.932919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),-0.223381 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.102264 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.195005 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.214216 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.0285493 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.0218313 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.0834062 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.0553916 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.255704 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.285388 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.0350515 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.208164 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.273352 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),0.0854337 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.279575 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.485594 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.236418 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.0360281 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-1.05778 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),0.0126623 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),0.166336 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.929397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,5),-0.225773 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),0.1024 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.191592 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.206448 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.0207813 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),0.02653 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.0805681 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.0577834 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.252866 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.282549 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.0303528 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.200396 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.270513 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.0727803 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.279071 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.4842 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.235024 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.0327805 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-1.06032 # DEPENDENCYPART_GRANDPAR
(3,21),(21,7),-0.120323 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.349522 # DEPENDENCYPART_GRANDPAR
(3,22),(22,7),-0.111032 # DEPENDENCYPART_GRANDPAR
(3,22),(22,15),0.0574894 # DEPENDENCYPART_GRANDPAR
(3,22),(22,17),-0.14433 # DEPENDENCYPART_GRANDPAR
(3,22),(22,19),0.115701 # DEPENDENCYPART_GRANDPAR
(3,22),(22,20),-0.340232 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.444759 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.141215 # DEPENDENCYPART_GRANDPAR
(3,23),(23,1),-0.293498 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-1.13489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,6),-0.0844631 # DEPENDENCYPART_GRANDPAR
(3,23),(23,11),-0.245671 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),-0.447653 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.288723 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.289817 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),-0.435616 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.133183 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.144996 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.50486 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.78977 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.536698 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-1.2333 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.725486 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.753683 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.00471 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0708378 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.409652 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.647541 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.635495 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.575234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.270932 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.348782 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.344941 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.39697 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.422005 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.354623 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.31753 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.404105 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.488481 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.518363 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.576556 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-0.641733 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.470555 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-0.433859 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.08311 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0201156 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0437143 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.160272 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.173062 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.366219 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.06811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.645245 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.666306 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.57127 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.81357 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.521024 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.751027 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.769604 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.753262 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.838999 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.671891 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.613585 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.809779 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.773083 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-1.4697 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.25705 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-0.535442 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.3434 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0284861 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.102668 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.357091 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.695794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,24),-1.08304 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.50644 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.859845 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.845028 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.849588 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.227288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.0174917 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.0619441 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.142701 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.247197 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0290825 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.063774 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0480132 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),0.092245 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),0.0941164 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),0.130888 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.463627 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),-0.250563 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),0.210911 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.767856 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.845028 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.849588 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.227288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.0174917 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.142701 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.247197 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.206284 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0601736 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0480132 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),0.092245 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.463627 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.250563 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),0.210911 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.767856 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),-0.0174929 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.142701 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.247197 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.206283 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0601732 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0422961 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.0625756 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.550067 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.85502 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.869792 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),-0.197691 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.00307213 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.169565 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.0911692 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.00173961 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.15741 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.144816 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.0695916 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.136848 # DEPENDENCYPART_GRANDPAR
(6,15),(15,22),-0.171559 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.851633 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.854374 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.185201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,9),0.139128 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),0.21359 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.214822 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.0337568 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0174969 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.188162 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),0.129346 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),0.176247 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.213036 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.333499 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.120813 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),0.293079 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),0.142701 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.0601736 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.0422952 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.0260363 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.221768 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),0.0450628 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),0.0941164 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),0.130888 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.463627 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.250563 # DEPENDENCYPART_GRANDPAR
(6,17),(17,23),0.210911 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.767856 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.773031 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-1.23552 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-1.18426 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-1.17836 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.252337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.125598 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.0419794 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),0.0458622 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),0.199718 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),0.197879 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),0.0682895 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.0507006 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.0344496 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),0.174289 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.0708399 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),0.100837 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),0.201043 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.447705 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.406475 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.193736 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),0.280501 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.711109 # DEPENDENCYPART_GRANDPAR
(6,19),(19,1),-0.773028 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),-1.23542 # DEPENDENCYPART_GRANDPAR
(6,19),(19,3),-1.18425 # DEPENDENCYPART_GRANDPAR
(6,19),(19,5),-1.17835 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.263285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,7),-0.129097 # DEPENDENCYPART_GRANDPAR
(6,19),(19,8),-0.0435889 # DEPENDENCYPART_GRANDPAR
(6,19),(19,9),0.0442527 # DEPENDENCYPART_GRANDPAR
(6,19),(19,10),0.195255 # DEPENDENCYPART_GRANDPAR
(6,19),(19,11),0.194725 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),0.0611055 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.0538546 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.0376036 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),0.169826 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.0724495 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),0.0991769 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),0.114429 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.437408 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.393712 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.180973 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),0.295787 # DEPENDENCYPART_GRANDPAR
(6,19),(19,24),-0.703859 # DEPENDENCYPART_GRANDPAR
(6,23),(23,1),-0.548411 # DEPENDENCYPART_GRANDPAR
(6,23),(23,3),-0.935717 # DEPENDENCYPART_GRANDPAR
(6,23),(23,6),-0.177904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,23),(23,11),0.333507 # DEPENDENCYPART_GRANDPAR
(6,23),(23,14),0.101171 # DEPENDENCYPART_GRANDPAR
(6,23),(23,15),0.243027 # DEPENDENCYPART_GRANDPAR
(6,23),(23,16),0.114825 # DEPENDENCYPART_GRANDPAR
(6,23),(23,17),0.239453 # DEPENDENCYPART_GRANDPAR
(6,23),(23,18),0.264671 # DEPENDENCYPART_GRANDPAR
(6,23),(23,19),0.302309 # DEPENDENCYPART_GRANDPAR
(6,23),(23,20),-0.49971 # DEPENDENCYPART_GRANDPAR
(6,23),(23,21),-0.388327 # DEPENDENCYPART_GRANDPAR
(6,23),(23,22),-0.176892 # DEPENDENCYPART_GRANDPAR
(6,23),(23,24),-0.663847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.781275 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.574255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0962585 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.235769 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.256769 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.550996 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.742581 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.682066 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.7928 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),-0.0365255 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.117744 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.059444 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.150912 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.268973 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.194539 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.317358 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.345636 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.433363 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.516345 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.533346 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.568129 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.213956 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.107388 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.0476358 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.207756 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),0.0136616 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.121617 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.0534558 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-0.852551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.360261 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.380681 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.477944 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-0.432439 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.456218 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-0.545087 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-0.401414 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.497002 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.645467 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.670191 # DEPENDENCYPART_GRANDPAR
(9,3),(3,21),-0.80782 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-0.813902 # DEPENDENCYPART_GRANDPAR
(9,3),(3,23),-0.804588 # DEPENDENCYPART_GRANDPAR
(9,3),(3,24),-0.88693 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.251824 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.168181 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.226403 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.0843188 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.240652 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.382408 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.423946 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.434165 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.457945 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.528715 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.408644 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.498728 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.635442 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-0.660166 # DEPENDENCYPART_GRANDPAR
(9,6),(6,23),-0.751537 # DEPENDENCYPART_GRANDPAR
(9,6),(6,24),-0.871032 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.284494 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.369041 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.486049 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.451072 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.485337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,12),-0.1224 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.168298 # DEPENDENCYPART_GRANDPAR
(9,10),(10,22),-0.437623 # DEPENDENCYPART_GRANDPAR
