# _root_ Sokan őt okolták ugyanis a vereségért , hiszen a nevéhez fűződött például az 1993-as , nagy port kavart MDF-Fidesz-székházügy .
#goldHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
#predictedHeads=3,3,8,3,6,3,8,0,10,11,8,11,19,19,19,17,18,19,11,8,
(11,16),(11,20),-0.0260104 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0323859 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.00814171 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.00877318 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0236232 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.010914 # DEPENDENCYPART_SIBL
(11,19),(11,20),-1.62179e-05 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0878527 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.113337 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.418082 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.121741 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.113103 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.117594 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0540483 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0391734 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.053922 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0801023 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0801183 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.128702 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.101628 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.193679 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0536016 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.101955 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.222533 # DEPENDENCYPART_SIBL
(12,4),(12,14),1.50399e-05 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0392463 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.00184527 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0305232 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.029817 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0732452 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.213409 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.105302 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0625225 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0861385 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.114069 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0130739 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.108194 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.109651 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.111231 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0504999 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.141985 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.00720212 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.164905 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0643443 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0647277 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0610901 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0535359 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0535475 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.0348514 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0921321 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.254024 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00473559 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0612355 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.00286891 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0227964 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0220901 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.110137 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0861385 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.114031 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0147595 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.108156 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.109651 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.111231 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0535102 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0540483 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0391734 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.053922 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0801023 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0801183 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.128702 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00581139 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.00529195 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0209495 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0209495 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.00166589 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.075319 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0424659 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0424659 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0859425 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.0176785 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0176785 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00217074 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0333192 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0414235 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0400689 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00462091 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0387817 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0357515 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0770061 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.186344 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.13147 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0580534 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0136334 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.0276378 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0472523 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0461839 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.0626164 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0674323 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.00469022 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.224876 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.000880212 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0353876 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0225869 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0225869 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0375479 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.204187 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0441288 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0228462 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0370998 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0189955 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0205571 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.0651903 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0664605 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0338319 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.025362 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0292958 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0282273 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.063731 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.00382845 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.00954914 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0275152 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0275152 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0146767 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.113957 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.162399 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.162399 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0898977 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.00353187 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.00353187 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.00270967 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.00187895 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0149856 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0136211 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.112517 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0738503 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0730072 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0685645 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0516169 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0822574 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.055809 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0756435 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0336603 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.150295 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.134864 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0418755 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.298857 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0480923 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0487883 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0676294 # DEPENDENCYPART_SIBL
(17,1),(17,5),-0.41417 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.41417 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0415262 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0676294 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.107655 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.346446 # DEPENDENCYPART_SIBL
(17,1),(17,14),-3.63027e-05 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.0570565 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.0549076 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0128462 # DEPENDENCYPART_SIBL
(17,1),(17,20),0.128995 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.353507 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.353507 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0506608 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0345952 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0474799 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.270863 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0567803 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.313879 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.105858 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.00602675 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.121936 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.662013 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0129382 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.20699 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0296952 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.567434 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.163341 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.190771 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0954102 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.00331961 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0285178 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0129382 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.20699 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0296952 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.567434 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.163341 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.190771 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0954102 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.00331961 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0285178 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.153199 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.24548 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.269111 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.051262 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.641687 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00429911 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00337845 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0446923 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0474799 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.270863 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0567803 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.313879 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.105858 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00602675 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.121936 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.36375 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0264499 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0505737 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0813253 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0163648 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.113748 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.212101 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.213182 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.125921 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.00571552 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0202729 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.440921 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0568262 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00411556 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00425941 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0528316 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00844461 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0238545 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0210834 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0215042 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0485651 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.152911 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.175198 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.161498 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.178253 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.161498 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.1146 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0664861 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0812242 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0635141 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0731028 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.161498 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0946005 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.00765744 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.131038 # DEPENDENCYPART_SIBL
(18,3),(18,10),-0.00789078 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0475149 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0323121 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0104713 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.256209 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0091114 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.00765744 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0275435 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0885614 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0278712 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0357028 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0340557 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.030721 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.111631 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0239854 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0275435 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.256176 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0630449 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.178894 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.052551 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0169025 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.274183 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0258903 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0599757 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0193302 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0424323 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.037623 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.021885 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.148888 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0151544 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0190024 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.178894 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.052551 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0169025 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.274183 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0258903 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0599757 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0748932 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.064026 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0705931 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0559038 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.140328 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.143455 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.109318 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.132266 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0723016 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.257201 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0216346 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00514516 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.00906434 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0401105 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00193437 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.38724 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0277036 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0436101 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.38724 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0273758 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.12042 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.053088 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.292447 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0244555 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0358649 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0831926 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0277036 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0348262 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0903942 # DEPENDENCYPART_SIBL
(19,5),(19,6),0.0129962 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.145683 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.662013 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.0129382 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.20699 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0296952 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.567434 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.163341 # DEPENDENCYPART_SIBL
(19,5),(19,15),0.190771 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.0954102 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0129962 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.15835 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0285178 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.435789 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.317123 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0150367 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.153199 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.24548 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.269111 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.051262 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.641687 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.00429911 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.018106 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0540195 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.041682 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.380626 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0309269 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.158548 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0593215 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.288811 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0239241 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0958019 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0826512 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0312546 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0342947 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.125702 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0129382 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.20699 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0296952 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.567434 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.163341 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.190771 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0954102 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0129962 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.15835 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0285178 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.153199 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.24548 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.269111 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.051262 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.641687 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.00429911 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.018106 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0540195 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0446923 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0474799 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.270863 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0567803 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.313879 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.105858 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0504274 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0617693 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.121936 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.36375 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0264499 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0505737 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0813253 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0154964 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0314408 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.113748 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.212101 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.213182 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.125921 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.000855746 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.207107 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0202729 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.440921 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0568262 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.00307406 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.00796563 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00425941 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0528316 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0569251 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0279621 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0238545 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.032383 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0544248 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0215042 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0540195 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.041682 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0042554 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.703387 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0636881 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.180857 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.10869 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.179768 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.128784 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.00466304 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),1.71871 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.492111 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.27418 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0812678 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.356095 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.0824915 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.490399 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),-0.0979862 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),1.6379 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.245337 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.236049 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0506817 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.637988 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.126302 # DEPENDENCYPART_GRANDPAR
