# _root_ Amiből még olyan következtetést is le lehet vonni , hogy nem is maga a szabadság olyan fontos és nélkülözhetetlen az emberfajtának , hanem a szabadság utáni vágy : a szabadság szivárványos képe .
#goldHeads=8,8,4,8,8,7,0,7,7,7,12,3,12,15,13,17,19,19,12,21,12,3,3,25,26,27,3,27,30,32,32,27,7,
#predictedHeads=7,7,4,8,7,7,0,7,7,7,12,23,15,15,12,17,19,19,23,21,26,23,7,25,26,27,23,27,30,32,32,27,7,
(3,15),(15,14),-0.0278859 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.443852 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),-0.133381 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.398241 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.315069 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.433154 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.47441 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.506091 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.366612 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.42371 # DEPENDENCYPART_GRANDPAR
(3,16),(16,27),-0.402198 # DEPENDENCYPART_GRANDPAR
(3,16),(16,30),-0.659839 # DEPENDENCYPART_GRANDPAR
(3,16),(16,32),-0.415009 # DEPENDENCYPART_GRANDPAR
(3,16),(16,33),-1.40664 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.684692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,11),-0.323371 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.465384 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.282317 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.0520018 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.484868 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.62021 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.513413 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.787633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),-0.57765 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.461674 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.155686 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.390236 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.493106 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.415479 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.579638 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.383599 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.124955 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.43301 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.72659 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.530401 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.383784 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.400532 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.136877 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.0589852 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.587598 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.37902 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-0.162031 # DEPENDENCYPART_GRANDPAR
(3,18),(18,32),-0.391891 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.351375 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.326772 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.468772 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.292574 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.0650727 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.488345 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.623612 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.435397 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.0296902 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.320055 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),0.0380737 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),0.00799378 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.507768 # DEPENDENCYPART_GRANDPAR
(3,19),(19,27),-0.298543 # DEPENDENCYPART_GRANDPAR
(3,19),(19,28),-0.0520267 # DEPENDENCYPART_GRANDPAR
(3,19),(19,30),-0.556204 # DEPENDENCYPART_GRANDPAR
(3,19),(19,32),-0.310686 # DEPENDENCYPART_GRANDPAR
(3,19),(19,33),-1.33389 # DEPENDENCYPART_GRANDPAR
(3,21),(21,13),-0.279639 # DEPENDENCYPART_GRANDPAR
(3,21),(21,14),-0.0260778 # DEPENDENCYPART_GRANDPAR
(3,21),(21,17),-0.356384 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),0.0721037 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.215943 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.275812 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),0.0362179 # DEPENDENCYPART_GRANDPAR
(3,23),(23,2),-0.513288 # DEPENDENCYPART_GRANDPAR
(3,23),(23,3),-0.76698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,23),(23,4),-0.415226 # DEPENDENCYPART_GRANDPAR
(3,23),(23,5),-0.566178 # DEPENDENCYPART_GRANDPAR
(3,23),(23,7),-0.466824 # DEPENDENCYPART_GRANDPAR
(3,23),(23,8),-0.175053 # DEPENDENCYPART_GRANDPAR
(3,23),(23,9),-0.383343 # DEPENDENCYPART_GRANDPAR
(3,23),(23,10),-0.470207 # DEPENDENCYPART_GRANDPAR
(3,23),(23,11),-0.372157 # DEPENDENCYPART_GRANDPAR
(3,23),(23,12),-0.551408 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.494445 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.693645 # DEPENDENCYPART_GRANDPAR
(3,23),(23,17),-0.498876 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.0783537 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.353377 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-0.316814 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.423664 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.100488 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.210042 # DEPENDENCYPART_GRANDPAR
(3,23),(23,25),-0.609593 # DEPENDENCYPART_GRANDPAR
(3,23),(23,26),-0.375737 # DEPENDENCYPART_GRANDPAR
(3,23),(23,27),-0.401019 # DEPENDENCYPART_GRANDPAR
(3,23),(23,28),-0.181551 # DEPENDENCYPART_GRANDPAR
(3,23),(23,30),-0.658029 # DEPENDENCYPART_GRANDPAR
(3,23),(23,31),-0.371082 # DEPENDENCYPART_GRANDPAR
(3,23),(23,32),-0.41389 # DEPENDENCYPART_GRANDPAR
(3,23),(23,33),-1.30688 # DEPENDENCYPART_GRANDPAR
(3,25),(25,20),-0.27672 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.0677994 # DEPENDENCYPART_GRANDPAR
(3,25),(25,30),-0.542738 # DEPENDENCYPART_GRANDPAR
(3,26),(26,16),-0.623616 # DEPENDENCYPART_GRANDPAR
(3,26),(26,20),-0.296172 # DEPENDENCYPART_GRANDPAR
(3,26),(26,21),-0.417616 # DEPENDENCYPART_GRANDPAR
(3,26),(26,22),-0.0685236 # DEPENDENCYPART_GRANDPAR
(3,26),(26,23),-0.0543161 # DEPENDENCYPART_GRANDPAR
(3,26),(26,24),-0.104994 # DEPENDENCYPART_GRANDPAR
(3,26),(26,25),-0.605131 # DEPENDENCYPART_GRANDPAR
(3,26),(26,30),-0.524182 # DEPENDENCYPART_GRANDPAR
(3,27),(27,14),-0.0260778 # DEPENDENCYPART_GRANDPAR
(3,27),(27,15),-0.363441 # DEPENDENCYPART_GRANDPAR
(3,27),(27,16),-0.593195 # DEPENDENCYPART_GRANDPAR
(3,27),(27,17),-0.356384 # DEPENDENCYPART_GRANDPAR
(3,27),(27,18),0.0721037 # DEPENDENCYPART_GRANDPAR
(3,27),(27,19),-0.215943 # DEPENDENCYPART_GRANDPAR
(3,27),(27,20),-0.275812 # DEPENDENCYPART_GRANDPAR
(3,27),(27,21),-0.296565 # DEPENDENCYPART_GRANDPAR
(3,27),(27,22),0.0593401 # DEPENDENCYPART_GRANDPAR
(3,27),(27,23),0.03236 # DEPENDENCYPART_GRANDPAR
(3,27),(27,24),-0.0659913 # DEPENDENCYPART_GRANDPAR
(3,27),(27,25),-0.480194 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.214253 # DEPENDENCYPART_GRANDPAR
(3,27),(27,28),-0.101734 # DEPENDENCYPART_GRANDPAR
(3,27),(27,30),-0.542697 # DEPENDENCYPART_GRANDPAR
(3,27),(27,31),-0.279673 # DEPENDENCYPART_GRANDPAR
(3,27),(27,32),-0.299698 # DEPENDENCYPART_GRANDPAR
(3,30),(30,20),-0.27672 # DEPENDENCYPART_GRANDPAR
(3,30),(30,24),-0.0677994 # DEPENDENCYPART_GRANDPAR
(3,30),(30,25),-0.480227 # DEPENDENCYPART_GRANDPAR
(3,30),(30,29),-0.122789 # DEPENDENCYPART_GRANDPAR
(3,31),(31,21),-0.417584 # DEPENDENCYPART_GRANDPAR
(3,31),(31,24),-0.104986 # DEPENDENCYPART_GRANDPAR
(3,31),(31,25),-0.605098 # DEPENDENCYPART_GRANDPAR
(3,31),(31,27),-0.396072 # DEPENDENCYPART_GRANDPAR
(3,31),(31,28),-0.102988 # DEPENDENCYPART_GRANDPAR
(3,31),(31,29),-0.159976 # DEPENDENCYPART_GRANDPAR
(3,31),(31,30),-0.653534 # DEPENDENCYPART_GRANDPAR
(3,32),(32,15),-0.347485 # DEPENDENCYPART_GRANDPAR
(3,32),(32,18),0.0822703 # DEPENDENCYPART_GRANDPAR
(3,32),(32,20),-0.268893 # DEPENDENCYPART_GRANDPAR
(3,32),(32,21),-0.280609 # DEPENDENCYPART_GRANDPAR
(3,32),(32,22),0.0725753 # DEPENDENCYPART_GRANDPAR
(3,32),(32,23),0.0425266 # DEPENDENCYPART_GRANDPAR
(3,32),(32,24),-0.0591218 # DEPENDENCYPART_GRANDPAR
(3,32),(32,25),-0.464238 # DEPENDENCYPART_GRANDPAR
(3,32),(32,26),-0.201523 # DEPENDENCYPART_GRANDPAR
(3,32),(32,27),-0.259097 # DEPENDENCYPART_GRANDPAR
(3,32),(32,28),-0.0761807 # DEPENDENCYPART_GRANDPAR
(3,32),(32,29),-0.114111 # DEPENDENCYPART_GRANDPAR
(3,32),(32,30),-0.512674 # DEPENDENCYPART_GRANDPAR
(3,32),(32,31),-0.197994 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.416533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.0244883 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.212272 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.725008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.318536 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.278758 # DEPENDENCYPART_GRANDPAR
(4,2),(2,33),-1.04226 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.234843 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.304612 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.30541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0644498 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.0560568 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),0.304719 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),0.263886 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),0.0115636 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),0.048546 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.0622112 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.201805 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.0158805 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.0535742 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.246371 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.500023 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),0.100144 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.619491 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-0.224043 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),0.112878 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.0039561 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-0.176691 # DEPENDENCYPART_GRANDPAR
(4,3),(3,26),-0.645111 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-0.159983 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-0.26089 # DEPENDENCYPART_GRANDPAR
(4,3),(3,30),-0.175974 # DEPENDENCYPART_GRANDPAR
(4,3),(3,31),-0.626696 # DEPENDENCYPART_GRANDPAR
(4,3),(3,32),-0.156848 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.247537 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.02682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,1),-0.232888 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.214068 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.01295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.720155 # DEPENDENCYPART_GRANDPAR
(5,2),(2,33),-1.30402 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.324113 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.41023 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.258697 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.02585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.433861 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.66303 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.649099 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.701061 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.635922 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.764025 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.891272 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.879799 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-1.22684 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.951214 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.667322 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.79184 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.687322 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.23765 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.824693 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-0.813111 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-1.49335 # DEPENDENCYPART_GRANDPAR
(5,3),(3,26),-0.7574 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-1.30254 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-1.01209 # DEPENDENCYPART_GRANDPAR
(5,3),(3,30),-1.48968 # DEPENDENCYPART_GRANDPAR
(5,3),(3,31),-0.704385 # DEPENDENCYPART_GRANDPAR
(5,3),(3,32),-1.09235 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.250267 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.382279 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.134098 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.945645 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.02657 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.846558 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-1.18962 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.466013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0896027 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.107256 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.334777 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.104308 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.271829 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.368997 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.494172 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.545393 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.530062 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.284708 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.349864 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.301887 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.458409 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.364364 # DEPENDENCYPART_GRANDPAR
(5,7),(7,27),-0.746557 # DEPENDENCYPART_GRANDPAR
(5,7),(7,28),-0.519994 # DEPENDENCYPART_GRANDPAR
(5,7),(7,32),-0.530309 # DEPENDENCYPART_GRANDPAR
(5,7),(7,33),-0.949299 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.940658 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.02147 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.84157 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.17746 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.473326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0516304 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.216775 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.346026 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.143917 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.284073 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.398558 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.497961 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.543585 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.28513 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.387866 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.302309 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.469659 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.411279 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.7417 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-0.552102 # DEPENDENCYPART_GRANDPAR
(5,8),(8,32),-0.525451 # DEPENDENCYPART_GRANDPAR
(5,8),(8,33),-0.965181 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0990337 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.048327 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0344337 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.407323 # DEPENDENCYPART_GRANDPAR
(6,2),(2,33),-0.985376 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0829417 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0703484 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0277727 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.12847 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.116301 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0818756 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0985024 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),-0.446484 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.540627 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.438316 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0334453 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.530092 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0490441 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0365324 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.47001 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.06357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,33),-1.49697 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.00178177 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0126218 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.043273 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.537291 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.0581083 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.621069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.0114706 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.321071 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.159375 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.148425 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.0166238 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.0693319 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),0.0910469 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.267086 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.396928 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.23553 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.5102 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),0.00207361 # DEPENDENCYPART_GRANDPAR
(7,3),(3,22),-0.169481 # DEPENDENCYPART_GRANDPAR
(7,3),(3,23),-0.282069 # DEPENDENCYPART_GRANDPAR
(7,3),(3,25),-0.336788 # DEPENDENCYPART_GRANDPAR
(7,3),(3,26),-0.482061 # DEPENDENCYPART_GRANDPAR
(7,3),(3,27),-0.204883 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-0.133854 # DEPENDENCYPART_GRANDPAR
(7,3),(3,30),-0.41235 # DEPENDENCYPART_GRANDPAR
(7,3),(3,31),-0.532652 # DEPENDENCYPART_GRANDPAR
(7,3),(3,32),-0.217111 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0114835 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.0471728 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.0153689 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.313254 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.31188 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.330208 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.176195 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.28599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.64071 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.748585 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0238709 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.113017 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.605204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.582268 # DEPENDENCYPART_GRANDPAR
(7,6),(6,33),-1.49687 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.0556363 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),0.156328 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.0907062 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),0.183142 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.609633 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.144547 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.798245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.423465 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.136828 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0747889 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0636299 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.0151419 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.320023 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.467145 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.2501 # DEPENDENCYPART_GRANDPAR
(7,8),(8,19),-0.579946 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.271874 # DEPENDENCYPART_GRANDPAR
(7,8),(8,23),-0.341609 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.213612 # DEPENDENCYPART_GRANDPAR
(7,8),(8,28),-0.0892396 # DEPENDENCYPART_GRANDPAR
(7,8),(8,32),-0.223947 # DEPENDENCYPART_GRANDPAR
(7,8),(8,33),-1.27848 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.538403 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.375185 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.571243 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.395241 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.965243 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-1.02593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.380063 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.692273 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.401739 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.396202 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.334178 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.526878 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.580397 # DEPENDENCYPART_GRANDPAR
(7,10),(10,28),-0.38217 # DEPENDENCYPART_GRANDPAR
(7,10),(10,33),-1.469 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.142615 # DEPENDENCYPART_GRANDPAR
(7,11),(11,33),-1.35928 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),-0.229005 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.417326 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.189878 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.17712 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.0287567 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.384977 # DEPENDENCYPART_GRANDPAR
(7,12),(12,32),-0.280115 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.83327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
