# _root_ Nem véletlen , hogy a menedzserképzőn " szürke eminenciásnak " minősítettek , ami — megvallom — nem is áll messze tőlem .
#goldHeads=4,4,4,0,6,11,11,9,11,11,4,11,19,15,19,15,19,19,11,19,19,4,
#predictedHeads=4,4,4,0,6,11,9,9,11,9,4,11,15,15,11,15,19,19,15,19,19,4,
(9,16),(9,19),0.160794 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0872655 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.069421 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.0052872 # DEPENDENCYPART_SIBL
(9,18),(9,20),-0.00695737 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0129308 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0630168 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.20415 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0847939 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0583164 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.105898 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0290667 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.114208 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0367625 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0134101 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0643948 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0367625 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0134101 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00959942 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0365864 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0507496 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0599421 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0507496 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.00711077 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0277071 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0703112 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0319687 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0359902 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00775645 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0387223 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.069427 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.207231 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0277728 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.00633302 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0291731 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0277728 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.00633302 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00765992 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0395261 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0589508 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00204248 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0589508 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0211499 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0115302 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.00485383 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0105334 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.00723725 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.00375439 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0307099 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.10614 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00692861 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0459047 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0108513 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.00692861 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0459047 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00490476 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.00150681 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0580021 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.00508159 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0580021 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0395262 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.00706701 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.00770811 # DEPENDENCYPART_SIBL
(11,3),(11,20),-0.0209186 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0176206 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0213227 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.108919 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.128377 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.01121 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0671646 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.128377 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.01121 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.044926 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0195835 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0569907 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0462302 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0569907 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0409608 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0208913 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0208425 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.031016 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.0238835 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0165303 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0174639 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0781621 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0225484 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0174639 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0781621 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0377119 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.00834282 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0717581 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0134258 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0717581 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0304635 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.000222372 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.00628787 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.00662955 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.00333553 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0634118 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00571623 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00149752 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0309984 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.00571623 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00637658 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.019168 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.041031 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0156883 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.041031 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0364195 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00824777 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0218665 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0128514 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0088206 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.00695274 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.000292839 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.0279 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.10802 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0254449 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00246948 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0251528 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0132098 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.0251528 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0416743 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.000848363 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.00793483 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0195635 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0162686 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0271273 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0150424 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0158812 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0135367 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.042017 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0537412 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.000882081 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0537412 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0183358 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0143443 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00601422 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.00771924 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.00442313 # DEPENDENCYPART_SIBL
(11,8),(11,22),0.00510434 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00571623 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.00637658 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.019168 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.041031 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0156883 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.041031 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0364195 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.00824777 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0218665 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0128514 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0088206 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.00695274 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0254449 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00246948 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0251528 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0132098 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0251528 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0416743 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.000848363 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.00793483 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0195635 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0162686 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0271273 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0885865 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0367481 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.194562 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0367481 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.13247 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.133723 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.169037 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0986316 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.10013 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0489202 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0694331 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0266304 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0694331 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.138312 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.120717 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00929943 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.116176 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.119283 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0766632 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0110027 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.145957 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0557344 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0428667 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0132679 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0399019 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0414009 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.00261462 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0464132 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0280448 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00351322 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0295271 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0053659 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.00686377 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0178063 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0557344 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0428667 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0132679 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0399019 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0414009 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.00261462 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0584918 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.050295 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0220448 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.022223 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.00233901 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0147824 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0586201 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0587983 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.00353488 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0011544 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.00265227 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.0192973 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.00901722 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.00304895 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.00968619 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.0583164 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.105898 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.0290667 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.114208 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0367625 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0134101 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0643948 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.0367625 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.0134101 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0241245 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.105898 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.11637 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.00172618 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0507496 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.00711077 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0277071 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0703112 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.0319687 # DEPENDENCYPART_SIBL
(15,1),(15,21),0.0359902 # DEPENDENCYPART_SIBL
(15,1),(15,22),-0.00775645 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0387223 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.069427 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.207231 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0277728 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.00633302 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0291731 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0277728 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.00633302 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.00874483 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0387223 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.124347 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0927299 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0589508 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0211499 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0115302 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.00485383 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0105334 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.00723725 # DEPENDENCYPART_SIBL
(15,2),(15,22),-0.00375439 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0307099 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.10614 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.00692861 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0459047 # DEPENDENCYPART_SIBL
(15,3),(15,8),-0.0108513 # DEPENDENCYPART_SIBL
(15,3),(15,9),-0.00692861 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0459047 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0158325 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.00513268 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.164721 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.00468932 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0580021 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0395262 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.00706701 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.00770811 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0209186 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.0176206 # DEPENDENCYPART_SIBL
(15,3),(15,22),0.0213227 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.108919 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.128377 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.01121 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0671646 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.128377 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.01121 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0812401 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.227069 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0899025 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0332743 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0569907 # DEPENDENCYPART_SIBL
(15,4),(15,17),-0.0409608 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0208913 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0208425 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.031016 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0238835 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.0165303 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0174639 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.0781621 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.0225484 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0174639 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.0781621 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0272811 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.0102192 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.14776 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0917802 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0717581 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0304635 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.000222372 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.00628787 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.00662955 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.00333553 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0634118 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.00571623 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.00149752 # DEPENDENCYPART_SIBL
(15,6),(15,9),-0.0309984 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.00571623 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.00898354 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0956371 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.14208 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0359373 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.041031 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.0364195 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00824777 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0218665 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.0128514 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.0088206 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.00695274 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.000292839 # DEPENDENCYPART_SIBL
(15,7),(15,9),-0.0279 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.10802 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0208807 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0346737 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.153887 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.488947 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0251528 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0416743 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.000848363 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00793483 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0195635 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0162686 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.0271273 # DEPENDENCYPART_SIBL
(15,8),(15,9),-0.0150424 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0158812 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0030046 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0485011 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.118145 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.103492 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0537412 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0183358 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0143443 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.00601422 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00771924 # DEPENDENCYPART_SIBL
(15,8),(15,21),-0.00442313 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.00510434 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.00571623 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.00898354 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0956371 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.14208 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0359373 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.041031 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0364195 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00824777 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0218665 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0128514 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0088206 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.00695274 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0208807 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.0346737 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.153887 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.488947 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0251528 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0416743 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.000848363 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.00793483 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0195635 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.0162686 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0271273 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0793449 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.126289 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.300427 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00807454 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0233868 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0195447 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00700011 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0141445 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0109779 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0157563 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.164721 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.00468932 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0580021 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0395262 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00706701 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00770811 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0209186 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0176206 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0213227 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00759504 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0971429 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0295184 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0178557 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.065416 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00722032 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.000965884 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0688626 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.225113 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0358143 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00655254 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0116029 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0132614 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00996639 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.109061 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.0557344 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0428667 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0132679 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0399019 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0414009 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.00261462 # DEPENDENCYPART_SIBL
