# _root_ Az ÁPTF április 30-ig meghosszabbította a CB_Bróker_Értékpapír-forgalmazó_Rt.-nek , a LaSalle_Értékpapír-forgalmazó_Rt.-nek , a Pannonbróker_Értékpapír-forgalmazó_Rt.-nek és a Pest-Buda_Értékház_Értékpapír-kereskedő_és_Befektetési_Tanácsadó_Rt.-nek a Központi_Elszámolóház_és_Értéktár_(KELER)_Rt.-nél vezetett valamennyi számlája feletti rendelkezési joga felfüggesztését .
#goldHeads=2,5,4,5,0,7,14,14,10,14,14,13,14,5,16,14,18,19,21,21,22,23,24,25,5,5,
#predictedHeads=2,5,4,5,0,7,5,5,10,5,5,13,14,5,16,14,18,19,21,21,22,24,24,25,5,5,
(18,12),(18,16),0.0129962 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.662013 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.00331961 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0129962 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.662013 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00331961 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.317123 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00337605 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00331961 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.07669 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.157977 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0944232 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.299559 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0944232 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.299559 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0311516 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0944232 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.442496 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0311516 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0944232 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0311516 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0944232 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0225127 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0428901 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0613459 # DEPENDENCYPART_SIBL
(19,2),(19,24),0.0424222 # DEPENDENCYPART_SIBL
(19,2),(19,25),0.0444007 # DEPENDENCYPART_SIBL
(19,2),(19,26),0.118095 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.157718 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0788177 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.30367 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0788177 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.30367 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0314049 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0788177 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.434839 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0314049 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0788177 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0314049 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0788177 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0213441 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0306899 # DEPENDENCYPART_SIBL
(19,3),(19,22),0.0611206 # DEPENDENCYPART_SIBL
(19,3),(19,24),0.030222 # DEPENDENCYPART_SIBL
(19,3),(19,25),0.0315104 # DEPENDENCYPART_SIBL
(19,3),(19,26),0.0963471 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.00563033 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.263411 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.00563033 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.263411 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0764456 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.00563033 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.160307 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0764456 # DEPENDENCYPART_SIBL
(19,5),(19,16),0.00563033 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0764456 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.00563033 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0296131 # DEPENDENCYPART_SIBL
(19,5),(19,21),0.0592745 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.0385572 # DEPENDENCYPART_SIBL
(19,5),(19,24),0.0592745 # DEPENDENCYPART_SIBL
(19,5),(19,25),0.0592745 # DEPENDENCYPART_SIBL
(19,5),(19,26),0.145109 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.304693 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0895032 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.304693 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0311508 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0895032 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.444383 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0311508 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0895032 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0311508 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0895032 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0225128 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0367019 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.061346 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.036234 # DEPENDENCYPART_SIBL
(19,7),(19,25),0.0375223 # DEPENDENCYPART_SIBL
(19,7),(19,26),0.111997 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0819053 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0803881 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.117322 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0819053 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.177403 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.117322 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0819053 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.117322 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0819053 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.00863593 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0446225 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0183347 # DEPENDENCYPART_SIBL
(19,8),(19,24),0.0446225 # DEPENDENCYPART_SIBL
(19,8),(19,25),0.0432318 # DEPENDENCYPART_SIBL
(19,8),(19,26),0.0772516 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.304693 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0311508 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0895032 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.444383 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0311508 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0895032 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0311508 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0895032 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0225128 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.0367019 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.061346 # DEPENDENCYPART_SIBL
(19,10),(19,24),0.036234 # DEPENDENCYPART_SIBL
(19,10),(19,25),0.0375223 # DEPENDENCYPART_SIBL
(19,10),(19,26),0.111997 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.117322 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0819053 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.177403 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.117322 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0819053 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.117322 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0819053 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.00863593 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0446225 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0183347 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0446225 # DEPENDENCYPART_SIBL
(19,11),(19,25),0.0432318 # DEPENDENCYPART_SIBL
(19,11),(19,26),0.0772516 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0731912 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.103001 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.229754 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0731912 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.229754 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0731912 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.00474017 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0225755 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0370992 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0225755 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.0225755 # DEPENDENCYPART_SIBL
(19,12),(19,26),-0.0167104 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.444383 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0311508 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0895032 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0311508 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0895032 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0225128 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0367019 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.061346 # DEPENDENCYPART_SIBL
(19,13),(19,24),0.036234 # DEPENDENCYPART_SIBL
(19,13),(19,25),0.0375223 # DEPENDENCYPART_SIBL
(19,13),(19,26),0.111997 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.116204 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.109161 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.116204 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.109161 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.00608885 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0182676 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0177899 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0182676 # DEPENDENCYPART_SIBL
(19,14),(19,25),0.0172111 # DEPENDENCYPART_SIBL
(19,14),(19,26),0.0250706 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0731912 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.229754 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0731912 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.00474017 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0225755 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0370992 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0225755 # DEPENDENCYPART_SIBL
(19,15),(19,25),0.0225755 # DEPENDENCYPART_SIBL
(19,15),(19,26),-0.0167104 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0311508 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0895032 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0225128 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0367019 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.061346 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.036234 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.0375223 # DEPENDENCYPART_SIBL
(19,16),(19,26),0.111997 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0731912 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.00474017 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0225755 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0370992 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0225755 # DEPENDENCYPART_SIBL
(19,17),(19,25),0.0225755 # DEPENDENCYPART_SIBL
(19,17),(19,26),-0.0167104 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0225128 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0367019 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.061346 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.036234 # DEPENDENCYPART_SIBL
(19,18),(19,25),0.0375223 # DEPENDENCYPART_SIBL
(19,18),(19,26),0.111997 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0241499 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0275825 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0241499 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0241499 # DEPENDENCYPART_SIBL
(19,20),(19,26),0.033788 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0298981 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.000577057 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.000845376 # DEPENDENCYPART_SIBL
(19,21),(19,26),0.0219839 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0064948 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.0064948 # DEPENDENCYPART_SIBL
(19,22),(19,26),0.00866019 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.000845376 # DEPENDENCYPART_SIBL
(19,24),(19,26),0.0115354 # DEPENDENCYPART_SIBL
(19,25),(19,26),0.0233609 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0127681 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.137951 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.662013 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0127681 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.662013 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0127681 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.132452 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.000353539 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.00427239 # DEPENDENCYPART_SIBL
(21,12),(21,23),0.00427197 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.00331963 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.00331995 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.793713 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.317279 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0185619 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.317279 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0185619 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0370552 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0478704 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0465649 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.0446879 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.0029081 # DEPENDENCYPART_SIBL
(21,13),(21,25),0.00419582 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.386735 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.102475 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.386735 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.102475 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.00415612 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0377072 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0321273 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.0324267 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.00798824 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.00904512 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0127681 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.662013 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0127681 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.132452 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.000353539 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.00427239 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.00427197 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.00331963 # DEPENDENCYPART_SIBL
(21,15),(21,25),-0.00331995 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.317279 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0185619 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0370552 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0478704 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0465649 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0446879 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0029081 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.00419582 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0127681 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.132452 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.000353539 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.00427239 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.00427197 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.00331963 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.00331995 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0370552 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0478704 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0465649 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.0446879 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0029081 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.00419582 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.00292097 # DEPENDENCYPART_SIBL
(21,19),(21,22),9.68934e-05 # DEPENDENCYPART_SIBL
(21,19),(21,23),9.72126e-05 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.00423629 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.00423661 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.00530934 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.00530934 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.00013444 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.000134118 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.00595438 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.0547282 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.0547271 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0547467 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0547457 # DEPENDENCYPART_SIBL
(21,24),(21,25),0.00613431 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.166228 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0912395 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.322839 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0912395 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.322839 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.0912395 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.44172 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0228913 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0912395 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0228913 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.0912395 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.0356771 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0570013 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0912035 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0430707 # DEPENDENCYPART_SIBL
(22,3),(22,25),0.015358 # DEPENDENCYPART_SIBL
(22,5),(22,7),0.00715547 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.270596 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.00715547 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.270596 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.00715547 # DEPENDENCYPART_SIBL
(22,5),(22,14),0.159799 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0764468 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.00715547 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0764468 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.00715547 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0104858 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0360059 # DEPENDENCYPART_SIBL
(22,5),(22,21),0.00715547 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.0385562 # DEPENDENCYPART_SIBL
(22,5),(22,25),0.0592858 # DEPENDENCYPART_SIBL
(22,7),(22,8),0.323863 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.101925 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.323863 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.101925 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.451264 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0226372 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.101925 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.0226372 # DEPENDENCYPART_SIBL
(22,7),(22,18),0.101925 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.0396 # DEPENDENCYPART_SIBL
(22,7),(22,20),0.0572546 # DEPENDENCYPART_SIBL
(22,7),(22,21),0.101889 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0432961 # DEPENDENCYPART_SIBL
(22,7),(22,25),0.0213699 # DEPENDENCYPART_SIBL
(22,8),(22,10),0.0673366 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.0855418 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.0673366 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.170807 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.123411 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0673366 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.123411 # DEPENDENCYPART_SIBL
(22,8),(22,18),0.0673366 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.029839 # DEPENDENCYPART_SIBL
(22,8),(22,20),0.023668 # DEPENDENCYPART_SIBL
(22,8),(22,21),0.0668457 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.00566711 # DEPENDENCYPART_SIBL
(22,8),(22,25),0.0192414 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.323863 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.101925 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.451264 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0226372 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.101925 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.0226372 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.101925 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0396 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0572546 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.101889 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.0432961 # DEPENDENCYPART_SIBL
(22,10),(22,25),0.0213699 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0673366 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.170807 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.123411 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0673366 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.123411 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0673366 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.029839 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.023668 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0668457 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.00566711 # DEPENDENCYPART_SIBL
(22,11),(22,25),0.0192414 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.451264 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0226372 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.101925 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0226372 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.101925 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0396 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.0572546 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.101889 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0432961 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.0213699 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.115694 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.111724 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.115694 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.111724 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.0299689 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.0178955 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.111724 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0179663 # DEPENDENCYPART_SIBL
(22,14),(22,25),0.0171006 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0747168 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.229754 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0747168 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0426647 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0103205 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0747168 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0370962 # DEPENDENCYPART_SIBL
(22,15),(22,25),0.0225865 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0226372 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.101925 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0396 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0572546 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.101889 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0432961 # DEPENDENCYPART_SIBL
(22,16),(22,25),0.0213699 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0747168 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0426647 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0103205 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0747168 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0370962 # DEPENDENCYPART_SIBL
(22,17),(22,25),0.0225865 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0396 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0572546 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.101889 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0432961 # DEPENDENCYPART_SIBL
(22,18),(22,25),0.0213699 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0414289 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0187775 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00322167 # DEPENDENCYPART_SIBL
(22,19),(22,25),0.0225762 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0582666 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.030543 # DEPENDENCYPART_SIBL
(22,20),(22,25),0.0823266 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0432961 # DEPENDENCYPART_SIBL
(22,21),(22,25),0.0213699 # DEPENDENCYPART_SIBL
(22,23),(22,25),0.00651495 # DEPENDENCYPART_SIBL
(23,3),(23,7),0.0661613 # DEPENDENCYPART_SIBL
