# _root_ Szerinte az egyéves lejáratú hitelek jó részét több év múlva megtérülő vásárlásokra , például alkatrészek és műtrágya beszerzésére fordították a gazdák , ezért e tartozások három-öt éves hitelekké történő átütemezése is szükséges lenne .
#goldHeads=19,5,4,5,7,7,19,9,10,11,12,19,19,19,18,18,18,19,23,21,19,23,0,25,30,29,28,29,30,33,33,33,23,23,
#predictedHeads=19,5,5,5,7,7,19,9,10,11,12,19,19,19,19,19,18,19,23,21,19,23,0,25,30,27,28,29,30,33,33,33,23,23,
(2,4),(4,2),-0.583901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.00447129 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.8869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.373152 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.516479 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.467554 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.583863 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.745592 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.576651 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.845982 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.631908 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.787865 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.96645 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-1.17835 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.599027 # DEPENDENCYPART_GRANDPAR
(3,1),(1,33),-0.558916 # DEPENDENCYPART_GRANDPAR
(3,1),(1,34),-1.26068 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.889742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.375993 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.169139 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.849713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.448989 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.506819 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.539581 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.741815 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.522334 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.848086 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.567335 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.765651 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.950227 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.17473 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.522303 # DEPENDENCYPART_GRANDPAR
(4,1),(1,33),-0.531905 # DEPENDENCYPART_GRANDPAR
(4,1),(1,34),-1.16783 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.0842763 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.852555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.21143 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.24726 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.172792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.208396 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.148687 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0149828 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.146918 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0162398 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.208937 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0615425 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.107631 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0612861 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.107631 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.182128 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.207791 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.217655 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.372488 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.542618 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.542777 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.696584 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.603262 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.554936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.0319259 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.148561 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.144458 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.237487 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.281036 # DEPENDENCYPART_GRANDPAR
(6,7),(7,34),-0.908415 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.543117 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.542778 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.696585 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.603263 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.54268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.202034 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.0322456 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.648691 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.53018 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.525416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.167172 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.017862 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0327932 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.18753 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0105981 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.106063 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.149166 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.210051 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.175467 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.111409 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.30632 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.37058 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.337966 # DEPENDENCYPART_GRANDPAR
(6,14),(14,30),-0.492417 # DEPENDENCYPART_GRANDPAR
(6,14),(14,31),-0.722775 # DEPENDENCYPART_GRANDPAR
(6,14),(14,33),-0.467807 # DEPENDENCYPART_GRANDPAR
(6,14),(14,34),-0.868274 # DEPENDENCYPART_GRANDPAR
(6,33),(33,5),-0.591025 # DEPENDENCYPART_GRANDPAR
(6,33),(33,6),-0.568478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,33),(33,7),0.120651 # DEPENDENCYPART_GRANDPAR
(6,33),(33,9),-0.0958652 # DEPENDENCYPART_GRANDPAR
(6,33),(33,10),-0.00684808 # DEPENDENCYPART_GRANDPAR
(6,33),(33,11),-0.106563 # DEPENDENCYPART_GRANDPAR
(6,33),(33,12),-0.157478 # DEPENDENCYPART_GRANDPAR
(6,33),(33,13),-0.298426 # DEPENDENCYPART_GRANDPAR
(6,33),(33,14),-0.0965881 # DEPENDENCYPART_GRANDPAR
(6,33),(33,15),-0.145852 # DEPENDENCYPART_GRANDPAR
(6,33),(33,16),-0.10294 # DEPENDENCYPART_GRANDPAR
(6,33),(33,17),-0.276706 # DEPENDENCYPART_GRANDPAR
(6,33),(33,18),-0.340437 # DEPENDENCYPART_GRANDPAR
(6,33),(33,19),-0.219994 # DEPENDENCYPART_GRANDPAR
(6,33),(33,20),-0.306376 # DEPENDENCYPART_GRANDPAR
(6,33),(33,21),-0.449476 # DEPENDENCYPART_GRANDPAR
(6,33),(33,22),-0.398659 # DEPENDENCYPART_GRANDPAR
(6,33),(33,23),-0.249303 # DEPENDENCYPART_GRANDPAR
(6,33),(33,24),-0.358584 # DEPENDENCYPART_GRANDPAR
(6,33),(33,25),-0.432148 # DEPENDENCYPART_GRANDPAR
(6,33),(33,26),-0.336156 # DEPENDENCYPART_GRANDPAR
(6,33),(33,27),-0.29498 # DEPENDENCYPART_GRANDPAR
(6,33),(33,28),-0.49902 # DEPENDENCYPART_GRANDPAR
(6,33),(33,29),-0.263211 # DEPENDENCYPART_GRANDPAR
(6,33),(33,30),-0.462803 # DEPENDENCYPART_GRANDPAR
(6,33),(33,31),-0.560727 # DEPENDENCYPART_GRANDPAR
(6,33),(33,32),-0.236589 # DEPENDENCYPART_GRANDPAR
(6,33),(33,34),-0.795615 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.404766 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.423035 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0237152 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.395966 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0219461 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.397223 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.460087 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.45171 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.415712 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.432651 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.261347 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.283063 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.14293 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.05669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.228465 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.30902 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.25066 # DEPENDENCYPART_GRANDPAR
(7,6),(6,33),-0.479629 # DEPENDENCYPART_GRANDPAR
(7,6),(6,34),-1.03657 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.187051 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.659459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,33),-0.254112 # DEPENDENCYPART_GRANDPAR
(7,8),(8,34),-0.803466 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.129783 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.0740739 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.0583968 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.531739 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.223953 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.59546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.322944 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),0.0388695 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.412525 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.179078 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.660403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.292352 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.163127 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.00630041 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.129273 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.0740614 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.0583843 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.531726 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.223942 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.590105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.326246 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.247645 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.0298367 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.176794 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.105656 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.0635537 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.142224 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.702686 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.691714 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.430614 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.369492 # DEPENDENCYPART_GRANDPAR
(8,6),(6,9),-0.537259 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.641948 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.700183 # DEPENDENCYPART_GRANDPAR
(8,6),(6,33),-0.681553 # DEPENDENCYPART_GRANDPAR
(8,6),(6,34),-1.32336 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.382977 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.649175 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.643385 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.38881 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.356774 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.01755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.622673 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.649955 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.45422 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.743326 # DEPENDENCYPART_GRANDPAR
(8,7),(7,34),-1.32622 # DEPENDENCYPART_GRANDPAR
(8,33),(33,5),-0.808652 # DEPENDENCYPART_GRANDPAR
(8,33),(33,6),-0.707949 # DEPENDENCYPART_GRANDPAR
(8,33),(33,7),-0.765707 # DEPENDENCYPART_GRANDPAR
(8,33),(33,9),-0.217796 # DEPENDENCYPART_GRANDPAR
(8,33),(33,10),-0.277626 # DEPENDENCYPART_GRANDPAR
(8,33),(33,11),-0.142694 # DEPENDENCYPART_GRANDPAR
(8,33),(33,12),-0.0340091 # DEPENDENCYPART_GRANDPAR
(8,33),(33,13),-0.482627 # DEPENDENCYPART_GRANDPAR
(8,33),(33,14),-0.379023 # DEPENDENCYPART_GRANDPAR
(8,33),(33,15),-0.343102 # DEPENDENCYPART_GRANDPAR
(8,33),(33,16),-0.412634 # DEPENDENCYPART_GRANDPAR
(8,33),(33,17),-0.493151 # DEPENDENCYPART_GRANDPAR
(8,33),(33,18),-0.37479 # DEPENDENCYPART_GRANDPAR
(8,33),(33,19),-0.300567 # DEPENDENCYPART_GRANDPAR
(8,33),(33,20),-0.67244 # DEPENDENCYPART_GRANDPAR
(8,33),(33,21),-0.705082 # DEPENDENCYPART_GRANDPAR
(8,33),(33,22),-0.411995 # DEPENDENCYPART_GRANDPAR
(8,33),(33,23),-0.526914 # DEPENDENCYPART_GRANDPAR
(8,33),(33,24),-0.477351 # DEPENDENCYPART_GRANDPAR
(8,33),(33,25),-0.724239 # DEPENDENCYPART_GRANDPAR
(8,33),(33,26),-0.614703 # DEPENDENCYPART_GRANDPAR
(8,33),(33,27),-0.26836 # DEPENDENCYPART_GRANDPAR
(8,33),(33,28),-0.733341 # DEPENDENCYPART_GRANDPAR
(8,33),(33,29),-0.214907 # DEPENDENCYPART_GRANDPAR
(8,33),(33,30),-0.928682 # DEPENDENCYPART_GRANDPAR
(8,33),(33,31),-0.614699 # DEPENDENCYPART_GRANDPAR
(8,33),(33,32),-0.193152 # DEPENDENCYPART_GRANDPAR
(8,33),(33,34),-0.938496 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.821137 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.753639 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.678321 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-1.0204 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.676551 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-1.01914 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.797419 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.977621 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.854386 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.788219 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.978174 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.907229 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.696622 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.446159 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.884496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.400631 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.375974 # DEPENDENCYPART_GRANDPAR
(9,6),(6,33),-0.601151 # DEPENDENCYPART_GRANDPAR
(9,6),(6,34),-1.12424 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.975723 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.849155 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.782987 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.610407 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.463494 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.469916 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.01341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.444637 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.454362 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.627596 # DEPENDENCYPART_GRANDPAR
(9,7),(7,34),-1.16447 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.631411 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.594995 # DEPENDENCYPART_GRANDPAR
(9,8),(8,33),-0.589993 # DEPENDENCYPART_GRANDPAR
(9,8),(8,34),-1.12331 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.127768 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.118597 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.0130555 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.0209667 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.0344878 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.0793532 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.0601072 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.168898 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.199828 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.048593 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.260929 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.855938 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,14),-0.434355 # DEPENDENCYPART_GRANDPAR
(10,6),(6,33),-0.427894 # DEPENDENCYPART_GRANDPAR
(10,6),(6,34),-0.776716 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0220229 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0380663 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0757746 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.149158 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.0142761 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.302903 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.215768 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.873168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,12),-0.553377 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),-0.520067 # DEPENDENCYPART_GRANDPAR
(10,7),(7,34),-0.788685 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0302884 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.105057 # DEPENDENCYPART_GRANDPAR
(10,8),(8,33),-0.415548 # DEPENDENCYPART_GRANDPAR
(10,8),(8,34),-0.776498 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.0428029 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.0603566 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.0534843 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.148141 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.0276984 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0424345 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.487652 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.472624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.185924 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.086975 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.11437 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.147163 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0576881 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.122756 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.129566 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.314151 # DEPENDENCYPART_GRANDPAR
(10,14),(14,30),-0.221428 # DEPENDENCYPART_GRANDPAR
(10,14),(14,31),-0.359519 # DEPENDENCYPART_GRANDPAR
(10,14),(14,33),-0.0982475 # DEPENDENCYPART_GRANDPAR
(10,14),(14,34),-0.463939 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.224809 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.26079 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.235855 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.125544 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.460829 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.0268023 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-0.80718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,12),-0.524628 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-0.540924 # DEPENDENCYPART_GRANDPAR
(11,1),(1,15),-0.50038 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.689546 # DEPENDENCYPART_GRANDPAR
(11,1),(1,18),-0.897684 # DEPENDENCYPART_GRANDPAR
(11,1),(1,19),-0.455067 # DEPENDENCYPART_GRANDPAR
(11,1),(1,33),-0.498526 # DEPENDENCYPART_GRANDPAR
(11,1),(1,34),-1.01571 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.132795 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.168571 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.205464 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.324299 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.351227 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.256754 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.459875 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.0258478 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.199138 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.418655 # DEPENDENCYPART_GRANDPAR
(11,6),(6,33),-0.498527 # DEPENDENCYPART_GRANDPAR
(11,6),(6,34),-1.01571 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.13631 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.171671 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.208565 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.0976519 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0384874 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.158879 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.0589787 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.218146 # DEPENDENCYPART_GRANDPAR
(11,7),(7,12),-0.612251 # DEPENDENCYPART_GRANDPAR
(11,7),(7,13),-0.548895 # DEPENDENCYPART_GRANDPAR
(11,7),(7,34),-1.02048 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.152652 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.447425 # DEPENDENCYPART_GRANDPAR
(11,8),(8,33),-0.472759 # DEPENDENCYPART_GRANDPAR
(11,8),(8,34),-1.00349 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.13224 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.162192 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.199085 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.102246 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0290768 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.323902 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0046754 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.235022 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.0885401 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.090835 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.313401 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0825425 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.129665 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.432843 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.191591 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.170797 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.358172 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.454157 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.356403 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.4529 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.155515 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.411212 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.213589 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.194125 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.34646 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.322218 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.431973 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.45648 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.191716 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.171242 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.280001 # DEPENDENCYPART_GRANDPAR
