# _root_ Mi vagyunk a hátország , az elkövetkezendő években is az lesz a feladatunk , hogy segítsük a tehetséges fiatalok előbbre jutását .
#goldHeads=2,0,4,2,2,8,8,11,11,11,2,13,11,11,11,10,19,19,21,21,16,2,
#predictedHeads=2,0,4,2,2,8,8,11,11,11,1,13,11,11,11,10,19,19,21,21,16,2,
(11,10),(11,16),-0.0591817 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.000462877 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.00395743 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.00633621 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0269772 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.00606106 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.0525983 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0387113 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0445148 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0370474 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0520664 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0851563 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00609333 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.0387113 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00725902 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0387113 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0393482 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0113716 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0261507 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0267036 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0798238 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0438776 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.0197261 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0297918 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0198647 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0032847 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.775612 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.171041 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.125479 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0699157 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.128365 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.11199 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.128366 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0513283 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.133748 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0979481 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.11613 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0453851 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0542974 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0453851 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.142878 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0197719 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0064467 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0185479 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.00523097 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0185479 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.00230548 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00609333 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0387113 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00725902 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0387113 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.0393482 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0132645 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.00743811 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0132645 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.015101 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0297918 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.0198625 # DEPENDENCYPART_SIBL
(11,19),(11,22),0.00299986 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.081501 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.0212838 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0032847 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.00227602 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0284721 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.125913 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.542227 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0165824 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0121052 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00571553 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0816352 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.355917 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0582275 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.317202 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.000539576 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00412128 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00642067 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0195517 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.108325 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.403875 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00346144 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0300014 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.016225 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0328063 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.103076 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.00620366 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0291579 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0021254 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0555617 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00907785 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0086177 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00331962 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0771741 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.425607 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.34298 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.179961 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0764129 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0636611 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0229326 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0025269 # DEPENDENCYPART_SIBL
(15,2),(15,5),0.462169 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0219311 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.0158979 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0310348 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0339682 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0228997 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0200291 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0025269 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.462169 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.12491 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0214362 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.109329 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00665862 # DEPENDENCYPART_SIBL
(15,2),(15,21),-0.109329 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0977827 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.389874 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0272791 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.00193245 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.0119847 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.0180387 # DEPENDENCYPART_SIBL
(15,4),(15,11),0.0320246 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0462778 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0200428 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.389874 # DEPENDENCYPART_SIBL
(15,4),(15,16),0.113961 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0489426 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0802523 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0247872 # DEPENDENCYPART_SIBL
(15,4),(15,21),0.0804009 # DEPENDENCYPART_SIBL
(15,4),(15,22),0.13343 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0234059 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0308859 # DEPENDENCYPART_SIBL
(15,5),(15,9),-0.0376711 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.05152 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0989924 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0687682 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.00229214 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0255207 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.297142 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0754555 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0171998 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.112601 # DEPENDENCYPART_SIBL
(15,5),(15,21),0.0175236 # DEPENDENCYPART_SIBL
(15,5),(15,22),0.213472 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.00882261 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0357732 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.00645169 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0213041 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.194711 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0194483 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.327313 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.135109 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.097602 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0154744 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0503946 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.0154723 # DEPENDENCYPART_SIBL
(15,7),(15,22),0.10308 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0120859 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0167386 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.0335746 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0473466 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.00799031 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.393043 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.111023 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0526387 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0861666 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.0231483 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.0863153 # DEPENDENCYPART_SIBL
(15,8),(15,22),0.134538 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.0276048 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0570329 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0418859 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0071781 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.164619 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.134233 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0229078 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0611371 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0076195 # DEPENDENCYPART_SIBL
(15,9),(15,21),-0.0607187 # DEPENDENCYPART_SIBL
(15,9),(15,22),0.0482174 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.134172 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.257053 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.102858 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.478695 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.371289 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.106607 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.107537 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.102097 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.107812 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.170288 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0150789 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0137012 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.489356 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0925273 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0418022 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.126389 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0230896 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.126389 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0517408 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.020434 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.142763 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.052808 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.00280307 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0490893 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0320538 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0490893 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0619739 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.389874 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.113961 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0489426 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0802523 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0247872 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0804009 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.13343 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.297142 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0754555 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0171998 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.112601 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0175236 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.213472 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00328625 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0612641 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0263108 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0612641 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0329812 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00701692 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00902507 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00701692 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0333718 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0161422 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0240456 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.0021919 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00572409 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.00261761 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.00247674 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0160837 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0154226 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0705211 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.00484415 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0349328 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.147552 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0870017 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.030267 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0454062 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0154226 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0705211 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0871314 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0405648 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0473606 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.0366008 # DEPENDENCYPART_SIBL
(16,1),(16,20),-0.0258139 # DEPENDENCYPART_SIBL
(16,1),(16,21),-0.0363252 # DEPENDENCYPART_SIBL
(16,1),(16,22),-0.0481193 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0263013 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.093824 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.00336599 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0406954 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0131797 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0112689 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0258182 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0646002 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0263013 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.093824 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.050069 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0261908 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.00828546 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.00250772 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.0098508 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.00250772 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.0471686 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0956371 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.000608091 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0397652 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0881556 # DEPENDENCYPART_SIBL
(16,4),(16,10),-0.0352582 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0156203 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.0619144 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0309984 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0956371 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0468174 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0207151 # DEPENDENCYPART_SIBL
(16,4),(16,18),-0.00613654 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.0108204 # DEPENDENCYPART_SIBL
(16,4),(16,20),-0.0124007 # DEPENDENCYPART_SIBL
(16,4),(16,21),-0.0106718 # DEPENDENCYPART_SIBL
(16,4),(16,22),0.00695274 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.00899597 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0255378 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0292562 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.195787 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0209948 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.10614 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.00692861 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.00513268 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0307099 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0116264 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0172899 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0183374 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0212006 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0180136 # DEPENDENCYPART_SIBL
(16,5),(16,22),0.0213227 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0346722 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0961917 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.051238 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0147394 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.20149 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0150119 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.048812 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0789166 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.00583005 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0294336 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.00928886 # DEPENDENCYPART_SIBL
(16,7),(16,20),-0.00799 # DEPENDENCYPART_SIBL
(16,7),(16,21),0.00929095 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0051115 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.107713 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0192034 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00674274 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0454975 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0122281 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.120627 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0657298 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0246847 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.00421077 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.00894471 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0212938 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.00879608 # DEPENDENCYPART_SIBL
(16,8),(16,22),0.00652179 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0123967 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0354892 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.111263 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0609307 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0348034 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0240194 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0335502 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0353739 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.043988 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0291035 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.0435696 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.029386 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0244286 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0535376 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0528959 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0619553 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.115258 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.00460323 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0146369 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0238457 # DEPENDENCYPART_SIBL
(16,10),(16,20),-0.0297674 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0235705 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0732146 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0538346 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00079408 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.117723 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0282462 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0426082 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0286324 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0224314 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.0302249 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0224314 # DEPENDENCYPART_SIBL
(16,11),(16,22),0.0212515 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0174639 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0102192 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0424639 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0223062 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0025406 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0245112 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.00691562 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0245112 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0634118 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0956371 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0468174 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0207151 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.00613654 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0108204 # DEPENDENCYPART_SIBL
(16,13),(16,20),-0.0124007 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0106718 # DEPENDENCYPART_SIBL
(16,13),(16,22),0.00695274 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0307099 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0116264 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0172899 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0183374 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0212006 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0180136 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0213227 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.042521 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0317322 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0203287 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0312996 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.019771 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0165303 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00981097 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0110333 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0110524 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0110333 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0284786 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0236203 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0132389 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0236203 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.010899 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00542112 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0191075 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.000301056 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0329896 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0115944 # DEPENDENCYPART_SIBL
(16,21),(16,22),-1.62179e-05 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0310297 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0987147 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0169065 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0152797 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0131278 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0225869 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0590693 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.0287912 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.125594 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.53751 # DEPENDENCYPART_SIBL
