# _root_ Éppen ezért a Simi_Kft.-vel szembeni kartell megalakítására hívja föl a vidéki csapatokat , a Nyíregyházát , a Pécset és a Százhalombattát .
#goldHeads=8,8,4,5,6,7,8,0,8,12,12,8,8,15,19,19,18,19,8,21,19,8,
#predictedHeads=8,8,4,5,6,7,8,0,8,12,12,8,8,15,8,8,18,19,8,21,19,8,
(15,12),(15,22),0.0416817 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.408123 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0346477 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00844461 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.00844461 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0238545 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00907785 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00331961 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00331961 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0285178 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.342981 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.342981 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0787788 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.00471394 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0485651 # DEPENDENCYPART_SIBL
(15,21),(15,22),0.0485651 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.041205 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0354797 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.039291 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0129962 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.662013 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00331961 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.317123 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.00337853 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.00331961 # DEPENDENCYPART_SIBL
(19,1),(19,2),0.0148581 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0022544 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0022544 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.0022544 # DEPENDENCYPART_SIBL
(19,1),(19,8),0.00253289 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.00469757 # DEPENDENCYPART_SIBL
(19,1),(19,12),0.00417494 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.193312 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0620683 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0022544 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.193312 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0620683 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0022544 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.03131 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0101972 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.0307439 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.0149483 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0149483 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0149483 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0118533 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0176227 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.0168688 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.187138 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0626876 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.0149483 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.187138 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0626876 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0149483 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0340461 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0282927 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0359412 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.00574894 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.00574894 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0511567 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.00252777 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.00748064 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.375892 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0157665 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.00574894 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.375892 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0157665 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.00574894 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.233831 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.00815188 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.00574894 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0511567 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.00252777 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.00748064 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.375892 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0157665 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.00574894 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.375892 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0157665 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.00574894 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.233831 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.00815188 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0511567 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.00252777 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.00748064 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.375892 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0157665 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.00574894 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.375892 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0157665 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.00574894 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.233831 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.00815188 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0172077 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0244561 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.435694 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0166445 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0244561 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.435694 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0166445 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0244561 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0618524 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0136281 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.181892 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0118128 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.298982 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.161126 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0144858 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.298982 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.161126 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0144858 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0281177 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00894969 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.0296993 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.375889 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0157665 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.00574894 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.375889 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0157665 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.00574894 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.233604 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.00815219 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.00113436 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0324195 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0345787 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.00113436 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0324195 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0876369 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0218518 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.198796 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0116838 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.144914 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.102369 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0116838 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.12504 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0114531 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0952526 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.375892 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0157665 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.00574894 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.233831 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.00815188 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00113436 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0324195 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0876369 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0218518 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.198796 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0116838 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.12504 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0114531 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0952526 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0477941 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.233831 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.00815188 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0307177 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0413139 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0584892 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0279944 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0129962 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.662013 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0129962 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.138025 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.662013 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0285178 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.317123 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.018106 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.794005 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.317123 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.041682 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0129962 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.138025 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.662013 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0285178 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.794005 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.317123 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.041682 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.38659 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0197197 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0285178 # DEPENDENCYPART_SIBL
(0,1),(1,4),0.0953324 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.00117999 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.226653 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0294772 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.727414 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.222076 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.25403 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.198275 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.0694439 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),1.83792 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.610454 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.0966955 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0115153 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.228016 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.0308404 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.785245 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.220713 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.289154 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),1.88699 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.389529 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.798109 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.322798 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.125623 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.937097 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.12593 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.256385 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.233258 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.356958 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.389529 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.258596 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.798109 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0115462 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.151045 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.125623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.937097 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.12593 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.256385 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.389529 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.258596 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.798109 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0115462 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.151045 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.119774 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.937097 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.12593 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.289013 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.256385 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.233258 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.356958 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.253657 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),1.9992 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.273214 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.138482 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.776774 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0425777 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0643379 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.0887427 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.108433 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.216028 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.606305 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.265147 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.149922 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.235335 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.597032 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.27983 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.179579 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.380404 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0205002 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),-0.0715098 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),2.20398 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0521127 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.192297 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.00487822 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.855447 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.222182 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.25375 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.197994 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),1.83797 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.95837 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.459409 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.944639 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.0480643 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.323193 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.189307 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.00921034 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.12211 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.0750655 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.940936 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.291038 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.326618 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.526682 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.81135 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.457073 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.470927 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.797619 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.557647 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.657399 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.305957 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),2.10059 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.95837 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.459409 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.944639 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.559982 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),0.0124976 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-1.03217 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),1.9992 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.439335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,3),0.0601013 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0757366 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.138418 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),0.0278134 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.28366 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.312084 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.0940241 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.300653 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.330045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.16357 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.0948622 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.059269 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),0.0108873 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.303826 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.345729 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.615205 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.439335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.046947 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.0601013 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0912508 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0682188 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.138418 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),0.0278134 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.28366 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.312084 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.439335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.046947 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.0601013 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0912508 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0682188 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),0.0623556 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),0.0278134 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.28366 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.119878 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.312084 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.0940241 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.300653 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.374133 # DEPENDENCYPART_GRANDPAR
(1,7),(7,22),-0.628948 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.413629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),0.0744615 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),0.0338312 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),0.00653216 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.0497519 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.022363 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0850445 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.171404 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.111723 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.0987021 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.226504 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.0937679 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.0809926 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.254381 # DEPENDENCYPART_GRANDPAR
(1,8),(8,16),-0.0679143 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),-0.24295 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),-0.34201 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.235177 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),-0.543106 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.439335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.046947 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.0601013 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.0912508 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.0682188 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),0.0623556 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.000325951 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),0.090563 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.138238 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.0438275 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.119878 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.312084 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.0940241 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.300653 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.374133 # DEPENDENCYPART_GRANDPAR
(1,12),(12,21),-0.29288 # DEPENDENCYPART_GRANDPAR
(1,12),(12,22),-0.628948 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.471505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,2),0.0149717 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),0.0932711 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),0.064376 # DEPENDENCYPART_GRANDPAR
(1,19),(19,7),0.00169441 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),0.108703 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.121081 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.143548 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.000212137 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.094527 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.171972 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),0.0256415 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.13306 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.160541 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.26365 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.20601 # DEPENDENCYPART_GRANDPAR
(1,19),(19,22),-0.551713 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.370243 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.299243 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.348194 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.45327 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.169154 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.542354 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.340338 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.317569 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.843442 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.944238 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.399736 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),0.0899307 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0642244 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.169301 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.169369 # DEPENDENCYPART_GRANDPAR
