# _root_ Ugyanakkor mindkét szakember csak akkor tulajdonítana jelentőséget az eltérésnek , ha hónapokon át , tendenciaszerűen jelentkezne .
#goldHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
#predictedHeads=6,3,6,6,6,0,6,9,6,6,6,13,16,16,16,6,6,
(15,5),(15,13),0.223106 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0759106 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0900057 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0323121 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.000778602 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.256209 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.097213 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.000778602 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0897431 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.256209 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.125238 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0807376 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.109318 # DEPENDENCYPART_SIBL
(15,8),(15,11),0.129856 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.0807376 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.160916 # DEPENDENCYPART_SIBL
(15,8),(15,14),0.109318 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0146767 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.282618 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.292346 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.076847 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.186843 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.282618 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0621801 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.143696 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0485465 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.107829 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0586475 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0204113 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0341503 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.148068 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.477422 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0790666 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.186843 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.282618 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0621801 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.144908 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.111206 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0204113 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0878802 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.100222 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.104822 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.0539685 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0189549 # DEPENDENCYPART_SIBL
(16,1),(16,7),0.0990647 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.00105594 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0996573 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.0808094 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0134101 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.0996573 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0440598 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0808094 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.0487297 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0132326 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.00414876 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0771849 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0352134 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0288343 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.00354638 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.0236637 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.00374563 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0600136 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.0713229 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.00374563 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.00976737 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0600136 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0249832 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.00389331 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.103171 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0260161 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0187717 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0437452 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0332244 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0464499 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0764366 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.0117274 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0464499 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0214287 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.0764366 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.00739398 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0295066 # DEPENDENCYPART_SIBL
(16,4),(16,5),-0.0143647 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0222525 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.053992 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0651238 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0545847 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.030833 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.00242584 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0545847 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.00488752 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.030833 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0323234 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.0254116 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0081577 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0730217 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0171345 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0736144 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0243674 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0178441 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0736144 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0238013 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0243674 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0382397 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0656182 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.0265659 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0121793 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0263397 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0793449 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.071342 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0263397 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0317656 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0793449 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.00480183 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0157563 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0252396 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0329068 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0926609 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.020275 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0329068 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0294135 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0926609 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00246996 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.00567165 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0320467 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.015601 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.00246351 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0320467 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0087348 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.015601 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0284111 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.0155209 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0956371 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0217047 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0309984 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0307273 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0956371 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.000608091 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00695274 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.00854751 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00692861 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0144623 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.00513268 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.00899597 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0213227 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0154133 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.143283 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.775315 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.141287 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0200598 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0307273 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0956371 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.000608091 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00695274 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0449519 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0602486 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0517647 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00899597 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0213227 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0051115 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.368678 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.532175 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0682098 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0882113 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.320422 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.244206 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),1.59072 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.390205 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.578501 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.0434007 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.290532 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),1.58858 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.33186 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0567671 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.290431 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.201962 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.756109 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.176059 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.494553 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.182993 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.337992 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.562503 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.026752 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0467522 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.081166 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.0864395 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.3938 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.274534 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),1.67875 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.372089 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.40571 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.635757 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.00406429 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0159372 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.45969 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.12967 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.510703 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.347788 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),1.72215 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.214515 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.038332 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.259106 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.00971696 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0228815 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.00792383 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.709893 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.0262954 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.288606 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.0942055 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.400742 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0867859 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.339619 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0758788 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.255659 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),1.95177 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.331785 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.0567671 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.291054 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.163053 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.112583 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.520752 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.57532 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.0162049 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.36608 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.358242 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.176046 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.417093 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.229621 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.46814 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),1.76828 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.481274 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.441497 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.344312 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.228474 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.749126 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.0124349 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.570061 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0345529 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.547593 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.502987 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.290582 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.236261 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.449033 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),1.8066 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.434984 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.116245 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.405836 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.261888 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.22101 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.604884 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.736188 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.072121 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.212444 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.0942977 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.446567 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0940081 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.263457 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),1.56992 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.214515 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.038332 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.259106 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.00971696 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.0228815 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.313753 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.208486 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.815425 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.231514 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.129316 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0858186 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.60596 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0292001 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.180329 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.0160979 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),1.95177 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.462995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.235081 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.143108 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.14726 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.148648 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.211162 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.434138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.209298 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.0739899 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0122504 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0211297 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.271812 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.226199 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.245767 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.134852 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.0232467 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.372186 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.126573 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.0566665 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.205482 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.151682 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.483688 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.458475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.239676 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.0160959 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0333719 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0348122 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0775881 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.232923 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.304256 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.160915 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.430675 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.210082 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.0827295 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.209824 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.185927 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.569903 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.458398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),0.239678 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.0332946 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.034735 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.178054 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.242516 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.160153 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.429893 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.209306 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.0819672 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.208672 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.185165 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.434138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.209298 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),-0.0739899 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.0122504 # DEPENDENCYPART_GRANDPAR
(1,16),(16,5),-0.0211297 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),-0.113319 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.271094 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.24023 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.246974 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.189663 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),0.0122963 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.373394 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.0638946 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.111477 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.169555 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.483688 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.417041 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.366798 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.527266 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.752354 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.60827 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.366929 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.96575 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.555852 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.485991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0880311 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.15292 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.146802 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.115166 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.26805 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.33918 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.238245 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.317918 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.141864 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.297899 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.266614 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.226905 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),0.0416506 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.57937 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.565208 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.523409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.0849785 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.121593 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.118214 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),0.0211518 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.251606 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.420292 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.299465 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.379377 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.222976 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.338259 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.327834 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.648403 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.555852 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.485991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),-0.0880311 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.15292 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.146802 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.00982394 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.201466 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.287112 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.4274 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.349652 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.347127 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.230084 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.302336 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.378021 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.198229 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.57937 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.882181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,6),-0.573338 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.4755 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.510309 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.431898 # DEPENDENCYPART_GRANDPAR
