# _root_ Az ottani gyülekezet alig hetven emberből áll , mégis örök fájdalmuk volt az alsógödieknek , hogy nincs templomuk .
#goldHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
#predictedHeads=3,3,7,7,6,7,9,9,0,11,12,9,14,12,12,12,12,17,9,
(12,3),(12,4),-0.0198736 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0211968 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0687843 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0298507 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.122538 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.141384 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.000893623 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0708188 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.025814 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0287935 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0107541 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0188591 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.00895393 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.0287935 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0119856 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.0159753 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.106404 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0411035 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0102597 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0461593 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.046602 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.108439 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0461383 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0231254 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0800191 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0290496 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0218039 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0231254 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0172873 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0219591 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0147495 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0913986 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.192806 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.000919711 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0199245 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0584435 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0229517 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0166843 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0135492 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0196 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0229517 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0273688 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0334717 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.128204 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.145005 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.00451454 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0635533 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0267074 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0296869 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.00986073 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0179657 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0092544 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0296869 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.00871458 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0933655 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0368262 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00936413 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0569899 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0282248 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0351713 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0210947 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.00480364 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0171265 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0351713 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0461528 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.211829 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00320566 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0169712 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0229229 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0304676 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0203762 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0163756 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0107421 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0304676 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0140318 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0814648 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0395415 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00989939 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0101177 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0146622 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.0389001 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00749466 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0101177 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.112056 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0295038 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0108055 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0145906 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.065656 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0322201 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00242108 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0145906 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0138159 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0255165 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.028496 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0110516 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0191566 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.00806351 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.028496 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0122873 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0245535 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0298603 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.137527 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0723882 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0245535 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0135559 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0123802 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0631564 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0486659 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0934474 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00504017 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.851834 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.300502 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0048851 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0721213 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.224141 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0436183 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.161091 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0383257 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.00866751 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.00504017 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00307618 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.560599 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0329118 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0418824 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00411379 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.269111 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00283849 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00554635 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00337853 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0165824 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0127744 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00571552 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.417611 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.342981 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.076536 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0195487 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0195787 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0195487 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0948183 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.327313 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.04558 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0115518 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0195487 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.00501402 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.135533 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0195487 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.327313 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.116826 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.0154746 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.103079 # DEPENDENCYPART_SIBL
(16,3),(16,4),-0.00333295 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0200428 # DEPENDENCYPART_SIBL
(16,3),(16,7),0.0942528 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.388851 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0305448 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.0269502 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0200428 # DEPENDENCYPART_SIBL
(16,3),(16,12),0.0222774 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0182654 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0200428 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.388851 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0989312 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.133428 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.00880257 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.081581 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.301195 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.065331 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0377101 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.00880257 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0232124 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0187257 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.00880257 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.301195 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.156421 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00790203 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0281396 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0942528 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.389874 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0305448 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0269502 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0182204 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.0222774 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0182654 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0182204 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.389874 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0992277 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.132239 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.458849 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.0471119 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0171596 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.00784175 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0233667 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0100468 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.00784175 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.458849 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.10066 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.110689 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.106521 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.100021 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.023406 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.00229214 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0353152 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.00514415 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.00229214 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0255207 # DEPENDENCYPART_SIBL
(16,8),(16,17),0.266469 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0175236 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.213472 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0436893 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.00767991 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.0629747 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.00824584 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.00767991 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.200251 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0703743 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0567488 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.103693 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0194504 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.00501433 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.135533 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0194504 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.327313 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.116826 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0154723 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.103079 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0222774 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0182654 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0200428 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.389874 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0992277 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.13343 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0313688 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.00739682 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.502893 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0680541 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.0863315 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0385759 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0932748 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.364496 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.157716 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0279395 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.0703234 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.389874 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0992277 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0804009 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.13343 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.266469 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0175236 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.213472 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0485122 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0132552 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.00247674 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0386994 # DEPENDENCYPART_SIBL
(17,3),(17,6),-0.0557063 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.0414144 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.146894 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.133973 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0184598 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0577408 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.00129067 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0407182 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0577408 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.146894 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.0166591 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0535833 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0134459 # DEPENDENCYPART_SIBL
(17,5),(17,6),-0.00734613 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0227369 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.128425 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.166342 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0294348 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.00938066 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.000298037 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.02933 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.00938066 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.128425 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0854661 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.00687021 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.00582939 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0450354 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.15256 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.137594 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0148388 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0504752 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.00491159 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0370973 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0504752 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.15256 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.02028 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0544767 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0167169 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.202214 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0615339 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.00494299 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0264411 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0210446 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0195246 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0264411 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.202214 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0530427 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0231212 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0875277 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.251817 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.00951345 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.00779614 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0745408 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.103427 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.00779614 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.119773 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0465176 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.00614493 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0333555 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.0713747 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0365406 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.230392 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0756846 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0365406 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.296041 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0251212 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0213272 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.141682 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0247471 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0228855 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.1328 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0247471 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.121443 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0716771 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.000238002 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00780042 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.00308927 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0389196 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0559422 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.150738 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0184577 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0532858 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0131442 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0268619 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0256798 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.257712 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0266574 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0286524 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0494913 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0409339 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0897334 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0453305 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0119364 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0193061 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.150738 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0184577 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0532858 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0131442 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0465176 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00614493 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0333555 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00778584 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.043469 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0162341 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.155067 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.274599 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.00358868 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0920337 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0260075 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.150793 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.112976 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.272839 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0576365 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.34949 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.101946 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0367186 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.106806 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.000855746 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.213182 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0923601 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.158452 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0202729 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.641687 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.413639 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.150509 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.041682 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.105326 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.141026 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0238545 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.118177 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0872952 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.134506 # DEPENDENCYPART_SIBL
(0,4),(4,2),0.405362 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.472315 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.00861796 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.101506 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.633413 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.500987 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.274923 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.099219 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.381548 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0692625 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.259035 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.0676523 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.23242 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.0732962 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),1.56563 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.286606 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.465894 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.114601 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.688022 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.446173 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.264448 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.41006 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.15688 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.20422 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.290324 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.59331 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.189703 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.327863 # DEPENDENCYPART_GRANDPAR
