# _root_ Azért nem lettem katona sem , mert nem tudtam volna elfogadni , hogy csak egy irány van .
#goldHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,11,3,
#predictedHeads=3,3,0,3,3,3,3,9,1,9,9,9,9,17,16,17,9,3,
(11,1),(11,12),-0.0200073 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0471531 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.025193 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0263946 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0214664 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0232113 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0292269 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0241245 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0419593 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0016832 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.105898 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.00314956 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0708488 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0242705 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0350934 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00959942 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.033164 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0237509 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00252591 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.00207447 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.131627 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.00775645 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0312288 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.00761055 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0793449 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0260838 # DEPENDENCYPART_SIBL
(11,3),(11,8),-3.00631e-05 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0323372 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0480933 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.00227714 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0102151 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0119585 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0136613 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.00872941 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0245617 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0157563 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.0547628 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0970661 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0564471 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0337001 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.00784988 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0197191 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0223383 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.010678 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.00168152 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0288039 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.022387 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0302311 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.00347656 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0208452 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.0312824 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0147006 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0428259 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0528255 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0286709 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.01471 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.00965721 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0228772 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0265636 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0991401 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0343297 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0398436 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0222991 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0146953 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0124195 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00490476 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.00248497 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0238511 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00354485 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0180136 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0664818 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0213227 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0969181 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0651297 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.051765 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00298879 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0166212 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0285002 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0188885 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0494607 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0100611 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0361222 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0242705 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0350934 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00959942 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.033164 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0237509 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00252591 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00207447 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.131627 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.00775645 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0482508 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00221564 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0102916 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0120198 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0137232 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00885866 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0244448 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0138382 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0119173 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0183811 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0213076 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0214045 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0253387 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.00758945 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0158943 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.81544 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.127351 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0291674 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.07652 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.214474 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.0489202 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.037091 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0136934 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0142557 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0798897 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.124079 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0149918 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0434951 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.016278 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00934732 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0100393 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00245566 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0103642 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0206694 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00522141 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0511971 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0368176 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0053314 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0107583 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0930438 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.327514 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0222999 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0368176 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.00430451 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.010266 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0053314 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.327514 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.13222 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0945648 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0797404 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.461219 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.143987 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0210247 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.0112397 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0266206 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.38192 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0376326 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0194749 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0199791 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00475488 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0210247 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.38192 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0134981 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00952627 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.0210539 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.372706 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.0833736 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.00471867 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0340716 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.434738 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.010546 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0321472 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0134303 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0393208 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0124034 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.434738 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0131404 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0438825 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.12885 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.217488 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.042562 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0356561 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.389873 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0202483 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.003199 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.031485 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0157875 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0326414 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.389873 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.063876 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0345115 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0692012 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.220561 # DEPENDENCYPART_SIBL
(13,4),(13,18),0.131262 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.361234 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0327909 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0457757 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0520973 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0372964 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0531428 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.361234 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0143251 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0033156 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.000898615 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.339077 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0372864 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0181723 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0570361 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0627842 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.0287113 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0657353 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0255207 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.157715 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.103949 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.0126747 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.486228 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.213472 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0333373 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0849704 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0640109 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0859989 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.265019 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0475658 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0262095 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0512502 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.219656 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.0947378 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0199791 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00475488 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0210247 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.38192 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0134981 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00952627 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0210539 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.372706 # DEPENDENCYPART_SIBL
(13,8),(13,18),0.0833736 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0400943 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0131769 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.431018 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0121892 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0448349 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.129835 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.216449 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0379931 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0350091 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.366056 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00955043 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0655775 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.156224 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.178293 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0195489 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.434738 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0131404 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0438825 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.12885 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.217488 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.042562 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.157715 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.103949 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0126747 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.486228 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.213472 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.00713608 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0116613 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.045543 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00557716 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0174152 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0311407 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00392153 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0226103 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0123875 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.105079 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0159281 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.143009 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0320572 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.122071 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.171404 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.0908828 # DEPENDENCYPART_SIBL
(16,1),(16,12),0.319762 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.162858 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0408823 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0741062 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.187962 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0666376 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0748931 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.120335 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0681825 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.133064 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0558039 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0716173 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.102266 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0692358 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.100217 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.313879 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.101088 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.000367288 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0667495 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.105326 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0025842 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.119404 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0236553 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0823371 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0504791 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.000989646 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0382502 # DEPENDENCYPART_SIBL
(17,1),(17,4),0.00300711 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0635837 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.104215 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0273659 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.000989646 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.038376 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0479371 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.0382502 # DEPENDENCYPART_SIBL
(17,1),(17,12),0.104215 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0836222 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.0705054 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0273667 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.00666754 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.0109597 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0292262 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.00166775 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0041497 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.119077 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0108372 # DEPENDENCYPART_SIBL
(17,2),(17,8),-0.0700276 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0293722 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0401952 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0292262 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.119077 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0465475 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0374558 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0591234 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.00686464 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.00585985 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.0265108 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0313956 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0472071 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0507442 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.0206933 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0640461 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0798022 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0639203 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0472071 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0686838 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0121099 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.0518212 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0216217 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0296406 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0384249 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0704466 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0405401 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0209811 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0247612 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0366304 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0244656 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.0704466 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0375308 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.117498 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00438144 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0168479 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0299778 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.03255 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.0264348 # DEPENDENCYPART_SIBL
(17,5),(17,8),-0.0144399 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0522888 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0622884 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0521428 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.03255 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.013649 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.036165 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0475746 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0191155 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0472104 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0336345 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.044222 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.00596716 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0211476 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.00710436 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0467694 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.0382994 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0241218 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0434857 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.00779691 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00759937 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0891401 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.0355998 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0222351 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0357289 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.109035 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0715279 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0725646 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0468388 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0746933 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0430692 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0293722 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0401952 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0292262 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.119077 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0465475 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0374558 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0591234 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.00686464 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.00585985 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0799598 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0640778 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.0454797 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0689613 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0119174 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0519788 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0219418 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0315587 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0609908 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0313863 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0683146 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0102977 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0476697 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0113064 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0612913 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0472071 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0686838 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0121099 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0518212 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0216217 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0296406 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0382994 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0241218 # DEPENDENCYPART_SIBL
