# _root_ Be kell vallanom , csak pár nap alatt sikerült kiderítenem , hogy retrofit magyarul azt jelenti : korszerűsítés .
#goldHeads=2,0,2,2,9,7,8,9,3,9,9,9,16,16,16,10,16,15,2,
#predictedHeads=2,0,2,2,10,7,8,10,2,9,9,9,16,16,16,9,16,16,2,
(10,5),(10,14),-0.018373 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0520774 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0900592 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0246284 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0365271 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0254116 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00424715 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0669636 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0349334 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0134101 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0375699 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0093791 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0220129 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.00960784 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0289681 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0201534 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0093791 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00141063 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0408046 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0208233 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0126417 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00597643 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0148138 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0141406 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0493277 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0402623 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.00082031 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0148138 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.00228078 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0488779 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0835323 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0214593 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0113822 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0283099 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0395213 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0946507 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0353274 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0113822 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.014681 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0196285 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0304525 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.02303 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0305429 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0485043 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.026732 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0200553 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.02303 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00164818 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.81544 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.07652 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0567683 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0189304 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.159819 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0238466 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.07652 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0489202 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0142557 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0785098 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0319292 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0863912 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0308306 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0142557 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.124079 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0246519 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.00947213 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0354122 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0161282 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0191053 # DEPENDENCYPART_SIBL
(10,13),(10,19),-1.62179e-05 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0299193 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0434305 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0148566 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0241218 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0134063 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0929068 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.001929 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0431164 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0398374 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0129787 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0116313 # DEPENDENCYPART_SIBL
(10,16),(10,19),5.42023e-05 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0259369 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.425666 # DEPENDENCYPART_SIBL
(10,18),(10,19),-1.62179e-05 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0359687 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.490633 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.0228067 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0044367 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.00979739 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0457181 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0359687 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.490633 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.122115 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0622871 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0672819 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.131282 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.122115 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0322233 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.434738 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.00117686 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.00791954 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0208611 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00254263 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0124034 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.434738 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.124001 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0340796 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0977138 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.107491 # DEPENDENCYPART_SIBL
(12,3),(12,18),-0.124001 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.042562 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0451233 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0031497 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.034531 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0698009 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0657353 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0255207 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0175236 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0734761 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.273772 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0152889 # DEPENDENCYPART_SIBL
(12,4),(12,18),0.0175236 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.213472 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.103527 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.118196 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.083741 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0791764 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.379168 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0623252 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0983612 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.197823 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0357752 # DEPENDENCYPART_SIBL
(12,5),(12,18),0.0623252 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0911772 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0201827 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0361902 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0309891 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.385442 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0766477 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0452483 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0966117 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0125136 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0766477 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.127758 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0353733 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0310497 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.249856 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0152254 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0334302 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.066122 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0268391 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0152254 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0275535 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0151129 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.490011 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.117667 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0250438 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.118605 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.100694 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.117667 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0676979 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.434738 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.124001 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0340796 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0977138 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.107491 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.124001 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.042562 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0175236 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0734761 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.273772 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0152889 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0175236 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.213472 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0210065 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0439482 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0262208 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0240434 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.00247674 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0256123 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0483014 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.00701692 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.0323689 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.113151 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0627469 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.0352549 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0521448 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.406105 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.00247674 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.105326 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00576253 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00844461 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0186434 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0114091 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0516056 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.0334635 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0238195 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0165853 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0842398 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.079366 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0771927 # DEPENDENCYPART_SIBL
(14,2),(14,11),0.277662 # DEPENDENCYPART_SIBL
(14,2),(14,12),0.0757369 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0190178 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0259715 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0773489 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.133753 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.214819 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.214152 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.15956 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.159786 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0680654 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.218406 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.214698 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0457384 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0571513 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0568558 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.160432 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.117614 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.117618 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.22288 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.267487 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.045879 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.00260318 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.0141602 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.153573 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.151423 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.15096 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.280347 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.271806 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0752128 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0504374 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0199812 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.123533 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.123998 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.157621 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.170833 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.162523 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0241693 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0704282 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0776216 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.271996 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0749882 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0035189 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0262121 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.057329 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.256209 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0696767 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.000778602 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.029053 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0597656 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0995751 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0485465 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00401625 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0206321 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0340738 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00503739 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0152797 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0515742 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0200138 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00976931 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0483698 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0505441 # DEPENDENCYPART_SIBL
(15,2),(15,10),0.0483698 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.228062 # DEPENDENCYPART_SIBL
(15,2),(15,12),0.0876047 # DEPENDENCYPART_SIBL
(15,2),(15,13),0.0657504 # DEPENDENCYPART_SIBL
(15,2),(15,14),0.0976407 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0159476 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0132418 # DEPENDENCYPART_SIBL
(15,2),(15,18),0.0277854 # DEPENDENCYPART_SIBL
(15,2),(15,19),0.0154596 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.043782 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.0414963 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.201008 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0760761 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0779842 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.0996308 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.00914885 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00789166 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.0149285 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0426794 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0454203 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.216792 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.0813853 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0736827 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0990046 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00505422 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0118508 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0109069 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0456511 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.201008 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0760761 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0779842 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0996308 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00914885 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00789166 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0149285 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0426794 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.184506 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.15719 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.158196 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.03216 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00174452 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0483221 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0393365 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0217003 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.071985 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0294123 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0173086 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.00806038 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0594429 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.145724 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0215407 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.021821 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00422957 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0209649 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0123496 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0079727 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0138134 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0258199 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00332275 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0101983 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0345699 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0641156 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.377075 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0432512 # DEPENDENCYPART_SIBL
(16,2),(16,3),-0.0220026 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.15335 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0457043 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0217689 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.0617814 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0220868 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.026805 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0220026 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.15335 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.0295907 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0530059 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.00365206 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0386072 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0411982 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0611607 # DEPENDENCYPART_SIBL
(16,2),(16,19),0.0516256 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.084505 # DEPENDENCYPART_SIBL
(16,3),(16,5),0.0418976 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.028532 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0543992 # DEPENDENCYPART_SIBL
(16,3),(16,8),0.00155459 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0464432 # DEPENDENCYPART_SIBL
(16,3),(16,10),-0.0418634 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.084505 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0497452 # DEPENDENCYPART_SIBL
(16,3),(16,13),-0.0456237 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.010971 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0465069 # DEPENDENCYPART_SIBL
(16,3),(16,17),0.0166866 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.00100559 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0441059 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0435029 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0199518 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.0271181 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.039081 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.00566131 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0179645 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.0301898 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0488189 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0139969 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.00699066 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0402237 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0508909 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0145731 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0718878 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0143093 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0297353 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.0639394 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0343536 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.027552 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0393436 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0438749 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.0403967 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.0300717 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.00512214 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.00252825 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0414966 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.00327047 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.00906943 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0641859 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0397463 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0333734 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0711991 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.103586 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.00381481 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0291859 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0609453 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00731766 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.00813207 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0119792 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.00507411 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0562222 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0492269 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0599178 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.0139819 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0851781 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0388264 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0603453 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0282654 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0518655 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0307108 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0526942 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0456592 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0489454 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0102752 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0438344 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0379465 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0192846 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0283034 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0059235 # DEPENDENCYPART_SIBL
