# _root_ A legrövidebb távot , a 2000 métert a II. korcsoport tagjai , az 1986- 1988-as születésű lányok teszik meg .
#goldHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,16,16,17,18,0,18,18,
#predictedHeads=3,3,18,18,7,7,18,10,10,11,18,18,17,17,17,17,18,0,18,18,
(18,3),(18,15),0.0404272 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0384639 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0304077 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0922489 # DEPENDENCYPART_SIBL
(18,3),(18,20),0.0227785 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.111157 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0260547 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.00709484 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.111157 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0489416 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.00709484 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.000748239 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.0117351 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0783407 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0499906 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0179463 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0175876 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.00563212 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0585268 # DEPENDENCYPART_SIBL
(18,4),(18,20),0.0540768 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0353414 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0259449 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.126281 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0479748 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0259449 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0292959 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0255716 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.107835 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.0271764 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0213947 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0144503 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0271106 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0486492 # DEPENDENCYPART_SIBL
(18,5),(18,20),-0.0552691 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0171753 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0727681 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0407018 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0171753 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0205311 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0806932 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0236669 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.000629094 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.026449 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.026449 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0203388 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0866505 # DEPENDENCYPART_SIBL
(18,6),(18,20),0.00682604 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0219329 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0123572 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0271366 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0355179 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.174315 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0152796 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00287875 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0405044 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0385411 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0311209 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0922525 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0231326 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0479748 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0259449 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0292959 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.0255716 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.107835 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0271764 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0213947 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0144503 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0271106 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0486492 # DEPENDENCYPART_SIBL
(18,8),(18,20),-0.0552691 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0081449 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0115007 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0792287 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.029556 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.00630912 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0321536 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0321536 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0113085 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.078476 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.00721003 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0355179 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.174315 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0152796 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.00287875 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0405044 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0385411 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0311209 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0922525 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.0231326 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.161437 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0141772 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00391021 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0267743 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.024811 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0310346 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.127077 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0699136 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0783407 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0499906 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0179463 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0175876 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.00563212 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0585268 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0540768 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00351211 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0232703 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0259365 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0222711 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0623274 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0236049 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.000523941 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.000523941 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0544511 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0478118 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0490774 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0213969 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00111719 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0206404 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0111569 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.00172017 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0206404 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0111416 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0792828 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00526741 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.023727 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0123502 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0123502 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.00645974 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.06193 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.013583 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0139263 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0179136 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.144561 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0217639 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0370913 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0403644 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.212317 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0599361 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.057961 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0354315 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0643026 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.00629184 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0403644 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.212317 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0599361 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.057961 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0354315 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0643026 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.00629184 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.204784 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0526763 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0507013 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0358148 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0640872 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0135778 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.013583 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0139263 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0179136 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.144561 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0217639 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0836513 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0580126 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0918558 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0602699 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0586004 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0918454 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.06024 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.070228 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00294443 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0759652 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.0378345 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.361725 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.294854 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0151038 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.258237 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.18155 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.319142 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.229304 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.00902344 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.0531199 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.943432 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),2.03278 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.363465 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.329977 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0236011 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.108261 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.769041 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),1.85761 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0375957 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.361479 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.326836 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.080809 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.532426 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.297889 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.146816 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.18155 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.319142 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.229304 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.00926178 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0531197 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.94345 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),2.03278 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0372312 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.359666 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.325797 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.0807794 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.53279 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.298044 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.054174 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.568707 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.393323 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0225132 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.235012 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.132644 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.00726164 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.049489 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.943446 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),2.03278 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.441512 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.141218 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.243387 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.169889 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.435171 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.0932017 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.237026 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0756676 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.246865 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.0994029 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.29717 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.752013 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),1.83442 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.0547983 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.438069 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.305736 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.0738849 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.515223 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.317772 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.034114 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.55114 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.420396 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.0425732 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.119901 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.00833499 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.321159 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.238899 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.235664 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.352249 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.2855 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),0.0548084 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),2.21104 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.128985 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.0971599 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.0204727 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.164102 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.0634354 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.124008 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.240593 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.219638 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.824789 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),1.88583 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.586327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,18),-0.301518 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.655274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0902171 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.141935 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.070278 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.133835 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.20575 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.261305 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.163944 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.254687 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.303352 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.258591 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.271026 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.938891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.277536 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.54359 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.939043 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.543762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),0.0833873 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.341128 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.287805 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.386461 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.0496546 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.374472 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.441264 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.183065 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.11726 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.235944 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.359784 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.353381 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.207157 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.216627 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.313688 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.14593 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.54384 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.129031 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.858284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.528612 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.548199 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.374801 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.442718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,5),0.143914 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0929481 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.188573 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.118429 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.595489 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.11297 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.344861 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.373495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.167742 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0741878 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.222151 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0752483 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.200353 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0796928 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.148283 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.111433 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),0.0270727 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),0.0157981 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.488147 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-1.11297 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.344861 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.373495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.167742 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.0741878 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.222151 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.181958 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0777293 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.0439731 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0796928 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.0330676 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),0.0157981 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.488147 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-1.11297 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.344861 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.370934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.166281 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.0753132 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.223488 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.184519 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0766039 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0453096 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.322929 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.142735 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.033285 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.113519 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.0318168 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),0.0160098 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.48793 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.460477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.209702 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.201838 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.0949765 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0523219 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.233387 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.0490185 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.164124 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.0758201 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.0163227 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.00391381 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),0.0335853 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.434973 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-1.11297 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.344861 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.375306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),-0.174859 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),0.0717542 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.222113 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.180147 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.0801629 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),0.0439353 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),0.318557 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),0.035896 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.129282 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),0.0492883 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),0.00244164 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.00544595 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.0476237 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.487208 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-1.05025 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.270889 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.520257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),-0.29198 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.0473343 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.213505 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.0351979 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.104583 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.0309096 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.173608 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.101212 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.246403 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),0.0324693 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.0274606 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),0.0232806 # DEPENDENCYPART_GRANDPAR
