# _root_ Az események hátterét kutatva folyamatokat , trendeket szándékozik bemutatni , segítve a polgárosulási folyamatot és a város jövőképének közös formálását .
#goldHeads=2,3,4,8,9,9,9,0,8,8,8,14,14,11,11,17,18,20,20,11,8,
#predictedHeads=2,3,9,9,9,9,9,0,8,8,9,14,14,11,11,17,18,19,20,11,8,
(11,2),(11,5),0.0732881 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.25181 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0716345 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.25181 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.115995 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0998153 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0117589 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.110018 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0983381 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0983381 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0298236 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0743013 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.251811 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0726477 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.251811 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.115995 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.098212 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.013109 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.108415 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0967348 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0967348 # DEPENDENCYPART_SIBL
(11,3),(11,21),0.0265955 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.251811 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0745191 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.251811 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.115995 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.0982119 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0131089 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.108415 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0967347 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0967347 # DEPENDENCYPART_SIBL
(11,5),(11,21),0.0264205 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0283512 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0995979 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0687491 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0499608 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0206312 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0577651 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0499608 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0499608 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.0303641 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.252982 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.115752 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0982101 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0131073 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.108413 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0967329 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0967329 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0261369 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0687491 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0499608 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0206312 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0577651 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0499608 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0499608 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0303641 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0194834 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00873331 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.019086 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0194834 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0194834 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00971017 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.027086 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00470517 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.00543351 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.00543351 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0191066 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0128725 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0106891 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0106891 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0360331 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0142731 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0142731 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.037899 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00543351 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0195126 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0195126 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0310209 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0762064 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0700558 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0702758 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0646211 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0892589 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.410755 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.011046 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0119359 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.00956839 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.00956839 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0342826 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.320832 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0440048 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.350926 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0608703 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00338913 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.00253672 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.00253672 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.313878 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0440048 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.350926 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0644003 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00687916 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.00602675 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.00602675 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.068174 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.405542 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0253304 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0115419 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.00844461 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00844461 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.410755 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.011046 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0119359 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00956839 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00956839 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.155843 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00332148 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00331961 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00331961 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00439215 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00411379 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00411379 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0011417 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0011417 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.00471394 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0426249 # DEPENDENCYPART_SIBL
(15,3),(15,5),0.00740245 # DEPENDENCYPART_SIBL
(15,3),(15,6),0.375892 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.00574791 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0546909 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0513974 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.375892 # DEPENDENCYPART_SIBL
(15,3),(15,11),0.0426249 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0157665 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.00190322 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.00500183 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.0477941 # DEPENDENCYPART_SIBL
(15,3),(15,17),0.22926 # DEPENDENCYPART_SIBL
(15,3),(15,18),0.233831 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.0272868 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.233831 # DEPENDENCYPART_SIBL
(15,3),(15,21),-0.00815188 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0263335 # DEPENDENCYPART_SIBL
(15,4),(15,6),0.170333 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.026266 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.00917054 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.00879034 # DEPENDENCYPART_SIBL
(15,4),(15,10),0.170333 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0380036 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.0760149 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0210942 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.0262612 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0318512 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0141328 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0135087 # DEPENDENCYPART_SIBL
(15,4),(15,19),0.0227916 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0135087 # DEPENDENCYPART_SIBL
(15,4),(15,21),-0.0238525 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.375892 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.00761938 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0546909 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0513974 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.375892 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0443364 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0157665 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.00243779 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.0068733 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0477941 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.22926 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.233831 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0272868 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.233831 # DEPENDENCYPART_SIBL
(15,5),(15,21),-0.00832664 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0324088 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.118622 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.111924 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0345787 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0243869 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.00113436 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0254623 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0324195 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0876369 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0163996 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0218518 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0668563 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.0218518 # DEPENDENCYPART_SIBL
(15,6),(15,21),0.198796 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0546742 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0513807 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.377063 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.0459317 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0157665 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.00336438 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.00751894 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0477941 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.22926 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.233831 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.0270457 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.233831 # DEPENDENCYPART_SIBL
(15,7),(15,21),-0.00860888 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.00966651 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.444598 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0416913 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0165251 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0133817 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0208091 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.0625417 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0122478 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.00905516 # DEPENDENCYPART_SIBL
(15,8),(15,19),0.0443414 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.00905516 # DEPENDENCYPART_SIBL
(15,8),(15,21),0.190544 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.437807 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0416367 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0164705 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0168571 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0242739 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0626271 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0156561 # DEPENDENCYPART_SIBL
(15,9),(15,18),-0.0124634 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.0444249 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0124634 # DEPENDENCYPART_SIBL
(15,9),(15,21),0.183631 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0243869 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.00113436 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0254623 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0324195 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0876369 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0163996 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0218518 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0668563 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0218518 # DEPENDENCYPART_SIBL
(15,10),(15,21),0.198796 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0760149 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0210942 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.0262612 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0318512 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0141328 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0135087 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0227916 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0135087 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0238525 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0202901 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0116838 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.12504 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.00982621 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0114531 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.00852936 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0114531 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.0952526 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0142338 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0281179 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.00704594 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.00894992 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0852036 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.00894992 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0296997 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0477941 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.227429 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.232 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0272868 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.232 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00988662 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0307458 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0307177 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0443832 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0307177 # DEPENDENCYPART_SIBL
(15,16),(15,21),-0.0413139 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0487627 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.00862057 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0487627 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.0597234 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00991714 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0462163 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0584892 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0125325 # DEPENDENCYPART_SIBL
(15,19),(15,21),0.0591742 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.0584892 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.200159 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0270678 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.154168 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.645135 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0117207 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00230911 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.584479 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.655438 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0140676 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.788535 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.321192 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00248865 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.386761 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0115626 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0117207 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0440048 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.353507 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0644003 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0504274 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.287852 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.353507 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0507427 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.00602675 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.121936 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.413335 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.011046 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0291624 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.190205 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.413335 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0294127 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.00956839 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.123042 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.155843 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0129962 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.138025 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.662013 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.010734 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.00331961 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0285178 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00307406 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.577907 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.662675 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.00260321 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.00411379 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.00425058 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.794005 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.317123 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0199203 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00154722 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0399473 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.38659 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.10967 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.00798823 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0197197 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.010734 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.00331961 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0285178 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00152349 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0491189 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0485651 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0742403 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.28007 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0742393 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.154021 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.15058 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.28007 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0386013 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0271319 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.0734932 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.434928 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0386013 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0692548 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0742403 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.28007 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.0752508 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.154022 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.15058 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.28007 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0386013 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0255076 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0745047 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.434928 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0386013 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.0702664 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.0752519 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0482915 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.197808 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.190935 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0579264 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.131383 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0242468 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0483022 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.162649 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.131383 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0433767 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0483022 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.154005 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.150563 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.281241 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0386013 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0269688 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0770219 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.432885 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0386013 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0727835 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.077769 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0733822 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.262442 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.076305 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00695034 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.00405482 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.159612 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.076305 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0013109 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.00405482 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.255488 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0763049 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0104803 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.000535478 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.159612 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0763049 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.00220844 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.000535478 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.131383 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0242468 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0483022 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.162649 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.131383 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0433767 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0483022 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0508945 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0677007 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.102299 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.229763 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0622237 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0677007 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0133345 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.367911 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.229482 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0113823 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0133345 # DEPENDENCYPART_SIBL
