# _root_ Nagyon kedves neki az a rózsafüzér is , amelyikkel Angelo_Acerbi pápai nuncius ajándékozta meg , amikor meglátta a gyöngyösi Mária-szobor melletti olvasókat .
#goldHeads=2,7,7,6,6,7,0,7,13,12,12,13,7,13,13,17,13,20,20,21,22,17,7,
#predictedHeads=2,3,13,6,6,13,13,13,13,12,12,13,0,13,13,17,13,20,20,21,22,17,13,
(13,2),(13,5),-0.201493 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0169803 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0961917 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.0486699 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0774707 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0167006 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0219604 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0167006 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0302858 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0184117 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0191572 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.000882616 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.00583435 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0294456 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0046579 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0294456 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0046579 # DEPENDENCYPART_SIBL
(13,2),(13,23),0.0025735 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.00342371 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0964232 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.00935391 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.165245 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.0453703 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0551289 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.00935391 # DEPENDENCYPART_SIBL
(13,3),(13,11),2.70645e-05 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.00935391 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0555216 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.00153591 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0354465 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0258819 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0760094 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.00483404 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00781781 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.00483394 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.00781781 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0176601 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0502318 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0595232 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.133954 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0586495 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.236922 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0594845 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00726376 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0594845 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0373837 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0155357 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0411801 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.080739 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.00900898 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0190426 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0483759 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.0190426 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0483759 # DEPENDENCYPART_SIBL
(13,4),(13,23),0.0623994 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.013477 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0806165 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0102192 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.105992 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0158226 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0164009 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0158226 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0593516 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0323289 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0170511 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0134258 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0223062 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.00253979 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0375569 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0025406 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0375569 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0665836 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0890718 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0924455 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0819571 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0235262 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0105354 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0235262 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.125304 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.040182 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00806219 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.00487989 # DEPENDENCYPART_SIBL
(13,6),(13,18),0.00069338 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0152735 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.000934514 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.0152735 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.000934514 # DEPENDENCYPART_SIBL
(13,6),(13,23),0.041433 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0348034 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.119916 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0625721 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0313207 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0625721 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0357505 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0273443 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0448658 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.00246457 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0335502 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0353739 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0566153 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0353739 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0566153 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0262142 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0569953 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00857 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.00899597 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.00857 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0524681 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.000478225 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0129275 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00508159 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0116264 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0172899 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0310593 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0172899 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0310593 # DEPENDENCYPART_SIBL
(13,8),(13,23),0.0181508 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.012357 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.00638717 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.012357 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0303179 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0422925 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0323062 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0801362 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0335753 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.043343 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0504452 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.043343 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0504452 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0314386 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.000608091 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0326398 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.106128 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.00556329 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0272378 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0134655 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0184923 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00391374 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0271866 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0039138 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0271866 # DEPENDENCYPART_SIBL
(13,10),(13,23),0.00606946 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0166533 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0302922 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0189334 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0191508 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.00087532 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.00583005 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0294336 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.00375478 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0294336 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.00375478 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.00193965 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.106128 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00556329 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0272378 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0134655 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0184923 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00391374 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0271866 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0039138 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0271866 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.00606946 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0108697 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.00411266 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00568857 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0556937 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.059669 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0955092 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0596688 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0974247 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0413285 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0867982 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.203205 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.132855 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0691415 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0688131 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0691394 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0608266 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0685345 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0322373 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0418682 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0527221 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.00693265 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.0527219 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.00884818 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.00240724 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0273033 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00674958 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0137336 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.00674944 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0118181 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.0222764 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00981097 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00178289 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.00981109 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.00369842 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0240084 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0328709 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0345319 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0309553 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.00642949 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0206653 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0233273 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.012554 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.0309571 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.00643079 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.017927 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.163829 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.152566 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0883361 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.200847 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00849433 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.00356968 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0666607 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0666607 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.069066 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0148278 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0123502 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.145333 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0564509 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00378402 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.038525 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.038525 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0217639 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0593215 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0918659 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0522676 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0305541 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.148411 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.148411 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0602706 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0645924 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0510969 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0269929 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.117801 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.117801 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.00629184 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0130486 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.037267 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0843652 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0843652 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0777362 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.256866 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0474605 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0425095 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.108646 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0242013 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0242013 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.0731831 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0318314 # DEPENDENCYPART_SIBL
(14,20),(14,23),0.0647107 # DEPENDENCYPART_SIBL
(14,22),(14,23),0.0748708 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.249607 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.0867975 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0867975 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.0171173 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0374231 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0374231 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0214191 # DEPENDENCYPART_SIBL
(16,20),(16,22),0.00352837 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.00408424 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0142444 # DEPENDENCYPART_SIBL
(17,1),(17,2),-0.106714 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.0794329 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.0693039 # DEPENDENCYPART_SIBL
(17,1),(17,6),-0.117621 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.0898607 # DEPENDENCYPART_SIBL
(17,1),(17,8),-0.0398837 # DEPENDENCYPART_SIBL
(17,1),(17,9),-0.121009 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.117621 # DEPENDENCYPART_SIBL
(17,1),(17,11),-0.106714 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.117621 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0827526 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.133021 # DEPENDENCYPART_SIBL
(17,1),(17,15),-0.0398837 # DEPENDENCYPART_SIBL
(17,1),(17,16),-0.226812 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.161372 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0806717 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.129414 # DEPENDENCYPART_SIBL
(17,1),(17,21),-0.0806718 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.129414 # DEPENDENCYPART_SIBL
(17,1),(17,23),-0.156258 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.000126847 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0512475 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0153389 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.0961917 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0486699 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0758062 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0150592 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0219604 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.0150592 # DEPENDENCYPART_SIBL
(17,2),(17,13),-0.0030045 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0227806 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0486699 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.106413 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.00583435 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0294456 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.00838783 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.0294456 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.00838783 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.00574535 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.00175928 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0109953 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.165245 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0453703 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0534645 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0109953 # DEPENDENCYPART_SIBL
(17,3),(17,11),2.70645e-05 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0109953 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0180861 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0548634 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0453703 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.148655 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0760094 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.00483404 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.00522792 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.00483394 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.00522792 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.0208319 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.0529346 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.13726 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0619553 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.230287 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0528959 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.0105696 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0528959 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0163346 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0287617 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0619553 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.125937 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.00460323 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0146369 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0235705 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0146369 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0235705 # DEPENDENCYPART_SIBL
(17,4),(17,23),0.0732146 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0890718 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0924455 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0802927 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.0218848 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0105354 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0218848 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00300283 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.00343046 # DEPENDENCYPART_SIBL
(17,6),(17,15),0.0924455 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.111253 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00152942 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0130507 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0174493 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0130507 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.0174493 # DEPENDENCYPART_SIBL
(17,6),(17,23),0.0423163 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0348034 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.118251 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0609307 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0313207 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0609307 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0501155 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0471582 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.0348034 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.163182 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0335502 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0353739 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0435696 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0353739 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.0435696 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.029386 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0553309 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.00692861 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.00899597 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.00692861 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0158325 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0186831 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.00513268 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.20212 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0116264 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0172899 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0180136 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.0172899 # DEPENDENCYPART_SIBL
(17,8),(17,22),-0.0180136 # DEPENDENCYPART_SIBL
(17,8),(17,23),0.0213227 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.00576844 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.00969299 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.00576844 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0141222 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.00601187 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0715345 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0933637 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0291695 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0389373 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0256398 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0389373 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.0256398 # DEPENDENCYPART_SIBL
(17,9),(17,23),-0.0206234 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.000608091 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0309984 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.00898357 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00254913 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0956371 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.117232 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0207151 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00613654 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0106718 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0061366 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0106718 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.00695274 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0150119 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0030045 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0227198 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.048812 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.106352 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.00583005 # DEPENDENCYPART_SIBL
