# _root_ A szaktudás mellett a jövőben fontos lesz az önvédelmi oktatás is , mert a szórólapterjesztőket egyre kevésbé szeretik Budapesten , a kutyák például kimondottan eszik a szerencsétleneket .
#goldHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,7,18,7,22,25,25,25,7,27,25,7,
#predictedHeads=2,3,7,5,7,7,0,10,10,7,7,7,7,15,18,17,18,13,18,18,22,25,25,25,18,27,25,7,
(0,25),(25,20),-0.089267 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.821647 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.403847 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),0.0346351 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.292903 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.549691 # DEPENDENCYPART_GRANDPAR
(0,25),(25,27),0.00141841 # DEPENDENCYPART_GRANDPAR
(0,25),(25,28),2.27822 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.11243 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.537929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.104698 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.169086 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.118914 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.249719 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.406848 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.235705 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.151541 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.405272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.0291709 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.298142 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.18291 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.0926937 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.300449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.155697 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.101716 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.0177937 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0728976 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0585417 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),0.112073 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),0.0251685 # DEPENDENCYPART_GRANDPAR
(3,6),(6,28),-0.283145 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.200659 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.117363 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.342161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.0521593 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0168434 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.193663 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.107364 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0512802 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.056611 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.0962125 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.102668 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.00365756 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.0190764 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.0479124 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0109275 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.0101904 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),0.110574 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.0520716 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.18092 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.0513425 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.0285254 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),0.0937846 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),0.0236698 # DEPENDENCYPART_GRANDPAR
(3,7),(7,27),-0.0127402 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),-0.265302 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.300449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,5),0.10176 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.110798 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.235705 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.405272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.0291941 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.0213689 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.14543 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.023802 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.23752 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0241738 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0393282 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.231496 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.0241738 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.0202495 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.0308025 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.092939 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.0250515 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.146246 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.0137766 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.113996 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.349052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),0.00558574 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.183958 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.0325907 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.194749 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.00979208 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.00220165 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.131807 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.145991 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.0281727 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.12778 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.108736 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.0928163 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0749928 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.0612708 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.185735 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),0.0223018 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.0605417 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.0492117 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),0.0699966 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),0.0280559 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),0.0217656 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.0219394 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-0.251821 # DEPENDENCYPART_GRANDPAR
(3,25),(25,2),-0.113996 # DEPENDENCYPART_GRANDPAR
(3,25),(25,3),-0.349052 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,25),(25,5),0.00558574 # DEPENDENCYPART_GRANDPAR
(3,25),(25,6),0.183958 # DEPENDENCYPART_GRANDPAR
(3,25),(25,7),0.0325907 # DEPENDENCYPART_GRANDPAR
(3,25),(25,8),-0.194749 # DEPENDENCYPART_GRANDPAR
(3,25),(25,9),0.00979208 # DEPENDENCYPART_GRANDPAR
(3,25),(25,10),-0.00220165 # DEPENDENCYPART_GRANDPAR
(3,25),(25,11),0.131807 # DEPENDENCYPART_GRANDPAR
(3,25),(25,12),-0.145991 # DEPENDENCYPART_GRANDPAR
(3,25),(25,13),-0.0281727 # DEPENDENCYPART_GRANDPAR
(3,25),(25,15),-0.108736 # DEPENDENCYPART_GRANDPAR
(3,25),(25,16),-0.0928163 # DEPENDENCYPART_GRANDPAR
(3,25),(25,17),-0.0749928 # DEPENDENCYPART_GRANDPAR
(3,25),(25,18),0.0761974 # DEPENDENCYPART_GRANDPAR
(3,25),(25,19),-0.112831 # DEPENDENCYPART_GRANDPAR
(3,25),(25,20),-0.224244 # DEPENDENCYPART_GRANDPAR
(3,25),(25,21),-0.12547 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),-0.112166 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.0773848 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),0.0522965 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),0.0217656 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-0.0219394 # DEPENDENCYPART_GRANDPAR
(3,25),(25,28),-0.251821 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.517473 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.639337 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.476701 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.599387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.00619637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.349687 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.251419 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.244356 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.345203 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.431592 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-0.367095 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.68034 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.16592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.863999 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.714461 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.04655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.293192 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.690892 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.605889 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.442054 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.329575 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.563709 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.45097 # DEPENDENCYPART_GRANDPAR
(5,3),(3,25),-0.464072 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-0.97522 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.350754 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.20174 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.15299 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.792859 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.937377 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.655668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,10),0.0244451 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),0.00954031 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.0453428 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.10597 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.119072 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-0.583421 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.469296 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.193984 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.535561 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.166452 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.236148 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.887678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.587587 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.537096 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.658316 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.554135 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.580094 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.554149 # DEPENDENCYPART_GRANDPAR
(6,3),(3,25),-0.489558 # DEPENDENCYPART_GRANDPAR
(6,3),(3,28),-1.09512 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.904526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.449481 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.167648 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.365777 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.251849 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.93768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,1),-0.926766 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.740412 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.729135 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.72482 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.485651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.236831 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.0656828 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.135638 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.153704 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.730203 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.679916 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.49392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.240114 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0248936 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.139712 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.240326 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.377027 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.242019 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.246026 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.339623 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.385313 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.344169 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.790978 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.337968 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.45759 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.279577 # DEPENDENCYPART_GRANDPAR
(6,11),(11,28),-0.770823 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.698807 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.701778 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.685566 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.511137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.284052 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.100578 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.165682 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.309716 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.117465 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.365172 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.246466 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.50558 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.230989 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.303126 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.310655 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.678965 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.219723 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.555575 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.425513 # DEPENDENCYPART_GRANDPAR
(6,18),(18,23),-0.324964 # DEPENDENCYPART_GRANDPAR
(6,18),(18,24),-0.402565 # DEPENDENCYPART_GRANDPAR
(6,18),(18,25),-0.127739 # DEPENDENCYPART_GRANDPAR
(6,18),(18,26),-0.656494 # DEPENDENCYPART_GRANDPAR
(6,18),(18,27),-0.345456 # DEPENDENCYPART_GRANDPAR
(6,18),(18,28),-0.724716 # DEPENDENCYPART_GRANDPAR
(6,25),(25,2),-0.698807 # DEPENDENCYPART_GRANDPAR
(6,25),(25,3),-0.701778 # DEPENDENCYPART_GRANDPAR
(6,25),(25,5),-0.685566 # DEPENDENCYPART_GRANDPAR
(6,25),(25,6),-0.511137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,25),(25,7),-0.284052 # DEPENDENCYPART_GRANDPAR
(6,25),(25,8),-0.100578 # DEPENDENCYPART_GRANDPAR
(6,25),(25,9),-0.165682 # DEPENDENCYPART_GRANDPAR
(6,25),(25,10),-0.309716 # DEPENDENCYPART_GRANDPAR
(6,25),(25,11),-0.117465 # DEPENDENCYPART_GRANDPAR
(6,25),(25,12),-0.365172 # DEPENDENCYPART_GRANDPAR
(6,25),(25,13),-0.246466 # DEPENDENCYPART_GRANDPAR
(6,25),(25,15),-0.230989 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.303126 # DEPENDENCYPART_GRANDPAR
(6,25),(25,17),-0.310655 # DEPENDENCYPART_GRANDPAR
(6,25),(25,18),-0.247433 # DEPENDENCYPART_GRANDPAR
(6,25),(25,19),-0.779318 # DEPENDENCYPART_GRANDPAR
(6,25),(25,20),-0.326113 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),-0.658374 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),-0.526725 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.363623 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.376107 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.656494 # DEPENDENCYPART_GRANDPAR
(6,25),(25,27),-0.345456 # DEPENDENCYPART_GRANDPAR
(6,25),(25,28),-0.724716 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.208889 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.167474 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.200641 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.220602 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.142736 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.0247202 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.28187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.339016 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.135581 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.474118 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.220645 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.592072 # DEPENDENCYPART_GRANDPAR
(7,3),(3,25),-0.855954 # DEPENDENCYPART_GRANDPAR
(7,3),(3,28),-1.44846 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.238192 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.251382 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.200327 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.0749019 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.213619 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.152485 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.352082 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.0068935 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.00507314 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.314318 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0119147 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.165638 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.629329 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.488555 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.617512 # DEPENDENCYPART_GRANDPAR
(7,6),(6,25),-0.881394 # DEPENDENCYPART_GRANDPAR
(7,6),(6,28),-1.46115 # DEPENDENCYPART_GRANDPAR
(7,8),(8,9),0.113663 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.204836 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.306607 # DEPENDENCYPART_GRANDPAR
(7,9),(9,8),0.0815387 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.430673 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.298141 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.468436 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.475403 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.459815 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.908968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.10517 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.105897 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.402239 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.284177 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.416137 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.408863 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-1.18473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0947764 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.212516 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.0762535 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.450862 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.274949 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.122145 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),-0.597082 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.477089 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.7101 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.528209 # DEPENDENCYPART_GRANDPAR
(7,11),(11,20),-0.526199 # DEPENDENCYPART_GRANDPAR
(7,11),(11,23),-0.558423 # DEPENDENCYPART_GRANDPAR
(7,11),(11,25),-0.973982 # DEPENDENCYPART_GRANDPAR
(7,11),(11,28),-1.32135 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),-0.396888 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.28453 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.414012 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),-0.410656 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-1.12486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,9),-0.251237 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.0306133 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.469264 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.512582 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.0589828 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.513364 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.393492 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.668874 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.464881 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.486984 # DEPENDENCYPART_GRANDPAR
(7,13),(13,22),-0.303767 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.476833 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.64835 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.932756 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.402959 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-1.28817 # DEPENDENCYPART_GRANDPAR
(7,15),(15,8),0.12023 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.108909 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.318226 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),-0.211633 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),-0.102826 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.0212361 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.082578 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.263437 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.936887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,10),0.178761 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.221977 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.201284 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0514712 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),0.0896953 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.187726 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.268409 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.242952 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.267538 # DEPENDENCYPART_GRANDPAR
(7,16),(16,22),-0.0763707 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.277987 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.532291 # DEPENDENCYPART_GRANDPAR
(7,16),(16,27),-0.175563 # DEPENDENCYPART_GRANDPAR
(7,16),(16,28),-1.14466 # DEPENDENCYPART_GRANDPAR
(7,17),(17,7),-0.935969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,17),(17,10),0.182772 # DEPENDENCYPART_GRANDPAR
(7,17),(17,11),-0.22084 # DEPENDENCYPART_GRANDPAR
(7,17),(17,12),-0.20291 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.0503298 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),0.093706 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.352567 # DEPENDENCYPART_GRANDPAR
(7,17),(17,19),-0.202137 # DEPENDENCYPART_GRANDPAR
(7,17),(17,20),-0.235999 # DEPENDENCYPART_GRANDPAR
(7,17),(17,22),-0.0355561 # DEPENDENCYPART_GRANDPAR
