# _root_ Érdekes helyzet volt : a vezetőség nem nagyon éreztette , hogy szükség van rám , és én se nagyon forszíroztam a dolgot .
#goldHeads=2,3,0,3,6,9,9,9,16,9,9,13,9,13,16,3,20,20,20,16,22,20,3,
#predictedHeads=2,3,16,3,6,9,9,9,16,9,9,13,9,13,16,0,20,20,20,16,22,20,16,
(11,19),(11,23),-0.0095534 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.0329812 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0684351 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0714603 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.101263 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0117476 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0567927 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.114762 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0159241 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.104373 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.00889392 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0120422 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.0268583 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0149365 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.00876271 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.198207 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0121863 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0173383 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0788274 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0102502 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0718472 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0831363 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0152491 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0235 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0436795 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.000735684 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0698299 # DEPENDENCYPART_SIBL
(13,1),(13,18),0.0141995 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0100802 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.024134 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0155069 # DEPENDENCYPART_SIBL
(13,1),(13,22),0.0354901 # DEPENDENCYPART_SIBL
(13,1),(13,23),0.0120317 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0332209 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0106125 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0763578 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.004763 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0137147 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.106756 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0278027 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0640306 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0315373 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.0129687 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.020228 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0446875 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0152945 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.00175864 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0244875 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0672803 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.015611 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0255085 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0151001 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0391285 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0492987 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.077211 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0189712 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0068429 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0844188 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0390227 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.128633 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0413251 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0191419 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0201213 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0298887 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0180048 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0165215 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0351286 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0536185 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0465119 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0473111 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.00600411 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.00930315 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0934185 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0539798 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0603388 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.135961 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0346266 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00441041 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0360417 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0582657 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0114416 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0509978 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0154551 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.00557304 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0497879 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0713012 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0116302 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.030071 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.110512 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0449554 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.071726 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0374148 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0874796 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0338813 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0488671 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0619634 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.075176 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0254222 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0285372 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00793999 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0261751 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.013335 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.00768497 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00559502 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0429477 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.00442386 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0570152 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0140205 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.105888 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0282443 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.066667 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0314064 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0105782 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00766154 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0330167 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00345167 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0108688 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.011921 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0547139 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0109208 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0164835 # DEPENDENCYPART_SIBL
(13,6),(13,22),0.000194592 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0196233 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.134224 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0292262 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.119077 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0465475 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.00945506 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0295689 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0322139 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0139641 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0646342 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.036378 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.01411 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0654296 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0671101 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.014341 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.00585985 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0895595 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0249329 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0343186 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0760586 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.102575 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.170242 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0921863 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0414283 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.101254 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.142146 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.131161 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.158731 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.118023 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.141703 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0472071 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0686838 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0227954 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0311945 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0439319 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.030992 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0206091 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0462018 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0646916 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0384838 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0545397 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0323757 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0296406 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0382994 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.00262221 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0307519 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0185184 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0039698 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0270303 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0338557 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0508345 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0100777 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.00453258 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.00265226 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00759937 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0920072 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00190204 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0743561 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0299778 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0145387 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0329629 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0507891 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.068662 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0493922 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.024958 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.00501351 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00632362 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0225698 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00231581 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0143435 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0105831 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.053376 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0121459 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0136081 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.00493933 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0178247 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0704069 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.02347 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0302477 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.00449869 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0411962 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0134964 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.0581219 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.016745 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0240873 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.144589 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0221045 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.106155 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0453388 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.253045 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.145547 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0834797 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0515949 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0730226 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0371928 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00109049 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.03455 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.067248 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.102494 # DEPENDENCYPART_SIBL
(13,16),(13,23),-0.015744 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0408201 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.00115936 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0250004 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0838321 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0119537 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0210236 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00617728 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0411693 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0877698 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0637651 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.0286501 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00312201 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0498436 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.00565537 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0398504 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.040884 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.00446873 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0132205 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.00312611 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0416695 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.00454141 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.129054 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.487121 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0742119 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.112466 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.125262 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.00683543 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0174128 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0281552 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.102534 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.452166 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0732235 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.119694 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.120544 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0222776 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0199334 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.0461673 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0915213 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0645954 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.021611 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.196095 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0632499 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0188273 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.00800768 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.049512 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0481158 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.252391 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0488917 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.010518 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0257135 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0602716 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0888951 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.010018 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0337747 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0107876 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.0976201 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.00327637 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0247733 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0337161 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0733009 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.154612 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.232284 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.00608836 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0203193 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0431945 # DEPENDENCYPART_SIBL
(14,20),(14,22),0.0194265 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.000183164 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.0192404 # DEPENDENCYPART_SIBL
(16,1),(16,4),0.0371271 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0136219 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0342172 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0201573 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.0659066 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.301722 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.232524 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0170989 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0520094 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.0130094 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.301722 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.00590501 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.00209081 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.0206535 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.02068 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.0439997 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.0200187 # DEPENDENCYPART_SIBL
(16,2),(16,4),0.0964949 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.016268 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.0488045 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.0295352 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0586124 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.384471 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.223822 # DEPENDENCYPART_SIBL
(16,2),(16,12),0.0152095 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0363155 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0498973 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.384471 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.0071688 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.00574725 # DEPENDENCYPART_SIBL
(16,2),(16,20),0.0119779 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.231029 # DEPENDENCYPART_SIBL
(16,2),(16,23),-0.00806549 # DEPENDENCYPART_SIBL
(16,3),(16,4),0.156031 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.0068378 # DEPENDENCYPART_SIBL
(16,3),(16,7),-0.0331266 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.0300659 # DEPENDENCYPART_SIBL
(16,3),(16,9),0.0407651 # DEPENDENCYPART_SIBL
(16,3),(16,10),0.512295 # DEPENDENCYPART_SIBL
(16,3),(16,11),0.153028 # DEPENDENCYPART_SIBL
(16,3),(16,12),-0.0121207 # DEPENDENCYPART_SIBL
(16,3),(16,13),0.0179207 # DEPENDENCYPART_SIBL
(16,3),(16,14),-0.0288841 # DEPENDENCYPART_SIBL
(16,3),(16,15),0.512295 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0839402 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.0830444 # DEPENDENCYPART_SIBL
(16,3),(16,20),0.214375 # DEPENDENCYPART_SIBL
(16,3),(16,22),0.037095 # DEPENDENCYPART_SIBL
(16,3),(16,23),0.19267 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0100816 # DEPENDENCYPART_SIBL
(16,4),(16,7),-0.044824 # DEPENDENCYPART_SIBL
(16,4),(16,8),-0.0320991 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.17926 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0977507 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.218961 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.0024208 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.17046 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.0273471 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.0977507 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00758082 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.00448594 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.150897 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.0628947 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.100182 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.0396547 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.0221202 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0513892 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.375882 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.218109 # DEPENDENCYPART_SIBL
(16,6),(16,12),0.00224692 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0290923 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0424822 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.375882 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.00595604 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.00696 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.000182942 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.234356 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.00816863 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0833383 # DEPENDENCYPART_SIBL
(16,7),(16,9),-0.0251589 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.236199 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.172327 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.064307 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0431905 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0637703 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.236199 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.0299917 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0479238 # DEPENDENCYPART_SIBL
(16,7),(16,20),0.0579575 # DEPENDENCYPART_SIBL
(16,7),(16,22),0.0200123 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0252154 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.0130349 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.150665 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.185802 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.070879 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.0309693 # DEPENDENCYPART_SIBL
(16,8),(16,14),-0.0524379 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.150665 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0482493 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.061502 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.0354183 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0184719 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0761537 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.437808 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.130898 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0295566 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0128099 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0427813 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.437808 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0623742 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0614785 # DEPENDENCYPART_SIBL
(16,9),(16,20),0.213428 # DEPENDENCYPART_SIBL
(16,9),(16,22),-0.012971 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.183631 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.237221 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0216163 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.107789 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0259046 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0345787 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0290413 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0273784 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.195911 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0214034 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.198796 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.149635 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.00996888 # DEPENDENCYPART_SIBL
