# _root_ Addig is egy sebtében összehívott " kinevezési bizottság " kapta feladatul , hogy november 30-áig három jelölt nevét tegye le a végső döntést meghozó kuratórium asztalára , ki legyen az új művészeti vezető .
#goldHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,19,29,19,33,33,33,29,10,
#predictedHeads=10,10,8,5,8,8,8,10,8,0,10,10,10,15,19,17,18,19,10,19,23,23,24,25,26,19,10,29,10,33,33,33,29,10,
(2,10),(10,20),0.0701784 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.134309 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),-0.344664 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.116835 # DEPENDENCYPART_GRANDPAR
(2,10),(10,25),-0.301733 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-0.118741 # DEPENDENCYPART_GRANDPAR
(2,10),(10,27),-0.126289 # DEPENDENCYPART_GRANDPAR
(2,10),(10,28),-0.457911 # DEPENDENCYPART_GRANDPAR
(2,10),(10,29),-0.521433 # DEPENDENCYPART_GRANDPAR
(2,10),(10,31),-0.126155 # DEPENDENCYPART_GRANDPAR
(2,10),(10,33),-0.190265 # DEPENDENCYPART_GRANDPAR
(2,10),(10,34),-0.879164 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.584779 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.324833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),0.0581052 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),0.269619 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.0791264 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.158331 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),0.0862959 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.102644 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.227835 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.146595 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.050909 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.318888 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.253158 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.28165 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.155723 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.223407 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),0.131013 # DEPENDENCYPART_GRANDPAR
(2,13),(13,27),-0.0603264 # DEPENDENCYPART_GRANDPAR
(2,13),(13,29),-0.48881 # DEPENDENCYPART_GRANDPAR
(2,13),(13,34),-0.746699 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-0.802551 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.299107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),-0.124645 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.172266 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),0.0268949 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.0621104 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.195783 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),0.0691713 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.301615 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.215205 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.344502 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.465021 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.401328 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.195361 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.426156 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.303644 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),0.0857595 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.251995 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.122201 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),-0.323039 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.104727 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),-0.280107 # DEPENDENCYPART_GRANDPAR
(2,19),(19,26),-0.097116 # DEPENDENCYPART_GRANDPAR
(2,19),(19,27),-0.112254 # DEPENDENCYPART_GRANDPAR
(2,19),(19,28),-0.44799 # DEPENDENCYPART_GRANDPAR
(2,19),(19,29),-0.509916 # DEPENDENCYPART_GRANDPAR
(2,19),(19,31),-0.114047 # DEPENDENCYPART_GRANDPAR
(2,19),(19,32),-0.0915796 # DEPENDENCYPART_GRANDPAR
(2,19),(19,33),-0.16864 # DEPENDENCYPART_GRANDPAR
(2,19),(19,34),-0.867622 # DEPENDENCYPART_GRANDPAR
(2,25),(25,16),-0.0947703 # DEPENDENCYPART_GRANDPAR
(2,25),(25,17),-0.272562 # DEPENDENCYPART_GRANDPAR
(2,25),(25,18),-0.149126 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),-0.323098 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.0857599 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.253156 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.0737025 # DEPENDENCYPART_GRANDPAR
(2,25),(25,33),-0.0729053 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.471331 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.429309 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.294625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.234871 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0374064 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.156409 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0768339 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.000700125 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),0.0938744 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0410738 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.0879116 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-0.203355 # DEPENDENCYPART_GRANDPAR
(3,5),(5,34),-0.210587 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.471331 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.429309 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.294625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.234871 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.257061 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.137467 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0644584 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),-0.364316 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.644444 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.559813 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.691124 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.565182 # DEPENDENCYPART_GRANDPAR
(4,1),(1,34),-1.25277 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0996003 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.936786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.38055 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.644695 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.486238 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.610272 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.691376 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.60503 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.630278 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.634884 # DEPENDENCYPART_GRANDPAR
(4,2),(2,25),-1.00277 # DEPENDENCYPART_GRANDPAR
(4,2),(2,34),-1.2524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.320287 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.460329 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.396939 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.455669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0314631 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.239924 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),-0.325867 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),-0.528 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.534261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,6),-0.3398 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.109916 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.199015 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.38648 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.185463 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.385172 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.413548 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.280743 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.444604 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.500235 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.382371 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.534935 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.537149 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.436066 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.296588 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.408987 # DEPENDENCYPART_GRANDPAR
(4,19),(19,23),-0.569428 # DEPENDENCYPART_GRANDPAR
(4,19),(19,24),-0.37604 # DEPENDENCYPART_GRANDPAR
(4,19),(19,25),-0.589334 # DEPENDENCYPART_GRANDPAR
(4,19),(19,26),-0.640656 # DEPENDENCYPART_GRANDPAR
(4,19),(19,27),-0.570651 # DEPENDENCYPART_GRANDPAR
(4,19),(19,28),-0.140118 # DEPENDENCYPART_GRANDPAR
(4,19),(19,29),-0.146263 # DEPENDENCYPART_GRANDPAR
(4,19),(19,31),-0.252663 # DEPENDENCYPART_GRANDPAR
(4,19),(19,32),-0.342484 # DEPENDENCYPART_GRANDPAR
(4,19),(19,33),-0.61702 # DEPENDENCYPART_GRANDPAR
(4,19),(19,34),-0.887853 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.18402 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.891528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.532538 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.443234 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.566531 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.414906 # DEPENDENCYPART_GRANDPAR
(5,1),(1,34),-1.17426 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.323724 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0994099 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.900964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.527709 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.488751 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.485729 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.561702 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.448056 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.50965 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.210573 # DEPENDENCYPART_GRANDPAR
(5,2),(2,25),-0.962087 # DEPENDENCYPART_GRANDPAR
(5,2),(2,34),-1.1682 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.893018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.480805 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.262074 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.276676 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.47927 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.178688 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.555495 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.542828 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.975462 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.456763 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.478221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.126517 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.562276 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.553614 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.01646 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.46352 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.487077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.132848 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0749163 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0816391 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.0460221 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.028077 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.0879615 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),0.283498 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.560894 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.321459 # DEPENDENCYPART_GRANDPAR
(5,8),(8,29),0.0651466 # DEPENDENCYPART_GRANDPAR
(5,8),(8,34),-0.777664 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.543418 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.596575 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.989365 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.446648 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.512609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.238558 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.100382 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0909347 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.272551 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.025503 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.157012 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0595783 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.223128 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0911019 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.403901 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.352001 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.281311 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.218009 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.187293 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.377279 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.286805 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.371467 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.471268 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.614474 # DEPENDENCYPART_GRANDPAR
(5,10),(10,27),-0.390509 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.327912 # DEPENDENCYPART_GRANDPAR
(5,10),(10,29),-0.00722202 # DEPENDENCYPART_GRANDPAR
(5,10),(10,31),-0.386269 # DEPENDENCYPART_GRANDPAR
(5,10),(10,33),-0.522027 # DEPENDENCYPART_GRANDPAR
(5,10),(10,34),-0.788262 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.01646 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.485678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.132848 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.0735168 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.00350926 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.166841 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0285661 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0878533 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.0418278 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),0.283669 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-0.543419 # DEPENDENCYPART_GRANDPAR
(5,19),(19,2),-0.596575 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-0.446649 # DEPENDENCYPART_GRANDPAR
(5,19),(19,6),-0.235288 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),-0.0952898 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),-0.0935147 # DEPENDENCYPART_GRANDPAR
(5,19),(19,9),-0.269281 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),-0.0659036 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),-0.126268 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),-0.260297 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.216554 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.324148 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.198044 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),-0.433703 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.44742 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.381889 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.186136 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.585576 # DEPENDENCYPART_GRANDPAR
(5,19),(19,22),-0.376641 # DEPENDENCYPART_GRANDPAR
(5,19),(19,23),-0.282406 # DEPENDENCYPART_GRANDPAR
(5,19),(19,24),-0.370829 # DEPENDENCYPART_GRANDPAR
(5,19),(19,25),-0.466869 # DEPENDENCYPART_GRANDPAR
(5,19),(19,26),-0.610075 # DEPENDENCYPART_GRANDPAR
(5,19),(19,27),-0.389272 # DEPENDENCYPART_GRANDPAR
(5,19),(19,28),-0.330165 # DEPENDENCYPART_GRANDPAR
(5,19),(19,29),-0.00714407 # DEPENDENCYPART_GRANDPAR
(5,19),(19,31),-0.385631 # DEPENDENCYPART_GRANDPAR
(5,19),(19,32),-0.375797 # DEPENDENCYPART_GRANDPAR
(5,19),(19,33),-0.517628 # DEPENDENCYPART_GRANDPAR
(5,19),(19,34),-0.788158 # DEPENDENCYPART_GRANDPAR
(5,29),(29,1),-0.544628 # DEPENDENCYPART_GRANDPAR
(5,29),(29,4),-0.447857 # DEPENDENCYPART_GRANDPAR
(5,29),(29,8),-0.107585 # DEPENDENCYPART_GRANDPAR
(5,29),(29,9),-0.275429 # DEPENDENCYPART_GRANDPAR
(5,29),(29,10),-0.0664978 # DEPENDENCYPART_GRANDPAR
(5,29),(29,11),-0.140339 # DEPENDENCYPART_GRANDPAR
(5,29),(29,12),-0.277031 # DEPENDENCYPART_GRANDPAR
(5,29),(29,13),-0.217549 # DEPENDENCYPART_GRANDPAR
(5,29),(29,14),-0.338219 # DEPENDENCYPART_GRANDPAR
(5,29),(29,15),-0.212114 # DEPENDENCYPART_GRANDPAR
(5,29),(29,16),-0.434072 # DEPENDENCYPART_GRANDPAR
(5,29),(29,17),-0.46149 # DEPENDENCYPART_GRANDPAR
(5,29),(29,18),-0.395959 # DEPENDENCYPART_GRANDPAR
(5,29),(29,19),0.162855 # DEPENDENCYPART_GRANDPAR
(5,29),(29,21),-0.692141 # DEPENDENCYPART_GRANDPAR
(5,29),(29,22),-0.348867 # DEPENDENCYPART_GRANDPAR
(5,29),(29,23),-0.398664 # DEPENDENCYPART_GRANDPAR
(5,29),(29,24),-0.34251 # DEPENDENCYPART_GRANDPAR
(5,29),(29,25),-0.585816 # DEPENDENCYPART_GRANDPAR
(5,29),(29,26),-0.72931 # DEPENDENCYPART_GRANDPAR
(5,29),(29,27),-0.510529 # DEPENDENCYPART_GRANDPAR
(5,29),(29,28),-0.362362 # DEPENDENCYPART_GRANDPAR
(5,29),(29,30),-0.64295 # DEPENDENCYPART_GRANDPAR
(5,29),(29,31),-0.373912 # DEPENDENCYPART_GRANDPAR
(5,29),(29,32),-0.364078 # DEPENDENCYPART_GRANDPAR
(5,29),(29,33),-0.476969 # DEPENDENCYPART_GRANDPAR
(5,29),(29,34),-0.788033 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.186561 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.253941 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.0449532 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),-0.574587 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-0.675362 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.452408 # DEPENDENCYPART_GRANDPAR
(7,1),(1,34),-1.23509 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.296953 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.0442286 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.223385 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.0402514 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.944695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.617083 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.670533 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.485559 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.654715 # DEPENDENCYPART_GRANDPAR
(7,2),(2,19),-0.301814 # DEPENDENCYPART_GRANDPAR
(7,2),(2,25),-1.12957 # DEPENDENCYPART_GRANDPAR
(7,2),(2,34),-1.22904 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.189358 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.936749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.235303 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.279217 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.935214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,19),-0.269929 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.185151 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.231611 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.742754 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0289132 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.027453 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.936261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.599763 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.663209 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.437056 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.672114 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.253266 # DEPENDENCYPART_GRANDPAR
(7,5),(5,29),-0.488079 # DEPENDENCYPART_GRANDPAR
(7,5),(5,34),-1.22866 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.164567 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.247253 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.292462 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-0.933203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.462144 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.74613 # DEPENDENCYPART_GRANDPAR
(8,1),(1,34),-1.08688 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.662497 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.0269816 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.286518 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.365467 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.160784 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.994949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.471909 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.799574 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.482074 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-0.644893 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),-0.765486 # DEPENDENCYPART_GRANDPAR
(8,2),(2,34),-1.09653 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.281808 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.156075 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.619199 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.311604 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.119512 # DEPENDENCYPART_GRANDPAR
(8,4),(4,19),-0.590456 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.398298 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.121125 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.330337 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0956134 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.271983 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.110794 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.998002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.480674 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.762216 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.56448 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.607513 # DEPENDENCYPART_GRANDPAR
(8,5),(5,29),-0.732118 # DEPENDENCYPART_GRANDPAR
(8,5),(5,34),-1.11283 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.402403 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.123292 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.332504 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0895718 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.276043 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.315939 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.85412 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.62066 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.805274 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.358105 # DEPENDENCYPART_GRANDPAR
