# _root_ A Hexa és a RO-LA mellett már akad más támogatónk is , de mi azt szeretnénk , ha tovább bővülne ez a kör .
#goldHeads=2,6,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
#predictedHeads=2,8,6,5,6,8,8,13,10,8,8,13,0,16,16,13,16,16,20,15,23,23,20,13,
(0,21),(21,19),0.0937698 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.319974 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),0.0324439 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),2.00395 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.00152501 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.504503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,1),-0.485319 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.809779 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.514133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.510775 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.131058 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.418684 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.717767 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.535853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.463815 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.142284 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0935819 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.704805 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.436711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,5),-0.0862404 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.24102 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.20466 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.738662 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-1.1716 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.528476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.448808 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.129758 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.172386 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0818417 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.125437 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.224707 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.094456 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.208241 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.0988512 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.291428 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.0379873 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.26823 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.227952 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.0232991 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.326205 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.311431 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.0397156 # DEPENDENCYPART_GRANDPAR
(3,8),(8,23),-0.742673 # DEPENDENCYPART_GRANDPAR
(3,8),(8,24),-0.424682 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.485319 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.809779 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.510775 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0557555 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.157061 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.130682 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.0754493 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.126132 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0261852 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.344068 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.041617 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.157551 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.231811 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.186322 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.268801 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0837097 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),0.038924 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.375012 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.288511 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.0623382 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.425515 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.0825728 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.737068 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.418704 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.792563 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.611618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,5),-0.195151 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.135908 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.15806 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.0141588 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.0667203 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.355287 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.20816 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.253545 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.00214958 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.412324 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.408175 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.134177 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.444041 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.455927 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.121338 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.824541 # DEPENDENCYPART_GRANDPAR
(3,13),(13,24),-0.470038 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.0181941 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.32348 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.124846 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.231817 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.117058 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.396221 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.288127 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.147552 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.453579 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.439983 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.162945 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.777749 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.520732 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.738662 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-1.17257 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.541573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,4),0.437595 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),-0.150945 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.161163 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.101268 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.0185315 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.0176491 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.311081 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.00652256 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.273035 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.0927815 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.234254 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),0.0434283 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.248655 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.0248531 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.341377 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.315166 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.0608459 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.422012 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.749047 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.440938 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.787679 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.592628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),-0.144503 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.15998 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.0993211 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.0389101 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.0844984 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.30464 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.162985 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.286234 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.14632 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),0.0490411 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.37164 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.305944 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.404329 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.441388 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.771443 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.472526 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),0.0394663 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.69766 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.738662 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-1.17153 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.53995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,4),0.439217 # DEPENDENCYPART_GRANDPAR
(3,20),(20,5),-0.148687 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),0.162795 # DEPENDENCYPART_GRANDPAR
(3,20),(20,7),-0.101414 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),0.0235401 # DEPENDENCYPART_GRANDPAR
(3,20),(20,9),0.0208359 # DEPENDENCYPART_GRANDPAR
(3,20),(20,10),-0.308823 # DEPENDENCYPART_GRANDPAR
(3,20),(20,11),-0.00489968 # DEPENDENCYPART_GRANDPAR
(3,20),(20,12),-0.271393 # DEPENDENCYPART_GRANDPAR
(3,20),(20,13),-0.0911587 # DEPENDENCYPART_GRANDPAR
(3,20),(20,14),0.237441 # DEPENDENCYPART_GRANDPAR
(3,20),(20,15),0.048179 # DEPENDENCYPART_GRANDPAR
(3,20),(20,16),-0.383175 # DEPENDENCYPART_GRANDPAR
(3,20),(20,17),-0.291103 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.088036 # DEPENDENCYPART_GRANDPAR
(3,20),(20,19),-0.520409 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.0607678 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.422012 # DEPENDENCYPART_GRANDPAR
(3,20),(20,23),-0.751861 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.445356 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.233329 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.304713 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.889904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.358316 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.31569 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.325776 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.578596 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.639349 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.513711 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.469891 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.533357 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.589847 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.629566 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.540446 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.537143 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.490922 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.68325 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-0.610785 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.448931 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.688685 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.551784 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.407158 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.16284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.464955 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.590829 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.918375 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.971518 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.697861 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.48154 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.603255 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.663902 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.530762 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.46897 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.638731 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.753902 # DEPENDENCYPART_GRANDPAR
(5,3),(3,20),-0.597024 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-0.974687 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.38189 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.565794 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.445948 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.181517 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.344401 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.140995 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.168947 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.207096 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.375063 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.503674 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.422868 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0798495 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.102615 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.820233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.397929 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.524968 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.544123 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.492177 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.514226 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.481488 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.455569 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.307281 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.589219 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.544375 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.497554 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.337371 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.637053 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.133909 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.375063 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.306784 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.0715145 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0309259 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.438291 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.693509 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.483095 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.293613 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.419041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,10),-0.166017 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.208598 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.196669 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.00119067 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.179199 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.00636351 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.154697 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.791346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.44833 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.511643 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.409842 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.409484 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),-0.440182 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.476544 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.398517 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.361108 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.396589 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.449412 # DEPENDENCYPART_GRANDPAR
(7,3),(3,20),-0.495792 # DEPENDENCYPART_GRANDPAR
(7,3),(3,24),-0.791227 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.208598 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.0952052 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0207599 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.151789 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.420638 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.192789 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.00159278 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0663745 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.13598 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0334212 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.77731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,1),-0.200422 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.496441 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.257231 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.531455 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.522694 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.420084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.00253689 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0487746 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.252696 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.070886 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.159516 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.19641 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0564912 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.154853 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0826877 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.50328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.640915 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.775945 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.590479 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.89969 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.665623 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.664175 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.553603 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.711932 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.651809 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.980966 # DEPENDENCYPART_GRANDPAR
(8,3),(3,24),-1.44237 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0710289 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.252696 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0402268 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0273186 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.306894 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.538553 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.251643 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.0631724 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.130015 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.30584 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.202947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.214309 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0680966 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.0136671 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0716779 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.231356 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.372206 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.072416 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.351301 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.165113 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.418058 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.0279434 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.128237 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.344723 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.352509 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.560568 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.298312 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.420793 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.0938759 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.140172 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.91929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.0484989 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.361233 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.0796705 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.147731 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.18153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.349226 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.436973 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.442309 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.68409 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.499349 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.565308 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.405433 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.497486 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.597126 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.706877 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.969503 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-1.21442 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.499914 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.476595 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.36014 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.0823306 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.151241 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-1.11415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.31323 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.368778 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.503818 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.348077 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.446184 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.507954 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.436578 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.49433 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.548115 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.824574 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.651316 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.957605 # DEPENDENCYPART_GRANDPAR
(8,13),(13,24),-1.18971 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-1.00076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,12),-0.195953 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.508679 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.0310572 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.123514 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.347837 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.618417 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.976217 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-1.03376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,10),-0.322974 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),-0.37278 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.230252 # DEPENDENCYPART_GRANDPAR
