# _root_ A szakértők azonban arra figyelmeztetnek , hogy az illegális hanghordozók piacán az idén ismét boom várható , s az összforgalmon belül akár meg is duplázódhat a tavalyi becsült 15-20 százalékos arány .
#goldHeads=2,5,5,5,0,5,5,10,10,11,16,13,16,16,16,4,4,4,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
#predictedHeads=2,5,5,5,0,5,5,10,10,11,25,13,25,16,16,4,18,5,20,21,25,25,25,25,4,31,31,31,30,31,25,5,
(30,21),(30,26),-0.0362786 # DEPENDENCYPART_SIBL
(30,21),(30,27),0.033148 # DEPENDENCYPART_SIBL
(30,21),(30,28),0.0339584 # DEPENDENCYPART_SIBL
(30,21),(30,29),0.040061 # DEPENDENCYPART_SIBL
(30,22),(30,24),0.288771 # DEPENDENCYPART_SIBL
(30,22),(30,26),-0.0614006 # DEPENDENCYPART_SIBL
(30,22),(30,27),0.106255 # DEPENDENCYPART_SIBL
(30,22),(30,28),0.10837 # DEPENDENCYPART_SIBL
(30,22),(30,29),0.192447 # DEPENDENCYPART_SIBL
(30,24),(30,26),-0.0989652 # DEPENDENCYPART_SIBL
(30,24),(30,27),0.0687091 # DEPENDENCYPART_SIBL
(30,24),(30,28),0.0708643 # DEPENDENCYPART_SIBL
(30,24),(30,29),0.182378 # DEPENDENCYPART_SIBL
(30,26),(30,27),0.0579296 # DEPENDENCYPART_SIBL
(30,26),(30,28),0.0402559 # DEPENDENCYPART_SIBL
(30,26),(30,29),0.0301241 # DEPENDENCYPART_SIBL
(30,27),(30,28),0.0207676 # DEPENDENCYPART_SIBL
(30,27),(30,29),0.0142838 # DEPENDENCYPART_SIBL
(30,28),(30,29),0.0141028 # DEPENDENCYPART_SIBL
(31,12),(31,16),0.235909 # DEPENDENCYPART_SIBL
(31,12),(31,19),-0.478911 # DEPENDENCYPART_SIBL
(31,12),(31,26),-0.532831 # DEPENDENCYPART_SIBL
(31,12),(31,27),0.228063 # DEPENDENCYPART_SIBL
(31,12),(31,28),0.205428 # DEPENDENCYPART_SIBL
(31,12),(31,29),0.019234 # DEPENDENCYPART_SIBL
(31,12),(31,30),0.159272 # DEPENDENCYPART_SIBL
(31,12),(31,32),-0.0215559 # DEPENDENCYPART_SIBL
(31,16),(31,19),-0.538408 # DEPENDENCYPART_SIBL
(31,16),(31,26),-0.64988 # DEPENDENCYPART_SIBL
(31,16),(31,27),0.0274901 # DEPENDENCYPART_SIBL
(31,16),(31,28),0.0185688 # DEPENDENCYPART_SIBL
(31,16),(31,29),-0.0117098 # DEPENDENCYPART_SIBL
(31,16),(31,30),-0.00729589 # DEPENDENCYPART_SIBL
(31,16),(31,32),-0.0056893 # DEPENDENCYPART_SIBL
(31,19),(31,26),-0.532831 # DEPENDENCYPART_SIBL
(31,19),(31,27),0.228063 # DEPENDENCYPART_SIBL
(31,19),(31,28),0.205428 # DEPENDENCYPART_SIBL
(31,19),(31,29),0.019234 # DEPENDENCYPART_SIBL
(31,19),(31,30),0.159272 # DEPENDENCYPART_SIBL
(31,19),(31,32),-0.0215559 # DEPENDENCYPART_SIBL
(31,26),(31,27),0.200045 # DEPENDENCYPART_SIBL
(31,26),(31,28),0.156532 # DEPENDENCYPART_SIBL
(31,26),(31,29),-0.00792988 # DEPENDENCYPART_SIBL
(31,26),(31,30),0.146764 # DEPENDENCYPART_SIBL
(31,26),(31,32),-0.0292796 # DEPENDENCYPART_SIBL
(31,27),(31,28),0.0298202 # DEPENDENCYPART_SIBL
(31,27),(31,29),-0.0081529 # DEPENDENCYPART_SIBL
(31,27),(31,30),0.0039555 # DEPENDENCYPART_SIBL
(31,27),(31,32),-0.00524706 # DEPENDENCYPART_SIBL
(31,28),(31,29),-0.0175499 # DEPENDENCYPART_SIBL
(31,28),(31,30),-0.0203165 # DEPENDENCYPART_SIBL
(31,28),(31,32),0.0125263 # DEPENDENCYPART_SIBL
(31,29),(31,30),-0.121753 # DEPENDENCYPART_SIBL
(31,29),(31,32),0.0200249 # DEPENDENCYPART_SIBL
(31,30),(31,32),-0.012348 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.268143 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.58947 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.19339 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.491001 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.294152 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.569549 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.594821 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),0.294416 # DEPENDENCYPART_GRANDPAR
(0,3),(3,32),2.53264 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.536169 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.497132 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0820371 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.168499 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0551663 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.390818 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.145452 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.106867 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.353078 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0835514 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.397557 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0579305 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-0.122511 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.170723 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.713461 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.953052 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.0166111 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),-0.200425 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.64753 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.114487 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),-0.488473 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),-0.398789 # DEPENDENCYPART_GRANDPAR
(0,4),(4,29),-0.608158 # DEPENDENCYPART_GRANDPAR
(0,4),(4,30),-0.658012 # DEPENDENCYPART_GRANDPAR
(0,4),(4,31),-0.168206 # DEPENDENCYPART_GRANDPAR
(0,4),(4,32),2.16255 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.0490135 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.425207 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.403101 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.152318 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.365699 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.54818 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.172423 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.206878 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.0469509 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.0834512 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.168475 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.122531 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.157039 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.204715 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.138868 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.0746894 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.400231 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.520619 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.717857 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),0.21911 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.0637927 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),-0.306385 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),0.119318 # DEPENDENCYPART_GRANDPAR
(0,5),(5,27),-0.304906 # DEPENDENCYPART_GRANDPAR
(0,5),(5,28),-0.21484 # DEPENDENCYPART_GRANDPAR
(0,5),(5,29),-0.415329 # DEPENDENCYPART_GRANDPAR
(0,5),(5,31),0.0230194 # DEPENDENCYPART_GRANDPAR
(0,5),(5,32),2.63288 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.771595 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.556273 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.159181 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.513672 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.698297 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.0824547 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.128055 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.0888473 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.128926 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),0.141632 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.249522 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0155422 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.558034 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.220233 # DEPENDENCYPART_GRANDPAR
(0,7),(7,24),-0.376722 # DEPENDENCYPART_GRANDPAR
(0,7),(7,25),0.242173 # DEPENDENCYPART_GRANDPAR
(0,7),(7,32),2.57309 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.588454 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.557924 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.1472 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.567582 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.838351 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.441821 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.145543 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.0192221 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.0231562 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.0794484 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.189573 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.270071 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.175119 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.547341 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.14119 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.593962 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.637137 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),0.275847 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.298165 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),0.519574 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.0883723 # DEPENDENCYPART_GRANDPAR
(0,18),(18,28),0.00131112 # DEPENDENCYPART_GRANDPAR
(0,18),(18,29),-0.281884 # DEPENDENCYPART_GRANDPAR
(0,18),(18,30),-0.257913 # DEPENDENCYPART_GRANDPAR
(0,18),(18,31),-0.0475459 # DEPENDENCYPART_GRANDPAR
(0,18),(18,32),2.7161 # DEPENDENCYPART_GRANDPAR
(0,25),(25,2),0.408219 # DEPENDENCYPART_GRANDPAR
(0,25),(25,3),0.385794 # DEPENDENCYPART_GRANDPAR
(0,25),(25,4),-0.169092 # DEPENDENCYPART_GRANDPAR
(0,25),(25,5),0.0511736 # DEPENDENCYPART_GRANDPAR
(0,25),(25,6),0.168658 # DEPENDENCYPART_GRANDPAR
(0,25),(25,7),0.0372393 # DEPENDENCYPART_GRANDPAR
(0,25),(25,8),-0.311419 # DEPENDENCYPART_GRANDPAR
(0,25),(25,9),-0.340962 # DEPENDENCYPART_GRANDPAR
(0,25),(25,10),-0.207046 # DEPENDENCYPART_GRANDPAR
(0,25),(25,11),-0.159836 # DEPENDENCYPART_GRANDPAR
(0,25),(25,12),-0.307472 # DEPENDENCYPART_GRANDPAR
(0,25),(25,13),-0.269556 # DEPENDENCYPART_GRANDPAR
(0,25),(25,14),-0.0560647 # DEPENDENCYPART_GRANDPAR
(0,25),(25,15),-0.455931 # DEPENDENCYPART_GRANDPAR
(0,25),(25,16),-0.0111781 # DEPENDENCYPART_GRANDPAR
(0,25),(25,17),-0.122351 # DEPENDENCYPART_GRANDPAR
(0,25),(25,18),0.502704 # DEPENDENCYPART_GRANDPAR
(0,25),(25,19),-0.383507 # DEPENDENCYPART_GRANDPAR
(0,25),(25,20),-0.771834 # DEPENDENCYPART_GRANDPAR
(0,25),(25,21),-0.966259 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),0.00544673 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.206926 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.526871 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.749172 # DEPENDENCYPART_GRANDPAR
(0,25),(25,27),-0.346789 # DEPENDENCYPART_GRANDPAR
(0,25),(25,28),-0.256723 # DEPENDENCYPART_GRANDPAR
(0,25),(25,29),-0.448793 # DEPENDENCYPART_GRANDPAR
(0,25),(25,30),-0.514023 # DEPENDENCYPART_GRANDPAR
(0,25),(25,31),-0.0229779 # DEPENDENCYPART_GRANDPAR
(0,25),(25,32),2.58775 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.607779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0587866 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.157793 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.290533 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.313803 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.199281 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.25419 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-0.468008 # DEPENDENCYPART_GRANDPAR
(1,3),(3,32),-0.332731 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.393874 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.968461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.310174 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.824216 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.532986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.104074 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0347725 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.167272 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.2207 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.453683 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.36052 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.393041 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.333642 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.588721 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.14099 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.0899973 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.437278 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.705771 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.46563 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.323876 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.57691 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.813884 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.017229 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-0.269725 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.187356 # DEPENDENCYPART_GRANDPAR
(3,4),(4,29),-0.420571 # DEPENDENCYPART_GRANDPAR
(3,4),(4,30),-0.274448 # DEPENDENCYPART_GRANDPAR
(3,4),(4,31),-0.552643 # DEPENDENCYPART_GRANDPAR
(3,4),(4,32),-0.882736 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.910388 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.20396 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.544679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.10116 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.0371187 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0187085 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.254022 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.163099 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.465575 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.37217 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.420895 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.343786 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.272986 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.599734 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.0750045 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.0923435 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.41064 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.716784 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.389487 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.273475 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.529172 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.712617 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),0.0148705 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-0.212743 # DEPENDENCYPART_GRANDPAR
(3,5),(5,28),-0.129747 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-0.399496 # DEPENDENCYPART_GRANDPAR
(3,5),(5,31),-0.565647 # DEPENDENCYPART_GRANDPAR
(3,5),(5,32),-0.846717 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.897566 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.506117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.366697 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.0408897 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.10001 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.140434 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.435393 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.341607 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.29441 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.23431 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0616857 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.0476864 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.317102 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.217059 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),-0.688141 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),0.0464591 # DEPENDENCYPART_GRANDPAR
(3,7),(7,32),-0.739247 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.881688 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.602971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.226622 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.0640042 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.0186145 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.144298 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.185955 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.465189 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.371714 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.404945 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.348487 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.600666 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.110526 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0366103 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.568054 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.741404 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.465643 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.313359 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.775594 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.0330914 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.272291 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-0.189922 # DEPENDENCYPART_GRANDPAR
(3,18),(18,29),-0.438458 # DEPENDENCYPART_GRANDPAR
(3,18),(18,30),-0.277017 # DEPENDENCYPART_GRANDPAR
(3,18),(18,31),-0.586419 # DEPENDENCYPART_GRANDPAR
(3,18),(18,32),-0.797331 # DEPENDENCYPART_GRANDPAR
(3,25),(25,2),-1.20392 # DEPENDENCYPART_GRANDPAR
(3,25),(25,3),-0.540244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,25),(25,4),0.106837 # DEPENDENCYPART_GRANDPAR
(3,25),(25,5),-0.142247 # DEPENDENCYPART_GRANDPAR
(3,25),(25,6),-0.089284 # DEPENDENCYPART_GRANDPAR
(3,25),(25,7),-0.149744 # DEPENDENCYPART_GRANDPAR
(3,25),(25,8),-0.327865 # DEPENDENCYPART_GRANDPAR
(3,25),(25,9),-0.213277 # DEPENDENCYPART_GRANDPAR
(3,25),(25,10),-0.549099 # DEPENDENCYPART_GRANDPAR
(3,25),(25,11),-0.452053 # DEPENDENCYPART_GRANDPAR
(3,25),(25,12),-0.494738 # DEPENDENCYPART_GRANDPAR
(3,25),(25,13),-0.464396 # DEPENDENCYPART_GRANDPAR
(3,25),(25,14),-0.436714 # DEPENDENCYPART_GRANDPAR
(3,25),(25,15),-0.683872 # DEPENDENCYPART_GRANDPAR
(3,25),(25,16),-0.134737 # DEPENDENCYPART_GRANDPAR
(3,25),(25,17),-0.144509 # DEPENDENCYPART_GRANDPAR
(3,25),(25,18),-0.402957 # DEPENDENCYPART_GRANDPAR
(3,25),(25,19),-0.608584 # DEPENDENCYPART_GRANDPAR
(3,25),(25,20),-0.800921 # DEPENDENCYPART_GRANDPAR
(3,25),(25,21),-0.471038 # DEPENDENCYPART_GRANDPAR
(3,25),(25,22),-0.413246 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.636723 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.780079 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),-0.411681 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-0.212569 # DEPENDENCYPART_GRANDPAR
(3,25),(25,28),-0.129572 # DEPENDENCYPART_GRANDPAR
(3,25),(25,29),-0.396516 # DEPENDENCYPART_GRANDPAR
(3,25),(25,30),-0.215355 # DEPENDENCYPART_GRANDPAR
(3,25),(25,31),-0.566791 # DEPENDENCYPART_GRANDPAR
(3,25),(25,32),-0.848403 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.263111 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.356504 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.307874 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.99993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.718238 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.623127 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.494036 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.250043 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-0.545535 # DEPENDENCYPART_GRANDPAR
(4,3),(3,32),-1.2814 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.67532 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.738345 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.77523 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.535582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.23612 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0853189 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0351163 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),0.0905334 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.19119 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.186822 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0262886 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.126261 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.0834888 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.0240132 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.0257996 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),0.0720251 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.114408 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.0934565 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),0.142768 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),0.0533937 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),0.0828794 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),0.0576019 # DEPENDENCYPART_GRANDPAR
(4,5),(5,25),-0.0310239 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-0.0847989 # DEPENDENCYPART_GRANDPAR
(4,5),(5,28),0.0780118 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),0.170274 # DEPENDENCYPART_GRANDPAR
(4,5),(5,31),0.13513 # DEPENDENCYPART_GRANDPAR
(4,5),(5,32),-0.864292 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.68328 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.673845 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.727536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.390973 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.452211 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0587318 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0027595 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.00643437 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.0291797 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0760958 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.132817 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.104992 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),0.0133879 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.0903868 # DEPENDENCYPART_GRANDPAR
(4,7),(7,24),-0.126974 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.268106 # DEPENDENCYPART_GRANDPAR
