# _root_ Nagy_Lajos , a kisgazdapárt helyi vezetője azt szeretné elérni , hogy a gázvagyonért kapott 45_millió forint felhasználását ellenőrizhessék .
#goldHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
#predictedHeads=8,8,4,6,6,8,9,0,8,8,8,13,14,16,16,17,18,7,8,
(11,7),(11,16),-0.00614518 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0155261 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.175593 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0149483 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0203369 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.433031 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.129483 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0524575 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0440334 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.117989 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.129483 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.093166 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0426278 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.433942 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.124714 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0489921 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.040607 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.11322 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.124714 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0978035 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0409473 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0175236 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0797163 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.111627 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0563847 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0175235 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.296397 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.213472 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0161715 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.00511035 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.00620456 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0240434 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0424825 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00247674 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0475244 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0409679 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0313966 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0271856 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.052289 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.00592516 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0153122 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0317685 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.00701091 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0216652 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0321297 # DEPENDENCYPART_SIBL
(11,16),(11,19),0.0116105 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0424825 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.00247674 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0317508 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.255555 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.00528228 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0181547 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0397866 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00340632 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0176286 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0182675 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0476184 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0474666 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0179877 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.0463804 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0485993 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0563534 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.149038 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.149284 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.230678 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.275529 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.040158 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0463808 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.005893 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.030469 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0328021 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0431581 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0358908 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0516164 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0563533 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.149038 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.149284 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.230687 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.277709 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.040158 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.049398 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0058927 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0281355 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0304686 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0431085 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0351562 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0585764 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.147726 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.147972 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.224863 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.27247 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0401581 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0518027 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00594856 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.0245568 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0268899 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0427933 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0336134 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.12767 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.127712 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.126008 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.194075 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.18177 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0725262 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0334052 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.100117 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.102951 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0444366 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0995406 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0759871 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.233609 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.075577 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0721 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.00194001 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0261702 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0929565 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0941099 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0316274 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.138213 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.224768 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0757873 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0721007 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.000635217 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0261702 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0938097 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0949631 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0322039 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.128543 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.114598 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.124431 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0319217 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.000126434 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.070942 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0577934 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0412727 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.026473 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.101249 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0530224 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00273353 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0454557 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0419256 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0410906 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0646762 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0554109 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0162603 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.0456991 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0503023 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0261733 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0368443 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0058927 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0304691 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0328022 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0430905 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0363816 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0321299 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0336251 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0392697 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0549688 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0443677 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0640773 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0774115 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0560873 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0753505 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0614946 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.0208326 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.0322437 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0510838 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0124792 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0755596 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.142361 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.173661 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00988852 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0119499 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0671182 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0271187 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0355016 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0108961 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.00558111 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0122876 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.136541 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.356421 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.229899 # DEPENDENCYPART_SIBL
(16,7),(16,12),0.255958 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0188617 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.112322 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0690808 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0310971 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.295278 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0972471 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.353568 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0459561 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0680901 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0155226 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.00728544 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.109772 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.401215 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0708254 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0386737 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.035717 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0121515 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.418211 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.10473 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.128521 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0427135 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0131907 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.032276 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0926074 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0790278 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00408911 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0405617 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0116508 # DEPENDENCYPART_SIBL
(16,13),(16,17),3.33463e-05 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.010947 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.00570978 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00628863 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.000690338 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.0665784 # DEPENDENCYPART_SIBL
(17,4),(17,9),0.163572 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.652059 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.43054 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.306744 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.00140307 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0640865 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.00891982 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0499865 # DEPENDENCYPART_SIBL
(17,4),(17,19),0.0404567 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.0547228 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.148181 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.628886 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.406465 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.320823 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0183321 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.045701 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.00515945 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.0669155 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.038734 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.136142 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.374198 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.233328 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.255555 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.013838 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.116567 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0690154 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.00204359 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0398752 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.313106 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.10093 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.353557 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0505642 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0635135 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0142061 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0660803 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.120388 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.105316 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.408125 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0568624 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0315046 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.04499 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0270655 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0238545 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.403368 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0945023 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.106832 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.020628 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.111566 # DEPENDENCYPART_SIBL
(17,11),(17,19),0.0872952 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0129367 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.152973 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.00100827 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.000157269 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0285178 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0503593 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.00146672 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0667581 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.041682 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00699368 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00555879 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00675508 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0447795 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.020882 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0290574 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0941714 # DEPENDENCYPART_SIBL
(18,1),(18,4),-0.0400622 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.00589383 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0258099 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.00488704 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0115383 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.0126269 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0941714 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0453544 # DEPENDENCYPART_SIBL
(18,1),(18,12),-0.0633642 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0348493 # DEPENDENCYPART_SIBL
(18,1),(18,14),4.48655e-05 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.015564 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.110408 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0356928 # DEPENDENCYPART_SIBL
(18,1),(18,19),0.00583322 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.0128316 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.0220653 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.0254609 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0433878 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0150272 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.00867078 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.00512498 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0306985 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.106145 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0073607 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.00465203 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.0297515 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0534299 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.0081979 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.0213132 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.00795977 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0295405 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0102977 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.016949 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0180375 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0887706 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0399283 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0687749 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0385798 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.00369507 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0209735 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.114139 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0394233 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0020377 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.0174873 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0112305 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.00652098 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.00799366 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0414683 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0777943 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.203703 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.0215385 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.00761062 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0383709 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0443424 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0223728 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.00215528 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.00732257 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0210851 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0221737 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0697547 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0325293 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.0704939 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0362334 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.00776904 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0226933 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.111793 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0370794 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0143579 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0301888 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0317218 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0780928 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.105702 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.122529 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.00546333 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.00625408 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.00348657 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0444379 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.00751426 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.00427628 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0262007 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.112068 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.0404189 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0551364 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0184617 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.00221381 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0135938 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.054034 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0192965 # DEPENDENCYPART_SIBL
(18,8),(18,19),0.0408825 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0772467 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.0516667 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0667981 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0275275 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0078406 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0252821 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0630998 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0283623 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0105916 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0306985 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.106145 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0073607 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.00465203 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0297515 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0534299 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0081979 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0213132 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.108928 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.128818 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0682969 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0333595 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.168841 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.129672 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0165176 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0170401 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0199154 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0344813 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.00965538 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0162064 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0634187 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.00148485 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.014123 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.106998 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0322821 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00742926 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0345569 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0429531 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0203039 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00397632 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.03399 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0082379 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00140734 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0912707 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0357396 # DEPENDENCYPART_SIBL
