# _root_ A kft. másik társtulajdonosa Rózsavölgyi_Sándor , aki korábban maga is futballozott , később pedig a játékvezetésre adta a fejét .
#goldHeads=2,4,4,5,0,5,11,11,11,11,5,5,17,17,16,17,5,19,17,5,
#predictedHeads=2,4,4,5,11,11,11,11,11,11,0,11,17,17,16,17,11,19,17,11,
(14,5),(14,15),0.0158906 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.189231 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.00618603 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.184723 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0155339 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0310286 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0101803 # DEPENDENCYPART_SIBL
(14,6),(14,10),0.0836191 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.0743216 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0205045 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0210707 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0431607 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.086232 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.16489 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0907835 # DEPENDENCYPART_SIBL
(14,6),(14,20),0.153392 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0700379 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.186131 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0263638 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.212283 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0305856 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0273367 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.132887 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.020016 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.132927 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0484311 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.158645 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0290703 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.256134 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0412312 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0261384 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0967555 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.106897 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.0981625 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.015026 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0437861 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.074911 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0451557 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0144641 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.00894893 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0521346 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0089024 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.00308261 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.375291 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0390333 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.00581506 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0140731 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.127274 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0146758 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0921707 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0210707 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0431607 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.086232 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.16489 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0907835 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.153392 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0340517 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.100509 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00430996 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.100549 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0345395 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.016925 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0577037 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.016925 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0639927 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0340752 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0198952 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0224602 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0752412 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0716202 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0209 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0128126 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.0214639 # DEPENDENCYPART_SIBL
(16,8),(16,12),0.0557164 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.0857339 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.113008 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.424356 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0367657 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.282185 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0613191 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.178373 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0548625 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.00165532 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0653001 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.137985 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.408123 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.00389343 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.109328 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.419106 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.016796 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.409502 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.00983942 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.00332033 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0579612 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.00696537 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.00271556 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.141587 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.157963 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0387607 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0421361 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.139639 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0084007 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.141587 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.016322 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.124517 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0456112 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.00271556 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0164016 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00734744 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.0161182 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.00771191 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.00778403 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.108239 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.23834 # DEPENDENCYPART_SIBL
(17,3),(17,8),0.0285726 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.147259 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.186761 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.0110042 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.108239 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.00476374 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0945379 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0506231 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.00778403 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.0124571 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.00206571 # DEPENDENCYPART_SIBL
(17,3),(17,20),0.00119464 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.00180733 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.140875 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.158465 # DEPENDENCYPART_SIBL
(17,4),(17,8),0.0383092 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0426384 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.138927 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.00793874 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.140875 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.0158706 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.123935 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0460626 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.00180733 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0157028 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.00360773 # DEPENDENCYPART_SIBL
(17,4),(17,20),0.0196447 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.141587 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.157963 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0387607 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.0421361 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.139639 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0084007 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.141587 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.016322 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.124517 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0456112 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.00271556 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0164016 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.00734744 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0161182 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.153926 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.0418481 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0109718 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0901526 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0365703 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0542216 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.00472696 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0120647 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0879337 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0321858 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0372828 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0452591 # DEPENDENCYPART_SIBL
(17,6),(17,20),0.0085747 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.112343 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0996959 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.223224 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0293515 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.117623 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.086783 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.128127 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0816247 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.118277 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0337825 # DEPENDENCYPART_SIBL
(17,7),(17,19),0.0603773 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.030573 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0181376 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.234035 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0170021 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0769761 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0332418 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.0583703 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0946805 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0348163 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0762782 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0563108 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.030481 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.260451 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.0426772 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.138569 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.046342 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.152213 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0625507 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0810453 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.0172695 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0412845 # DEPENDENCYPART_SIBL
(17,9),(17,20),0.0424176 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0487449 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.00644693 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.101089 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0419243 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.112157 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0410912 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.00918484 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0123918 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0682019 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.103929 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0262613 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0317626 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0677142 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0119483 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0355649 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0109731 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0200894 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.00472696 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0120647 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0879337 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0321858 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0372828 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0452591 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0085747 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0555193 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0795298 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.06641 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0734677 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0242755 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0170096 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.102185 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0275391 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00128811 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.000731301 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0467298 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0326953 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0222488 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0216636 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0572713 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0164016 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.00734744 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0161182 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.00917777 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0456424 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0127215 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.109328 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.419106 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0391058 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.419106 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.409502 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.00438122 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.409502 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0129943 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.662013 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.317123 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.019215 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.412501 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.513872 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.376992 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.191086 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.224994 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.436432 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0413067 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.222936 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),2.12161 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.711141 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.371778 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.227014 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0272803 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0645552 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.179666 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.0369016 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.439768 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.149664 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),1.95658 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0192138 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.623816 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0182185 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.513286 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.376988 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.191082 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.22499 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.436427 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.0413108 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.019215 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.623822 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.210892 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.376992 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.436432 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.329643 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.222936 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),2.12161 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.692293 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.279366 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.379318 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.250482 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.115088 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.085313 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.276183 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.160548 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.11968 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.00335163 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.0772519 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),1.93718 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0706384 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.171517 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.432726 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.14359 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.118064 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),1.93381 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.803593 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.19796 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.390644 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.490618 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.552501 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.0958897 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.166762 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.307284 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.455509 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.248398 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.133245 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.327998 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.23665 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.0738833 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),2.29313 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.0314744 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.579108 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.118828 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.167486 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.266133 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.140228 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.411575 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.089618 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.00611378 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.201328 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.252169 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.158578 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.16323 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.7096 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.340194 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0102732 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.699063 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.0239998 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),2.30509 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.687492 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.274565 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.374517 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.248204 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.220885 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.333072 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.352065 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.200855 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.125171 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.376829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.00153594 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.0621662 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),1.94766 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.663119 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.101997 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.250179 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.350145 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.556695 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.025885 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.211426 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.206035 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.366398 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.509346 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.180625 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.746086 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.492578 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.1894 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.177916 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),2.12202 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.595613 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.0936872 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.183991 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.282638 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.162264 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.386434 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.0930821 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.0348331 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.227354 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.00969188 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.114915 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.263251 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.134811 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-1.0301 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.528908 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.721681 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.0390648 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),2.27784 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.652303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.00317971 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.133612 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.143159 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.179399 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.0813295 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.251343 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.178832 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.18012 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.500967 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.12372 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.394722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0512611 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0753623 # DEPENDENCYPART_GRANDPAR
