# _root_ Lajtos és Rózsavölgyi él-hal a sportágért , így aztán nem csoda , ha nem sajnálják a pénzt a futballra .
#goldHeads=4,4,4,9,6,4,9,9,0,13,13,13,9,15,13,17,15,19,15,9,
#predictedHeads=4,4,4,8,6,4,8,0,15,15,13,13,15,15,8,17,15,19,15,8,
(10,19),(10,20),0.0146208 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.794002 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.0181076 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.153197 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.317124 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0181076 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.641683 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.491846 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.476093 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.271237 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.00704877 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00475069 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.000326442 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00324549 # DEPENDENCYPART_SIBL
(11,1),(11,20),0.0416501 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.102988 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.131109 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.386594 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.102988 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0394128 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.00865278 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00586457 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0893881 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0210311 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.014112 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00176657 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0081213 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0196877 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.153197 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.317124 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0181076 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.641683 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.491846 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.476093 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.271237 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00704877 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00475069 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.000326442 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.00324549 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0416501 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.353507 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.0504274 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.313877 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.187766 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.169318 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.115071 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0179866 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0352934 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.000294328 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.00615977 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.121904 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0129941 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.190767 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.167153 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.149695 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0862293 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0132881 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.00861187 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00350003 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.00345264 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0285497 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.641683 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.491846 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.476093 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.271237 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00704877 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.00475069 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.000326442 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.00324549 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0416501 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.279984 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.242829 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.150468 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.038858 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0278911 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00189024 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.00857763 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0238226 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0543869 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.130351 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00025342 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0102726 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.00983934 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0158501 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.125229 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.141149 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00174131 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0259117 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00174828 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00781289 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.100861 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00145239 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.113021 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0157763 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.0098819 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.212516 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.423281 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.33616 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.341773 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.0778862 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0748853 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.076254 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.208493 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0103982 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0422252 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0483482 # DEPENDENCYPART_SIBL
(13,1),(13,2),0.168156 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0150096 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0999435 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0150096 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.407695 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.149829 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.160408 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.129668 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0751808 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.407695 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0156034 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.0462036 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0903356 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.0954257 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.0508233 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0365844 # DEPENDENCYPART_SIBL
(13,2),(13,4),0.101108 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.0365844 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.119571 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.00473801 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0506019 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.00439844 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.110883 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.119571 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0327158 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.00936773 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0461262 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0543134 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.00894924 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.0999435 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.0150096 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.407695 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.149829 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.160408 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.129668 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0751808 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.407695 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0156034 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0462036 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0903356 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0954257 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.0508233 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0290543 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.388454 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0760237 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0799374 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0157601 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.03114 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.388454 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0121655 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.125903 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0536191 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0586745 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.0965106 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.407695 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.149829 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.160408 # DEPENDENCYPART_SIBL
(13,6),(13,10),0.129668 # DEPENDENCYPART_SIBL
(13,6),(13,11),0.0751808 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.407695 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0156034 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0462036 # DEPENDENCYPART_SIBL
(13,6),(13,17),0.0903356 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0954257 # DEPENDENCYPART_SIBL
(13,6),(13,20),0.0508233 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.225407 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.214941 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0332441 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0811263 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.093515 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0441198 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.111196 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0421216 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0466754 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0861549 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0803346 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0487994 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0992959 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.210016 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0341416 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.060293 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0636865 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0679965 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0856657 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.152441 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.177581 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.325321 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0185756 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.110027 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0243956 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0287595 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.109251 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.251161 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.418426 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.0118476 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.192852 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.0652494 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0606644 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.14699 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.571277 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00972142 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.115155 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.123049 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.128139 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.128538 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0441198 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.111196 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0421216 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0466754 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0861549 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0145834 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.05521 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0558574 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.0210303 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.14667 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.14823 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.0731267 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0760962 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0364945 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0432895 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.206902 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.159162 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.108101 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.198073 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.192172 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.408714 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.232008 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.188227 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.191793 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.18809 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.128677 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.121986 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.245869 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.241191 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0206067 # DEPENDENCYPART_SIBL
(15,1),(15,2),0.128154 # DEPENDENCYPART_SIBL
(15,1),(15,3),-0.0360073 # DEPENDENCYPART_SIBL
(15,1),(15,4),-0.0106696 # DEPENDENCYPART_SIBL
(15,1),(15,5),-0.0631099 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0360073 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0928571 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.132516 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.116388 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.027121 # DEPENDENCYPART_SIBL
(15,1),(15,11),-0.0377933 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0928571 # DEPENDENCYPART_SIBL
(15,1),(15,13),0.0205093 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.027121 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0227405 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.00684372 # DEPENDENCYPART_SIBL
(15,1),(15,18),-0.0227405 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.0171105 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.00473232 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0206486 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0653565 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.1201 # DEPENDENCYPART_SIBL
(15,2),(15,6),0.0206486 # DEPENDENCYPART_SIBL
(15,2),(15,7),-0.0212384 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.0104494 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0138535 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.0428733 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0226426 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.0212384 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0827327 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.0428733 # DEPENDENCYPART_SIBL
(15,2),(15,16),-0.0463679 # DEPENDENCYPART_SIBL
(15,2),(15,17),0.0206136 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0463679 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0170053 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.00403883 # DEPENDENCYPART_SIBL
(15,3),(15,4),-0.0106696 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0631099 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0360073 # DEPENDENCYPART_SIBL
(15,3),(15,7),0.0928571 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.132516 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.116388 # DEPENDENCYPART_SIBL
(15,3),(15,10),0.027121 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0377933 # DEPENDENCYPART_SIBL
(15,3),(15,12),0.0928571 # DEPENDENCYPART_SIBL
(15,3),(15,13),0.0205093 # DEPENDENCYPART_SIBL
(15,3),(15,14),0.027121 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.0227405 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00684372 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0227405 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0171105 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.00473232 # DEPENDENCYPART_SIBL
(15,4),(15,5),-0.0665811 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.0305494 # DEPENDENCYPART_SIBL
(15,4),(15,7),0.0772649 # DEPENDENCYPART_SIBL
(15,4),(15,8),0.0281776 # DEPENDENCYPART_SIBL
(15,4),(15,9),0.00539447 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.000910748 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.0323237 # DEPENDENCYPART_SIBL
(15,4),(15,12),0.0772649 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.0718369 # DEPENDENCYPART_SIBL
(15,4),(15,14),-0.000910748 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0331961 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0150526 # DEPENDENCYPART_SIBL
(15,4),(15,18),-0.0331961 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0151701 # DEPENDENCYPART_SIBL
(15,4),(15,20),0.0145021 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.0139628 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.00891566 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.102253 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0819923 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0586356 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.0121973 # DEPENDENCYPART_SIBL
(15,5),(15,12),0.00891566 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.0245355 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0586356 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0223062 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0118607 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0223062 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.029267 # DEPENDENCYPART_SIBL
(15,5),(15,20),-0.0635455 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.0928571 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.132516 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.116388 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.027121 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0377933 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.0928571 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0205093 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.027121 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.0227405 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00684372 # DEPENDENCYPART_SIBL
(15,6),(15,18),-0.0227405 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.0171105 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.00473232 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.138025 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.102273 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0193909 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0180605 # DEPENDENCYPART_SIBL
(15,7),(15,12),0.00112467 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.01107 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0193909 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.0170058 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00281854 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.0170058 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0321284 # DEPENDENCYPART_SIBL
(15,7),(15,20),0.0157838 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0300072 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.035433 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.0182785 # DEPENDENCYPART_SIBL
(15,8),(15,12),0.124278 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0379085 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.035433 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.0166969 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.00677079 # DEPENDENCYPART_SIBL
(15,8),(15,18),-0.0166969 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0366355 # DEPENDENCYPART_SIBL
(15,8),(15,20),0.119505 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.0545668 # DEPENDENCYPART_SIBL
(15,9),(15,11),0.0322626 # DEPENDENCYPART_SIBL
(15,9),(15,12),0.198983 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.00511038 # DEPENDENCYPART_SIBL
(15,9),(15,14),0.0545668 # DEPENDENCYPART_SIBL
(15,9),(15,16),0.0151597 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0638754 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0151597 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.033903 # DEPENDENCYPART_SIBL
(15,9),(15,20),0.103908 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.000941624 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.102784 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0035264 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0724859 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0688629 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0246996 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0688629 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.00411997 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.00882133 # DEPENDENCYPART_SIBL
(15,11),(15,12),0.10686 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.00193228 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00898649 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0349671 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0223796 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0349671 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0326463 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.00279135 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.01107 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0193909 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0170058 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.00281854 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0170058 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0321284 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0157838 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0705013 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0321653 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0646606 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0321653 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0374722 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.019926 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0688629 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0246996 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0688629 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.00411997 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00882133 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.00543694 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0888948 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0116873 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0286018 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0731731 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00202985 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.00949636 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0116873 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0286018 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.00233787 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.136157 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0513611 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.360208 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0153819 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0157286 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.125238 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.122218 # DEPENDENCYPART_SIBL
