# _root_ A társadalmi munkákat halmozó Kukorelli a Magyar_Politikatudományi_Társaság , a Független_Jogász_Fórum és a Népfőiskolai_Társaság tagja , emellett több tanácsadó testület és kodifikációs bizottság munkájában is közreműködik .
#goldHeads=5,3,4,5,0,7,14,14,10,14,14,13,14,5,5,25,19,19,23,23,22,23,25,25,5,5,
#predictedHeads=3,3,4,5,25,7,25,25,10,14,14,13,14,25,25,25,19,19,25,25,22,23,25,25,0,25,
(5,22),(22,11),-0.207317 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.256822 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.0396469 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.144148 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.0752964 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.199932 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.143652 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.17913 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.168899 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.162478 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.238293 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.538364 # DEPENDENCYPART_GRANDPAR
(5,25),(25,2),-0.495811 # DEPENDENCYPART_GRANDPAR
(5,25),(25,3),0.00525855 # DEPENDENCYPART_GRANDPAR
(5,25),(25,4),-0.44162 # DEPENDENCYPART_GRANDPAR
(5,25),(25,5),-0.59855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,25),(25,6),-0.0754617 # DEPENDENCYPART_GRANDPAR
(5,25),(25,7),-0.220279 # DEPENDENCYPART_GRANDPAR
(5,25),(25,8),-0.17161 # DEPENDENCYPART_GRANDPAR
(5,25),(25,9),-0.202205 # DEPENDENCYPART_GRANDPAR
(5,25),(25,10),-0.192987 # DEPENDENCYPART_GRANDPAR
(5,25),(25,11),-0.255679 # DEPENDENCYPART_GRANDPAR
(5,25),(25,12),-0.281529 # DEPENDENCYPART_GRANDPAR
(5,25),(25,13),-0.197324 # DEPENDENCYPART_GRANDPAR
(5,25),(25,14),-0.295897 # DEPENDENCYPART_GRANDPAR
(5,25),(25,15),-0.203824 # DEPENDENCYPART_GRANDPAR
(5,25),(25,16),-0.149562 # DEPENDENCYPART_GRANDPAR
(5,25),(25,17),-0.152657 # DEPENDENCYPART_GRANDPAR
(5,25),(25,18),-0.148454 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),-0.31619 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),-0.21084 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),-0.207619 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.365027 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.577188 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),0.0824183 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.596426 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.207018 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0135207 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.393915 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.410953 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-0.655251 # DEPENDENCYPART_GRANDPAR
(6,4),(4,26),-0.657542 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.430157 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.619839 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.381958 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.076419 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.14332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,25),-0.644785 # DEPENDENCYPART_GRANDPAR
(7,4),(4,26),-0.942895 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.597198 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.437003 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.0597749 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.436367 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.20586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.644776 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.650099 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.820672 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.590775 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.734774 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-0.659389 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-0.956036 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.447552 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.729282 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.159159 # DEPENDENCYPART_GRANDPAR
(7,25),(25,2),-0.82998 # DEPENDENCYPART_GRANDPAR
(7,25),(25,3),-0.475331 # DEPENDENCYPART_GRANDPAR
(7,25),(25,4),-0.825141 # DEPENDENCYPART_GRANDPAR
(7,25),(25,5),-0.933503 # DEPENDENCYPART_GRANDPAR
(7,25),(25,6),-0.666561 # DEPENDENCYPART_GRANDPAR
(7,25),(25,7),-0.765605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,25),(25,8),-0.372271 # DEPENDENCYPART_GRANDPAR
(7,25),(25,9),-0.184783 # DEPENDENCYPART_GRANDPAR
(7,25),(25,10),-0.209847 # DEPENDENCYPART_GRANDPAR
(7,25),(25,11),-0.292532 # DEPENDENCYPART_GRANDPAR
(7,25),(25,12),-0.366921 # DEPENDENCYPART_GRANDPAR
(7,25),(25,13),-0.222873 # DEPENDENCYPART_GRANDPAR
(7,25),(25,14),-0.378855 # DEPENDENCYPART_GRANDPAR
(7,25),(25,15),-0.31827 # DEPENDENCYPART_GRANDPAR
(7,25),(25,16),-0.135526 # DEPENDENCYPART_GRANDPAR
(7,25),(25,17),-0.117639 # DEPENDENCYPART_GRANDPAR
(7,25),(25,18),-0.121092 # DEPENDENCYPART_GRANDPAR
(7,25),(25,19),-0.304583 # DEPENDENCYPART_GRANDPAR
(7,25),(25,20),-0.232507 # DEPENDENCYPART_GRANDPAR
(7,25),(25,21),-0.191606 # DEPENDENCYPART_GRANDPAR
(7,25),(25,22),-0.292774 # DEPENDENCYPART_GRANDPAR
(7,25),(25,23),-0.63935 # DEPENDENCYPART_GRANDPAR
(7,25),(25,24),0.00886542 # DEPENDENCYPART_GRANDPAR
(7,25),(25,26),-0.577119 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.832018 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.585626 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.0386432 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.0394771 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.0983267 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.164332 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.0983593 # DEPENDENCYPART_GRANDPAR
(11,3),(3,25),-0.784151 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.0387 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),0.173312 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.31098 # DEPENDENCYPART_GRANDPAR
(11,4),(4,7),-0.216133 # DEPENDENCYPART_GRANDPAR
(11,4),(4,25),-0.768619 # DEPENDENCYPART_GRANDPAR
(11,4),(4,26),-0.754401 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.0316614 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.0980211 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.364502 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.00976402 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.163957 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0980131 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.0120902 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.664951 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.568129 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.836968 # DEPENDENCYPART_GRANDPAR
(11,5),(5,25),-0.784135 # DEPENDENCYPART_GRANDPAR
(11,5),(5,26),-0.77002 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),0.0229599 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.0316614 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.00976402 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.316192 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.053997 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0980131 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.0120902 # DEPENDENCYPART_GRANDPAR
(11,7),(7,25),-0.784135 # DEPENDENCYPART_GRANDPAR
(11,7),(7,26),-0.77002 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.122039 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.053997 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.182139 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.504503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,6),-0.537791 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.301655 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.510775 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.09854 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.05145 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.537791 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.961654 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.573578 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.301655 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.809787 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.517258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.509697 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.00286385 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.123744 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.174139 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.111246 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.163358 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.0879593 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.146964 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.176512 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.187397 # DEPENDENCYPART_GRANDPAR
(11,14),(14,26),-0.427057 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.941048 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.00419936 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.118923 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.00262158 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.155359 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.101572 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.181371 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.259733 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.0731819 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.13378 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.195167 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.406553 # DEPENDENCYPART_GRANDPAR
(11,19),(19,3),-1.09854 # DEPENDENCYPART_GRANDPAR
(11,19),(19,6),-0.537793 # DEPENDENCYPART_GRANDPAR
(11,19),(19,7),-0.961647 # DEPENDENCYPART_GRANDPAR
(11,19),(19,9),-0.301657 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.809781 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.514364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.511618 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.0135204 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),0.123101 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.0928517 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.092961 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.150304 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.118094 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.103672 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.162676 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.467136 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-1.03684 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.597146 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.613473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,13),-0.0617875 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.0735088 # DEPENDENCYPART_GRANDPAR
(11,20),(20,16),-0.135864 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.19632 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.177177 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.148236 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.309336 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.13768 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.198327 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.110343 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.232401 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.407053 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.741125 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-0.523297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,13),-0.0380232 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),0.0767136 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.00324962 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.171831 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.120798 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.124365 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.157592 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.108975 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.0858396 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-1.09854 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.467603 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-1.05144 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-0.537791 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.961646 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.573578 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-0.301655 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),-0.809779 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.514134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),0.509857 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.0141498 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),0.123731 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.0925662 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.0927341 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.150077 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.119239 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.0714854 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.148428 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.223611 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.162801 # DEPENDENCYPART_GRANDPAR
(11,23),(23,3),-1.09854 # DEPENDENCYPART_GRANDPAR
(11,23),(23,5),-1.05144 # DEPENDENCYPART_GRANDPAR
(11,23),(23,7),-0.961646 # DEPENDENCYPART_GRANDPAR
(11,23),(23,8),-0.573578 # DEPENDENCYPART_GRANDPAR
(11,23),(23,9),-0.301656 # DEPENDENCYPART_GRANDPAR
(11,23),(23,10),-0.809779 # DEPENDENCYPART_GRANDPAR
(11,23),(23,11),-0.514133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,23),(23,12),0.510772 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),0.0107443 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),0.120325 # DEPENDENCYPART_GRANDPAR
(11,23),(23,15),-0.0925647 # DEPENDENCYPART_GRANDPAR
(11,23),(23,16),-0.0927334 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.150076 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.115885 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.0748908 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.148428 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.220257 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.036623 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.179202 # DEPENDENCYPART_GRANDPAR
(11,24),(24,4),-0.462925 # DEPENDENCYPART_GRANDPAR
(11,24),(24,16),0.0854303 # DEPENDENCYPART_GRANDPAR
(11,24),(24,17),-0.0367365 # DEPENDENCYPART_GRANDPAR
(11,24),(24,18),0.0560632 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),-0.0427149 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.0659733 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.0483105 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.00574577 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.0704873 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.319325 # DEPENDENCYPART_GRANDPAR
(11,25),(25,2),-0.608262 # DEPENDENCYPART_GRANDPAR
(11,25),(25,3),-1.46041 # DEPENDENCYPART_GRANDPAR
(11,25),(25,4),-0.725663 # DEPENDENCYPART_GRANDPAR
(11,25),(25,5),-1.4132 # DEPENDENCYPART_GRANDPAR
(11,25),(25,6),-0.791134 # DEPENDENCYPART_GRANDPAR
(11,25),(25,7),-1.3234 # DEPENDENCYPART_GRANDPAR
(11,25),(25,8),-0.916044 # DEPENDENCYPART_GRANDPAR
(11,25),(25,9),-0.554998 # DEPENDENCYPART_GRANDPAR
(11,25),(25,10),-1.17153 # DEPENDENCYPART_GRANDPAR
(11,25),(25,11),-0.53995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,25),(25,12),0.439217 # DEPENDENCYPART_GRANDPAR
(11,25),(25,13),-0.0787785 # DEPENDENCYPART_GRANDPAR
(11,25),(25,14),0.0363226 # DEPENDENCYPART_GRANDPAR
(11,25),(25,15),-0.149551 # DEPENDENCYPART_GRANDPAR
(11,25),(25,16),-0.101254 # DEPENDENCYPART_GRANDPAR
(11,25),(25,17),-0.180431 # DEPENDENCYPART_GRANDPAR
(11,25),(25,18),-0.170749 # DEPENDENCYPART_GRANDPAR
(11,25),(25,19),-0.156961 # DEPENDENCYPART_GRANDPAR
(11,25),(25,20),-0.174244 # DEPENDENCYPART_GRANDPAR
(11,25),(25,21),-0.275122 # DEPENDENCYPART_GRANDPAR
(11,25),(25,22),-0.121836 # DEPENDENCYPART_GRANDPAR
(11,25),(25,23),-0.193029 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),0.0818456 # DEPENDENCYPART_GRANDPAR
(11,25),(25,26),-0.345977 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0787012 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.494206 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.0847397 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.460667 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.283977 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.426821 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.296373 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.235508 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.306914 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.889488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.362698 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.51345 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.410717 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.375523 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.544033 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.480251 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.596462 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.562414 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.604077 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.506386 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-0.631264 # DEPENDENCYPART_GRANDPAR
(12,11),(11,26),-0.569436 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-1.08753 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.551095 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.438803 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.423758 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.548117 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),-0.375564 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),-0.294195 # DEPENDENCYPART_GRANDPAR
(14,3),(3,25),-0.800751 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.415989 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.548479 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.614086 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.695823 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.375546 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.294195 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.0394776 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.13371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.564624 # DEPENDENCYPART_GRANDPAR
(14,5),(5,22),-0.51907 # DEPENDENCYPART_GRANDPAR
(14,5),(5,25),-0.800751 # DEPENDENCYPART_GRANDPAR
(14,5),(5,26),-0.798597 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.709825 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.415989 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.695823 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.683585 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0585357 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.294195 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.0394776 # DEPENDENCYPART_GRANDPAR
(14,7),(7,25),-0.800751 # DEPENDENCYPART_GRANDPAR
(14,7),(7,26),-0.798597 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.333206 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0585357 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0909835 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.659349 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.640702 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.805612 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.710133 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.29247 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.550804 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.507828 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.14295 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.214735 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.00265023 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.190615 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.07218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.538075 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.309662 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.467797 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.493515 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.559027 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.457493 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.03097 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.451328 # DEPENDENCYPART_GRANDPAR
(14,11),(11,25),-0.841395 # DEPENDENCYPART_GRANDPAR
(14,11),(11,26),-0.77256 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.166023 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.0585357 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0909835 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.118557 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.03954 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.285254 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.601312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),0.0126873 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.172619 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.179898 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.286552 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.298174 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.166607 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.739935 # DEPENDENCYPART_GRANDPAR
(14,17),(17,25),-0.54301 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.525261 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-1.09082 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.634333 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-1.00099 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.484814 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.664917 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.506907 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.45724 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.406031 # DEPENDENCYPART_GRANDPAR
