# _root_ Egymillió forint körüli összeget zsákmányolt az a férfi , aki péntek délben kirabolta a főváros XI. kerületében , a Bartók_Béla_úton lévő egyik postahivatalt .
#goldHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,21,21,20,21,23,23,13,5,
#predictedHeads=2,3,4,5,0,8,8,5,5,13,12,13,6,15,17,17,13,21,20,21,23,23,13,5,
(12,10),(12,15),0.00664266 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00392827 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0213525 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00810627 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.00063065 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0100124 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0193992 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0249651 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.00681684 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0161609 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0430774 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0212514 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.00494288 # DEPENDENCYPART_SIBL
(12,15),(12,18),0.0963944 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.00188519 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0607312 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.00555595 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0989728 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00212347 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.0608725 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.00359631 # DEPENDENCYPART_SIBL
(12,18),(12,20),0.342981 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.152858 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.338418 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.0608725 # DEPENDENCYPART_SIBL
(12,20),(12,23),0.00158375 # DEPENDENCYPART_SIBL
(12,21),(12,23),0.0544225 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0416422 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0290968 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.00427269 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.028599 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0539457 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0726718 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.00632152 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0652509 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.164306 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00885664 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.00556035 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.00184204 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.00102507 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0187102 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0244048 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.00184204 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.00197886 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0196768 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.00510914 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.00585352 # DEPENDENCYPART_SIBL
(13,1),(13,24),-2.64265e-05 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0594648 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.113171 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0359079 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0606957 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0951729 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0968469 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.0320714 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.208813 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.12721 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.12586 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.024644 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0817484 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.108402 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.044043 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.024644 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0736936 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0347869 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0560936 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.0850755 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.0510239 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0215773 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.00370266 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0519275 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.20218 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0188705 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0457867 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.137226 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0346919 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0313956 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00661181 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.00638625 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0210606 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.00232905 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.00661181 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.00432926 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0318722 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.0126007 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.00820391 # DEPENDENCYPART_SIBL
(13,3),(13,24),0.00201493 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0147444 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0409766 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.0678241 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0389237 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0817674 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.189094 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0692871 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0679369 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0275652 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.038517 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0651702 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0360221 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0275652 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0304622 # DEPENDENCYPART_SIBL
(13,4),(13,21),-0.016062 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0368291 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0418441 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0144576 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0100629 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0660873 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0294073 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0771527 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.14426 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0444512 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0411535 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0321 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0238224 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0370621 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.00786603 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0321 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.02033 # DEPENDENCYPART_SIBL
(13,5),(13,21),-0.0158307 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0267855 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0242046 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.0147693 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0502383 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0638024 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0556375 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.317856 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0846206 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0722044 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00761409 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0444264 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0631951 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.00195809 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.00761409 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0400086 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0192647 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0107507 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0411975 # DEPENDENCYPART_SIBL
(13,6),(13,24),0.0692535 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.0142643 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.00803126 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.166129 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.000644824 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.00265148 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0223062 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0381954 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0528431 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0478551 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0223062 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0361118 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0009067 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0270089 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0399864 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.06436 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0869667 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.194645 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0798355 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0784852 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0446287 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0757094 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.103096 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0566503 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0446287 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0676546 # DEPENDENCYPART_SIBL
(13,8),(13,21),-0.0333038 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0563291 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.0797614 # DEPENDENCYPART_SIBL
(13,8),(13,24),-0.0109067 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.181831 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0327128 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0294165 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0140069 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0384547 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0520231 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0185253 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0140069 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0334555 # DEPENDENCYPART_SIBL
(13,9),(13,21),-0.0218524 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0241387 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0391463 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.0177115 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0320976 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0505937 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00137939 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0129726 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0346891 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0613632 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00137939 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.00748596 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0295941 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0105608 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.00662007 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.077622 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0998758 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.074786 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.137888 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.16864 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0857572 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.074786 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.128747 # DEPENDENCYPART_SIBL
(13,11),(13,21),-0.0632809 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0864866 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.145305 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.102269 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0427121 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0706487 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.1014 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0537023 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0427121 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0615002 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.031207 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.054413 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.0719859 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0174816 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00335804 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.00210621 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0124765 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.0888948 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00553298 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.0108611 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.00310823 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.0048343 # DEPENDENCYPART_SIBL
(13,14),(13,24),-0.0297759 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0737005 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.00156032 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0493456 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0636138 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.0032409 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0226853 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.0844527 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.0297416 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.00605532 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0542218 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0526065 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.00821018 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.0277189 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0775434 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0217707 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.119826 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.0629825 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0542684 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0167548 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.0416639 # DEPENDENCYPART_SIBL
(13,18),(13,24),0.0421339 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.00553298 # DEPENDENCYPART_SIBL
(13,19),(13,21),-0.0108611 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.00310823 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0048343 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.0297759 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0182151 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0377239 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0545896 # DEPENDENCYPART_SIBL
(13,20),(13,24),-0.00842729 # DEPENDENCYPART_SIBL
(13,21),(13,22),-0.014477 # DEPENDENCYPART_SIBL
(13,21),(13,23),-0.0405667 # DEPENDENCYPART_SIBL
(13,21),(13,24),-0.0129946 # DEPENDENCYPART_SIBL
(13,22),(13,23),-0.0105044 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.00669951 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.00939701 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0362497 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0930803 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.112964 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.10037 # DEPENDENCYPART_SIBL
(15,6),(15,17),-0.00463743 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.00620207 # DEPENDENCYPART_SIBL
(15,6),(15,20),-0.00246777 # DEPENDENCYPART_SIBL
(15,6),(15,21),-0.00411486 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.00158906 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.0341311 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.0552425 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.00331075 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0213541 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.00748875 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.00063065 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.00939487 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.357183 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.00664514 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0137779 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00664427 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0231777 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00664427 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00645235 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0103623 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.00645235 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.00290723 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00645235 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0989725 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.00212286 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0608724 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.00359692 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.342963 # DEPENDENCYPART_SIBL
(15,18),(15,21),0.152842 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.3384 # DEPENDENCYPART_SIBL
(15,20),(15,21),0.0608724 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.00158314 # DEPENDENCYPART_SIBL
(15,21),(15,23),0.054422 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0239174 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.021415 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0296178 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.0435043 # DEPENDENCYPART_SIBL
(16,20),(16,24),-0.00651562 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.00679268 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0463908 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0425442 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.103076 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0454072 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0639818 # DEPENDENCYPART_SIBL
(17,6),(17,18),0.00620366 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.00185025 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00411486 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.000971529 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.0416473 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0268563 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.316509 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0196287 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.010618 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.00681684 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0161609 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0430774 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.0212514 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.013102 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.312261 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0124743 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0148614 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00605264 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.00068379 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0438491 # DEPENDENCYPART_SIBL
(17,12),(17,23),-0.00137055 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0413891 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.000623262 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.000699459 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00907785 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00331961 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0041874 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.00331961 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0285178 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0708749 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00884247 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.00348188 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0428367 # DEPENDENCYPART_SIBL
(17,15),(17,23),0.000979448 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.0347939 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0198132 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.01512 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00622605 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.01512 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.0208832 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.342981 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.152858 # DEPENDENCYPART_SIBL
(17,18),(17,23),0.338418 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0787787 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0608725 # DEPENDENCYPART_SIBL
(17,20),(17,23),0.00158369 # DEPENDENCYPART_SIBL
(17,20),(17,24),0.0485651 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0544225 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.105809 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.0482881 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.000623262 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00487118 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0129962 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.190771 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.662013 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.00331961 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.045149 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0058224 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.687993 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.300878 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.000979448 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0227112 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.385617 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.393433 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.01512 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.647767 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.317123 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0008761 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.408123 # DEPENDENCYPART_SIBL
(20,18),(20,23),-0.00917104 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.00331961 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.0173337 # DEPENDENCYPART_SIBL
(21,1),(21,4),0.0365726 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.108461 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.00284601 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.0365728 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.218785 # DEPENDENCYPART_SIBL
(21,1),(21,10),0.0277064 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.036471 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.0365815 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.108461 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0802608 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0340734 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0169095 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.218785 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0802608 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0487413 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.0123648 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0148456 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.0746171 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.164026 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.0205986 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.0817376 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.274084 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.0393635 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.0740782 # DEPENDENCYPART_SIBL
(21,2),(21,12),0.0750262 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.164026 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.0316811 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.0794235 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.0683484 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.274084 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0316811 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.0999374 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.00367841 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.0371895 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.155849 # DEPENDENCYPART_SIBL
