# _root_ Az előrehaladás akadálymentesnek látszik , amikor — már 1992-ben — jön egy váratlan kitérő : egy tárgyaláson a külföldi partner felfedezi , és pazar állásajánlattal téríti el .
#goldHeads=2,4,4,0,4,11,11,11,11,11,4,14,14,11,4,17,21,20,20,21,23,23,4,25,26,23,26,4,
#predictedHeads=2,4,4,23,4,11,11,11,11,11,4,14,14,11,11,17,21,20,20,21,23,23,0,25,26,23,26,23,
(2,4),(4,10),-0.200958 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.333884 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.295085 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.177634 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.1211 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.149636 # DEPENDENCYPART_GRANDPAR
(2,4),(4,26),-0.22668 # DEPENDENCYPART_GRANDPAR
(2,4),(4,27),-0.267375 # DEPENDENCYPART_GRANDPAR
(2,4),(4,28),-0.712037 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.869992 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.651918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.318401 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.403363 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.227563 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0900002 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.181009 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.115519 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.419199 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.132652 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.595317 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.341354 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.296013 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.265859 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.482887 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.620409 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.26796 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.179219 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.114763 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),-0.157249 # DEPENDENCYPART_GRANDPAR
(2,11),(11,24),-0.656562 # DEPENDENCYPART_GRANDPAR
(2,11),(11,25),-0.377788 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-0.228266 # DEPENDENCYPART_GRANDPAR
(2,11),(11,27),-0.265666 # DEPENDENCYPART_GRANDPAR
(2,11),(11,28),-0.721483 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.996506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.267173 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.03673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.632019 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.630342 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.718297 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.589379 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.614585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.223303 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0113929 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.224108 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.15426 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.218085 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.190008 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.229777 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.162918 # DEPENDENCYPART_GRANDPAR
(3,4),(4,21),-0.0109765 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.0690545 # DEPENDENCYPART_GRANDPAR
(3,4),(4,23),-0.206799 # DEPENDENCYPART_GRANDPAR
(3,4),(4,26),-0.0603588 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),0.000177387 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-0.589753 # DEPENDENCYPART_GRANDPAR
(3,9),(9,4),-0.234475 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.210002 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0516967 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.186161 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.137829 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.129008 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.256375 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.344002 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.11478 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.14587 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.0320034 # DEPENDENCYPART_GRANDPAR
(3,9),(9,22),-0.0422834 # DEPENDENCYPART_GRANDPAR
(3,9),(9,26),-0.0823045 # DEPENDENCYPART_GRANDPAR
(3,9),(9,28),-0.646609 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.71823 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.586876 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.6138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.290395 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.325109 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.134838 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.221202 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.175429 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.252958 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.187101 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.325103 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.0356143 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.162176 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.181955 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.533544 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.37512 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.10775 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.0110859 # DEPENDENCYPART_GRANDPAR
(3,11),(11,22),-0.0612133 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.212936 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.413934 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),0.0310363 # DEPENDENCYPART_GRANDPAR
(3,11),(11,26),-0.0604682 # DEPENDENCYPART_GRANDPAR
(3,11),(11,27),0.00455572 # DEPENDENCYPART_GRANDPAR
(3,11),(11,28),-0.597723 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.454984 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.323168 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.395253 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.1842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,11),-0.265542 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.384659 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.00995553 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.08392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.386487 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.282646 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.232282 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.165251 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-1.42155 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.113082 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.129047 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.117822 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.183575 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.162645 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),0.027397 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.11041 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.00152532 # DEPENDENCYPART_GRANDPAR
(4,6),(6,22),0.285012 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.186015 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.0259213 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-1.13413 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.11504 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),0.0543762 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.748396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.142547 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.222212 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.173645 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.0300899 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.151321 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.122727 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.0208186 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.0786983 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.153635 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.0701743 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.0383908 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),0.0166315 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.234231 # DEPENDENCYPART_GRANDPAR
(4,8),(8,26),-0.0658374 # DEPENDENCYPART_GRANDPAR
(4,8),(8,28),-1.16392 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.698072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.103934 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.320731 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.146484 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.190077 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.214933 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.204578 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.347204 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),0.04608 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.211737 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),0.0443464 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),0.347324 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),0.0159811 # DEPENDENCYPART_GRANDPAR
(4,9),(9,28),-1.0817 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),0.0489995 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),0.0112181 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),0.169477 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.720388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.12607 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.2613 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0738631 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.158914 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.0555275 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.139615 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.388829 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.0817806 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.183223 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.0513415 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.287094 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.489319 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),0.0323689 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),0.0606066 # DEPENDENCYPART_GRANDPAR
(4,11),(11,22),0.306265 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),0.0149186 # DEPENDENCYPART_GRANDPAR
(4,11),(11,24),-0.558699 # DEPENDENCYPART_GRANDPAR
(4,11),(11,25),-0.131632 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),0.03316 # DEPENDENCYPART_GRANDPAR
(4,11),(11,27),0.420428 # DEPENDENCYPART_GRANDPAR
(4,11),(11,28),-1.09915 # DEPENDENCYPART_GRANDPAR
(4,21),(21,2),0.0116784 # DEPENDENCYPART_GRANDPAR
(4,21),(21,3),0.169926 # DEPENDENCYPART_GRANDPAR
(4,21),(21,4),-0.715105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,21),(21,5),-0.113183 # DEPENDENCYPART_GRANDPAR
(4,21),(21,6),0.263786 # DEPENDENCYPART_GRANDPAR
(4,21),(21,7),0.0832967 # DEPENDENCYPART_GRANDPAR
(4,21),(21,8),0.161743 # DEPENDENCYPART_GRANDPAR
(4,21),(21,9),0.0605849 # DEPENDENCYPART_GRANDPAR
(4,21),(21,10),0.149049 # DEPENDENCYPART_GRANDPAR
(4,21),(21,11),0.203067 # DEPENDENCYPART_GRANDPAR
(4,21),(21,12),-0.0868024 # DEPENDENCYPART_GRANDPAR
(4,21),(21,13),-0.392103 # DEPENDENCYPART_GRANDPAR
(4,21),(21,14),0.0246037 # DEPENDENCYPART_GRANDPAR
(4,21),(21,15),-0.00657702 # DEPENDENCYPART_GRANDPAR
(4,21),(21,16),-0.30583 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.105193 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.414338 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.492692 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.0247706 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),0.299246 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),0.0164264 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.562746 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.148471 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),0.0286463 # DEPENDENCYPART_GRANDPAR
(4,21),(21,27),0.409354 # DEPENDENCYPART_GRANDPAR
(4,21),(21,28),-1.10194 # DEPENDENCYPART_GRANDPAR
(4,23),(23,2),-0.38379 # DEPENDENCYPART_GRANDPAR
(4,23),(23,3),-0.148295 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-0.787056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,5),-0.137704 # DEPENDENCYPART_GRANDPAR
(4,23),(23,7),0.153037 # DEPENDENCYPART_GRANDPAR
(4,23),(23,8),0.0367523 # DEPENDENCYPART_GRANDPAR
(4,23),(23,9),0.00227175 # DEPENDENCYPART_GRANDPAR
(4,23),(23,10),0.218789 # DEPENDENCYPART_GRANDPAR
(4,23),(23,11),0.124088 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),-0.538454 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.00747042 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),0.0578905 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.139072 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.381784 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.6357 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.0568209 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.0317895 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),0.273262 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-0.779015 # DEPENDENCYPART_GRANDPAR
(4,23),(23,25),-0.298406 # DEPENDENCYPART_GRANDPAR
(4,23),(23,26),-0.340568 # DEPENDENCYPART_GRANDPAR
(4,23),(23,28),-1.22976 # DEPENDENCYPART_GRANDPAR
(4,26),(26,2),0.0116784 # DEPENDENCYPART_GRANDPAR
(4,26),(26,3),0.169926 # DEPENDENCYPART_GRANDPAR
(4,26),(26,4),-0.715105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,26),(26,5),-0.113163 # DEPENDENCYPART_GRANDPAR
(4,26),(26,6),0.263786 # DEPENDENCYPART_GRANDPAR
(4,26),(26,7),0.0833165 # DEPENDENCYPART_GRANDPAR
(4,26),(26,8),0.161743 # DEPENDENCYPART_GRANDPAR
(4,26),(26,9),0.0605867 # DEPENDENCYPART_GRANDPAR
(4,26),(26,10),0.149069 # DEPENDENCYPART_GRANDPAR
(4,26),(26,11),0.203067 # DEPENDENCYPART_GRANDPAR
(4,26),(26,13),-0.3921 # DEPENDENCYPART_GRANDPAR
(4,26),(26,14),0.0309412 # DEPENDENCYPART_GRANDPAR
(4,26),(26,15),-0.00653748 # DEPENDENCYPART_GRANDPAR
(4,26),(26,16),-0.305829 # DEPENDENCYPART_GRANDPAR
(4,26),(26,17),-0.0988555 # DEPENDENCYPART_GRANDPAR
(4,26),(26,18),-0.414335 # DEPENDENCYPART_GRANDPAR
(4,26),(26,19),-0.492689 # DEPENDENCYPART_GRANDPAR
(4,26),(26,20),-0.0184331 # DEPENDENCYPART_GRANDPAR
(4,26),(26,21),0.0407433 # DEPENDENCYPART_GRANDPAR
(4,26),(26,22),0.297803 # DEPENDENCYPART_GRANDPAR
(4,26),(26,23),-0.047531 # DEPENDENCYPART_GRANDPAR
(4,26),(26,24),-0.555558 # DEPENDENCYPART_GRANDPAR
(4,26),(26,25),-0.182471 # DEPENDENCYPART_GRANDPAR
(4,26),(26,27),0.409354 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),-1.10008 # DEPENDENCYPART_GRANDPAR
(4,27),(27,10),0.276359 # DEPENDENCYPART_GRANDPAR
(4,27),(27,14),-0.00761288 # DEPENDENCYPART_GRANDPAR
(4,27),(27,17),-0.139215 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),-0.0569633 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.0396165 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),-0.579684 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.221025 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),0.00808322 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.122355 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0847722 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.148445 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.387105 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.47539 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.575131 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.460456 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.594827 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.692626 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.397144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.179378 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.109192 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.00387467 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0746375 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.280228 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.200717 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.0999493 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.342592 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.267425 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.283489 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.30699 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),0.0333431 # DEPENDENCYPART_GRANDPAR
(6,11),(11,22),0.0725138 # DEPENDENCYPART_GRANDPAR
(6,11),(11,23),-0.311841 # DEPENDENCYPART_GRANDPAR
(6,11),(11,24),-0.318535 # DEPENDENCYPART_GRANDPAR
(6,11),(11,25),-0.406278 # DEPENDENCYPART_GRANDPAR
(6,11),(11,26),0.03437 # DEPENDENCYPART_GRANDPAR
(6,11),(11,27),-0.174917 # DEPENDENCYPART_GRANDPAR
(6,11),(11,28),-0.596314 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.493456 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-0.588228 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.487833 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.538537 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-0.644892 # DEPENDENCYPART_GRANDPAR
(6,14),(14,7),-0.20947 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.0159589 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.0116099 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.104729 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.377317 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.247476 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.221431 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.413391 # DEPENDENCYPART_GRANDPAR
(6,14),(14,19),-0.287635 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.378048 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.00267857 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),0.0393403 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),-0.344218 # DEPENDENCYPART_GRANDPAR
(6,14),(14,25),-0.477384 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-0.00165076 # DEPENDENCYPART_GRANDPAR
(6,14),(14,28),-0.680313 # DEPENDENCYPART_GRANDPAR
(6,21),(21,2),-0.574841 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.460172 # DEPENDENCYPART_GRANDPAR
(6,21),(21,4),-0.594539 # DEPENDENCYPART_GRANDPAR
(6,21),(21,5),-0.692173 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.397849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),-0.179121 # DEPENDENCYPART_GRANDPAR
(6,21),(21,8),0.108831 # DEPENDENCYPART_GRANDPAR
(6,21),(21,9),0.00403184 # DEPENDENCYPART_GRANDPAR
(6,21),(21,10),-0.0743807 # DEPENDENCYPART_GRANDPAR
(6,21),(21,11),-0.00825914 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),-0.342947 # DEPENDENCYPART_GRANDPAR
(6,21),(21,13),-0.251222 # DEPENDENCYPART_GRANDPAR
(6,21),(21,14),-0.22541 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),-0.264169 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.323445 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),-0.365737 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.319833 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.254668 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.331658 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),0.0684711 # DEPENDENCYPART_GRANDPAR
(6,21),(21,23),-0.30613 # DEPENDENCYPART_GRANDPAR
(6,21),(21,24),-0.317958 # DEPENDENCYPART_GRANDPAR
(6,21),(21,25),-0.416589 # DEPENDENCYPART_GRANDPAR
(6,21),(21,26),0.0341053 # DEPENDENCYPART_GRANDPAR
(6,21),(21,27),-0.177125 # DEPENDENCYPART_GRANDPAR
(6,21),(21,28),-0.594479 # DEPENDENCYPART_GRANDPAR
(6,25),(25,8),0.0159589 # DEPENDENCYPART_GRANDPAR
(6,25),(25,12),-0.377317 # DEPENDENCYPART_GRANDPAR
(6,25),(25,13),-0.247476 # DEPENDENCYPART_GRANDPAR
(6,25),(25,16),-0.357815 # DEPENDENCYPART_GRANDPAR
(6,25),(25,17),-0.292347 # DEPENDENCYPART_GRANDPAR
(6,25),(25,18),-0.31506 # DEPENDENCYPART_GRANDPAR
(6,25),(25,19),-0.25415 # DEPENDENCYPART_GRANDPAR
(6,25),(25,20),-0.257005 # DEPENDENCYPART_GRANDPAR
(6,25),(25,21),0.051951 # DEPENDENCYPART_GRANDPAR
(6,25),(25,22),0.158066 # DEPENDENCYPART_GRANDPAR
(6,25),(25,23),-0.252385 # DEPENDENCYPART_GRANDPAR
(6,25),(25,24),-0.288899 # DEPENDENCYPART_GRANDPAR
(6,26),(26,2),-0.574841 # DEPENDENCYPART_GRANDPAR
(6,26),(26,3),-0.460171 # DEPENDENCYPART_GRANDPAR
(6,26),(26,4),-0.594539 # DEPENDENCYPART_GRANDPAR
(6,26),(26,5),-0.692173 # DEPENDENCYPART_GRANDPAR
(6,26),(26,6),-0.397849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,26),(26,7),-0.179102 # DEPENDENCYPART_GRANDPAR
(6,26),(26,8),0.108831 # DEPENDENCYPART_GRANDPAR
(6,26),(26,9),0.00403361 # DEPENDENCYPART_GRANDPAR
(6,26),(26,10),-0.074361 # DEPENDENCYPART_GRANDPAR
(6,26),(26,11),-0.00825914 # DEPENDENCYPART_GRANDPAR
(6,26),(26,13),-0.251219 # DEPENDENCYPART_GRANDPAR
(6,26),(26,14),-0.219072 # DEPENDENCYPART_GRANDPAR
(6,26),(26,15),-0.26413 # DEPENDENCYPART_GRANDPAR
(6,26),(26,16),-0.323443 # DEPENDENCYPART_GRANDPAR
(6,26),(26,17),-0.359399 # DEPENDENCYPART_GRANDPAR
(6,26),(26,18),-0.319831 # DEPENDENCYPART_GRANDPAR
(6,26),(26,19),-0.254665 # DEPENDENCYPART_GRANDPAR
(6,26),(26,20),-0.32532 # DEPENDENCYPART_GRANDPAR
(6,26),(26,21),0.0407636 # DEPENDENCYPART_GRANDPAR
(6,26),(26,22),0.0147333 # DEPENDENCYPART_GRANDPAR
(6,26),(26,23),-0.301816 # DEPENDENCYPART_GRANDPAR
(6,26),(26,24),-0.290399 # DEPENDENCYPART_GRANDPAR
(6,26),(26,25),-0.424634 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),-0.177125 # DEPENDENCYPART_GRANDPAR
(6,26),(26,28),-0.592621 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.000489347 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.112087 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0599495 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.252536 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0537962 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.189123 # DEPENDENCYPART_GRANDPAR
