# _root_ S bár aranyat ér minden találatuk , Hímer és Kökény hadrendbe állásával kézzelfoghatóvá vált , hogy a kubaiak játéka az egyéni improvizációra épül .
#goldHeads=14,14,4,14,6,4,14,12,12,12,12,14,14,0,14,14,18,19,23,22,22,23,14,14,
#predictedHeads=4,4,4,0,6,4,4,14,14,11,12,14,14,4,14,14,18,19,23,22,22,23,14,4,
(1,23),(23,4),0.138703 # DEPENDENCYPART_GRANDPAR
(1,23),(23,6),0.0858272 # DEPENDENCYPART_GRANDPAR
(1,23),(23,7),-0.00539959 # DEPENDENCYPART_GRANDPAR
(1,23),(23,8),-0.0652956 # DEPENDENCYPART_GRANDPAR
(1,23),(23,9),-0.0913646 # DEPENDENCYPART_GRANDPAR
(1,23),(23,10),-0.209917 # DEPENDENCYPART_GRANDPAR
(1,23),(23,11),-0.348824 # DEPENDENCYPART_GRANDPAR
(1,23),(23,12),-0.18932 # DEPENDENCYPART_GRANDPAR
(1,23),(23,13),-0.165185 # DEPENDENCYPART_GRANDPAR
(1,23),(23,14),0.0353021 # DEPENDENCYPART_GRANDPAR
(1,23),(23,15),0.0778672 # DEPENDENCYPART_GRANDPAR
(1,23),(23,16),-0.175686 # DEPENDENCYPART_GRANDPAR
(1,23),(23,17),-0.496677 # DEPENDENCYPART_GRANDPAR
(1,23),(23,18),-0.345802 # DEPENDENCYPART_GRANDPAR
(1,23),(23,19),-0.1758 # DEPENDENCYPART_GRANDPAR
(1,23),(23,20),-0.56333 # DEPENDENCYPART_GRANDPAR
(1,23),(23,21),-0.402564 # DEPENDENCYPART_GRANDPAR
(1,23),(23,22),-0.279493 # DEPENDENCYPART_GRANDPAR
(1,23),(23,24),-0.577037 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.747261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.323895 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.608445 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.686746 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.471071 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.479079 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.712503 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.511088 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.642007 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.05032 # DEPENDENCYPART_GRANDPAR
(2,1),(1,23),-0.969435 # DEPENDENCYPART_GRANDPAR
(2,1),(1,24),-0.988613 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.502125 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.268879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,14),-0.0613376 # DEPENDENCYPART_GRANDPAR
(2,3),(3,24),-0.644518 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.821822 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.24379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.258944 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.101339 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0191507 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.00384886 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0771279 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0246028 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.240456 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0684767 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0885312 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),0.0260025 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.0288362 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0438659 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.0535426 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.419299 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.344426 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.143027 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.346019 # DEPENDENCYPART_GRANDPAR
(2,4),(4,23),-0.294803 # DEPENDENCYPART_GRANDPAR
(2,4),(4,24),-0.569909 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.826315 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.258026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.25128 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.0150645 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.214819 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.105781 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0661604 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.20206 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.076788 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.365388 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.18171 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.213463 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.0201437 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.0404422 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.0593323 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.276735 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.42664 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.351768 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.58599 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.130787 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),-0.35336 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),-0.293696 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),-0.568266 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.544643 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.206853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.396726 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.133395 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.0346505 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.0616282 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),0.0218696 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.224957 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.0424803 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.0730314 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),0.0945843 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),0.0261856 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.0460325 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.425748 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.350875 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.154046 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.352468 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.298374 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.489387 # DEPENDENCYPART_GRANDPAR
(2,23),(23,1),-0.821937 # DEPENDENCYPART_GRANDPAR
(2,23),(23,2),-0.244169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,23),(23,3),0.271736 # DEPENDENCYPART_GRANDPAR
(2,23),(23,4),0.0111137 # DEPENDENCYPART_GRANDPAR
(2,23),(23,6),-0.0853261 # DEPENDENCYPART_GRANDPAR
(2,23),(23,7),-0.0483059 # DEPENDENCYPART_GRANDPAR
(2,23),(23,8),-0.181605 # DEPENDENCYPART_GRANDPAR
(2,23),(23,9),-0.0613464 # DEPENDENCYPART_GRANDPAR
(2,23),(23,10),-0.344933 # DEPENDENCYPART_GRANDPAR
(2,23),(23,11),-0.161255 # DEPENDENCYPART_GRANDPAR
(2,23),(23,12),-0.193008 # DEPENDENCYPART_GRANDPAR
(2,23),(23,13),-0.00805851 # DEPENDENCYPART_GRANDPAR
(2,23),(23,14),-0.0932744 # DEPENDENCYPART_GRANDPAR
(2,23),(23,15),-0.088323 # DEPENDENCYPART_GRANDPAR
(2,23),(23,16),-0.188006 # DEPENDENCYPART_GRANDPAR
(2,23),(23,17),-0.448315 # DEPENDENCYPART_GRANDPAR
(2,23),(23,18),-0.523775 # DEPENDENCYPART_GRANDPAR
(2,23),(23,19),-0.448903 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.661548 # DEPENDENCYPART_GRANDPAR
(2,23),(23,21),-0.179575 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.450495 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.558825 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0755645 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.78929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.536453 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.416833 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.405056 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.590861 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.309143 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.347371 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.37736 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.685364 # DEPENDENCYPART_GRANDPAR
(3,1),(1,23),-0.308224 # DEPENDENCYPART_GRANDPAR
(3,1),(1,24),-0.93683 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.229535 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.787377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.530465 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.303155 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.345177 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.376386 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-0.302237 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-0.936629 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.543122 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.484183 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.441551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.131295 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.0479281 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.0648048 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.172675 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.0755789 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.0217544 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.0943531 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.113318 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.312852 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0822498 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0656247 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.0286807 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.318204 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.0352962 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.239503 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.14428 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.270418 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.180946 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),0.041799 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-0.566208 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.432407 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.163475 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.34878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.398298 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.444841 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.446151 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.590648 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.399541 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.371609 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.795241 # DEPENDENCYPART_GRANDPAR
(4,1),(1,23),-0.81064 # DEPENDENCYPART_GRANDPAR
(4,1),(1,24),-1.55214 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.28924 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.212539 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.33111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,14),-0.572983 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.387433 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.362181 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-0.792975 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.54399 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0782577 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.248502 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.523528 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.56229 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.677523 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.161532 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.776719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.135074 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.00511659 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0213614 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),0.0265627 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.00720925 # DEPENDENCYPART_GRANDPAR
(4,6),(6,23),-0.232956 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),-1.13144 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.151173 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.0515203 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0899589 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0697799 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.53434 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.680382 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.89683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.115698 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.0240412 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.10684 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.123303 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.304468 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.187946 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.284289 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.24272 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.413469 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.204573 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.107072 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.468691 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.442747 # DEPENDENCYPART_GRANDPAR
(4,9),(9,23),-0.636468 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.29058 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.00382905 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0272093 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.0265627 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0697799 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.530396 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.161532 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.777767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.132975 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.150125 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0504715 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.00278074 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0293024 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.10854 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0697799 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),0.0880748 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.135074 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.151173 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.0515203 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.00382905 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0272093 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.107491 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),0.0218355 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),0.0880748 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.228238 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),-0.232956 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.437693 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.58477 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),0.00702665 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.836233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),0.0246984 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.0504632 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.122646 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.125534 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.233966 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.112443 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.213787 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0382929 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.422838 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.396893 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.349379 # DEPENDENCYPART_GRANDPAR
(4,13),(13,24),-1.20335 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.315887 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.480638 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),0.272987 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.824449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),0.0124826 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.0794098 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.0617335 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.0679343 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.13153 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.179255 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.0553248 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.159076 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.0131846 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0145659 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),0.131414 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.237071 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.3099 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),-0.283956 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.381505 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.328606 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.247207 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.26127 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-1.14205 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.563305 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.708721 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.15022 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-1.03966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),-0.200338 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.347682 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.386147 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.459002 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.337477 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.438823 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.276173 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.288664 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.31933 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.644437 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.618492 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.639432 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.581743 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.808105 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-1.34312 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),0.133771 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.300729 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.0272093 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.107491 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),0.0218355 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.0873122 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),0.0985575 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.0302116 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),0.0968205 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),0.133771 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.300729 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.271715 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.327046 # DEPENDENCYPART_GRANDPAR
(4,19),(19,21),-0.241679 # DEPENDENCYPART_GRANDPAR
(4,19),(19,22),-0.191489 # DEPENDENCYPART_GRANDPAR
(4,21),(21,17),-0.318104 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.398531 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.372587 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.385295 # DEPENDENCYPART_GRANDPAR
(4,22),(22,13),0.0985575 # DEPENDENCYPART_GRANDPAR
(4,22),(22,15),0.0968205 # DEPENDENCYPART_GRANDPAR
(4,22),(22,16),0.133771 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),-0.300729 # DEPENDENCYPART_GRANDPAR
(4,22),(22,18),-0.271715 # DEPENDENCYPART_GRANDPAR
(4,22),(22,19),-0.24577 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.358805 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.23334 # DEPENDENCYPART_GRANDPAR
(4,23),(23,1),-0.311115 # DEPENDENCYPART_GRANDPAR
(4,23),(23,2),-0.475872 # DEPENDENCYPART_GRANDPAR
(4,23),(23,3),0.28214 # DEPENDENCYPART_GRANDPAR
(4,23),(23,4),-0.838533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,23),(23,6),0.0435612 # DEPENDENCYPART_GRANDPAR
(4,23),(23,7),-0.10033 # DEPENDENCYPART_GRANDPAR
(4,23),(23,8),-0.103783 # DEPENDENCYPART_GRANDPAR
(4,23),(23,9),-0.161634 # DEPENDENCYPART_GRANDPAR
(4,23),(23,10),-0.215103 # DEPENDENCYPART_GRANDPAR
(4,23),(23,11),-0.0911733 # DEPENDENCYPART_GRANDPAR
(4,23),(23,12),-0.194924 # DEPENDENCYPART_GRANDPAR
(4,23),(23,13),-0.0423703 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.0848128 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.0550295 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),0.0403815 # DEPENDENCYPART_GRANDPAR
(4,23),(23,17),-0.39635 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),-0.379326 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.353382 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.45253 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.370268 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.316633 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-1.14441 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.385415 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.33732 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.415156 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.626614 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.358908 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.517785 # DEPENDENCYPART_GRANDPAR
(6,2),(2,23),-0.658246 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-0.895124 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.306709 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.232461 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.607149 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-0.926077 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.405025 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.281837 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.329479 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.448203 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.02553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.520159 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.502981 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.446878 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.444938 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.496676 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.755146 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.473931 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.622225 # DEPENDENCYPART_GRANDPAR
