# _root_ A megyei munkaügyi központokat és a társminisztériumokat is arra ösztönzi a gazdasági tárca , hogy segítsenek megoldani a bányászok elhelyezkedését , illetve átképzését megfelelő munkákra .
#goldHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,17,17,17,25,17,10,
#predictedHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,16,16,24,25,16,10,
(4,2),(2,1),-0.194736 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.505318 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-1.14452 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.208322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.255536 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.505318 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.107483 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.157712 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0745144 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.43253 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-0.789783 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.074512 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0200258 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.43253 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0041895 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0395002 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0115566 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.479605 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.446499 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.766742 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.47559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.549318 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.492724 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.441813 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.747947 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.393136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.651934 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.0682524 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),0.239645 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.118331 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.256867 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.309265 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.0972545 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.227054 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.351442 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.313819 # DEPENDENCYPART_GRANDPAR
(5,8),(8,26),-0.354707 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.426215 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.375123 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.686688 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.47508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.0701595 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0643411 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.132722 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.203198 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.269574 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.291245 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.204174 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.212662 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.337078 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.558733 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.378122 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.398385 # DEPENDENCYPART_GRANDPAR
(5,9),(9,22),-0.185557 # DEPENDENCYPART_GRANDPAR
(5,9),(9,23),-0.552524 # DEPENDENCYPART_GRANDPAR
(5,9),(9,24),-0.647287 # DEPENDENCYPART_GRANDPAR
(5,9),(9,25),-0.329083 # DEPENDENCYPART_GRANDPAR
(5,9),(9,26),-0.441378 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.732947 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.755457 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.704551 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.1285 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.501407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.47776 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0542489 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.179259 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.207608 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.0439258 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.115303 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.274227 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.269228 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.0178525 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.124358 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.242807 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.0817929 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.558261 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.37765 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.376368 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.0621627 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.552052 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.559514 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.328611 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.381359 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.479605 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.475659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.54843 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0373166 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0583353 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.257208 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.123129 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.103301 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.29018 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.201892 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.503106 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.452187 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.762703 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.459526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,7),0.0336257 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0965806 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.381727 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),0.222776 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.048587 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.253915 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.198788 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.196149 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.320538 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.578341 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.39773 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.41986 # DEPENDENCYPART_GRANDPAR
(5,15),(15,22),-0.0995241 # DEPENDENCYPART_GRANDPAR
(5,15),(15,23),-0.572132 # DEPENDENCYPART_GRANDPAR
(5,15),(15,25),-0.348691 # DEPENDENCYPART_GRANDPAR
(5,15),(15,26),-0.338366 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-1.1285 # DEPENDENCYPART_GRANDPAR
(5,16),(16,7),-0.0542489 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.179259 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),0.207608 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.110253 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),-0.17986 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.337451 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.311856 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.144983 # DEPENDENCYPART_GRANDPAR
(5,16),(16,17),-0.242807 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.0817929 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.558261 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.37765 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.376368 # DEPENDENCYPART_GRANDPAR
(5,16),(16,22),-0.0621627 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.552052 # DEPENDENCYPART_GRANDPAR
(5,16),(16,24),-0.559514 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.328611 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-0.381359 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.732947 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.756022 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.705115 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-1.13466 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.50146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.477725 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.0547168 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),0.179206 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),0.207563 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),0.110104 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.193834 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.179917 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.337919 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.312009 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.145036 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.23528 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.0819136 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.555619 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.375008 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.380128 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-0.0623741 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-0.54941 # DEPENDENCYPART_GRANDPAR
(5,17),(17,24),-0.559962 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.325969 # DEPENDENCYPART_GRANDPAR
(5,17),(17,26),-0.381535 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.122241 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.249614 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.122849 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.314419 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.160108 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.540905 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.394264 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.596485 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.373045 # DEPENDENCYPART_GRANDPAR
(5,22),(22,2),-0.490625 # DEPENDENCYPART_GRANDPAR
(5,22),(22,3),-0.439714 # DEPENDENCYPART_GRANDPAR
(5,22),(22,4),-0.743352 # DEPENDENCYPART_GRANDPAR
(5,22),(22,5),-0.519094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,22),(22,8),0.0301348 # DEPENDENCYPART_GRANDPAR
(5,22),(22,9),0.262374 # DEPENDENCYPART_GRANDPAR
(5,22),(22,10),0.159956 # DEPENDENCYPART_GRANDPAR
(5,22),(22,12),-0.147099 # DEPENDENCYPART_GRANDPAR
(5,22),(22,13),-0.306965 # DEPENDENCYPART_GRANDPAR
(5,22),(22,14),-0.255356 # DEPENDENCYPART_GRANDPAR
(5,22),(22,15),-0.169157 # DEPENDENCYPART_GRANDPAR
(5,22),(22,16),-0.185428 # DEPENDENCYPART_GRANDPAR
(5,22),(22,17),-0.313396 # DEPENDENCYPART_GRANDPAR
(5,22),(22,18),-0.167589 # DEPENDENCYPART_GRANDPAR
(5,22),(22,19),-0.599451 # DEPENDENCYPART_GRANDPAR
(5,22),(22,20),-0.418584 # DEPENDENCYPART_GRANDPAR
(5,22),(22,21),-0.362495 # DEPENDENCYPART_GRANDPAR
(5,22),(22,23),-0.575327 # DEPENDENCYPART_GRANDPAR
(5,22),(22,24),-0.650979 # DEPENDENCYPART_GRANDPAR
(5,22),(22,25),-0.351887 # DEPENDENCYPART_GRANDPAR
(5,22),(22,26),-0.451689 # DEPENDENCYPART_GRANDPAR
(5,23),(23,18),-0.160108 # DEPENDENCYPART_GRANDPAR
(5,23),(23,19),-0.540905 # DEPENDENCYPART_GRANDPAR
(5,23),(23,20),-0.359647 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),-0.36201 # DEPENDENCYPART_GRANDPAR
(5,23),(23,22),-0.0903857 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.641619 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.373045 # DEPENDENCYPART_GRANDPAR
(5,25),(25,7),0.0386821 # DEPENDENCYPART_GRANDPAR
(5,25),(25,11),-0.122241 # DEPENDENCYPART_GRANDPAR
(5,25),(25,12),-0.10024 # DEPENDENCYPART_GRANDPAR
(5,25),(25,13),-0.249614 # DEPENDENCYPART_GRANDPAR
(5,25),(25,14),-0.25487 # DEPENDENCYPART_GRANDPAR
(5,25),(25,16),-0.186535 # DEPENDENCYPART_GRANDPAR
(5,25),(25,17),-0.314419 # DEPENDENCYPART_GRANDPAR
(5,25),(25,18),-0.160108 # DEPENDENCYPART_GRANDPAR
(5,25),(25,19),-0.540905 # DEPENDENCYPART_GRANDPAR
(5,25),(25,20),-0.359647 # DEPENDENCYPART_GRANDPAR
(5,25),(25,21),-0.36201 # DEPENDENCYPART_GRANDPAR
(5,25),(25,22),-0.0903857 # DEPENDENCYPART_GRANDPAR
(5,25),(25,23),-0.534049 # DEPENDENCYPART_GRANDPAR
(5,25),(25,24),-0.590308 # DEPENDENCYPART_GRANDPAR
(5,25),(25,26),-0.469513 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.38811 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.339913 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.558758 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.369765 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.450719 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.533427 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.403726 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.354985 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.773181 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.510943 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.460044 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.607828 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.452812 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.15709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.461661 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.454839 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.505966 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.577892 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.434275 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.492802 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.376224 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.323728 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-1.05691 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.522657 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.05705 # DEPENDENCYPART_GRANDPAR
(7,5),(5,25),-0.906338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-1.0017 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.0777459 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.47129 # DEPENDENCYPART_GRANDPAR
(8,2),(2,26),-0.959416 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.0777435 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.286655 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-0.47129 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.0228678 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.284853 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.315811 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0449504 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.312972 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.343778 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.440338 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.161863 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.253102 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.958826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.186432 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.574766 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.944286 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.635466 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.721602 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.770717 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.86244 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-1.07738 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.777224 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-1.22809 # DEPENDENCYPART_GRANDPAR
(8,5),(5,25),-1.11021 # DEPENDENCYPART_GRANDPAR
(8,5),(5,26),-0.989606 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.0228678 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.315811 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.375226 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.0867347 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0992682 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.68549 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.716412 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.04754 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.600731 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.890362 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.440504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.0432785 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.00104943 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.265705 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.222759 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.310804 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.152673 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.240967 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.533301 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.397334 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.279406 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-0.367907 # DEPENDENCYPART_GRANDPAR
(8,9),(9,23),-0.548052 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.221631 # DEPENDENCYPART_GRANDPAR
(8,9),(9,25),-0.430164 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.630283 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.691422 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.964748 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.995856 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.42411 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.900062 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.813559 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.26694 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.374455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.186288 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.108097 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0362892 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.316207 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.250188 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.183933 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.127095 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.209422 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.235555 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.58081 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.444842 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.306834 # DEPENDENCYPART_GRANDPAR
(8,10),(10,22),-0.291821 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.59556 # DEPENDENCYPART_GRANDPAR
(8,10),(10,24),-0.184419 # DEPENDENCYPART_GRANDPAR
(8,10),(10,25),-0.477672 # DEPENDENCYPART_GRANDPAR
(8,10),(10,26),-0.618506 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.476066 # DEPENDENCYPART_GRANDPAR
(8,13),(13,5),-0.603853 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.598202 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.957951 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.442896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.276783 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.180806 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0966071 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.162316 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0914507 # DEPENDENCYPART_GRANDPAR
(8,15),(15,2),-0.75358 # DEPENDENCYPART_GRANDPAR
(8,15),(15,3),-0.784677 # DEPENDENCYPART_GRANDPAR
(8,15),(15,4),-1.11415 # DEPENDENCYPART_GRANDPAR
(8,15),(15,5),-0.644954 # DEPENDENCYPART_GRANDPAR
(8,15),(15,7),-0.956971 # DEPENDENCYPART_GRANDPAR
(8,15),(15,8),-0.401443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,15),(15,9),0.421892 # DEPENDENCYPART_GRANDPAR
(8,15),(15,10),0.183542 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.142381 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.241752 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0758556 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.10973 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.197997 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.518729 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.382762 # DEPENDENCYPART_GRANDPAR
(8,15),(15,21),-0.255632 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.249309 # DEPENDENCYPART_GRANDPAR
(8,15),(15,23),-0.53348 # DEPENDENCYPART_GRANDPAR
(8,15),(15,25),-0.415592 # DEPENDENCYPART_GRANDPAR
(8,15),(15,26),-0.498365 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-1.42411 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-1.26694 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.374455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.186288 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.01088 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.00943143 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.392356 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.24061 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.293299 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.209422 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.235555 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.58081 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.444842 # DEPENDENCYPART_GRANDPAR
(8,16),(16,21),-0.306834 # DEPENDENCYPART_GRANDPAR
(8,16),(16,22),-0.291821 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.59556 # DEPENDENCYPART_GRANDPAR
(8,16),(16,24),-0.184419 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.477672 # DEPENDENCYPART_GRANDPAR
(8,16),(16,26),-0.618506 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.691422 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.965312 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-0.996421 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-1.43028 # DEPENDENCYPART_GRANDPAR
(8,17),(17,5),-0.900185 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.813559 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-1.2731 # DEPENDENCYPART_GRANDPAR
(8,17),(17,8),-0.374508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,17),(17,9),0.186243 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),0.010731 # DEPENDENCYPART_GRANDPAR
(8,17),(17,11),-0.281976 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),0.00937451 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.392824 # DEPENDENCYPART_GRANDPAR
