# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,9,9,0,11,15,15,15,15,9,15,15,15,23,23,23,23,13,23,9,
(13,9),(13,24),0.0123477 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.0599541 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.154216 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0173643 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.011139 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0196893 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0113848 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0456861 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0165591 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0218019 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.014935 # DEPENDENCYPART_SIBL
(13,11),(13,23),0.00744534 # DEPENDENCYPART_SIBL
(13,11),(13,24),-0.0165591 # DEPENDENCYPART_SIBL
(13,11),(13,25),0.0344928 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0115421 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0205156 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0247022 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00258443 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0288472 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0223467 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0142135 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.00872987 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0188864 # DEPENDENCYPART_SIBL
(13,12),(13,24),-0.0223467 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.11265 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0082789 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00128407 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0257964 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0423721 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.000458333 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0137568 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.00910263 # DEPENDENCYPART_SIBL
(13,14),(13,23),0.0115393 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.000458333 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.0204022 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.00420528 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0271345 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0276734 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.00421621 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.00761176 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.00635871 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.00761134 # DEPENDENCYPART_SIBL
(13,15),(13,24),-0.00421621 # DEPENDENCYPART_SIBL
(13,15),(13,25),-0.011429 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0140483 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0275507 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0118164 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0197675 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.0732452 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.095009 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.0118164 # DEPENDENCYPART_SIBL
(13,16),(13,25),0.0138154 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.204348 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0809987 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0274096 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0039953 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0186094 # DEPENDENCYPART_SIBL
(13,17),(13,24),-0.0809987 # DEPENDENCYPART_SIBL
(13,17),(13,25),0.0171949 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.0278 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0260268 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.00204126 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.0505574 # DEPENDENCYPART_SIBL
(13,18),(13,24),-0.0278 # DEPENDENCYPART_SIBL
(13,18),(13,25),-0.0117494 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.00490925 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.0300788 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0120749 # DEPENDENCYPART_SIBL
(13,19),(13,24),-0.0230802 # DEPENDENCYPART_SIBL
(13,19),(13,25),0.0396204 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0603874 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0623292 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.0092368 # DEPENDENCYPART_SIBL
(13,20),(13,25),-0.00263382 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0115554 # DEPENDENCYPART_SIBL
(13,22),(13,24),-0.00187386 # DEPENDENCYPART_SIBL
(13,22),(13,25),0.0145904 # DEPENDENCYPART_SIBL
(13,23),(13,24),-0.0218396 # DEPENDENCYPART_SIBL
(13,23),(13,25),0.0599291 # DEPENDENCYPART_SIBL
(13,24),(13,25),0.0396204 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.185093 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.185093 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.0856241 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.177518 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.083392 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.185093 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.115966 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.112415 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0131882 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0413348 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.0436677 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.128322 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.335058 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.326126 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0138638 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.128322 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.190998 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0811634 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0204154 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.022389 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.0196674 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.335058 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.326126 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0138638 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.128322 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.190998 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0811634 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0204154 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.022389 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.0196674 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.166528 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.120628 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0815343 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.052576 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0237275 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0436568 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.00330376 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.0188596 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0594755 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0851613 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0776787 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0826831 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.00541578 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0205901 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.000312901 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.078473 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0103188 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00717285 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.00140235 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0114261 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.022366 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.190998 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0811634 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0204154 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.022389 # DEPENDENCYPART_SIBL
(14,11),(14,23),0.0196674 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.131 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00182944 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0414535 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0392604 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0142842 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0486951 # DEPENDENCYPART_SIBL
(14,13),(14,23),0.0898853 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.337287 # DEPENDENCYPART_SIBL
(14,17),(14,23),0.162311 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0360665 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0918786 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0135168 # DEPENDENCYPART_SIBL
(15,1),(15,4),0.162775 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.00409911 # DEPENDENCYPART_SIBL
(15,1),(15,6),-0.0363579 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.0135168 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.039492 # DEPENDENCYPART_SIBL
(15,1),(15,9),-0.00725255 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0918786 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0135168 # DEPENDENCYPART_SIBL
(15,1),(15,12),-0.0668962 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.026704 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.00742175 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.00239613 # DEPENDENCYPART_SIBL
(15,1),(15,17),-0.0120991 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0211149 # DEPENDENCYPART_SIBL
(15,1),(15,19),-0.00857243 # DEPENDENCYPART_SIBL
(15,1),(15,20),-0.00350842 # DEPENDENCYPART_SIBL
(15,1),(15,22),0.00610267 # DEPENDENCYPART_SIBL
(15,1),(15,23),0.00203376 # DEPENDENCYPART_SIBL
(15,1),(15,24),-0.00857243 # DEPENDENCYPART_SIBL
(15,1),(15,25),0.00870393 # DEPENDENCYPART_SIBL
(15,2),(15,3),0.0171397 # DEPENDENCYPART_SIBL
(15,2),(15,4),0.0806165 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.0217043 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.106556 # DEPENDENCYPART_SIBL
(15,2),(15,7),0.0171397 # DEPENDENCYPART_SIBL
(15,2),(15,8),0.00954712 # DEPENDENCYPART_SIBL
(15,2),(15,9),0.0512448 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.125584 # DEPENDENCYPART_SIBL
(15,2),(15,11),0.0171397 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.082916 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.0955316 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.017741 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.000443445 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0378626 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.0261265 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.00316508 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0329741 # DEPENDENCYPART_SIBL
(15,2),(15,22),0.0025406 # DEPENDENCYPART_SIBL
(15,2),(15,23),-0.0265142 # DEPENDENCYPART_SIBL
(15,2),(15,24),-0.00316508 # DEPENDENCYPART_SIBL
(15,2),(15,25),-0.0637671 # DEPENDENCYPART_SIBL
(15,3),(15,4),0.0837689 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0144828 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.0283125 # DEPENDENCYPART_SIBL
(15,3),(15,7),-0.0357108 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.0902053 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.050631 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.066301 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0357108 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.0529334 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0662108 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.00972998 # DEPENDENCYPART_SIBL
(15,3),(15,16),-0.00763316 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.00792744 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.00444249 # DEPENDENCYPART_SIBL
(15,3),(15,19),0.00126937 # DEPENDENCYPART_SIBL
(15,3),(15,20),-0.0211644 # DEPENDENCYPART_SIBL
(15,3),(15,22),-0.0074424 # DEPENDENCYPART_SIBL
(15,3),(15,23),-0.0149751 # DEPENDENCYPART_SIBL
(15,3),(15,24),0.00126937 # DEPENDENCYPART_SIBL
(15,3),(15,25),0.00514706 # DEPENDENCYPART_SIBL
(15,4),(15,5),0.0260183 # DEPENDENCYPART_SIBL
(15,4),(15,6),-0.00424868 # DEPENDENCYPART_SIBL
(15,4),(15,7),-0.061255 # DEPENDENCYPART_SIBL
(15,4),(15,8),-0.0354755 # DEPENDENCYPART_SIBL
(15,4),(15,9),-0.0486373 # DEPENDENCYPART_SIBL
(15,4),(15,10),-0.111263 # DEPENDENCYPART_SIBL
(15,4),(15,11),-0.061255 # DEPENDENCYPART_SIBL
(15,4),(15,12),-0.106865 # DEPENDENCYPART_SIBL
(15,4),(15,13),-0.103764 # DEPENDENCYPART_SIBL
(15,4),(15,14),0.0297475 # DEPENDENCYPART_SIBL
(15,4),(15,16),-0.0283329 # DEPENDENCYPART_SIBL
(15,4),(15,17),0.0218106 # DEPENDENCYPART_SIBL
(15,4),(15,18),0.0573095 # DEPENDENCYPART_SIBL
(15,4),(15,19),-0.0145716 # DEPENDENCYPART_SIBL
(15,4),(15,20),-0.0296868 # DEPENDENCYPART_SIBL
(15,4),(15,22),-0.0353739 # DEPENDENCYPART_SIBL
(15,4),(15,23),-0.0470371 # DEPENDENCYPART_SIBL
(15,4),(15,24),-0.0145716 # DEPENDENCYPART_SIBL
(15,4),(15,25),0.0290307 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.132346 # DEPENDENCYPART_SIBL
(15,5),(15,7),-0.0157706 # DEPENDENCYPART_SIBL
(15,5),(15,8),0.0452096 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.0800882 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.201916 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.0157706 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0580353 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.0694673 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0236354 # DEPENDENCYPART_SIBL
(15,5),(15,16),-0.0037467 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0208743 # DEPENDENCYPART_SIBL
(15,5),(15,18),0.0414638 # DEPENDENCYPART_SIBL
(15,5),(15,19),0.0178794 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.016236 # DEPENDENCYPART_SIBL
(15,5),(15,22),-0.0300925 # DEPENDENCYPART_SIBL
(15,5),(15,23),0.00930737 # DEPENDENCYPART_SIBL
(15,5),(15,24),0.0178794 # DEPENDENCYPART_SIBL
(15,5),(15,25),-0.00050356 # DEPENDENCYPART_SIBL
(15,6),(15,7),-0.032371 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0149289 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0289492 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.127998 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.032371 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.106947 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.123499 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0270741 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.00181691 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0120894 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0362092 # DEPENDENCYPART_SIBL
(15,6),(15,19),-0.00981331 # DEPENDENCYPART_SIBL
(15,6),(15,20),0.00505693 # DEPENDENCYPART_SIBL
(15,6),(15,22),0.0140088 # DEPENDENCYPART_SIBL
(15,6),(15,23),-0.00598297 # DEPENDENCYPART_SIBL
(15,6),(15,24),-0.00981331 # DEPENDENCYPART_SIBL
(15,6),(15,25),0.0151655 # DEPENDENCYPART_SIBL
(15,7),(15,8),0.0902053 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.050631 # DEPENDENCYPART_SIBL
(15,7),(15,10),-0.066301 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.0357108 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.0529334 # DEPENDENCYPART_SIBL
(15,7),(15,13),-0.0662108 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.00972998 # DEPENDENCYPART_SIBL
(15,7),(15,16),-0.00763316 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.00792744 # DEPENDENCYPART_SIBL
(15,7),(15,18),-0.00444249 # DEPENDENCYPART_SIBL
(15,7),(15,19),0.00126937 # DEPENDENCYPART_SIBL
(15,7),(15,20),-0.0211644 # DEPENDENCYPART_SIBL
(15,7),(15,22),-0.0074424 # DEPENDENCYPART_SIBL
(15,7),(15,23),-0.0149751 # DEPENDENCYPART_SIBL
(15,7),(15,24),0.00126937 # DEPENDENCYPART_SIBL
(15,7),(15,25),0.00514706 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0392614 # DEPENDENCYPART_SIBL
(15,8),(15,10),-0.106723 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.00816976 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.0694605 # DEPENDENCYPART_SIBL
(15,8),(15,13),-0.0568459 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.0110465 # DEPENDENCYPART_SIBL
(15,8),(15,16),-0.00201468 # DEPENDENCYPART_SIBL
(15,8),(15,17),-0.0052611 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.00201511 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.048959 # DEPENDENCYPART_SIBL
(15,8),(15,20),-0.0192194 # DEPENDENCYPART_SIBL
(15,8),(15,22),-0.0174955 # DEPENDENCYPART_SIBL
(15,8),(15,23),-0.0232896 # DEPENDENCYPART_SIBL
(15,8),(15,24),-0.048959 # DEPENDENCYPART_SIBL
(15,8),(15,25),0.0206259 # DEPENDENCYPART_SIBL
(15,9),(15,10),-0.121812 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0865404 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.131971 # DEPENDENCYPART_SIBL
(15,9),(15,13),-0.0935533 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0379932 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.0426405 # DEPENDENCYPART_SIBL
(15,9),(15,17),-0.0031395 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.0164342 # DEPENDENCYPART_SIBL
(15,9),(15,19),-0.0314293 # DEPENDENCYPART_SIBL
(15,9),(15,20),-0.0509762 # DEPENDENCYPART_SIBL
(15,9),(15,22),-0.0362616 # DEPENDENCYPART_SIBL
(15,9),(15,23),-0.0524168 # DEPENDENCYPART_SIBL
(15,9),(15,24),-0.0314293 # DEPENDENCYPART_SIBL
(15,9),(15,25),-0.0364775 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.0171397 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.082916 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0955316 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.017741 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.000443445 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0378626 # DEPENDENCYPART_SIBL
(15,10),(15,18),-0.0261265 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.00316508 # DEPENDENCYPART_SIBL
(15,10),(15,20),-0.0329741 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0025406 # DEPENDENCYPART_SIBL
(15,10),(15,23),-0.0265142 # DEPENDENCYPART_SIBL
(15,10),(15,24),-0.00316508 # DEPENDENCYPART_SIBL
(15,10),(15,25),-0.0637671 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.0529334 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.0662108 # DEPENDENCYPART_SIBL
(15,11),(15,14),-0.00972998 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.00763316 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.00792744 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.00444249 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.00126937 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0211644 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0074424 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0149751 # DEPENDENCYPART_SIBL
(15,11),(15,24),0.00126937 # DEPENDENCYPART_SIBL
(15,11),(15,25),0.00514706 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0603651 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.0414995 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0403669 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0668003 # DEPENDENCYPART_SIBL
(15,12),(15,18),-0.0074709 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0641299 # DEPENDENCYPART_SIBL
(15,12),(15,20),-0.0354511 # DEPENDENCYPART_SIBL
(15,12),(15,22),-0.0294234 # DEPENDENCYPART_SIBL
(15,12),(15,23),-0.0359548 # DEPENDENCYPART_SIBL
(15,12),(15,24),-0.0641299 # DEPENDENCYPART_SIBL
(15,12),(15,25),-0.024549 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.00376439 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.00619891 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0218409 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0372929 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0130029 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.0296779 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0295486 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0148739 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0130029 # DEPENDENCYPART_SIBL
(15,13),(15,25),0.0060738 # DEPENDENCYPART_SIBL
(15,14),(15,16),1.2785e-05 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0215417 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.03853 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0190507 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0179151 # DEPENDENCYPART_SIBL
(15,14),(15,22),-0.0287508 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.00779442 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.0190507 # DEPENDENCYPART_SIBL
(15,14),(15,25),0.010071 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.00267144 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0296398 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00682558 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0168132 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0430857 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0172718 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.00682558 # DEPENDENCYPART_SIBL
(15,16),(15,25),-0.0230676 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.815113 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00215961 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0250734 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0603565 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.0768412 # DEPENDENCYPART_SIBL
(15,17),(15,24),-0.00215961 # DEPENDENCYPART_SIBL
(15,17),(15,25),0.0485398 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0243705 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.0957486 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.0821443 # DEPENDENCYPART_SIBL
(15,18),(15,23),-0.0138449 # DEPENDENCYPART_SIBL
(15,18),(15,24),0.0243705 # DEPENDENCYPART_SIBL
(15,18),(15,25),0.123831 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.010901 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.00785267 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0154204 # DEPENDENCYPART_SIBL
(15,19),(15,24),-0.00844186 # DEPENDENCYPART_SIBL
(15,19),(15,25),0.00971453 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0711563 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0249568 # DEPENDENCYPART_SIBL
(15,20),(15,24),0.0139969 # DEPENDENCYPART_SIBL
(15,20),(15,25),0.0173808 # DEPENDENCYPART_SIBL
(15,22),(15,23),-0.0231591 # DEPENDENCYPART_SIBL
(15,22),(15,24),-0.00754844 # DEPENDENCYPART_SIBL
(15,22),(15,25),-0.0110358 # DEPENDENCYPART_SIBL
(15,23),(15,24),-0.020077 # DEPENDENCYPART_SIBL
(15,23),(15,25),0.00456012 # DEPENDENCYPART_SIBL
(15,24),(15,25),0.00971453 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.106824 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.120052 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.125908 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.235932 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0239545 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0588326 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0250986 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0317126 # DEPENDENCYPART_SIBL
(16,9),(16,24),-0.0588326 # DEPENDENCYPART_SIBL
(16,9),(16,25),0.0392654 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.117691 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0640503 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0945575 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00632237 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0637136 # DEPENDENCYPART_SIBL
