# _root_ De hogy az átütemezést valóban megkapja -e gazda , arról a bankok egyedileg döntenek , azaz a termelőknek a pénzintézetekkel kell megállapodniuk .
#goldHeads=16,14,4,6,6,10,6,6,14,14,12,14,14,16,16,0,18,21,20,22,16,21,16,
#predictedHeads=6,6,4,6,6,0,6,6,6,14,12,14,14,6,14,21,18,22,20,22,10,21,6,
(13,11),(13,22),-0.00548556 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0375479 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0191424 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0261858 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0248987 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0318291 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0127992 # DEPENDENCYPART_SIBL
(13,12),(13,23),0.0619366 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.162399 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.162399 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.40347 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.377582 # DEPENDENCYPART_SIBL
(13,15),(13,23),0.0898977 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.00081029 # DEPENDENCYPART_SIBL
(13,18),(13,21),0.0420678 # DEPENDENCYPART_SIBL
(13,18),(13,22),0.0426657 # DEPENDENCYPART_SIBL
(13,18),(13,23),0.0136507 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0431376 # DEPENDENCYPART_SIBL
(13,20),(13,22),0.0437356 # DEPENDENCYPART_SIBL
(13,20),(13,23),0.0136211 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.00660516 # DEPENDENCYPART_SIBL
(13,21),(13,23),0.111233 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.07601 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0216183 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00365716 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0783057 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.028242 # DEPENDENCYPART_SIBL
(14,1),(14,6),0.0362871 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.066141 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0736064 # DEPENDENCYPART_SIBL
(14,1),(14,9),0.0905893 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0504505 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.121444 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0780523 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0153392 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.00796071 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.000326777 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0121156 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.00105031 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.0121156 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.00233737 # DEPENDENCYPART_SIBL
(14,1),(14,21),0.0277341 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.0411653 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.193514 # DEPENDENCYPART_SIBL
(14,2),(14,3),0.0398306 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.1355 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.00564638 # DEPENDENCYPART_SIBL
(14,2),(14,6),0.0790036 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.0307471 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.130801 # DEPENDENCYPART_SIBL
(14,2),(14,9),0.224833 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0124608 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.111155 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.135247 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0691103 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0512366 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0461008 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.0458518 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0261488 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.0458518 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0274359 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.053749 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.0445333 # DEPENDENCYPART_SIBL
(14,2),(14,23),0.00270696 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.0350727 # DEPENDENCYPART_SIBL
(14,3),(14,5),-0.0483047 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0118049 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0847093 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.0347445 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.015601 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.102699 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.127998 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0360032 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.0284111 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0105878 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00550571 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.036946 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.00651564 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.036946 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.00780271 # DEPENDENCYPART_SIBL
(14,3),(14,21),-0.0151269 # DEPENDENCYPART_SIBL
(14,3),(14,22),-0.0188334 # DEPENDENCYPART_SIBL
(14,3),(14,23),0.00594412 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.0561999 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.0110061 # DEPENDENCYPART_SIBL
(14,4),(14,7),-0.00218544 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.034173 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0925217 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0616012 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.063936 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0402725 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.00262969 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0138028 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0330954 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.0263278 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0210914 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0263278 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0249526 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.00784939 # DEPENDENCYPART_SIBL
(14,4),(14,22),-0.0114622 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0145649 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.00974125 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0458364 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.018408 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0583427 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00691841 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0706613 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0169455 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0193935 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0629813 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0668014 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0906692 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00815317 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0906692 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.00944023 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0552273 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0185633 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0294324 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.0236209 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0290437 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0793449 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.0490855 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0660861 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.0297356 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.00480291 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.000624857 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.0136367 # DEPENDENCYPART_SIBL
(14,6),(14,17),-0.0321 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.0117764 # DEPENDENCYPART_SIBL
(14,6),(14,19),-0.0321 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.0130634 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0292286 # DEPENDENCYPART_SIBL
(14,6),(14,22),-0.00748178 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.00617957 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.034637 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0214407 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0428801 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.118086 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0360995 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0214736 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0157132 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.066439 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0931992 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0295468 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.0931992 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0308339 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0679511 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.0313498 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0167917 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0814995 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0743846 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0697648 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0452442 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.00845942 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0339525 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.047339 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0376639 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0324275 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.0376639 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.0362887 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.0125135 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0318251 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0421842 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.00838715 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.10614 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.01102 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00899597 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.00655705 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0128924 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0116264 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0210606 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0116264 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0223476 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00891961 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.000594858 # DEPENDENCYPART_SIBL
(14,9),(14,23),0.0117459 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0811746 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0184137 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00691055 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0165451 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0557374 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0220732 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0141376 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0220732 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0154246 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0729105 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.085824 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.00610724 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0129448 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0164009 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0393642 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0364734 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0223062 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0275582 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0223062 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0288452 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.00942457 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.00893904 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0729885 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.000299876 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0100284 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0270048 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0205002 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00557731 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0205002 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.00943849 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0136167 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.00569493 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.00788369 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0118981 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0128157 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00583007 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00624397 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.00583007 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.00495691 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.00665472 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.00361138 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.00446528 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.265553 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.116154 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0663535 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.116154 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0663535 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.250687 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.188828 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.018978 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0753268 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.0539927 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0753268 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0539927 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.0620123 # DEPENDENCYPART_SIBL
(14,16),(14,22),0.0393981 # DEPENDENCYPART_SIBL
(14,16),(14,23),0.0139937 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.00892488 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0888948 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.00892488 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0174767 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0345276 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0423243 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0631073 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0314654 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0202268 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.0272912 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0231605 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.00892488 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0174767 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0345276 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.0423243 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0133678 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0204322 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0185004 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.022378 # DEPENDENCYPART_SIBL
(14,21),(14,23),0.0216855 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.00412192 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.105124 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.00405021 # DEPENDENCYPART_SIBL
(16,1),(16,5),0.00721145 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0623746 # DEPENDENCYPART_SIBL
(16,1),(16,8),0.000201941 # DEPENDENCYPART_SIBL
(16,1),(16,9),0.10259 # DEPENDENCYPART_SIBL
(16,1),(16,10),0.00225948 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0467996 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.00380636 # DEPENDENCYPART_SIBL
(16,1),(16,13),0.0298763 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0614498 # DEPENDENCYPART_SIBL
(16,1),(16,15),0.10259 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.0119014 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.00656437 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.00656437 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.12315 # DEPENDENCYPART_SIBL
(16,1),(16,22),0.0639272 # DEPENDENCYPART_SIBL
(16,1),(16,23),0.168049 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.115965 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.0394836 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0278245 # DEPENDENCYPART_SIBL
(16,2),(16,8),-0.111713 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0290597 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.0213123 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0953077 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.115721 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.0639288 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0268997 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0290597 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0185263 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.019544 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.019544 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0700059 # DEPENDENCYPART_SIBL
(16,2),(16,22),0.00802235 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.00311155 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.0721353 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0523039 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.00250924 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.257134 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.00338709 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0344902 # DEPENDENCYPART_SIBL
(16,4),(16,12),-0.00244397 # DEPENDENCYPART_SIBL
(16,4),(16,13),0.00771986 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0508978 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.257134 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00816552 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.105318 # DEPENDENCYPART_SIBL
(16,4),(16,20),0.104031 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.0143185 # DEPENDENCYPART_SIBL
(16,4),(16,22),-0.031999 # DEPENDENCYPART_SIBL
(16,4),(16,23),-0.06961 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.0104402 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.015688 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0997765 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.040256 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0683414 # DEPENDENCYPART_SIBL
(16,5),(16,12),0.0152658 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.000529042 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.00902522 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0997765 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0505647 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0280355 # DEPENDENCYPART_SIBL
(16,5),(16,20),0.0280355 # DEPENDENCYPART_SIBL
(16,5),(16,21),-0.0244741 # DEPENDENCYPART_SIBL
(16,5),(16,22),-0.0110386 # DEPENDENCYPART_SIBL
(16,5),(16,23),-0.0907255 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.0198506 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.323037 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.0157344 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0421382 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0198678 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0232175 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0224555 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.323037 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.00553801 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0170892 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.0170892 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0850224 # DEPENDENCYPART_SIBL
(16,6),(16,22),0.100163 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.0649297 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.254537 # DEPENDENCYPART_SIBL
(16,8),(16,10),-9.02318e-05 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.0344902 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.00201547 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.00771892 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0508975 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.254537 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.00816552 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.105318 # DEPENDENCYPART_SIBL
(16,8),(16,20),0.104031 # DEPENDENCYPART_SIBL
(16,8),(16,21),0.00960032 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0367172 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.0777633 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0041712 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0580775 # DEPENDENCYPART_SIBL
(16,9),(16,12),0.00922248 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0144419 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0800882 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.041781 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0270993 # DEPENDENCYPART_SIBL
(16,9),(16,18),-0.0208262 # DEPENDENCYPART_SIBL
(16,9),(16,20),-0.0208262 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.10876 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.0407813 # DEPENDENCYPART_SIBL
(16,9),(16,23),0.0128465 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.172964 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0119552 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0413824 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0207245 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.156842 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00818596 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0475248 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0475248 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.090128 # DEPENDENCYPART_SIBL
(16,10),(16,22),0.0389754 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.070723 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0166903 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.00621259 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.045649 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0253766 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0529258 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.00788252 # DEPENDENCYPART_SIBL
(16,11),(16,20),-0.00788252 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.012034 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0456278 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.154234 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.00914593 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0508889 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.257281 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.00817122 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.109651 # DEPENDENCYPART_SIBL
(16,12),(16,20),0.108364 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0142824 # DEPENDENCYPART_SIBL
(16,12),(16,22),-0.0320351 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0693142 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0350749 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.173215 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.00245218 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00153797 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.00153797 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.00584297 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00935802 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0431839 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.321737 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00024076 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0192078 # DEPENDENCYPART_SIBL
(16,14),(16,20),-0.0192078 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.0772988 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0924395 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.0612822 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0270993 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0208262 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0208262 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.10876 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0407813 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0128465 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0123076 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0123076 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0614198 # DEPENDENCYPART_SIBL
