# _root_ Az egység vitathatatlan , ugyanakkor megfigyelők szerint feltűnő , hogy nem került sor ennél határozottabb hangú közös fellépésre .
#goldHeads=2,3,0,3,10,7,10,10,10,3,12,10,12,15,16,18,18,12,3,
#predictedHeads=2,10,10,10,10,7,8,10,10,0,12,10,12,15,16,18,18,12,10,
(12,18),(12,19),-0.0232123 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.205061 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.214391 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0112858 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.202428 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.214391 # DEPENDENCYPART_SIBL
(13,1),(13,10),0.0935662 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0950376 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.174855 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0133833 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0133833 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.00714967 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0208105 # DEPENDENCYPART_SIBL
(13,3),(13,4),0.438188 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0636974 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0083868 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.438188 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.301119 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.13012 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.129173 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0060327 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0060327 # DEPENDENCYPART_SIBL
(13,3),(13,18),0.00741702 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0125304 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0502374 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.00900262 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0456326 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.105325 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.156427 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.181881 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.00378308 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00378308 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.00889912 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.023842 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0188702 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0578522 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.100088 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.170335 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0753673 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.0672507 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0672507 # DEPENDENCYPART_SIBL
(13,5),(13,18),0.0069213 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.114621 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.471343 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.330151 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.145565 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.146687 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00021572 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00021572 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.00456938 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0104428 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.105325 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.156427 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.181881 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00378308 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00378308 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.00889912 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.023842 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.137184 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.130704 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.0196322 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.0196322 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0118637 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0872822 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0671669 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0750948 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0750948 # DEPENDENCYPART_SIBL
(13,11),(13,18),0.0129483 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.215967 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0219676 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0219676 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00731139 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.121347 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.00595486 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0547432 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.105978 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0547432 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.105978 # DEPENDENCYPART_SIBL
(13,18),(13,19),0.0485051 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.193621 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.103338 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0954077 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.000477395 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.000477423 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.000553434 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0158779 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0269815 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.1611 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.01944 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0028089 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00280893 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.000282731 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0262046 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0830426 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0882734 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.00356188 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0035619 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00434684 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0163065 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0632199 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.015025 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0150249 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.01642 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00539694 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0360381 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0196887 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0197434 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0021269 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00891089 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0197434 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0021269 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00891089 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00221514 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0059904 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0412056 # DEPENDENCYPART_SIBL
(15,5),(15,6),0.19892 # DEPENDENCYPART_SIBL
(15,5),(15,7),0.240602 # DEPENDENCYPART_SIBL
(15,5),(15,10),0.192242 # DEPENDENCYPART_SIBL
(15,5),(15,11),0.177604 # DEPENDENCYPART_SIBL
(15,5),(15,13),0.198061 # DEPENDENCYPART_SIBL
(15,5),(15,14),0.112451 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0381259 # DEPENDENCYPART_SIBL
(15,5),(15,17),0.0380142 # DEPENDENCYPART_SIBL
(15,6),(15,7),0.197055 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.273131 # DEPENDENCYPART_SIBL
(15,6),(15,11),0.246132 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0780319 # DEPENDENCYPART_SIBL
(15,6),(15,14),0.0683162 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0433029 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0446992 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.161085 # DEPENDENCYPART_SIBL
(15,7),(15,11),0.153313 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.171995 # DEPENDENCYPART_SIBL
(15,7),(15,14),0.0727531 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.037368 # DEPENDENCYPART_SIBL
(15,7),(15,17),0.0400605 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.112489 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0348223 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.0970107 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.00627017 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.00879729 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.132194 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0858101 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0123869 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0122576 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0739427 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0445444 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0459407 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0273529 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0263712 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0272711 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.154459 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.073325 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.196583 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.282639 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.26914 # DEPENDENCYPART_SIBL
(16,2),(16,11),0.246686 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0756546 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0665059 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.0242424 # DEPENDENCYPART_SIBL
(16,2),(16,17),0.0446921 # DEPENDENCYPART_SIBL
(16,5),(16,6),0.198856 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.240539 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0740866 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.190941 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.177541 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.197996 # DEPENDENCYPART_SIBL
(16,5),(16,14),0.112388 # DEPENDENCYPART_SIBL
(16,5),(16,15),0.0844349 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0380142 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.19556 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.281123 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.26916 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.244636 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0765341 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0668214 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.0244726 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0446992 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.112556 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.159847 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.153313 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.171993 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.0727531 # DEPENDENCYPART_SIBL
(16,7),(16,15),0.0280131 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0400605 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0983368 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.10572 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0469148 # DEPENDENCYPART_SIBL
(16,9),(16,14),0.0194264 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.0238495 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.00892587 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.112399 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0349134 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.0969211 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.031995 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.00879729 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.13213 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0857473 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.137062 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.0122576 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0724479 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0276302 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0459407 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0798421 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0263712 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.00314826 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.240598 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.177593 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.197814 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.112447 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0849563 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0849027 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.153305 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.171752 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.072752 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0284113 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0283621 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.131947 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0858061 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.137583 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.13753 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0728293 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0286652 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0293377 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0802367 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0801873 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0261184 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.000820312 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.203854 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.213182 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.000855746 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.0477851 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.201222 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.213182 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0923601 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0938406 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.000530847 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0239594 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.204725 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.195821 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.206655 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0202729 # DEPENDENCYPART_SIBL
(18,2),(18,3),0.044298 # DEPENDENCYPART_SIBL
(18,2),(18,4),0.642432 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.021026 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.0581744 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.0415469 # DEPENDENCYPART_SIBL
(18,2),(18,9),0.642432 # DEPENDENCYPART_SIBL
(18,2),(18,10),0.412883 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.278608 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.0187842 # DEPENDENCYPART_SIBL
(18,2),(18,14),0.0602098 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.0450496 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.0409045 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0454927 # DEPENDENCYPART_SIBL
(18,2),(18,19),0.04983 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.438188 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.00890871 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0271492 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.00838572 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.438188 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.301121 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.130127 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.00924528 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.00336244 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.000282336 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.0213918 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.000298971 # DEPENDENCYPART_SIBL
(18,3),(18,19),0.0125429 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0554254 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0140678 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.0090036 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0456326 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.105326 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.156434 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.0552001 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.0259308 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0253304 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.0185082 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.0011126 # DEPENDENCYPART_SIBL
(18,4),(18,19),0.0238545 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0578878 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.042723 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.641687 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.413639 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.277294 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.0170089 # DEPENDENCYPART_SIBL
(18,6),(18,14),0.0614686 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.0462258 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0420807 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0466688 # DEPENDENCYPART_SIBL
(18,6),(18,19),0.0404129 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0192436 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.214346 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.192079 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.172008 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.109399 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.0334463 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0227463 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0159926 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0203209 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.10516 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.471343 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.330153 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.145572 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.011378 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.0208766 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0287597 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.00708558 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0287763 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0104303 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.105326 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.156434 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0552001 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0259308 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0253304 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0185082 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0011126 # DEPENDENCYPART_SIBL
(18,9),(18,19),0.0238545 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.137194 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0952599 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0081459 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.111209 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.118491 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.114873 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0872952 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0144944 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.00915653 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0464381 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0396763 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0406096 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.215983 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.083918 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0634717 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0593265 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0639147 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0434221 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.091243 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0844892 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0894059 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0342315 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0163217 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.00536907 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00425058 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0132906 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.00530947 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00497327 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0769444 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.382801 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.274024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0638266 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.79329 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.22194 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.646851 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.313468 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.24066 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.243147 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.175074 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.0973353 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.399539 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.187637 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.583798 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0250329 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.140699 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.0730239 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.85554 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.594248 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.404311 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.24659 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.167435 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.293987 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.182655 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.11905 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.559308 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.0849729 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.159165 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.14627 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),1.87637 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.221946 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.646865 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.282407 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.227204 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.228383 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.15175 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.353211 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.0973625 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.399566 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.179651 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.583825 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.1555 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0250058 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.140672 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.0757187 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),1.85557 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.865462 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.561414 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.673715 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.279659 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0585107 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.431424 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.381908 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.457582 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.0597792 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.750841 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.152676 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.176261 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.0627168 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.0787379 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),2.22276 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.415058 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.503736 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.123172 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.108072 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.121772 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.483542 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.270187 # DEPENDENCYPART_GRANDPAR
