# _root_ Elsősorban nekik köszönhető , hogy a különböző korosztályos megyei válogatottak eljuthatnak külföldre , és rendszeresek a Pest_megyében tartott nemzetközi tornák is .
#goldHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
#predictedHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
(11,14),(11,21),-0.0328938 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.00320269 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0428281 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0236204 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0352829 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0386294 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0236204 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.0144386 # DEPENDENCYPART_SIBL
(11,15),(11,22),-0.0111004 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0110332 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0100219 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0139064 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0110332 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0271066 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.02868 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.027119 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0215207 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0192063 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0704713 # DEPENDENCYPART_SIBL
(11,17),(11,22),-0.000519887 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0440143 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0291578 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0180415 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.0328444 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0291187 # DEPENDENCYPART_SIBL
(11,19),(11,21),-0.0194533 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.0160166 # DEPENDENCYPART_SIBL
(11,20),(11,21),0.0704713 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.000519887 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0361265 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.118904 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.155235 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.196884 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0115004 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.00907785 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.00331961 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.00331961 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0730723 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00219883 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0173663 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00953957 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0330651 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00434284 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.00434284 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0389046 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.00981933 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.00337654 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.0329118 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00411379 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00411379 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.038793 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.000418107 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0338773 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0043259 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0043259 # DEPENDENCYPART_SIBL
(12,9),(12,21),-0.0390139 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.00283849 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.00337735 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.00337853 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0319549 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.342981 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.342981 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00563924 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.00471394 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.013255 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.013255 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00953386 # DEPENDENCYPART_SIBL
(14,1),(14,4),0.15205 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.186453 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0334668 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0320089 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0324896 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0363284 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0133775 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0365387 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.15205 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0116948 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.014083 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.00712962 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.00717387 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.014083 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0715403 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.0215496 # DEPENDENCYPART_SIBL
(14,3),(14,4),0.327093 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.240426 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.000248368 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.00962159 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00128399 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0142821 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.0716484 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0142868 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.327093 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.106276 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0309461 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.102346 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.10369 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0309461 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0131312 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0776957 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.237221 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.011519 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.0254619 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0204311 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0324195 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.111924 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.0316104 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0345787 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0701818 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0218518 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0618317 # DEPENDENCYPART_SIBL
(14,4),(14,19),0.0698618 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0218518 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0297933 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.198796 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0908068 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.0848176 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0843825 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.147767 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00151398 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.151184 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0766657 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0103312 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0225145 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.0129759 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.010391 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.0225145 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0374923 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.0623713 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0099119 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0015743 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0151368 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0646045 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0151414 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.292263 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0847387 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.00812126 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0808087 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0821529 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.00812126 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00831483 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0285573 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.00290676 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.0142338 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0652819 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0142384 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.298983 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0853312 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.00894992 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0814012 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0827454 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.00894992 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.00764662 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0296997 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0144751 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0651667 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0144798 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.298709 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0851638 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.00876393 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0812338 # DEPENDENCYPART_SIBL
(14,9),(14,19),0.082578 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00876393 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.00783173 # DEPENDENCYPART_SIBL
(14,9),(14,22),0.0293331 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0513976 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.00650408 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.375892 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0259515 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.23383 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0231566 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.0227395 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.233831 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.00470338 # DEPENDENCYPART_SIBL
(14,10),(14,22),-0.00815188 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0243144 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.437808 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0452559 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0124633 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.042606 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0450512 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0124633 # DEPENDENCYPART_SIBL
(14,11),(14,21),0.071712 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.183631 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.375881 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0259466 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.231351 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0231517 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0227346 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.231352 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.00470376 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.00900069 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0701818 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0218518 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0618317 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0698618 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0218518 # DEPENDENCYPART_SIBL
(14,13),(14,21),0.0297933 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.198796 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0124781 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.038696 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0373043 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0124781 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0464302 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0562241 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0063297 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.00706532 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0462163 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0499353 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.0584892 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0415671 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.0167916 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0486565 # DEPENDENCYPART_SIBL
(14,18),(14,22),0.0376864 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0128507 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.0465161 # DEPENDENCYPART_SIBL
(14,19),(14,22),0.0561533 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0499353 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.0584892 # DEPENDENCYPART_SIBL
(14,21),(14,22),0.0270585 # DEPENDENCYPART_SIBL
(15,10),(15,11),0.151693 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.075913 # DEPENDENCYPART_SIBL
(15,10),(15,13),0.282618 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.436415 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.020556 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0437752 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0401359 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.0205572 # DEPENDENCYPART_SIBL
(15,10),(15,21),-0.00743075 # DEPENDENCYPART_SIBL
(15,10),(15,22),0.0621801 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.000949987 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.256209 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.159801 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0597656 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0385475 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.038396 # DEPENDENCYPART_SIBL
(15,11),(15,20),0.0597656 # DEPENDENCYPART_SIBL
(15,11),(15,21),0.0461693 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.125238 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.274914 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.425594 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.0180775 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0437701 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0401308 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.0180787 # DEPENDENCYPART_SIBL
(15,12),(15,21),-0.00743105 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.0613313 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.162839 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0206321 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00932175 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.00592501 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.0206321 # DEPENDENCYPART_SIBL
(15,13),(15,21),-0.0275989 # DEPENDENCYPART_SIBL
(15,13),(15,22),0.0204113 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0181571 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.0179617 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0179516 # DEPENDENCYPART_SIBL
(15,14),(15,20),0.0181571 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.0215568 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.00386746 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0299813 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0297921 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.000574103 # DEPENDENCYPART_SIBL
(15,17),(15,21),-0.020943 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0136211 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0277539 # DEPENDENCYPART_SIBL
(15,18),(15,20),0.00597535 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.0260882 # DEPENDENCYPART_SIBL
(15,18),(15,22),-0.010166 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.00614733 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0277076 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.000841473 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.020943 # DEPENDENCYPART_SIBL
(15,20),(15,22),0.0136211 # DEPENDENCYPART_SIBL
(15,21),(15,22),-0.0670323 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.026006 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0903237 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0639853 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.662675 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00262194 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00249423 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.139503 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0816393 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.256032 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.417031 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0154313 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0444741 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0825733 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0173651 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0319122 # DEPENDENCYPART_SIBL
(18,10),(18,22),0.0490035 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0125087 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.247967 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.154063 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.00878803 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0743001 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0142373 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.0383522 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0475682 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.14321 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.248328 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.40621 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.00665809 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.052168 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.058795 # DEPENDENCYPART_SIBL
(18,12),(18,19),0.0173599 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.0319125 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0481548 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.146914 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0201447 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.134194 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0593641 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.000359613 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0190515 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0471014 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0264146 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.118489 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.112051 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0339985 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0009781 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0436307 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.224043 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0309006 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00238271 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0120421 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.002358 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0771388 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0355211 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0136371 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.0222389 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00968972 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0368191 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0431821 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0307468 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.00705178 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0602357 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.161925 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0185487 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.131889 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0474854 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0206897 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0245436 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.115927 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.104044 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0207939 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.23004 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0124666 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0239389 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0673078 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0793917 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.013358 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.408123 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0245122 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0253283 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0170405 # DEPENDENCYPART_SIBL
(20,4),(20,10),0.0569251 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.140124 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0635589 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0456326 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.231586 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0253304 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.408123 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0569251 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0420956 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.00357727 # DEPENDENCYPART_SIBL
(20,4),(20,21),-0.0479948 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.119507 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.155839 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.197488 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0129962 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.20699 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0513435 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.190771 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.138025 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.155843 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.662013 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0129962 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.23701 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.131886 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0730723 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.0021961 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.0173636 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.00923712 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.107508 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.0016574 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.424083 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.571443 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.00219465 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.668653 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.00923712 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.00456637 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.00200294 # DEPENDENCYPART_SIBL
(20,7),(20,21),-0.0389046 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0098166 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.00307409 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.113554 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.00450563 # DEPENDENCYPART_SIBL
(20,8),(20,13),0.440921 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.577907 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.00535234 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.662675 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.00307409 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0121134 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.00554405 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.038793 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.000720553 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.117573 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.00830027 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.444804 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.581922 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0176846 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.658643 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.000720553 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0244456 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0178763 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0390139 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.153199 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.00976653 # DEPENDENCYPART_SIBL
