# _root_ Ő korábban — egyebek között — az Ybl_Bank csődjét okozó Hepta-csoport egyik cégének , a Carbontransz_Rt.-nek volt az elnök-vezérigazgatója ( HVG , 1992. augusztus 1. )
#goldHeads=17,17,17,5,17,17,8,9,10,11,13,13,17,13,16,13,0,19,17,21,17,21,25,25,21,21,
#predictedHeads=2,5,17,5,17,17,8,9,10,11,13,13,17,17,16,17,0,19,17,21,17,21,25,25,21,17,
(13,3),(13,7),-0.297081 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0200475 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0200475 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0307057 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0200475 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0559706 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.056362 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0330674 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0490937 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0306297 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0405556 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0455758 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.056362 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.0330991 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0330674 # DEPENDENCYPART_SIBL
(13,3),(13,26),-0.0219017 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0395435 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.352408 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0566243 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.04013 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.04013 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.052544 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.04013 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0139006 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.00605925 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.00470951 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0286715 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.00740422 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0565317 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.00462476 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.00605925 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.00470068 # DEPENDENCYPART_SIBL
(13,4),(13,25),0.00470951 # DEPENDENCYPART_SIBL
(13,4),(13,26),-0.0368675 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.298031 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.24343 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.0681269 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0681269 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.0332464 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.0681269 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0766065 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.0419364 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.0446142 # DEPENDENCYPART_SIBL
(13,5),(13,17),0.0268961 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.0473089 # DEPENDENCYPART_SIBL
(13,5),(13,20),0.00663612 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.0455345 # DEPENDENCYPART_SIBL
(13,5),(13,22),0.0419364 # DEPENDENCYPART_SIBL
(13,5),(13,24),0.0446073 # DEPENDENCYPART_SIBL
(13,5),(13,25),0.0446142 # DEPENDENCYPART_SIBL
(13,5),(13,26),0.0409888 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.297081 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0200475 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0200475 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0307057 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0200475 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0559706 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.056362 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0330674 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0490937 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0306297 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0405556 # DEPENDENCYPART_SIBL
(13,6),(13,21),-0.0455758 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.056362 # DEPENDENCYPART_SIBL
(13,6),(13,24),-0.0330991 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.0330674 # DEPENDENCYPART_SIBL
(13,6),(13,26),-0.0219017 # DEPENDENCYPART_SIBL
(13,7),(13,8),0.000855746 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.000855746 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.20642 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.000855746 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0953523 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0165824 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00571552 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0247806 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00302082 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0874489 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.00679508 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.0165824 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.00572774 # DEPENDENCYPART_SIBL
(13,7),(13,25),-0.00571552 # DEPENDENCYPART_SIBL
(13,7),(13,26),-0.082182 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.018106 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.0409604 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.018106 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.190729 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.00283849 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.00337853 # DEPENDENCYPART_SIBL
(13,8),(13,17),0.000103434 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.00389907 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0657147 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0193701 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.00283849 # DEPENDENCYPART_SIBL
(13,8),(13,24),0.00166543 # DEPENDENCYPART_SIBL
(13,8),(13,25),0.00337853 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.0343194 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0409604 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.018106 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.190729 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.00283849 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.00337853 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.000103434 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.00389907 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0657147 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0193701 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.00283849 # DEPENDENCYPART_SIBL
(13,9),(13,24),0.00166543 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.00337853 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.0343194 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.00293411 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0534416 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0343685 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.00508179 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0552979 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.00238708 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0588342 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.00263942 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0343685 # DEPENDENCYPART_SIBL
(13,10),(13,24),-0.00509519 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.00508179 # DEPENDENCYPART_SIBL
(13,10),(13,26),-0.0582408 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.190729 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.00283849 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00337853 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.000103434 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00389907 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0657147 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0193701 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.00283849 # DEPENDENCYPART_SIBL
(13,11),(13,24),0.00166543 # DEPENDENCYPART_SIBL
(13,11),(13,25),0.00337853 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.0343194 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0133197 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00492737 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0420915 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00762207 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0681369 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.00474445 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0133197 # DEPENDENCYPART_SIBL
(13,12),(13,24),0.00491854 # DEPENDENCYPART_SIBL
(13,12),(13,25),0.00492737 # DEPENDENCYPART_SIBL
(13,12),(13,26),-0.058897 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.342981 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.482727 # DEPENDENCYPART_SIBL
(13,14),(13,19),0.355683 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0167394 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.356704 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.00482316 # DEPENDENCYPART_SIBL
(13,14),(13,24),0.342959 # DEPENDENCYPART_SIBL
(13,14),(13,25),0.342981 # DEPENDENCYPART_SIBL
(13,14),(13,26),0.13058 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0610271 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.00370319 # DEPENDENCYPART_SIBL
(13,16),(13,20),0.0365003 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.00278576 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.103086 # DEPENDENCYPART_SIBL
(13,16),(13,24),0.00468486 # DEPENDENCYPART_SIBL
(13,16),(13,25),0.00471394 # DEPENDENCYPART_SIBL
(13,16),(13,26),0.110931 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0777744 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.127287 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.077064 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.16794 # DEPENDENCYPART_SIBL
(13,17),(13,24),0.0741013 # DEPENDENCYPART_SIBL
(13,17),(13,25),0.0741054 # DEPENDENCYPART_SIBL
(13,17),(13,26),0.181439 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0364999 # DEPENDENCYPART_SIBL
(13,19),(13,21),0.0027854 # DEPENDENCYPART_SIBL
(13,19),(13,22),0.103086 # DEPENDENCYPART_SIBL
(13,19),(13,24),0.00468449 # DEPENDENCYPART_SIBL
(13,19),(13,25),0.00471357 # DEPENDENCYPART_SIBL
(13,19),(13,26),0.108798 # DEPENDENCYPART_SIBL
(13,20),(13,21),0.0841515 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0261999 # DEPENDENCYPART_SIBL
(13,20),(13,24),0.0741609 # DEPENDENCYPART_SIBL
(13,20),(13,25),0.0741756 # DEPENDENCYPART_SIBL
(13,20),(13,26),0.110088 # DEPENDENCYPART_SIBL
(13,21),(13,22),0.104204 # DEPENDENCYPART_SIBL
(13,21),(13,24),0.00275714 # DEPENDENCYPART_SIBL
(13,21),(13,25),0.00278621 # DEPENDENCYPART_SIBL
(13,21),(13,26),0.116668 # DEPENDENCYPART_SIBL
(13,22),(13,24),0.342959 # DEPENDENCYPART_SIBL
(13,22),(13,25),0.342981 # DEPENDENCYPART_SIBL
(13,22),(13,26),0.13058 # DEPENDENCYPART_SIBL
(13,24),(13,25),0.00307316 # DEPENDENCYPART_SIBL
(13,24),(13,26),0.110654 # DEPENDENCYPART_SIBL
(13,25),(13,26),0.110931 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0406911 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.000855746 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.542227 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.00302082 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00679508 # DEPENDENCYPART_SIBL
(16,7),(16,25),-0.00571552 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.317123 # DEPENDENCYPART_SIBL
(16,13),(16,19),0.00389907 # DEPENDENCYPART_SIBL
(16,13),(16,21),0.0193701 # DEPENDENCYPART_SIBL
(16,13),(16,25),0.00337853 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.000624908 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0043079 # DEPENDENCYPART_SIBL
(16,15),(16,25),-0.00331961 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0027854 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.00471357 # DEPENDENCYPART_SIBL
(16,21),(16,25),0.00278621 # DEPENDENCYPART_SIBL
(17,1),(17,2),0.112409 # DEPENDENCYPART_SIBL
(17,1),(17,3),0.0515582 # DEPENDENCYPART_SIBL
(17,1),(17,4),-0.139831 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0394545 # DEPENDENCYPART_SIBL
(17,1),(17,6),0.0515582 # DEPENDENCYPART_SIBL
(17,1),(17,7),0.137647 # DEPENDENCYPART_SIBL
(17,1),(17,8),0.0160824 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0160824 # DEPENDENCYPART_SIBL
(17,1),(17,10),0.0479321 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.0160824 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.171382 # DEPENDENCYPART_SIBL
(17,1),(17,13),0.0160824 # DEPENDENCYPART_SIBL
(17,1),(17,14),0.133358 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.075789 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0160824 # DEPENDENCYPART_SIBL
(17,1),(17,18),0.00765054 # DEPENDENCYPART_SIBL
(17,1),(17,19),0.0143881 # DEPENDENCYPART_SIBL
(17,1),(17,20),-0.0639727 # DEPENDENCYPART_SIBL
(17,1),(17,21),0.0384051 # DEPENDENCYPART_SIBL
(17,1),(17,22),-0.00400523 # DEPENDENCYPART_SIBL
(17,1),(17,24),0.0164174 # DEPENDENCYPART_SIBL
(17,1),(17,25),0.018502 # DEPENDENCYPART_SIBL
(17,1),(17,26),-0.0258744 # DEPENDENCYPART_SIBL
(17,2),(17,3),-0.0105255 # DEPENDENCYPART_SIBL
(17,2),(17,4),-0.0765726 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0212742 # DEPENDENCYPART_SIBL
(17,2),(17,6),-0.0105255 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0530133 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0105814 # DEPENDENCYPART_SIBL
(17,2),(17,9),0.0105814 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0104325 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.0105814 # DEPENDENCYPART_SIBL
(17,2),(17,12),-0.112593 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.0105814 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0688696 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.12484 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0105814 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0177531 # DEPENDENCYPART_SIBL
(17,2),(17,19),0.0562132 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0887483 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.1081 # DEPENDENCYPART_SIBL
(17,2),(17,22),-0.0427417 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.0621234 # DEPENDENCYPART_SIBL
(17,2),(17,25),0.0642098 # DEPENDENCYPART_SIBL
(17,2),(17,26),-0.0461509 # DEPENDENCYPART_SIBL
(17,3),(17,4),-0.10565 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0467495 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.726602 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.00899369 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.122611 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.122611 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.00800376 # DEPENDENCYPART_SIBL
(17,3),(17,11),-0.122611 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.135757 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.122611 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.0242891 # DEPENDENCYPART_SIBL
(17,3),(17,15),-0.139825 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.122611 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.00569199 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0284056 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.10058 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.0272929 # DEPENDENCYPART_SIBL
(17,3),(17,22),0.00354188 # DEPENDENCYPART_SIBL
(17,3),(17,24),0.0306521 # DEPENDENCYPART_SIBL
(17,3),(17,25),0.0327764 # DEPENDENCYPART_SIBL
(17,3),(17,26),0.0852341 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.000256722 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.0294945 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.112338 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.0290905 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0290905 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0214764 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0290905 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.209221 # DEPENDENCYPART_SIBL
(17,4),(17,13),-0.0290905 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.102624 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0541452 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.0290905 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.0193809 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0376556 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0998847 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.0136386 # DEPENDENCYPART_SIBL
(17,4),(17,22),-0.0511555 # DEPENDENCYPART_SIBL
(17,4),(17,24),-0.0356263 # DEPENDENCYPART_SIBL
(17,4),(17,25),-0.0335416 # DEPENDENCYPART_SIBL
(17,4),(17,26),-0.0781748 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.054656 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0338289 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0426803 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0426803 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0779799 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.0426803 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0799702 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0426803 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0949207 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0252414 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0426803 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0057202 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0111379 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.0744904 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0371497 # DEPENDENCYPART_SIBL
(17,5),(17,22),-0.0509804 # DEPENDENCYPART_SIBL
(17,5),(17,24),0.0131684 # DEPENDENCYPART_SIBL
(17,5),(17,25),0.0152518 # DEPENDENCYPART_SIBL
(17,5),(17,26),-0.0278022 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.00899369 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.122611 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.122611 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.00800376 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.122611 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.135757 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.122611 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0242891 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.139825 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.122611 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.00569199 # DEPENDENCYPART_SIBL
(17,6),(17,19),0.0284056 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.10058 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.0272929 # DEPENDENCYPART_SIBL
(17,6),(17,22),0.00354188 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.0306521 # DEPENDENCYPART_SIBL
(17,6),(17,25),0.0327764 # DEPENDENCYPART_SIBL
(17,6),(17,26),0.0852341 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.062774 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.062774 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0264137 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.062774 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.168623 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.062774 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0289276 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.15284 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.062774 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0812105 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.00888745 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0577204 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.013278 # DEPENDENCYPART_SIBL
(17,7),(17,22),-0.00125182 # DEPENDENCYPART_SIBL
(17,7),(17,24),-0.00685995 # DEPENDENCYPART_SIBL
(17,7),(17,25),-0.00477352 # DEPENDENCYPART_SIBL
(17,7),(17,26),-0.0236628 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0690202 # DEPENDENCYPART_SIBL
(17,8),(17,10),0.000509383 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0690202 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.117107 # DEPENDENCYPART_SIBL
(17,8),(17,13),-0.0690202 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.126382 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0772474 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.0690202 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.0255165 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0369561 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0675251 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0298836 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.0110516 # DEPENDENCYPART_SIBL
(17,8),(17,24),-0.033976 # DEPENDENCYPART_SIBL
(17,8),(17,25),-0.028496 # DEPENDENCYPART_SIBL
(17,8),(17,26),-0.0565211 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.000509383 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0690202 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.117107 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.0690202 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.126382 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0772474 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0690202 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0255165 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0369561 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0675251 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.0298836 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0110516 # DEPENDENCYPART_SIBL
(17,9),(17,24),-0.033976 # DEPENDENCYPART_SIBL
(17,9),(17,25),-0.028496 # DEPENDENCYPART_SIBL
(17,9),(17,26),-0.0565211 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0297309 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.119694 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0297309 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0909118 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.215601 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0297309 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0108038 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.018923 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.129605 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.00766868 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0661178 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0168987 # DEPENDENCYPART_SIBL
(17,10),(17,25),-0.0148091 # DEPENDENCYPART_SIBL
(17,10),(17,26),-0.0550865 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.117107 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0690202 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.126382 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.0772474 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.0690202 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0255165 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0369561 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0675251 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0298836 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0110516 # DEPENDENCYPART_SIBL
(17,11),(17,24),-0.033976 # DEPENDENCYPART_SIBL
(17,11),(17,25),-0.028496 # DEPENDENCYPART_SIBL
(17,11),(17,26),-0.0565211 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0895354 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0700305 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0138843 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0895354 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0356859 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0587891 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.126033 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0349677 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.07036 # DEPENDENCYPART_SIBL
(17,12),(17,24),-0.0567598 # DEPENDENCYPART_SIBL
(17,12),(17,25),-0.0546752 # DEPENDENCYPART_SIBL
(17,12),(17,26),-0.101579 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.126382 # DEPENDENCYPART_SIBL
